yyyymm,temperature_volw_mean,salinity_volw_mean,temperature_uncert,salinity_uncert,temperature_obs_wt,salinity_obs_wt
191608,273.884,34.6167,0.318977,0.0645316,0.0584568,0.00348755
191609,273.884,34.6171,0.31933,0.0645572,0.0471163,0
191610,273.876,34.6197,0.319517,0.0645727,0.0140618,0.000574417
191611,273.873,34.6204,0.319656,0.0645456,0.0360124,0.0103188
191612,273.885,34.6204,0.319672,0.0644986,0.0139116,0.0115585
191701,273.888,34.6228,0.31966,0.0644868,0.0156299,0.0109455
191702,273.889,34.6252,0.319686,0.064508,0.0140275,0.0100767
191703,273.892,34.6271,0.319688,0.0645192,0.0140311,0.0100755
191704,273.887,34.6283,0.319631,0.0644916,0.0148381,0.0116705
191705,273.881,34.6272,0.319572,0.0644839,0.015893,0.0116557
191706,273.873,34.6232,0.319574,0.064507,0.0157656,0.0106787
191707,273.877,34.6191,0.319571,0.0645434,0.016242,0.000618252
191708,273.888,34.6168,0.319572,0.0645644,0.0161669,0.000940927
191709,273.889,34.6171,0.319571,0.0645771,0.0158012,0.000597949
191710,273.881,34.6197,0.319567,0.064585,0.0153124,0.000596537
191711,273.877,34.6205,0.319563,0.0645903,0.0155465,3.82849e-08
191712,273.887,34.6206,0.319568,0.0645935,0.0161438,0.000598232
191801,273.891,34.623,0.319637,0.0645957,0.00888353,2.64178e-08
191802,273.891,34.6254,0.319673,0.0645971,0.00889959,3.44972e-08
191803,273.894,34.6272,0.319648,0.0645981,0.0139001,0
191804,273.89,34.6286,0.319607,0.0645985,0.014581,0.000600791
191805,273.884,34.6273,0.319576,0.0645988,0.0165137,0.00110469
191806,273.875,34.6233,0.319564,0.0645989,0.0167777,0.00119308
191807,273.879,34.6192,0.319557,0.064599,0.0176891,0.00228458
191808,273.885,34.6164,0.318755,0.0644175,0.0691763,0.0657681
191809,273.886,34.6159,0.318506,0.0643412,0.0591998,0.0584854
191810,273.879,34.6182,0.318596,0.0643849,0.0403614,0.0270593
191811,273.876,34.6193,0.318679,0.0643765,0.0386071,0.0331944
191812,273.886,34.6195,0.31903,0.0644323,0.015496,0.01033
191901,273.89,34.6219,0.31924,0.0644682,0.0139954,0.010335
191902,273.891,34.6244,0.319396,0.0644934,0.0132375,0.0100767
191903,273.893,34.6263,0.319445,0.0645066,0.021158,0.010934
191904,273.888,34.6285,0.319138,0.064462,0.0376923,0.0307098
191905,273.882,34.6269,0.319219,0.0644803,0.0323264,0.0144919
191906,273.872,34.622,0.319017,0.0643484,0.0260991,0.0263975
191907,273.877,34.6174,0.319158,0.0643746,0.0225834,0.0168543
191908,273.887,34.6148,0.319156,0.064324,0.0243218,0.0276046
191909,273.89,34.6146,0.319185,0.0642742,0.0361263,0.0432686
191910,273.881,34.6172,0.319259,0.0643318,0.0232362,0.0170094
191911,273.876,34.6173,0.319215,0.0642932,0.0228068,0.0276391
191912,273.886,34.6178,0.319294,0.0643489,0.0191324,0.01648
192001,273.889,34.6201,0.319267,0.0643238,0.0232221,0.0236768
192002,273.89,34.6228,0.319326,0.0643645,0.0202516,0.0198819
192003,273.892,34.6243,0.319033,0.0643096,0.0414163,0.0468186
192004,273.888,34.6253,0.319008,0.0642677,0.0313912,0.0329343
192005,273.882,34.624,0.318984,0.0642969,0.029612,0.0300491
192006,273.877,34.6206,0.317551,0.0641056,0.0739629,0.0535619
192007,273.882,34.6165,0.316795,0.0641942,0.068159,0.0290509
192008,273.9,34.6145,0.315142,0.0638402,0.11034,0.0996918
192009,273.901,34.6149,0.316305,0.0640051,0.0714489,0.0332997
192010,273.891,34.6174,0.317449,0.0641457,0.0271956,0.0283501
192011,273.885,34.6182,0.31778,0.0641719,0.043104,0.0413543
192012,273.895,34.6184,0.318409,0.0642698,0.0210771,0.0195924
192101,273.898,34.6209,0.318795,0.0643302,0.0199665,0.0203143
192102,273.896,34.6233,0.318963,0.0643358,0.0238271,0.0266162
192103,273.896,34.625,0.318783,0.0643412,0.0398223,0.0285445
192104,273.893,34.6264,0.318043,0.0643694,0.0431291,0.0199837
192105,273.891,34.6256,0.317182,0.0640998,0.0495987,0.0557844
192106,273.882,34.6215,0.317951,0.064231,0.0317379,0.0286999
192107,273.884,34.6171,0.317567,0.0642429,0.0555922,0.0333872
192108,273.893,34.615,0.314829,0.063752,0.0945116,0.0956275
192109,273.893,34.6151,0.315552,0.0637953,0.0822042,0.0822776
192110,273.884,34.6176,0.317077,0.0640423,0.0279148,0.0259263
192111,273.879,34.6185,0.317952,0.0641947,0.023757,0.0212135
192112,273.889,34.6188,0.318499,0.0642905,0.0208051,0.0184669
192201,273.893,34.6213,0.318863,0.0643477,0.0173722,0.0185917
192202,273.893,34.6236,0.319086,0.0643815,0.0219477,0.0214572
192203,273.895,34.6255,0.319198,0.0643966,0.0210079,0.0221427
