,method_name,short_method_class,err_var,err_var100,best_alter_scale
55,GWI_tot_SR15,43/3_Human_Induced,0.004372069077079834,0.004372069077079834,0.9058184600198083
56,GWI_anthro,43/3_Human_Induced,0.0017536125839230903,0.0017536125839230903,0.4213947262715384
57,GWI_tot,43/3_Human_Induced,0.005166548651173461,0.00516654865117346,0.9133988979906664
58,GWI_tot_orig,43/3_Human_Induced,0.004671197995224354,0.0046711979952243545,0.8282999938853054
59,GWI_anthro_orig,43/3_Human_Induced,0.006612022351962389,0.006612022351962389,0.8411863289343502
60,GWI_anthro_CGWL,43/3_Human_Induced,0.0023730064613956925,0.0023730064613956925,0.4729867451937087
61,GWI_tot_CGWL,43/3_Human_Induced,0.003986066358720591,0.003986066358720591,0.7520864593825276
62,CGWL10y_forec,44/44_EarthModel_CGWL,0.001108774827919405,0.001108774827919405,0.7558678484348264
63,CGWL10y_for_halfU,44/44_EarthModel_CGWL,0.001108774827919405,0.001108774827919405,1.034899640302669
64,CGWL10y_pUKCP,44/44_EarthModel_CGWL,0.0015655722847840107,0.0007839257356378119,0.6239661571398802
65,CGWL10y_sUKCP,44/44_EarthModel_CGWL,0.0018241703304468005,0.0019630197389603607,0.777545141343755
66,CGWL_10y_IPCC,44/44_EarthModel_CGWL,0.0019184505281530362,0.0019659184166920087,0.7594262032265233
67,CGWL10y_sfUKCP,44/44_EarthModel_CGWL,0.0016920582390136736,0.0017684948166974608,0.8044280207015652
