Time,Anomaly,Lower,Upper
1850,-1.004,-1.17554507,-0.8324549000000001
1851,-0.7817,-0.96021812,-0.6031818869999999
1852,-0.969,-1.1489833600000001,-0.7890166499999999
1853,-0.839,-0.99865489,-0.6793450839999999
1854,-0.5205,-0.66169067,-0.37930936
1855,-0.506,-0.64840203,-0.36359799
1856,-0.6196,-0.7673395000000001,-0.4718604800000001
1857,-0.7676,-0.9166921100000001,-0.6185078900000001
1858,-0.642,-0.7901203400000001,-0.49387961999999996
1859,-0.493,-0.63565567,-0.3503443299999999
1860,-0.731,-0.8798114200000001,-0.58218857
1861,-0.712,-0.8798880599999999,-0.5441119
1862,-0.708,-0.87529055,-0.5407094
1863,-0.718,-0.9077926999999999,-0.52820735
1864,-0.752,-0.93462797,-0.5693720499999999
1865,-0.4524,-0.64437558,-0.26042446
1866,-0.656,-0.8365134000000001,-0.47548664
1867,-0.5957,-0.7917290800000001,-0.39967092
1868,-0.7407,-0.9183515600000001,-0.5630484600000001
1869,-0.5083,-0.6681713999999999,-0.34842860999999997
1870,-0.7817,-0.9224719299999999,-0.6409280399999999
1871,-0.702,-0.8475704000000001,-0.5564295899999999
1872,-0.708,-0.84305944,-0.5729405599999999
1873,-0.542,-0.67320474,-0.41079527000000005
1874,-0.561,-0.6948914,-0.42710860000000006
1875,-0.8066,-0.94501506,-0.6681849100000001
1876,-0.648,-0.78676126,-0.50923878
1877,-0.4922,-0.6209111700000001,-0.36348882000000005
1878,-0.4277,-0.547597388,-0.30780260800000003
1879,-0.738,-0.86843004,-0.60756998
1880,-0.7964,-0.92071887,-0.6720811600000001
1881,-0.5845,-0.71018946,-0.45881054
1882,-0.739,-0.8636200199999999,-0.61437998
1883,-0.7427,-0.8570433,-0.62835672
1884,-0.783,-0.8933485400000001,-0.6726514800000001
1885,-0.789,-0.9009446200000002,-0.6770553800000001
1886,-0.706,-0.80763458,-0.60436541
1887,-0.9033,-1.0210740999999999,-0.7855258999999999
1888,-0.8325,-0.9464448799999999,-0.7185551099999999
1889,-0.714,-0.8363253700000001,-0.59167461
1890,-1.013,-1.1385513299999999,-0.8874486299999998
1891,-0.762,-0.8980549599999998,-0.62594504
1892,-0.823,-0.95977003,-0.6862299999999999
1893,-0.8286,-0.9655121799999998,-0.6916878000000001
1894,-0.7227,-0.8645041699999998,-0.5808958099999999
1895,-0.895,-1.02826904,-0.7617309999999999
1896,-0.7134,-0.8467941800000001,-0.5800057900000001
1897,-0.7793,-0.91802408,-0.64057589
1898,-0.8496,-0.9814570699999999,-0.7177429000000001
1899,-0.745,-0.8759633,-0.61403672
1900,-0.517,-0.648976,-0.3850239999999999
1901,-0.7236,-0.8584559299999999,-0.58874409
1902,-0.9023,-1.03665164,-0.76794837
1903,-1.039,-1.1637665400000001,-0.9142334499999999
1904,-1.127,-1.2544450999999999,-0.99955493
1905,-0.9395,-1.0621363199999998,-0.81686368
1906,-0.8174,-0.9432168200000001,-0.6915832000000001
1907,-1.126,-1.24188395,-1.0101160299999998
1908,-0.994,-1.1102952,-0.87770478
1909,-0.978,-1.0861686,-0.8698314299999999
1910,-0.932,-1.0465619,-0.8174381000000001
1911,-0.9814,-1.0933775,-0.86942255
1912,-0.9526,-1.05538686,-0.8498131299999999
1913,-0.8506,-0.9608078000000001,-0.7403922
1914,-0.4893,-0.59687586,-0.38172415000000004
1915,-0.5244,-0.64193236,-0.40686765999999996
1916,-0.829,-0.9543107599999998,-0.70368926
1917,-0.822,-0.9564232299999998,-0.68757675
1918,-0.7144,-0.8563155500000001,-0.5724844600000001
1919,-0.615,-0.7533747799999999,-0.47662520999999997
1920,-0.643,-0.7757256300000002,-0.51027439
1921,-0.6577,-0.78176449,-0.5336354999999999
1922,-0.715,-0.8256692999999999,-0.60433068
1923,-0.7017,-0.81008222,-0.5933177599999999
1924,-0.755,-0.8636096,-0.6463904
1925,-0.7124,-0.82520945,-0.59959055
1926,-0.508,-0.6162920900000001,-0.39970791800000005
1927,-0.6514,-0.75448416,-0.54831586
1928,-0.6416,-0.75257106,-0.53062893
1929,-0.7974,-0.90781697,-0.6869829900000001
1930,-0.5254,-0.6390060200000001,-0.41179396
1931,-0.5303,-0.639593925,-0.42100607300000004
1932,-0.5854,-0.6918934700000001,-0.47890653000000005
1933,-0.7583,-0.86305598,-0.6535439999999999
1934,-0.647,-0.7466671,-0.5473328900000001
1935,-0.6035,-0.70093811,-0.5060619
1936,-0.5957,-0.68969832,-0.50170169
1937,-0.456,-0.556559823,-0.35544017299999997
1938,-0.44,-0.538103008,-0.341896993
1939,-0.52,-0.625907486,-0.414092506
1940,-0.4111,-0.528985506,-0.29321449000000005
1941,-0.2715,-0.47188322,-0.07111678000000002
1942,-0.2603,-0.45691848799999996,-0.06368150799999998
1943,-0.298,-0.504004692,-0.09199530199999999
1944,-0.1716,-0.37019997,0.02699995999999999
1945,-0.4717,-0.672071254,-0.271328744
1946,-0.42,-0.5671364299999999,-0.272863576
1947,-0.4485,-0.5890848599999999,-0.30791513400000003
1948,-0.5747,-0.7091721,-0.440227883
1949,-0.5835,-0.69377523,-0.473224734
1950,-0.6206,-0.72663518,-0.5145648260000001
1951,-0.551,-0.6401962700000001,-0.461803731
1952,-0.422,-0.520290528,-0.323709468
1953,-0.2435,-0.34166036099999997,-0.14533964
1954,-0.4722,-0.56395249,-0.3804475
1955,-0.51,-0.5971200299999999,-0.42287997
1956,-0.6323,-0.70826004,-0.55633996
1957,-0.374,-0.439233695,-0.30876630699999996
1958,-0.288,-0.353441997,-0.22255799699999998
1959,-0.351,-0.413358927,-0.288641076
1960,-0.409,-0.46767797999999994,-0.350322025
1961,-0.3518,-0.402580061,-0.301019934
1962,-0.3508,-0.404066515,-0.297533478
1963,-0.2925,-0.34626915599999997,-0.23873083799999997
1964,-0.54,-0.5836329899999999,-0.49636705
1965,-0.5337,-0.5828902199999999,-0.48450976999999995
1966,-0.4622,-0.51171158,-0.41268843
1967,-0.4727,-0.5158175060000001,-0.42958249600000004
1968,-0.531,-0.57562793,-0.48637207000000005
1969,-0.377,-0.41750513499999997,-0.336494869
1970,-0.4065,-0.44748857,-0.36551144599999996
1971,-0.5474,-0.58598319,-0.50881681
1972,-0.4126,-0.45049219,-0.374707826
1973,-0.2935,-0.329971142,-0.25702885999999997
1974,-0.4954,-0.53309907,-0.45770091000000007
1975,-0.476,-0.516550896,-0.43544911599999997
