method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6,cross_err0.5,cross_err1.0
FaIR_nonat_unB,43/1_ERF_FaIR,c,2.18,0.02809472330801057,0,0,0.7708740603397892,0.7708740603397892,2.2068549039433156,0.027333747007722294,-0.008868937335773116,187.58266683518184,187.5826668351818,11.287904871022093,14.343041037648796,-0.010235170307539992,1.0833333333437167,1.0347222222188748,1985.833333333319,2010.9166666666522
FaIR_nonat,43/1_ERF_FaIR,c,2.176,0.028031441781605573,0,0,0.7512881490289338,0.7512881490289338,2.1922437201592144,0.027533550206245806,-0.010705108154633467,186.34071621353323,186.3407162135332,11.583221372736421,12.184034459696095,-0.0140321724365783,1.2500000000102318,0.9583333333299985,1985.833333333319,2011.4166666666517
EBMKF_ta2,43/2_Kalman,c,1.876,0.03888916026377481,0,0,0.8560053952395551,0.9882635340522162,2.145987432870534,0.027687437334943388,4.8622633595904376e-05,332.62805209493274,183.80933486463465,12.43249482375595,12.714985818498066,-0.005326711978962106,0.33333333334439885,0.6388888888877394,1984.58333333332,2010.3333333333194
FaIR_anthro_unB,43/1_ERF_FaIR,c,1.963,0.024394843246950043,17,0,0.3032104637336504,0.3032104637336504,2.099365485895152,0.029317573342929372,-0.011836054943862548,178.4460663010879,178.44606630108788,14.548178915443522,14.99129646680499,-0.007259933410646918,0.7500000000106866,1.1666666666662497,1985.0833333333196,2011.0833333333187
EBMKF_ta,43/2_Kalman,c,1.902,0.03921380067182637,0,0,0.8361876348348131,0.8361876348348131,2.091597002913034,0.02942037721998173,0.006941451714367243,324.19753545152025,175.75076278043719,10.114883307057514,10.226901687592592,0.013262659812632433,1.2499999999874944,1.222222222212963,1983.7499999999875,2009.0833333333205
FaIR_anthro,43/1_ERF_FaIR,c,1.912,0.024393388458386858,27,0,0.3032104637336504,0.3032104637336504,2.0661585269673717,0.03019887765841403,-0.015518560513004624,175.6234747922266,175.62347479222663,14.64105042123416,8.222692717458544,-0.014963404416753884,1.2083333333437167,1.0972222222279697,1985.0833333333196,2011.9999999999845
FaIR_comb_unB,43/1_ERF_FaIR,c,2.67,0.036969988865603695,0,0,0.9619930375485295,0.9619930375485295,2.046878024343033,0.029091672880552876,-0.006503587254214458,173.98463206915778,173.98463206915778,6.759657691431486,10.732289190556315,-0.01186196748065167,1.2500000000102318,1.1874999999989388,1986.0833333333187,2010.833333333319
TheilSen_h7075,42/2_LT_Fits,c,2.381,0.03667694691302614,0,0,0.7721308059746872,0.7721308059746872,2.0455152184325174,0.036571443897569354,0.004036613205418425,163.64121747460138,163.64121747460138,3.140145206845319,11.391256152608191,-0.001655672741177032,3.250000000008413,1.6527777777756683,1981.8333333333226,2011.833333333318
CGWL10y_for_halfU,44/44_EarthModel_CGWL,c,3.698,0.03187300438157594,0,0,0.6027397260273972,0.6027397260273972,2.0277329907117077,0.0332982706445756,-0.01945723245339227,111.52531448914392,111.52531448914392,6.935405023244095,17.21518220839551,-0.016626109038619857,1.5000000000100044,1.0416666666632939,1987.4166666666508,2009.8333333333198
OLS_hinge75,42/2_LT_Fits,c,3.775,0.03622867421224443,2,0,0.28315010898129944,0.7375397254162896,1.9817336825841345,0.043015155258308735,0.007431212698682138,158.53869460673076,158.53869460673073,2.785505006108035,11.931176157825101,0.013688358768385627,3.1666666666751553,1.680555555553345,1980.4166666666572,2010.9999999999854
