method_name,method_class,c/r,#q<0.1,#q<0.5,100bias,100log-l,75RMS,Edyrs15,Edyrs20,EdyrsA,Fdyrs15,Fdyrs20,Mdyrs15,Mdyrs20,RMSyrsA,avg_unc.(1se),bias,bias50,e100bias,e100log-l,e75RMS,eEdyrs15,eEdyrs20,eEdyrsA,eFdyrs15,eFdyrs20,eMdyrs15,eMdyrs20,eRMSyrsA,ebias50,el15,el20,l15,l20,log-likeli,ncEdyrs,nceEdyrs,q_min,q_small5,smooth_r,tlog-l,RMS,100RMS,e100RMS
cubic_spline,42/4_GAM_AR1,c,1.8,8.36,0.003917312905257969,117.39498696174425,0.05762421399341757,1.7409166668171594,-1.0,1.3119736773904855,-1.2649999998467774,-1.0,3.3366666668157086,-1.0,3.8253818332148,0.08637526395041659,-0.001733410915128456,0.01939333616916044,0.0039173129052579685,95.26720867516534,0.07758711073500478,2.090138889038972,-1.0,1.4953055556971893,-0.7549999998473322,-1.0,3.425000000148866,-1.0,3.131185185204829,0.019393336169160436,3.713728874198079,0.0,4.163463899534291,0.0,0.9934521571995971,9.86,10.236,0.19099543116839945,0.48878708311951496,8.49682,209.618405169115,0.0916507077013829,0.06268919369531026,0.08334176660734717
butterworth,42/2_LT_Fits,c,0.88,1.56,-0.011389947194330723,94.03710949847817,0.05082846714332918,2.3696111112610527,-1.0,1.6466349207765552,-2.6133333331788524,-1.0,5.758333333480196,-1.0,3.1699473372854374,0.13135761726068243,-0.018319566230965235,-0.002780505220569092,-0.01138994719433078,74.3576186805844,0.06964007410107556,2.2741944445943836,-1.0,1.7139537038451473,-2.1033333331794073,-1.0,4.60666666681449,-1.0,2.9267314815299903,-0.0027805052205691037,2.8813949070569196,0.0,3.176884475602445,0.0,0.9717775874605045,12.745999999999999,13.075999999999999,0.3703275898159998,0.923584719993302,8.82324,137.99241741939164,0.06206084835890379,0.05507558369043857,0.07481280888707884
removeGreensfx,42/6_Remove_IV,c,2.82,30.48,-0.009694638186030868,115.01496293195872,0.0640995470139028,3.76377777792645,-1.0,2.6228140874423236,-2.3483333331791165,-1.0,8.813333333477422,-1.0,3.788159286648492,0.06,-0.013302645058036354,0.005516389250755278,-0.00969463818603092,86.50030443509175,0.07804356482638425,4.110722222370491,-1.0,2.7444024472309287,-1.8383333331796712,-1.0,9.230000000143619,-1.0,3.4404778439983033,0.005516389250755289,4.346353398856499,0.0,4.216232660033608,0.0,1.1536662258598513,15.735999999999999,16.21,0.09692873657931045,0.22266265556427803,14.268320000000001,266.49689817362565,0.07303288913501699,0.06662584098562593,0.08197667574860101
removeMEI_volc_cons,42/6_Remove_IV,c,7.44,32.26,-0.033167008578490906,90.0835566989188,0.09104746589843864,8.14245899485368,-1.0,2.81270305191683,-2.0433333331794072,-1.0,18.535000000135234,-1.0,5.879056569324999,0.07960415122251946,0.008043232143254267,-0.0697142327751477,-0.03316700857849095,74.06953821980711,0.09963000539972637,8.508314814959075,-1.0,3.060973965987751,-1.5333333331799621,-1.0,18.696666666801676,-1.0,3.7654043010095055,-0.06971423277514771,3.1900259217036493,0.0,3.305797824530188,0.0,0.6668263655564155,23.855999999999998,24.124000000000002,0.01966918673061414,0.10753088256709736,25.23556,80.01916386676984,0.11554613865865758,0.08866905125527125,0.10026968298768997
Kal_flexLin_ocn,42/5_Kalman,c,8.74,78.32,0.0545517867615223,83.30992484717412,0.07581976133900228,-4.491666666510493,-1.0,-3.591513888742568,-5.46499999984294,-1.0,-5.02166666651001,-1.0,4.833384702479217,0.0478395230021269,0.01916614646581647,0.06675419399626549,0.0545517867615223,30.64778546976713,0.08634005987674738,-3.981666666511048,-1.0,-3.361777777631249,-4.954999999843494,-1.0,-4.218333333177506,-1.0,4.065759259152264,0.06675419399626548,3.374980862671852,0.0,4.183732136659926,0.0,1.2090161647504702,8.326,8.666,0.05211006418978255,0.10468122044331814,4.87174,279.28273405735865,0.06268031057472875,0.07118784259664598,0.0861466505003353
lag10y,42/1_Run_Means,c,25.98,97.58,-0.034010050561692935,71.4170154492316,0.04632211333747702,5.528194444591493,-1.0,4.704140211779076,3.936666666815172,-1.0,7.136666666812244,-1.0,5.267404654930507,0.038675018421119325,-0.029860932869651344,0.005639568328857386,-0.034010050561692956,-28.10100834454599,0.0622357102687063,5.750694444588614,-1.0,4.902430555693192,4.25000000014536,-1.0,6.563333333476581,-1.0,4.954467592718703,0.005639568328857397,5.247878079016508,0.0,4.9003634520214066,0.0,1.031116171226584,7.568,7.58,0.00865163222435239,0.017768616661005904,2.89858,238.18783555334088,0.05896873530378056,0.06013073688586079,0.07704784484589093
min_month_proj,42/3_ST_Fits,c,1.52,8.16,0.05323727785634344,72.57782063181463,0.09874300615200839,-0.6180555554029062,-1.0,-2.0134748675799496,-7.113333333174769,-1.0,0.05666666681869188,-1.0,4.615682544080445,0.14172000207854016,0.04569544070642587,0.041059095262385624,0.05323727785634344,55.20345002070981,0.11129377177304314,-0.770333333180633,-1.0,-2.031874999854674,-6.603333333175324,-1.0,0.6516666668180824,-1.0,3.39256944437823,0.041059095262385624,2.7326218563111593,0.0,3.1294571609833475,0.0,0.6814270757205497,10.958,11.286,0.412467326450443,0.506452074479861,10.51748,151.27681080996206,0.1092508665989339,0.10870710713611707,0.12201733546682197
etrend15y,42/1_Run_Means,c,5.46,31.34,0.012146369240018984,123.8176336777673,0.05348738943184983,1.3920833334841558,-1.0,0.05909986786790359,-3.6566666665112733,-1.0,3.916666666815191,-1.0,3.098707039727799,0.05880163322464943,0.00031823378592659053,0.009686030375957498,0.012146369240019012,80.90851368483943,0.07368771827368552,1.3323611112618952,-1.0,0.28420833347654406,-3.146666666511828,-1.0,2.6750000001495575,-1.0,2.9270231481569606,0.009686030375957501,4.222929863231397,0.0,5.225169451720461,0.0,1.16711676357056,10.588,10.857999999999999,0.13390210588544377,0.2158028705302708,5.694260000000001,264.9355053305171,0.06700627571507678,0.05813808150977218,0.07941507283627094
CGWL10y_pUKCP,44/44_EarthModel_CGWL,c,0.0,1.88,0.056037901125170916,54.52150736628924,0.0972607469934804,-3.766666666511128,-1.0,-2.585726190330904,-3.766666666511128,-1.0,-3.766666666511128,-1.0,4.21699683610853,0.1282112407457569,0.011669053967009213,0.10875879331638934,0.05603790112517091,54.4397715579893,0.0976161020418268,-3.256666666511683,-1.0,-2.7177777776318255,-3.256666666511683,-1.0,-3.256666666511683,-1.0,2.8138888887715514,0.10875879331638932,1.847962320578218,0.0,1.8535281190920156,0.0,1.0609038719003034,6.0,6.12,0.8562182878767876,0.8658014745189763,1.4762,242.94698666516945,0.06492027523502619,0.08535402078880787,0.08558625398912707
raw1y,42/1_Run_Means,c,0.04,0.68,0.006371157182587465,64.8218469662625,0.1157584088857783,3.324314814963879,-1.0,1.0225472475597006,-9.723333333172377,-1.0,12.135000000141053,-1.0,3.3697366235765496,0.1280378713259078,-0.00026166940324030466,0.0027164812088012504,0.006371157182587505,57.537473534574616,0.1246884032714711,3.7799351853337435,-1.0,1.0340868608127283,-9.213333333172931,-1.0,14.170000000139106,-1.0,2.511024911860201,0.0027164812088012443,2.358009902899954,0.0,2.2811302719689857,0.0,0.6974176235003001,28.572,29.608,0.6492481436211057,0.8656575477032064,28.95268,161.10347102856934,0.11944902180379459,0.11810037112434799,0.12754143408796217
etrend30y_3CS,42/3_ST_Fits,c,13.64,62.38,-0.001093064283811918,96.10483156588894,0.048627863326005,-1.9202777776239586,-1.0,-0.42996164006817167,-2.6799999998454767,-1.0,-2.1683333331792802,-1.0,3.086307254198075,0.04431770709351759,-0.008418196785314918,0.03217375228366543,-0.0010930642838119379,61.04760136487081,0.06513438880872752,-1.6569444442909558,-1.0,-0.352009259115954,-2.1699999998460315,-1.0,-1.3583333331801168,-1.0,2.4432592592335993,0.03217375228366543,4.39012759988162,0.0,6.31237063992883,0.0,1.1794416640341496,7.436,7.632000000000001,0.05410847799996277,0.0785400784944726,3.15648,250.04163277523975,0.06393774583588255,0.06921376346428083,0.07765518498215751
Kalman_RW_ocn,42/5_Kalman,c,24.56,91.14,0.06826730296257727,24.713386322500927,0.10666356106050191,-4.487777777621595,-1.0,-3.1271111109651293,-5.999999999842448,-1.0,-5.394999999842994,-1.0,4.934509433920595,0.0510851387758082,0.015052613244912395,0.11089323446326095,0.06826730296257726,-14.598039384987858,0.11302673098735627,-3.97777777762215,-1.0,-3.301074073927597,-5.489999999843003,-1.0,-4.469999999843931,-1.0,4.004296296195096,0.11089323446326092,3.2671320658593066,0.0,3.6440678066710324,0.0,0.8946134571530254,9.267999999999999,9.588,0.009765886729398546,0.022174912514749213,6.806839999999999,206.65570860234885,0.07694274317523003,0.09502001481779905,0.10591857812616828
cons_hArrh_CO2forc,43/0_Linear,c,39.92,49.8,0.16454261012690125,-10.839485550719928,0.21457631205137448,-12.019999999839884,-1.0,-6.481523809382091,-12.219999999839883,-1.0,-12.219999999839883,-1.0,10.992185013227292,0.2095807287196262,0.09697342431087122,0.21338796198396498,0.16454261012690122,-10.221405804578696,0.21211903138169422,-12.593333333169912,-1.0,-9.288055555404117,-12.593333333169912,-1.0,-12.593333333169912,-1.0,9.288055555404117,0.21338796198396495,0.7652525084739161,0.0,0.7665798728903858,0.0,-2.174632201698608,5.62,5.98,7.020568417347773e-07,0.00019380323350720233,0.22333999999999998,-502.3400385923785,0.13469730017300818,0.18982729020436323,0.18440125079063488
Bayes_seq_CP,42/2_LT_Fits,c,74.0,122.8,0.03697842350420206,-33.73662320110444,0.07993625411410656,-2.0249999998460786,-1.0,-1.3355092591149855,-3.0399999998451586,-1.0,-1.7033333331797076,-1.0,4.089137200281505,0.03335407267326728,-0.003886949082929182,0.07847758533477778,0.03697842350420206,-133.2917746309384,0.08934356824845356,-1.7674999998464014,-1.0,-1.2939351850405447,-2.5299999998457134,-1.0,-1.224999999846896,-1.0,3.308287036982384,0.0784775853347778,4.421404021816084,0.0,5.362912452426185,0.0,-1.0426048340549512,6.544,6.76,8.66711440709852e-06,1.9159150275955095e-05,2.5197,-200.1801281385506,0.07614642782035223,0.07414885684591804,0.08884373105532985
removeMEI_volc_refit,42/6_Remove_IV,c,5.66,24.8,-0.08372304790772363,19.245454755508995,0.17648668468261164,8.068176226695996,-1.0,6.253273941650026,-5.603333333176106,-1.0,20.63833333346666,-1.0,7.028630581781784,0.12957749793706053,-0.07669358330946822,-0.10751404975986845,-0.08372304790772363,13.899467926694747,0.18093429899037305,8.719985750504838,-1.0,6.230362153416632,-5.093333333176661,-1.0,20.84666666679972,-1.0,6.230362153416632,-0.10751404975986846,1.9606748286127553,0.0,1.9468657986941367,0.0,0.23062961109166782,36.65,37.158,0.11093875426694565,0.21681797617951903,48.38614,23.754849942441787,0.17053280173243904,0.1705738281759743,0.17656015432523897
