method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6,cross_err0.5,cross_err1.0,#yrs,100#q<0.5
FaIR_nonat_unB,43/1_ERF_FaIR,c,1.878,0.025126805825678455,0,0,0.7071593482742465,1.0,2.2970577501311324,0.02490856578020857,-6.50638027799515e-05,195.24990876114626,2.297057750131133,15.886402030001985,14.758788001556516,0.006159516605719425,0.45833333334439885,0.8888888888844044,1984.8333333333198,2010.2499999999861,95,0
FaIR_nonat,43/1_ERF_FaIR,c,1.89,0.026103235445577168,0,0,1.0,1.0,2.2918585747483964,0.024815840832567247,-1.126067561394472e-05,194.8079788536137,2.2918585747483964,14.850714757945722,14.381854111956335,0.006123805892281164,0.5000000000109139,0.9027777777732429,1984.8333333333198,2010.2499999999861,95,0
FaIR_anthro_unB,43/1_ERF_FaIR,c,1.934,0.025204790735683668,0,0,1.0,1.0,2.197065741965766,0.02733025202596626,0.0001900226402394505,186.75058806709012,2.197065741965766,11.84608431570934,15.269627090145116,0.009751033899950263,0.8333333333439441,0.8611111111066521,1983.6666666666542,2010.5833333333192,95,0
FaIR_comb_unB,43/1_ERF_FaIR,c,2.401,0.027826112468516524,2,2,-89.13498872006609,1.0,2.1666463657444357,0.027086214339715347,-0.0016042414804235028,175.4983556252993,2.166646365744436,11.418297997916868,8.734266256453065,0.002630376696358823,0.8333333333212067,1.4374999999911702,1985.4166666666526,2009.3333333333203,91,2
FaIR_anthro,43/1_ERF_FaIR,c,1.885,0.029733245896082876,0,0,1.0,1.0,2.166589613011663,0.027854584178137617,-0.004839297210306233,184.16011710599133,2.166589613011663,12.322422709383737,12.899278274354323,0.004746313415890784,0.7083333333441715,0.7847222222191779,1983.916666666654,2010.7499999999857,95,0
lag5y,42/1_Run_Means,c,6.407,0.0706838061623257,0,0,0.6874267937263208,0.9993025998626858,1.3444201930238509,0.056289359122525466,-0.018023557195161292,208.3851299186969,1.332944412807801,5.561966556534767,4.936421307028755,-0.04483531313125001,3.791666666674587,2.5486111111200294,1985.6666666666524,2014.416666666649,171,0
FaIR_all_unB,43/1_ERF_FaIR,c,4.914,0.06891064525639552,3,3,-615.8666935567551,1.0,1.2563126410175007,0.06445502338001007,0.00012118465234590899,106.78657448648757,1.2563126410175005,2.9633991067069023,4.023055206637674,0.009586845378057608,3.6874999999852207,3.152777777767331,1986.9999999999845,2006.8333333333226,95,3
FaIR_all,43/1_ERF_FaIR,c,4.98,0.06665093703282166,3,3,-420.9300071155268,1.0,1.2348822055271518,0.068178157902827,0.022060876234769603,104.96498746980791,1.2348822055271518,3.894296962419293,3.025794793049045,0.03160370911840266,4.555555555540119,3.5879629629521075,1985.6666666666524,2005.5833333333237,95,3
lag10y,42/1_Run_Means,c,2.831,0.08585732683812237,0,0,0.5710368424624849,0.9998210936109492,1.2226292796999096,0.06086923403561831,-0.03263084911129033,189.50753835348598,1.1079639548854094,3.1307065412475836,2.1424846958307837,-0.08824497092625,4.375000000007503,4.541666666673753,1988.2499999999834,2016.0833333333142,166,0
offset11y,42/1_Run_Means,c,2.799,0.07778923460099373,62,0,0.4586594771772792,0.4586594771772792,0.998702065173669,0.09200105420515178,0.07449633647756598,154.7988201019187,1.2000438007072196,3.7642488648497325,6.037223143009488,0.01282383267329545,1.0833333333209794,0.9583333333242763,1983.0833333333214,2009.6666666666533,165,27
raw1y,42/1_Run_Means,c,32.863,0.10107703797821672,1,0,0.2909768807342454,0.8777785964352783,0.8982801229944948,0.09798169412379792,-0.00537672376290323,139.2334190641467,0.9285711950448856,3.075833659149058,4.347289746342569,-0.00889105423125001,3.052083333330529,3.256944444438284,1984.249999999987,2010.9166666666522,175,0
