method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6,cross_err0.5,cross_err1.0,#yrs,100#q<0.5
GWI_tot_CGWL,43/3_Human_Induced,c,3.071,0.025398629429696205,0,0,0.7286995420730448,0.7286995420730448,2.221575582463635,0.026317726855987055,-1.1130650519295917e-05,144.40241286013628,2.221575582463635,12.500131726902618,12.381214979671158,0.002318978185765806,1.0833333333209794,1.5277777777663457,1985.5833333333192,2009.4999999999868,75,0
FaIR_nonat,43/1_ERF_FaIR,c,2.19,0.025793226448359234,0,0,0.6625354903054625,0.6625354903054625,2.1981104734424552,0.027473031355696575,-0.010697026906171954,186.8393902426087,2.1981104734424557,11.806760122171289,12.87843520146267,-0.014010234980472255,1.2916666666769743,1.055555555552208,1985.9166666666522,2011.4166666666517,93,0
FaIR_nonat_unB,43/1_ERF_FaIR,c,2.174,0.024734911529279188,0,0,0.6949862864519926,0.6949862864519926,2.1968762283456003,0.02744456598471698,-0.008918409221936544,186.73447940937604,2.1968762283456003,11.996443428598594,16.283554038380824,-0.010265549074236716,1.0833333333437167,1.1388888888854656,1985.9166666666522,2010.9166666666522,93,0
EBMKF_ta2,43/2_Kalman,c,1.876,0.0388637061450428,0,0,0.8519386710980957,0.9881962044986353,2.1461495733563187,0.027687437334943388,4.8622633595904376e-05,332.6531838702294,2.0423263713321314,12.439942603390815,12.72299224668991,-0.005326711978962106,0.33333333334439885,0.6388888888877394,1984.6666666666533,2010.3333333333194,174,0
FaIR_comb_unB,43/1_ERF_FaIR,c,2.436,0.027359608541601327,1,0,0.44293396991993006,0.6763772579792354,2.128227045110912,0.028536846998740942,-0.014089543778357036,172.38639065398388,2.128227045110912,7.0777136719392555,12.196726013924499,-0.02218534801178007,1.416666666676747,1.2152777777772596,1986.3333333333185,2011.3333333333185,89,1
FaIR_anthro,43/1_ERF_FaIR,c,1.934,0.029107219700563187,0,0,0.5982309269949571,0.5982309269949571,2.095820943948658,0.030143441499961083,-0.015511762043275123,178.14478023563595,2.095820943948658,13.089862126466018,8.195612923867373,-0.015002744834846659,1.2083333333437167,1.277777777783323,1984.9999999999864,2011.9999999999845,93,0
FaIR_anthro_unB,43/1_ERF_FaIR,c,2.0,0.024529981314374324,18,0,0.23233551586199017,0.23233551586199017,2.083819238770807,0.02951408278767643,-0.011950498212688865,177.1246352955186,2.083819238770807,15.449576881403553,15.556917433044413,-0.007250843617551414,0.7500000000106866,1.1666666666662497,1984.9999999999864,2011.0833333333187,93,18
EBMKF_ta,43/2_Kalman,c,1.902,0.04222029338562716,0,0,0.9954339377511748,0.9954339377511748,2.075452021276379,0.02942037721998173,0.006941451714367243,321.6950632978388,1.9585223386144517,9.710017393603689,9.801473277946975,0.013262659812632433,1.2499999999874944,1.222222222212963,1983.7499999999875,2009.0833333333205,174,0
EBMKF_ta4,43/2_Kalman,c,1.9,0.04808870534372485,0,0,0.9658933564329379,0.9658933564329379,2.0561262523510337,0.030241117182375647,-0.007931585078521803,318.6995691144102,1.988789888273373,12.357997020789579,13.127118324036008,-0.016026468949821758,1.2500000000102318,0.9444444444442298,1985.6666666666524,2010.7499999999857,174,0
TheilSen_h7075,42/2_LT_Fits,c,2.381,0.03483395587907129,0,0,0.6820887022532491,0.6820887022532491,2.048084166111004,0.036571443897569354,0.004036613205418425,163.8467332888803,2.0480841661110043,3.088510626747061,11.88486136802186,-0.001655672741177032,3.250000000008413,1.6527777777756683,1981.7499999999893,2011.833333333318,90,0
CGWL10y_for_halfU,44/44_EarthModel_CGWL,c,3.698,0.032985360118446376,4,0,0.42189821845176695,0.7351060225865214,1.9883160751431914,0.0332982706445756,-0.01945723245339227,109.35738413287552,1.9883160751431914,6.371633696210884,17.116183245855773,-0.016626109038619857,1.416666666676747,1.1388888888854658,1987.4166666666508,2009.8333333333198,64,4
OLS_hinge75,42/2_LT_Fits,c,3.775,0.037011199955925576,2,0,0.33538482313727147,0.7685620520336256,1.9821969218362447,0.043015155258308735,0.007431212698682138,158.57575374689958,1.9821969218362447,2.8109964109345795,11.68784071164219,0.013688358768385627,3.1666666666751553,1.680555555553345,1980.4166666666572,2010.9999999999854,90,2
CGWL10y_forec,44/44_EarthModel_CGWL,c,3.698,0.03578835461408104,0,0,0.5439624494730434,0.722426002381297,1.9570869000496809,0.0332982706445756,-0.01945723245339227,107.63977950273245,1.9570869000496809,6.038980750345679,18.98286835016529,-0.016626109038619857,1.416666666676747,1.152777777774304,1987.499999999984,2009.9999999999864,64,0
GWI_anthro_AR6,43/3_Human_Induced,c,2.362,0.033754128020101755,0,0,0.6610018504813773,0.6610018504813773,1.956194643651304,0.03417260120369796,-3.324622324793256e-05,127.15265183733476,1.9561946436513038,7.972370047218781,9.037220081623294,-0.016489798323134304,2.33333333334258,1.5138888888851625,1986.2499999999852,2012.6666666666506,75,0
hinge75meet,42/2_LT_Fits,c,3.251,0.04737576708960713,1,0,0.1286458243388531,0.7093487130232979,1.892524916777258,0.03721545268815791,0.0049175143999388455,151.40199334218065,1.892524916777258,3.23001802456135,8.263484930655295,0.008660962170899043,2.500000000009095,1.3611111111092289,1981.9166666666558,2010.4166666666526,90,1
