method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6
cent30y,42/1_Run_Means,r,0.711984256148142,0.02745092117349107,0,0,0.9485519520048256,0.9485519520048256,2.340060957805148,0.023453868172867126,-0.00010591870677795438,517.1534716749377,188.1207750547747,7.3978807779716025,11.862762629943965,-0.00443948677607945,0,0
raw1y,42/1_Run_Means,c,31.19323021183727,0.12629391644884297,0,0,0.9012842156133593,0.9012842156133593,0.705878676290929,0.11707670665103045,-0.00046406933008209355,163.0579742232046,55.40934351456783,3.3458161950275693,3.2406988763387736,0.01251947283744812,0,0
raw1y,42/1_Run_Means,r,31.19323021183727,0.12629391644884297,0,0,0.9012842156133593,0.9012842156133593,0.705878676290929,0.11707670665103045,-0.00046406933008209355,163.0579742232046,55.40934351456783,3.3458161950275693,3.2406988763387736,0.01251947283744812,0,0
cent21y,42/1_Run_Means,r,1.443102062739649,0.029963403974890106,0,0,0.999945963420113,0.999945963420113,2.5993312520566136,0.004302507848613312,-2.2048810098795987e-05,600.4455192250778,230.2129526825306,11.515455516663852,13.179916014043048,-0.0004622310400009155,0,0
lag5y,42/1_Run_Means,c,5.541162993976015,0.04656191139424245,76,20,5.181761572785491e-50,6.761889685861065e-05,0.3842133017332155,0.06679184607669707,-0.014820754191020778,88.75327270037278,-76.53897136660702,5.511909653448135,6.565679081611416,0.00246865451335907,0,0
cent20y,42/1_Run_Means,r,1.0,0.030404823767766972,0,0,1.0,1.0,2.594232607165571,0.0,0.0,599.2677322552469,229.97530338611142,12.122781172819952,13.968304203679315,0.0,0,0
lag10y,42/1_Run_Means,c,2.882166784006343,0.03778730451408926,121,21,4.908423344767099e-07,0.001150619676190245,1.0703213168588213,0.061288548838925004,-0.03201689312218898,247.2442241943877,70.00081151529943,4.449469592553565,9.648232544062415,0.0015641987323760987,0,0
OLS_hinge75,42/2_LT_Fits,c,2.2560461504164797,0.036275753572778575,125,69,5.0083095818409585e-19,1.2053875819385347e-16,-5.1709998086151705,0.13266171701380358,0.07836989257076776,-806.6759701439667,-893.2452222878823,3.804501583731229,1.3642590196832947,0.2345462172809535,0,0
OLS_hinge75,42/2_LT_Fits,r,0.792117238568543,0.024855237407364447,135,107,2.0580303852873587e-27,2.4405225572150383e-25,-12.312771694132465,0.12934500007933789,-0.01659883288392317,-1920.7923842846644,-1703.2782332570375,5.707391916511745e-09,0.32599804622934997,-0.0020164528253327598,0,0
OLS_refit,42/2_LT_Fits,c,0.8029510027149339,0.028213536687089317,133,109,9.068890821025162e-25,1.904902280664874e-22,-13.385785558002752,0.1638391894712709,-0.07444330541943711,-1887.395763678388,-1468.1226398149183,0.13152772820513348,5.525038466961214e-11,0.07652989762245568,0,0
OLS_refit,42/2_LT_Fits,r,1.3138472751942089e-13,0.019156361840903732,178,159,1.142295260461989e-59,2.3905482712124997e-54,-33.3640018401711,0.14410651666167784,-0.01286082966563317,-6339.160349632509,-2833.183824891821,2.3270829370635617e-48,5.2832410412945346e-05,-0.021342597946638085,0,0
TheilSen_h7075,42/2_LT_Fits,c,2.4776795434622954,0.03705123664928177,114,89,2.961869604616117e-33,2.0228004330102866e-32,-12.955482567668886,0.18927792877842933,0.09025118106723358,-2021.0552805563461,-2112.468532461653,6.185090139092106,5.580863143936653,0.33932012436236986,0,0
TheilSen_h7075,42/2_LT_Fits,r,0.9735207196229594,0.02710090237563181,133,100,1.2893984181502187e-42,4.600660989879455e-37,-13.507493250014335,0.168319031762231,0.09608576949845049,-2107.168947002236,-549.4218521082271,7.26942934904873e-42,0.13157615873463024,0.1492979864279434,0,0
Bayes_seq_CP,42/2_LT_Fits,c,2.552965082122275,0.03516551485148515,88,48,8.439914904050333e-31,1.6303713190573962e-12,-1.6014863048796009,0.07539227325503105,-0.010326100982894507,-307.48537053688335,-17.64739375387145,0.0003448837743275345,4.221394184914247,0.06154116839408873,0,0
Bayes_seq_CP,42/2_LT_Fits,r,0.5829253807134531,0.018814533864541832,104,51,3.659202125953399e-12,0.0007529530131520285,1.395798671846309,0.03299290179995113,-0.0006183146040268969,322.42949319649733,229.3348454383351,6.5988790347720725,17.779673175663252,0.002296168394088749,0,0
hinge75meet,42/2_LT_Fits,c,1.8624036394608083,0.06262840895152225,84,48,1.4043548591508404e-07,3.150638432294033e-07,-1.7314011658929955,0.1743651353374808,0.10117315424232319,-270.0985818793073,-360.62518983877953,3.2906695827333987,3.285202870835254,0.31520499584574485,0,0
hinge75meet,42/2_LT_Fits,r,0.018048287629893214,0.03627083403424164,142,112,0.0,1.528798097077528e-67,-86.09137701446888,0.17944653765139323,-0.09052640534838484,-13430.254814257145,-1774.6773498697457,2.5165023104391814e-11,6.161458487308835e-23,0.04352538471576325,0,0
OLS_AR5split,42/2_LT_Fits,r,0.431933907836784,0.04319648788472813,149,111,2.2406151238797638e-11,2.2406151238797638e-11,-4.772780533423526,0.16324498303845258,-0.0776067048101639,-906.8283013504699,-957.6311345747246,0.4739744266882758,0.00016698036589256156,-0.1079102321855471,0,0
OLS_AR5all,42/2_LT_Fits,r,1.182462547674788e-13,0.040169363417806775,153,143,4.548454462612836e-29,6.166301550499763e-29,-17.347343122782895,0.27282328837132924,-0.16150523678364523,-3295.99519332875,-3193.843911257358,0.23157082379919489,3.508807793693304e-10,-0.37117845109530767,0,0
butterworth,42/2_LT_Fits,c,9.280801376723241,0.1326134073749791,1,0,0.4883718635796995,0.9996816966325888,0.9924558017955474,0.06757698470805414,-0.022084523398426478,140.92872385496773,86.1919474273055,3.611165343634282,2.25680983094754,-0.009226656240841125,0,0
butterworth,42/2_LT_Fits,r,0.08618020618532482,0.027157860010623112,0,0,0.8075178824130403,0.9982061036420599,2.4667719632601943,0.017764469779765563,-0.00033850990089522725,569.8243235131049,208.5009891524155,10.933382362287439,16.14013248942763,-0.0010967502400999695,0,0
quartic,42/2_LT_Fits,c,3.192987643886798,0.05057355787389479,100,29,1.1693217368647987e-05,0.014708703901628276,0.3690235603465633,0.08923147405549844,0.030703849586818245,52.03232200886543,-22.388495635635564,6.535630925241447,0.4763395116648171,0.030611156579851685,0,0
quartic,42/2_LT_Fits,r,0.04595425163508707,0.019088032952423305,200,165,1.1576240996053197e-11,1.8063950696984348e-11,-3.411334044533265,0.06335556718634229,0.0046655927360873435,-788.0181642871843,-173.2126570772884,6.205423493330769e-10,0.450714959308958,0.043137099630348626,0,0
11y_offset,42/3_ST_Fits,c,2.659138090721516,0.03664675243300222,200,136,4.625843925648215e-11,8.689985959954511e-10,-1.425071035827788,0.09136362097626805,0.0743891761452514,-329.191409276219,-128.21651156076481,6.3074347696394275,0.44595383095446217,0.11027716100215912,0,0
15y_etrend,42/3_ST_Fits,c,6.109825944744471,0.05643071565496391,52,11,0.00032566425235466866,0.01269909421097821,0.9724735111324966,0.07619549086548956,-0.0002975335522373925,220.75148702707673,64.29595603557885,6.359689105465406,4.729506950143559,0.012779741287231677,0,0
15y_etrend,42/3_ST_Fits,r,1.029735168079782,0.04713398783897278,0,0,0.9980066238540959,0.9980066238540959,2.0320932707542667,0.02357047127549747,-0.00013015049572259467,451.1247061074472,163.86588866794767,6.822402846945931,7.2230883335570475,-0.004641105885083555,0,0
lowess1dt20wnc,42/3_ST_Fits,c,6.4801012771340725,0.1696486821127755,11,6,0.0014292885489891156,0.06768160105625698,0.6899144523418563,0.07794995254540425,-0.0005838153426468905,159.3702384909688,22.298060690692655,3.359690321235641,2.551543529415697,0.00936989188194275,0,0
lowess1dt20wnc,42/3_ST_Fits,r,0.15082350408518153,0.22002315521240234,0,0,0.9998587467640735,0.9998587467640735,0.6339455150565901,0.008066803437756733,-8.796865195620531e-05,146.44141397807232,64.41653777262509,1.8079039273502888,1.9090874539323828,-0.0013103276491165162,0,0
lowess1dt10wnc,42/3_ST_Fits,c,12.226971071815957,0.24109184295089253,12,1,0.04176863268124965,0.15003753280250495,0.4595206908570972,0.09844534724371955,-0.0011994614296348854,106.14927958798945,-7.903836367102402,2.4132068302964,1.4449384787119313,0.006253793835639954,0,0
lowess1dt10wnc,42/3_ST_Fits,r,0.681658381527129,0.3144151270389557,0,0,0.9999792558042219,0.9999792558042219,0.2505713496217206,0.034914346451611206,-0.00034968898537391356,57.88198176261746,25.770759033698983,1.2656255760417954,1.2924116860629802,0.0028456836938858033,0,0
lowess1dt20wARMA,42/3_ST_Fits,c,6.561620562884079,0.13553831068199138,20,8,9.099345924002834e-06,0.01122018505779561,0.6883655310589721,0.07972076356742573,0.0008105009889092158,148.68695470873797,43.67067530968295,4.050607368600217,3.3829880240104497,0.00936989188194275,0,0
lowess1dt20wARMA,42/3_ST_Fits,r,0.15082350408518153,0.16132073105847078,0,0,0.9998073500968793,0.9998073500968793,0.9436002023323137,0.008066803437756733,-8.796865195620531e-05,217.97164673876446,92.2455349904262,2.4609770427959146,2.6036114530094636,-0.0013103276491165162,0,0
lowess2dt20wnc,42/3_ST_Fits,c,12.178166638465628,0.22368617910092417,14,6,0.029268465094323293,0.07282129911868132,0.4555839268014696,0.10169827182362227,-0.0012719528120892017,105.23988709113948,-0.8263832721274467,2.553896227300961,1.695131203403141,0.004503878951072693,0,0
lowess2dt20wnc,42/3_ST_Fits,r,0.47554784554276225,0.2902061939239502,0,0,0.9983003540505803,0.9983003540505803,0.3376590997247428,0.030139632713036914,-0.0001638894957375362,77.99925203641558,37.54408579231338,1.3540233044461927,1.424220859949505,0.004861897230148316,0,0
lowess1dt20wAR,42/3_ST_Fits,c,6.4801012771340725,0.1133861850891998,33,15,2.052989885005355e-06,0.004663687666449159,0.7020846747721378,0.07794995254540425,-0.0005838153426468905,162.18155987236383,50.61834012025503,4.379591825392811,3.7402403336048624,0.00936989188194275,0,0
lowess1dt20wAR,42/3_ST_Fits,r,0.15082350408518153,0.14310516804871193,0,0,0.9997828303726315,0.9997828303726315,1.063014646223203,0.008066803437756733,-8.796865195620531e-05,245.5563832775599,102.96945775144383,2.7710673497337193,2.93490961541204,-0.0013103276491165162,0,0
lowess1dg20wnc,42/3_ST_Fits,c,3.219204467307935,0.0972810669561788,6,1,0.019505978733765462,0.474841910545959,1.2735512354491494,0.05119599905583855,-0.0018211958167149214,294.1903353887535,79.2612500873602,5.468493586283045,2.695480331203441,0.02460094690322876,0,0
lowess1dg20wnc,42/3_ST_Fits,r,0.03885298533128806,0.15213192999362946,0,0,0.9986200429243688,0.9986200429243688,1.0111441314662326,0.030703744920738036,5.9481996824174665e-05,233.57429436869973,109.4203493786896,2.3556974946639384,2.9526538791409287,-0.014146992564201355,0,0
lowess1dt30wnc,42/3_ST_Fits,c,4.508883442917441,0.13142556760219798,15,3,0.014971021577936049,0.15841647940841005,0.9596926104668281,0.06313450271333772,-0.0009452396716763269,221.68899301783728,46.34184599003682,4.579956260784377,2.4669746542215174,0.013163411617279052,0,0
lowess1dt30wnc,42/3_ST_Fits,r,0.07685982178724636,0.17738394439220428,0,0,0.999808859670201,0.999808859670201,0.8615786054281059,0.020009896087845848,-0.00011748412680193315,199.02465785389248,88.96588672211448,2.19836054579065,2.4353144682967587,-0.006831121444702148,0,0
opt_clim_norm,42/3_ST_Fits,c,10.769586114219853,0.04262068132707129,85,41,1.303776158237282e-240,2.13330335885612e-06,-2.707229489587896,0.0703491706058714,-0.01601360413338208,-625.370012094804,-688.247699075116,7.1417871878212855,8.24658024977575,0.001752176880836487,0,0
opt_clim_norm,42/3_ST_Fits,r,3.6580577828363467,0.029121727757460036,58,18,1.1425134805289658e-08,3.3802797797343073e-05,1.3288124409002215,0.051924649807415305,-4.8493020648733426e-05,306.9556738479512,85.72714314393954,7.290204938324086,6.810043864465209,-0.0019517749547958373,0,0
