method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6,cross_err0.5,cross_err1.0
FaIR_nonat_unB,43/1_ERF_FaIR,c,2.188,0.02797606256981079,0,0,0.7883472057074911,0.7883472057074911,2.2114802085622722,0.02737001203343258,-0.008926750710562276,187.97581772779316,187.97581772779318,12.128252774614932,13.956175108015945,-0.010260683226426544,1.0416666666769743,1.0416666666632561,1985.8749999999854,2010.8749999999854
FaIR_nonat,43/1_ERF_FaIR,c,2.165,0.028001037911520223,0,0,0.7522270521042476,0.7522270521042476,2.1984978506122363,0.02754409748552237,-0.010682777612785204,186.87231730204007,186.87231730204007,11.849962632613547,11.913633416925498,-0.013987864704535714,1.2916666666769743,0.9444444444411981,1985.958333333319,2011.291666666652
EBMKF_ta2,43/2_Kalman,c,1.876,0.03888916026377481,0,0,0.8560053952395551,0.9882635340522162,2.145987432870534,0.027687437334943388,4.8622633595904376e-05,332.62805209493274,183.80933486463465,12.43249482375595,12.714985818498066,-0.005326711978962106,0.33333333334439885,0.6388888888877394,1985.1249999999864,2010.2083333333194
FaIR_anthro_unB,43/1_ERF_FaIR,c,2.005,0.024437765547803254,17,0,0.27794292508917956,0.27794292508917956,2.0930950495048433,0.02944910810925262,-0.011887198721471844,177.91307920791166,177.91307920791166,15.04634073024979,14.808033208819822,-0.007234680584271023,0.7500000000106866,1.1666666666662497,1985.1249999999864,2011.041666666652
EBMKF_ta,43/2_Kalman,c,1.902,0.03921380067182637,0,0,0.8361876348348131,0.8361876348348131,2.091597002913034,0.02942037721998173,0.006941451714367243,324.19753545152025,175.75076278043719,10.114883307057514,10.226901687592592,0.013262659812632433,1.2499999999874944,1.222222222212963,1982.9583333333217,2009.2083333333203
FaIR_anthro,43/1_ERF_FaIR,c,1.949,0.024359281953332878,28,0,0.262782401902497,0.262782401902497,2.06087727725234,0.030165061545120518,-0.015517184672922938,175.1745685664489,175.1745685664489,14.790718800404388,7.712608751146701,-0.014970344261120322,1.2083333333437167,1.1388888888945605,1985.1249999999864,2011.958333333318
TheilSen_h7075,42/2_LT_Fits,c,2.381,0.03667694691302614,0,0,0.7721308059746872,0.7721308059746872,2.0455152184325174,0.036571443897569354,0.004036613205418425,163.64121747460138,163.64121747460138,3.140145206845319,11.391256152608191,-0.001655672741177032,3.250000000008413,1.6527777777756683,1980.7083333333235,2012.374999999984
FaIR_comb_unB,43/1_ERF_FaIR,c,2.63,0.036933911832750736,0,0,0.9571221867254989,0.9571221867254989,2.043124170951538,0.029083703396728267,-0.006520715514608112,173.66555453088074,173.66555453088074,6.922090312381779,10.608829069383734,-0.011814116380988879,1.2083333333434894,1.1736111111100247,1986.2083333333185,2010.8749999999854
CGWL10y_for_halfU,44/44_EarthModel_CGWL,c,3.698,0.03187300438157594,0,0,0.6027397260273972,0.6027397260273972,2.0277329907117077,0.0332982706445756,-0.01945723245339227,111.52531448914392,111.52531448914392,6.935405023244095,17.21518220839551,-0.016626109038619857,1.5000000000100044,1.0416666666632939,1987.624999999984,2010.0416666666529
OLS_hinge75,42/2_LT_Fits,c,3.775,0.03622867421224443,2,0,0.28315010898129944,0.7375397254162896,1.9817336825841345,0.043015155258308735,0.007431212698682138,158.53869460673076,158.53869460673073,2.785505006108035,11.931176157825101,0.013688358768385627,3.1666666666751553,1.680555555553345,1979.5416666666579,2011.041666666652
