method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6,cross_err0.5,cross_err1.0,#yrs,100#q<0.5
FaIR_nonat,43/1_ERF_FaIR,c,1.866,0.023259021866239266,2,2,-57.56976940448755,1.0,2.308128001631176,0.024748722326007055,5.395915715683868e-06,196.19088013864996,2.308128001631176,16.98549094666136,15.258383085136552,0.006130119137412142,0.5000000000109139,0.9027777777732429,1984.916666666653,2010.2499999999861,95,2
FaIR_nonat_unB,43/1_ERF_FaIR,c,1.866,0.023259021866239266,2,2,-57.56976940448755,1.0,2.308128001631176,0.024748722326007055,5.395915715683868e-06,196.19088013864996,2.308128001631176,16.98549094666136,15.258383085136552,0.006130119137412142,0.5000000000109139,0.9027777777732429,1984.916666666653,2010.2499999999861,95,2
GWI_tot_CGWL,43/3_Human_Induced,c,3.071,0.025398629429697006,4,4,-79.5470394111679,1.0,2.2263286032115417,0.02631772685610803,-1.1130650532381176e-05,144.7113592087502,2.2263286032115417,12.054482404469208,12.798652141738252,0.0023189781857368293,1.1249999999874944,1.527777777766346,1985.6666666666524,2009.4999999999868,75,4
FaIR_anthro_unB,43/1_ERF_FaIR,c,1.892,0.025992787561231908,0,0,1.0,1.0,2.2016506657849817,0.02728195278241544,0.00019272110269624688,187.14030659172343,2.2016506657849817,12.045697045945609,15.27445738190919,0.009761651745160277,0.791666666677429,0.8611111111067278,1983.6666666666542,2010.5833333333192,95,0
FaIR_anthro,43/1_ERF_FaIR,c,1.892,0.026600187873374113,0,0,1.0,1.0,2.183508925471604,0.027701583647780557,-0.004807278897303761,185.59825866508635,2.183508925471604,13.503508950489007,15.185218845926853,0.004761651745160268,0.7500000000106866,0.8194444444413118,1983.9999999999873,2010.7499999999857,95,0
FaIR_comb_unB,43/1_ERF_FaIR,c,2.338,0.02503239308605763,4,4,-134.68760325323294,1.0,2.1645163629810265,0.027062080505019893,-0.0016461152416900216,175.32582540146313,2.164516362981027,12.687969432627801,8.818159617738603,0.0026423286312877966,0.7916666666544643,1.4097222222133419,1985.4166666666526,2009.3333333333203,91,4
EBMKF_ta2,43/2_Kalman,c,1.876,0.03886370614504284,0,0,0.8519386710980957,0.9881962044986353,2.1461495733563187,0.027687437334943388,4.8622633595904376e-05,332.6531838702294,2.0423263713321314,12.439942603390815,12.72299224668991,-0.005326711978962106,0.33333333334439885,0.6388888888877394,1984.6666666666533,2010.3333333333194,174,0
EBMKF_ta,43/2_Kalman,c,1.902,0.04222029338562714,0,0,0.9954339377511748,0.9954339377511748,2.075452021276379,0.02942037721998173,0.006941451714367243,321.6950632978388,1.9585223386144517,9.710017393603689,9.801473277946975,0.013262659812632433,1.2499999999874944,1.222222222212963,1983.7499999999875,2009.0833333333205,174,0
EBMKF_ta4,43/2_Kalman,c,1.9,0.0480887051625648,0,0,0.965893342997659,0.965893342997659,2.056126244224764,0.03024111748670214,-0.007931587083425493,318.6995678548384,1.9887898702959523,12.357996979822408,13.127118274022365,-0.016026469500006368,1.2500000000102318,0.9444444444442298,1985.6666666666524,2010.7499999999857,174,0
TheilSen_h7075,42/2_LT_Fits,c,2.381,0.03483395587907129,0,0,0.6820887022532491,0.6820887022532491,2.048084166111004,0.036571443897569354,0.004036613205418425,163.8467332888803,2.0480841661110043,3.088510626747061,11.88486136802186,-0.001655672741177032,3.250000000008413,1.6527777777756683,1981.7499999999893,2011.833333333318,90,0
CGWL10y_for_halfU,44/44_EarthModel_CGWL,c,3.698,0.032985360118446376,1,1,-13.202729228677232,1.0,2.0296909149852524,0.0332982706445756,-0.01945723245339227,111.63300032418888,2.0296909149852524,6.758158613786715,16.666999631455088,-0.016626109038619857,1.5000000000100044,1.0416666666632939,1987.4166666666508,2009.8333333333198,64,1
OLS_hinge75,42/2_LT_Fits,c,3.775,0.037011199955925576,2,0,0.33538482313727147,0.7685620520336256,1.9821969218362447,0.043015155258308735,0.007431212698682138,158.57575374689958,1.9821969218362447,2.8109964109345795,11.68784071164219,0.013688358768385627,3.1666666666751553,1.680555555553345,1980.4166666666572,2010.9999999999854,90,2
CGWL10y_forec,44/44_EarthModel_CGWL,c,3.698,0.03578835461408104,2,2,-31.902717491086737,1.0,1.9701468679819232,0.0332982706445756,-0.01945723245339227,108.35807773900578,1.9701468679819232,7.6602410802407706,18.47755561323136,-0.016626109038619857,1.5000000000100044,1.0694444444410465,1987.4166666666508,2009.7499999999866,64,2
GWI_anthro_AR6,43/3_Human_Induced,c,2.362,0.03375412802011176,2,2,-45.76208114925432,1.0,1.9521012051455826,0.03417260120374008,-3.324622323289843e-05,126.88657833446287,1.9521012051455828,7.787345897455739,9.333206493591463,-0.016489798323135196,2.33333333334258,1.4999999999962483,1986.2499999999852,2012.6666666666506,75,1
hinge75meet,42/2_LT_Fits,c,3.251,0.04737576708960713,1,0,0.1286458243388531,0.7093487130232979,1.892524916777258,0.0372154526881579,0.0049175143999388386,151.40199334218065,1.892524916777258,3.2300180245613532,8.263484930655295,0.00866096217089903,2.500000000009095,1.3611111111092289,1981.9166666666558,2010.4166666666526,90,1
GWI_anthro_CGWL,43/3_Human_Induced,c,3.251,0.038994225491275104,8,8,-77.28268971562176,-1.9871484370113395,1.825434513700821,0.04011042636751227,4.359638574089779e-05,118.65324339055337,1.825434513700821,7.864248881886877,10.939016019812504,0.019113362933322307,1.0833333333437167,2.069444444438924,1983.916666666654,2010.9166666666522,75,8
GWI_anthro,43/3_Human_Induced,c,3.13,0.038955700122395125,8,8,-45.66476827627259,-4.498434096984772,1.8142918461185558,0.04106654161322172,-5.35142292134113e-06,117.92896999770612,1.8142918461185558,8.672685521856222,10.339005655124039,0.013062310050273796,1.1250000000102318,2.277777777772068,1984.3333333333203,2011.3333333333185,75,8
CGWL10y_sUKCP,44/44_EarthModel_CGWL,c,3.422,0.0396024657725938,4,4,-120.77297002523943,1.0,1.7463342124845653,0.04271030709261731,0.00016009604785466845,254.96479502274653,1.710607498735114,8.024072307704243,7.903668940109625,0.00303150926144687,0.5000000000109139,1.4305555555519047,1985.5833333333192,2010.2499999999861,156,4
GWI_anthro_SR15,43/3_Human_Induced,c,2.938,0.0413709018484412,5,4,-43.971206965351676,0.16407268322586174,1.7449633666127227,0.04318222683393314,1.2853337667089438e-05,113.42261882982697,1.7449633666127227,8.287482482729203,9.898528863270975,0.008359951740010899,1.0833333333437167,2.166666666661096,1985.2499999999861,2010.9166666666522,75,5
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.259,0.039528375665119735,7,7,-347.9781247015499,-8.903731995128734,1.7421372738686511,0.04113463551575088,0.0014285276431899368,254.35204198482307,1.7297115443765099,10.868008648587882,7.914353479917879,0.0038155319950160154,0.8958333333324617,1.187499999992686,1985.2499999999861,2010.1666666666529,156,4
Kal_flexLin_ocn,42/5_Kalman,c,4.614,0.05250780723632349,0,0,0.9162007814897752,0.9162007814897752,1.6871283223492473,0.04423520054822346,-0.004078250713285781,261.5048899641333,1.6193052464492572,7.646535103902477,8.129544391370965,-0.03571612089254036,2.0000000000095497,1.2500000000039788,1986.3333333333185,2011.2499999999852,175,0
CGWL_10y_IPCC,44/44_EarthModel_CGWL,c,3.036,0.05245944499776779,0,0,0.9681894953617102,0.9681894953617102,1.677447620463152,0.043800120184230504,-0.00021149427258064575,260.00438117178857,1.7472202385331739,7.02171061091278,14.741825512475176,0.003630029073749985,0.8749999999879492,0.874999999995566,1983.0833333333214,2010.1666666666529,166,0
Kal_flexLin,42/5_Kalman,c,4.756,0.053191514524472745,0,0,0.8239227001076257,0.8239227001076257,1.6100588661119009,0.048133605025793634,-0.009391397644738427,249.55912424734464,1.5957973671546193,8.048133157706493,7.8325319623156044,-0.027071854036297055,2.33333333334258,1.2361111111151406,1985.6666666666524,2011.5833333333183,175,0
removeGreensfx,42/6_Remove_IV,c,17.063,0.0495758690011857,0,0,0.5943411610884121,0.6672608977366102,1.590199193607153,0.0493330141960001,-0.0017034582418157427,246.4808750091087,1.5853124844657183,6.100679097524994,4.223853138392607,-0.0037763835779425145,1.4722222222095904,1.546296296288094,1983.583333333321,2010.4166666666526,174,0
Kalman_RW_ocn,42/5_Kalman,c,6.356,0.05519763205349526,0,0,0.8891140443097673,0.8891140443097673,1.5774670145500878,0.049687400306609716,-0.021708912181148718,244.5073872552636,1.5066084089533118,6.331650521731089,4.991540938009472,-0.055239835018583136,3.458333333341443,2.3819444444535143,1987.0833333333178,2013.083333333317,175,0
Kalman_RW,42/5_Kalman,c,6.226,0.058217853847669705,0,0,0.9015515439615663,0.9015515439615663,1.5178581006996033,0.052772115527948464,-0.02264137238934569,235.2680056084385,1.450807608640694,6.412752859799614,3.1752811814762447,-0.056860960873165924,3.583333333341443,2.6458333333422006,1986.7499999999848,2013.9999999999827,175,0
removeMEI_volc_cons,42/6_Remove_IV,c,18.945,0.05466889015532232,0,0,0.6342319182963241,0.6342319182963241,1.488275939820145,0.0539910659929541,-0.012607327950727488,65.48414135208638,1.4882759398201448,6.3977173213978284,4.887961033686304,-0.01207043911457363,2.437499999997897,1.712962962954451,1984.7499999999866,2010.9166666666522,53,0
lowess1dt30wnc,42/3_ST_Fits,c,4.099,0.07027404280090328,2,0,0.414869763942706,0.9994245226832513,1.4628559423784555,0.05052624649230368,-0.010719276337166928,226.7426710686606,1.5799062516784415,7.371176958060984,10.233175073569695,-0.02157724658783313,1.458333333343262,1.0000000000029938,1984.8333333333198,2011.2499999999852,172,2
