method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6,cross_err0.5,cross_err1.0,#yrs
lag10y,42/1_Run_Means,c,2.831246699719887,0.0353011549960663,97,34,2.526235052128819e-10,0.0008461047634791805,0.4559588076353926,0.06086923403561831,-0.03263084911129033,70.67361518348585,-41.48241864193769,3.355277650659977,0.02555483594773253,-0.08824497092625,4.375000000007503,4.541666666673753,1987.624999999984,2015.7916666666479,166
lag5y,42/1_Run_Means,c,6.406702073142263,0.04398236916831011,54,11,0.0020162145421988367,0.030914294939285904,1.151378445758503,0.056289359122525466,-0.018023557195161292,178.46365909256798,91.43967192416586,7.946809538421196,2.489500558501718,-0.04483531313125001,3.791666666674587,2.5532407407496422,1982.5416666666551,2014.8749999999818,171
raw1y,42/1_Run_Means,c,32.86322697711695,0.11157882177550715,0,0,0.7528214198307532,0.9484708997735222,0.8856346763125925,0.09798169412379792,-0.00537672376290323,137.27337482845184,82.74721508794477,2.9719118893005674,3.950631491320962,-0.00889105423125001,3.052083333330529,3.256944444438284,1979.4583333333248,2009.5416666666533,175
raw1y,42/1_Run_Means,r,32.86322697711695,0.11157882177550715,0,0,0.7528214198307532,0.9484708997735222,0.8856346763125925,0.09798169412379792,-0.00537672376290323,137.27337482845184,82.74721508794477,2.9719118893005674,3.950631491320962,-0.00889105423125001,0.0,0.0,0.0,0.0,175
cent10y,42/1_Run_Means,r,1.9122120827224878,0.030496751965403468,26,21,7.87342823508098e-06,0.001686083634468649,1.5507880448164415,0.02921637699928425,-0.002922691350000003,240.37214694654844,114.26738822688515,0.058840513887418296,0.44617203548674655,-0.002303734856250006,0.0,0.0,0.0,0.0,165
cent20y,42/1_Run_Means,r,1.0,0.02785551541625127,0,0,1.0,1.0,2.89390738325476,0.0,0.0,448.5556444044878,302.0579283634478,52.87365011895832,41.16788999293755,0.0,0.0,0.0,0.0,0.0,155
cent21y,42/1_Run_Means,r,1.478605211438454,0.028702397922990088,0,0,0.999418250114729,0.999418250114729,2.632871051012973,0.0036623538359565975,0.00032248892219661953,408.09501290701087,235.0776110705071,11.861247637765842,11.250656119034366,0.0003477690044642823,0.0,0.0,0.0,0.0,155
cent30y,42/1_Run_Means,r,0.6622357838848376,0.026779160430194914,0,0,0.9785960592206283,0.9785960592206283,2.3791003439246783,0.020316940058101238,0.003001674170804589,344.9695498690784,200.9830087599102,11.0543444937745,9.586032228711387,0.0036393322033332945,0.0,0.0,0.0,0.0,145
offset11y,42/1_Run_Means,c,2.7992024748422093,0.03429189890493865,113,83,4.45454947855423e-05,0.00018271516671631717,-0.9143410840658104,0.09200105420515178,0.07449633647756598,-141.7228680302006,-4.8402199515516156,7.446388835468918,13.69193426752612,0.01282383267329545,1.0833333333209794,0.9583333333242763,1982.6249999999886,2009.8749999999864,165
OLS_AR5all,42/2_LT_Fits,r,1.294010431917421e-13,0.04414590170098584,80,53,2.859895157904721e-06,2.9419491154230975e-05,-0.88093854717944,0.11145890289898211,-0.01185948128273713,-100.42699437845616,-143.68118372335184,4.573276838562185,0.0002669748244329291,-0.07970100252232046,0.0,0.0,0.0,0.0,124
OLS_AR5split,42/2_LT_Fits,r,0.7071647964075901,0.04596831143095023,46,20,0.020891001834776966,0.023605481976409923,1.0031849460255664,0.07729569334700806,-0.010222503845146357,114.36308384691458,66.19576982292371,4.102155458022954,0.07219252158165969,-0.04529328857963531,0.0,0.0,0.0,0.0,124
TheilSen_h7075,42/2_LT_Fits,c,2.381336854211934,0.03667694691302614,0,0,0.7721308059746872,0.7721308059746872,2.0455152184325174,0.036571443897569354,0.004036613205418425,163.64121747460138,163.64121747460138,3.140145206845319,11.391256152608191,-0.001655672741177032,3.250000000008413,1.6527777777756683,1980.7083333333235,2012.374999999984,90
TheilSen_h7075,42/2_LT_Fits,r,0.6026164996969621,0.027097378825704045,0,0,0.5719264734544615,0.5719264734544615,2.203311348655938,0.0329694873702392,-0.013324076682675278,176.26490789247504,176.26490789247504,9.212509079385052,14.475581268390105,-0.023132385031253026,0.0,0.0,0.0,0.0,90
quartic,42/2_LT_Fits,c,4.078300672026693,0.05123286850005937,32,15,0.00031467877357003733,0.034393219337499684,0.5334373157284786,0.09906229812829255,-0.06506547340958503,34.67342552235111,34.6734255223511,1.396546374882878,10.180928055515361,-0.07650975183659314,2.62499999998613,2.3333333333286723,1989.5416666666488,2009.4583333333203,75
quartic,42/2_LT_Fits,r,0.0639834058981304,0.02129189732928809,127,88,2.657113314728838e-07,9.435396886245459e-07,-1.7905458116326611,0.06092002353808151,-0.006266637834923364,-277.53460080306246,-188.23916005345535,15.084954999946092,8.429486058258965,-0.010313494178039197,0.0,0.0,0.0,0.0,175
butterworth,42/2_LT_Fits,c,14.526229690254244,0.14900788532668932,0,0,0.9983926729452517,0.9983926729452517,0.9657177976878857,0.05586662554557891,-0.03450512653692194,63.73737464740046,63.73737464740046,3.1679757838600455,2.768702755839112,-0.038889820384998906,2.895833333342125,2.013888888894674,1982.7916666666551,2013.7916666666497,76
butterworth,42/2_LT_Fits,r,0.13310206852646048,0.04788043753441546,0,0,0.9932613594578463,0.9932613594578463,2.28996398482263,0.015180123054378002,-0.0025671689829343566,354.94441764750763,197.66023779590788,13.019083383635396,4.715430785247989,-0.0063439782330259225,0.0,0.0,0.0,0.0,175
OLS_hinge75,42/2_LT_Fits,c,3.7753126632552854,0.03622867421224443,2,0,0.28315010898129944,0.7375397254162896,1.9817336825841345,0.043015155258308735,0.007431212698682138,158.53869460673076,158.53869460673073,2.785505006108035,11.931176157825101,0.013688358768385627,3.1666666666751553,1.680555555553345,1979.5416666666579,2011.041666666652,90
OLS_hinge75,42/2_LT_Fits,r,0.10638969075056938,0.021215725431994157,0,0,0.5810919048734403,0.5810919048734403,2.379142924466604,0.023082923028839433,0.0010824670745585296,190.33143395732833,190.33143395732833,17.44630519473029,10.522898593540825,0.001244836113485366,0.0,0.0,0.0,0.0,90
hinge75meet,42/2_LT_Fits,c,3.2506873256970934,0.05549107954895954,0,0,0.5663002179625989,0.999870257204311,1.8699649977611124,0.03721545268815791,0.0049175143999388455,149.597199820889,149.597199820889,2.9130385494398237,7.054988703235687,0.008660962170899043,2.500000000009095,1.3611111111092289,1980.208333333324,2010.374999999986,90
hinge75meet,42/2_LT_Fits,r,0.05299567212054663,0.02418597086121896,9,7,0.0,3.2728698921176225e-06,-13.70322330056986,0.021697526111939078,0.0031959383885005197,-1096.2578640455888,-1096.2578640455888,36.45316751868789,9.325716164301488,0.005217810148022392,0.0,0.0,0.0,0.0,90
Bayes_seq_CP,42/2_LT_Fits,c,3.674311107849133,0.03203760317460318,94,54,4.3757118107513175e-08,7.309956622269473e-06,-0.6250683660549246,0.07637842602450651,-0.03115888727577586,-72.50793046237125,-60.21998450631676,0.686456531888056,7.942925647466058,-0.06688979367125,3.6666666666747005,2.6944444444532487,1989.2916666666492,2012.7083333333171,126
Bayes_seq_CP,42/2_LT_Fits,r,0.6862723521042523,0.020169257142857146,32,0,0.2379953233548152,0.2878261135951954,2.227811604391137,0.024490404154827613,-0.0007364918351612841,345.31079868062625,197.21464709160597,17.067556052359837,13.622858317565392,0.010924456328749986,0.0,0.0,0.0,0.0,175
OLS_refit,42/2_LT_Fits,c,1.126775878440772,0.02829508170867239,60,55,1.0605645456945847e-19,2.3122028195455048e-15,-9.29580952575863,0.13422070373011688,-0.03125310125966751,-604.2276191743109,-604.227619174311,4.807083246993064,4.688289516892113e-13,-0.1209342691650733,8.791666666669926,9.569444444446882,1989.7083333333153,2022.5416666666415,75
OLS_refit,42/2_LT_Fits,r,4.3797276157205015e-13,0.020815066443016155,108,91,2.518241039129203e-43,9.594928497764781e-41,-18.282515461797935,0.11171235320260973,0.01616382973805073,-2084.206762644965,-2069.5982696905935,8.325064985377511e-15,0.033402390616045524,0.046334625270498815,0.0,0.0,0.0,0.0,124
lowess1dg20wnc,42/3_ST_Fits,c,2.7175184188912227,0.022383198757517764,133,108,1.654812528812599e-11,3.003564062824854e-09,-3.216046247180164,0.06490331563686302,-0.02385626553354493,-498.4871683129254,-532.5063615027605,0.00042165609731193777,0.6398992739413341,-0.0711000127448238,3.708333333341443,2.9861111111196883,1989.2916666666492,2012.7916666666506,172
lowess1dg20wnc,42/3_ST_Fits,r,0.03656075833913274,0.00995675496564392,145,128,1.3002243781949037e-22,2.7582085761790805e-20,-11.401997079988147,0.057443709557652614,0.024206391920632574,-1767.3095473981627,-1208.742942762123,5.615422916553843e-07,12.820365721703784,0.03888936532921088,0.0,0.0,0.0,0.0,175
lowess1dt10wnc,42/3_ST_Fits,c,10.480508564353237,0.017055127648135958,131,110,1.1097443048534293e-84,3.191896294833095e-49,-14.779581812155394,0.07421105420237717,-0.005801504567899219,-2290.835180884086,-1893.2268467293216,6.327202728993613,1.5060116628980327e-08,-0.010237389660469763,3.895833333341102,2.7291666666626115,1979.9583333333244,2014.0416666666492,172
lowess1dt10wnc,42/3_ST_Fits,r,0.4872438973857653,0.006960239008932311,119,85,5.773208417702458e-14,4.932003575598249e-09,-0.5164959529555014,0.02054788822454869,-0.0021817570784969016,-80.05687270810273,-25.92009288529123,0.029152568908896934,2.2814313594977813,-0.0017285283608799704,0.0,0.0,0.0,0.0,175
lowess1dt20wAR,42/3_ST_Fits,c,5.758709428675323,0.01664562006930401,121,95,9.096794483216823e-70,1.1431400781680538e-32,-8.51568198818675,0.05744670508607491,-0.0075137931216644254,-1319.930708168946,-1164.6519378782164,0.007253840328627733,19.60798072878161,-0.011445093092617983,3.1666666666751553,1.6250000000023874,1982.2916666666556,2013.7916666666497,172
lowess1dt20wAR,42/3_ST_Fits,r,0.14114350280789728,0.005579232631439008,106,47,6.153773091418991e-06,0.002225238183616189,2.2526259851865875,0.011266315903841922,0.0020780275884469237,349.1570277039211,212.10717026181203,29.869723351569487,34.59592198632914,0.003014619116196478,0.0,0.0,0.0,0.0,175
lowess1dt20wARMA,42/3_ST_Fits,c,5.910421123510444,0.014007838153138264,108,91,1.79989052703507e-59,1.0243298872147314e-27,-7.882310619780488,0.05838788361799817,-0.004079916876222778,-1095.6411761494878,-967.0665121720231,0.014749233126355411,20.506268392501756,-0.011445093092617983,3.1666666666751553,1.6250000000023874,1982.2916666666556,2013.7916666666497,150
lowess1dt20wARMA,42/3_ST_Fits,r,0.14114350280789728,0.00595729205320648,105,36,4.176104843783871e-05,0.006084979197373266,2.437446355569005,0.011266315903841922,0.0020780275884469237,377.80418511319573,227.80078191112307,31.087330387847047,35.99771313838818,0.003014619116196478,0.0,0.0,0.0,0.0,175
lowess1dt20wnc,42/3_ST_Fits,c,5.758709428675323,0.020493072345798925,113,80,1.7655258242248056e-35,2.167624202230406e-16,-3.0335195990176436,0.05744670508607491,-0.0075137931216644254,-470.1955378477348,-448.1907058493808,0.3324066611671798,22.286556820725956,-0.011445093092617983,3.250000000008413,1.6388888888913016,1982.2083333333221,2013.8749999999827,172
