method_name,method_class,#q<0.5,100#q<0.5,log-likeli,100log-l,RMS,bias,cross_year0.5,cross_year1.0,#yrs
FaIR_nonat,44/1_ERF_FaIR,0,0,2.2918585747483964,2.2918585747483964,0.024815840832567247,-1.126067561394472e-05,1984.8333333333198,2010.2499999999861,95
FaIR_nonat_unB,44/1_ERF_FaIR,0,0,2.2970577501311324,2.297057750131133,0.02490856578020857,-6.50638027799515e-05,1984.8333333333198,2010.2499999999861,95
FaIR_comb_unB,44/1_ERF_FaIR,2,2,2.1666463657444357,2.166646365744436,0.027086214339715347,-0.0016042414804235028,1985.4166666666526,2009.3333333333203,91
FaIR_anthro_unB,44/1_ERF_FaIR,0,0,2.197065741965766,2.197065741965766,0.02733025202596626,0.0001900226402394505,1983.6666666666542,2010.5833333333192,95
FaIR_anthro,44/1_ERF_FaIR,0,0,2.166589613011663,2.166589613011663,0.027854584178137617,-0.004839297210306233,1983.916666666654,2010.7499999999857,95
lag5y,43/1_Run_Means,0,0,1.3444201930238509,1.332944412807801,0.056289359122525466,-0.018023557195161292,1985.6666666666524,2014.416666666649,171
lag10y,43/1_Run_Means,0,0,1.2226292796999096,1.1079639548854094,0.06086923403561831,-0.03263084911129033,1988.2499999999834,2016.0833333333142,166
FaIR_all_unB,44/1_ERF_FaIR,3,3,1.2563126410175007,1.2563126410175005,0.06445502338001007,0.00012118465234590899,1986.9999999999845,2006.8333333333226,95
FaIR_all,44/1_ERF_FaIR,3,3,1.2348822055271518,1.2348822055271518,0.068178157902827,0.022060876234769603,1985.6666666666524,2005.5833333333237,95
offset11y,43/1_Run_Means,62,27,0.998702065173669,1.2000438007072196,0.09200105420515178,0.07449633647756598,1983.0833333333214,2009.6666666666533,165
raw1y,43/1_Run_Means,1,0,0.8982801229944948,0.9285711950448856,0.09798169412379792,-0.00537672376290323,1984.249999999987,2010.9166666666522,175
