method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6,cross_err0.5,cross_err1.0,#yrs,100#q<0.5
GWI_tot_CGWL,43/3_Human_Induced,c,3.071,0.02539652918132422,0,0,0.7285841028239096,0.7285841028239096,2.221573164633203,0.026317726855987055,-1.1130650519295917e-05,144.4022557011582,2.221573164633203,12.50116444974685,12.381531863168437,0.002318978185765806,1.0833333333209794,1.5277777777663457,1986.291666666652,2009.2916666666538,75,0
FaIR_nonat_unB,43/1_ERF_FaIR,c,2.174,0.025603132206769602,0,0,0.7197751622998206,0.7197751622998206,2.201163167986462,0.02744456598471698,-0.008918409221936544,187.09886927884926,2.2011631679864623,11.844669732285363,15.78822260265632,-0.010265549074236716,1.0833333333437167,1.1388888888854656,1985.958333333319,2010.8749999999854,93,0
FaIR_nonat,43/1_ERF_FaIR,c,2.19,0.025903824721003818,0,0,0.6682096089550235,0.6682096089550235,2.198418911404572,0.027473031355696575,-0.010697026906171954,186.86560746938864,2.198418911404572,11.785434280299121,12.851095235332384,-0.014010234980472255,1.2916666666769743,1.055555555552208,1985.958333333319,2011.291666666652,93,0
EBMKF_ta2,43/2_Kalman,c,1.876,0.03886370680701405,0,0,0.8519387767046651,0.9881962062507765,2.146149569146632,0.027687437334943388,4.8622633595904376e-05,332.65318321772793,2.042326371332134,12.439942409590907,12.722992038342879,-0.005326711978962106,0.33333333334439885,0.6388888888877394,1985.1249999999864,2010.2083333333194,174,0
FaIR_comb_unB,43/1_ERF_FaIR,c,2.436,0.028226034842014122,0,0,0.5739368998623,0.6942408341662935,2.130380641600066,0.028536846998740942,-0.014089543778357036,172.56083196960537,2.130380641600066,7.177736258589777,11.985236842393677,-0.02218534801178007,1.416666666676747,1.2152777777772596,1986.2083333333185,2011.291666666652,89,0
FaIR_anthro_unB,43/1_ERF_FaIR,c,2.0,0.028124741599499816,8,0,0.488523192687061,0.488523192687061,2.1185190558944216,0.02951408278767643,-0.011950498212688865,180.07411975102582,2.1185190558944216,13.560117188177419,13.742977867319379,-0.007250843617551414,0.7500000000106866,1.1666666666662497,1985.1249999999864,2011.041666666652,93,8
FaIR_anthro,43/1_ERF_FaIR,c,1.934,0.029161706174578597,0,0,0.6029094217039865,0.6029094217039865,2.095941286845701,0.030143441499961083,-0.015511762043275123,178.15500938188458,2.0959412868457012,13.066300331243296,8.19594191578534,-0.015002744834846659,1.2083333333437167,1.277777777783323,1985.1249999999864,2011.958333333318,93,0
EBMKF_ta,43/2_Kalman,c,1.902,0.04222029087822462,0,0,0.9954339370944043,0.9954339370944043,2.07545203759986,0.02942037721998173,0.006941451714367243,321.6950658279783,1.9585223386144508,9.710017731061294,9.801473630568074,0.013262659812632433,1.2499999999874944,1.222222222212963,1982.9583333333217,2009.2083333333203,174,0
EBMKF_ta4,43/2_Kalman,c,1.9,0.048088702245062266,0,0,0.9658933409861683,0.9658933409861683,2.056126270257238,0.030241117182375647,-0.007931585078521803,318.6995718898719,1.9887898882733743,12.357997796127634,13.127119104332005,-0.016026468949821758,1.2500000000102318,0.9444444444442298,1986.291666666652,2010.8749999999854,174,0
TheilSen_h7075,42/2_LT_Fits,c,2.381,0.03483395587907129,0,0,0.6820887022532491,0.6820887022532491,2.048084166111004,0.036571443897569354,0.004036613205418425,163.8467332888803,2.0480841661110043,3.088510626747061,11.88486136802186,-0.001655672741177032,3.250000000008413,1.6527777777756683,1980.7083333333235,2012.374999999984,90,0
CGWL10y_for_halfU,44/44_EarthModel_CGWL,c,3.698,0.03298535970201848,4,0,0.4218981828941711,0.735106009710719,1.988316073635831,0.0332982706445756,-0.01945723245339227,109.3573840499707,1.9883160736358312,6.371633694086068,17.116183450784757,-0.016626109038619857,1.416666666676747,1.1388888888854658,1987.5416666666506,2009.9583333333198,64,4
OLS_hinge75,42/2_LT_Fits,c,3.775,0.037011199955925576,2,0,0.33538482313727147,0.7685620520336256,1.9821969218362447,0.043015155258308735,0.007431212698682138,158.57575374689958,1.9821969218362447,2.8109964109345795,11.68784071164219,0.013688358768385627,3.1666666666751553,1.680555555553345,1979.5416666666579,2011.041666666652,90,2
CGWL10y_forec,44/44_EarthModel_CGWL,c,3.698,0.03578835495769959,0,0,0.5439624819586671,0.7224260253360538,1.9570869007058744,0.0332982706445756,-0.01945723245339227,107.63977953882309,1.9570869007058744,6.038980781551489,18.982868179625466,-0.016626109038619857,1.416666666676747,1.152777777774304,1987.5416666666506,2009.9583333333198,64,0
GWI_anthro_AR6,43/3_Human_Induced,c,2.362,0.033752287140073285,0,0,0.6609499347521935,0.6609499347521935,1.9561940939676175,0.03417260120369796,-3.324622324793256e-05,127.15261610789513,1.9561940939676177,7.972495767567617,9.037458876962676,-0.016489798323134304,2.33333333334258,1.5138888888851625,1986.291666666652,2013.0416666666501,75,0
hinge75meet,42/2_LT_Fits,c,3.251,0.04737576554933909,1,0,0.1286457791249115,0.7093486547495551,1.892524916777256,0.03721545268815791,0.0049175143999388455,151.40199334218048,1.892524916777256,3.2300180871047446,8.263485199315463,0.008660962170899043,2.500000000009095,1.3611111111092289,1980.208333333324,2010.374999999986,90,1
GWI_anthro_CGWL,43/3_Human_Induced,c,3.251,0.03899453003219231,0,0,0.7734361630816181,0.7734361630816181,1.8154454441587902,0.04011042636742113,4.359638563278854e-05,118.00395387032137,1.8154454441587902,7.185288876593554,11.23815108308106,0.01911336293314377,1.2083333333434894,2.111111111105515,1983.2916666666547,2010.8749999999854,75,0
GWI_anthro,43/3_Human_Induced,c,3.13,0.03895492131611877,0,0,0.756993117219036,0.756993117219036,1.807228365158346,0.04106654161313106,-5.351422882919728e-06,117.4698437352925,1.807228365158346,8.197507820899306,10.430822680972318,0.013062310050372127,1.2083333333434894,2.319444444438659,1983.9583333333208,2011.5416666666515,75,0
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.258,0.03945379724172805,3,0,0.32976482643924954,0.6083317803663686,1.7589794214164762,0.04113463551575088,0.0014285276431899368,256.8109955268055,1.7337814635474185,10.634390468653287,10.177165831971209,0.0038155319950160154,0.6249999999879492,1.1249999999888964,1985.708333333319,2009.6249999999868,155,2
GWI_anthro_SR15,43/3_Human_Induced,c,2.938,0.041372515379566606,0,0,0.6987823109642576,0.6987823109642576,1.747198585389884,0.043182226833928194,1.2853337746415727e-05,113.56790805034245,1.747198585389884,8.611590435041728,10.1734573504255,0.008359951740085764,1.0833333333437167,2.1527777777721817,1985.374999999986,2011.4583333333185,75,0
CGWL10y_sUKCP,44/44_EarthModel_CGWL,c,3.443,0.03960576919118726,0,0,0.6238238069028443,0.7056678288653927,1.7264067965625587,0.04271030707507031,0.00016009614991741635,252.05539229813357,1.6891915507832822,8.520242190105877,9.37058219326842,0.0030315096339759,0.45833333334439885,1.48611111110741,1985.624999999986,2009.9583333333198,155,0
Kal_flexLin_ocn,42/5_Kalman,c,4.614,0.05250780754455472,0,0,0.9162008014640165,0.9162008014640165,1.6871283214668802,0.04423520054822347,-0.004078250713285792,261.5048898273664,1.6193052464492552,7.646535066651246,8.129544345920523,-0.03571612089254038,2.0000000000095497,1.2500000000039788,1986.8749999999845,2011.7916666666515,175,0
CGWL_10y_IPCC,44/44_EarthModel_CGWL,c,3.036,0.05245944499776779,0,0,0.9681894953617102,0.9681894953617102,1.677447620463152,0.043800120184230504,-0.00021149427258064575,260.00438117178857,1.7472202385331739,7.02171061091278,14.741825512475176,0.003630029073749985,0.8749999999879492,0.874999999995566,1983.2083333333212,2009.7083333333198,166,0
Kal_flexLin,42/5_Kalman,c,4.756,0.053191514524472745,0,0,0.8239227001076257,0.8239227001076257,1.6100588661119009,0.048133605025793634,-0.009391397644738427,249.55912424734464,1.5957973671546193,8.048133157706493,7.8325319623156044,-0.027071854036297055,2.33333333334258,1.2361111111151406,1986.5416666666515,2012.7916666666506,175,0
