experiment,approach,firstcross1,firstcross2,firstcross5,kl,kl75,ncrosses,rmse,rmse75
fut_ESM1-2-LR_SSP126_constVolc,inverse_variance,0.2113209621094124,0.39883056449283055,0.7459807787560626,0.5289122702795617,0.5776681419113051,1.42,0.03808912696178724,0.03825716031920726
fut_ESM1-2-LR_SSP126_constVolc,sharpened_blended,0.2075570684930625,0.39313285295950506,0.7550804553310271,0.5675865582612688,0.6024188951205137,1.46,0.035596713684785376,0.034755163366221184
fut_ESM1-2-LR_SSP245_constVolc,inverse_variance,0.5132446443902701,0.8079156984786586,0.9859907452140095,0.4037501902306358,0.4090280233522079,1.04,0.03570727153387947,0.03496425376178623
fut_ESM1-2-LR_SSP245_constVolc,sharpened_blended,0.5569324356244577,0.8513721634312089,0.9915961773008389,0.4877058677595247,0.4813537634116769,1.04,0.03220726995222986,0.03008511098988878
fut_ESM1-2-LR_SSP370_constVolc,inverse_variance,0.5632654620247204,0.8591684877776491,0.9999997210132647,0.2810315137463845,0.21456750872458052,1.12,0.03511042341137831,0.03188071337424352
fut_ESM1-2-LR_SSP370_constVolc,sharpened_blended,0.5461991049074675,0.8502696487568908,0.999998364340917,0.35236140573901176,0.2710681733854253,1.08,0.036765511576702714,0.03350545979988115
fut_NorESM_RCP45_Volc,inverse_variance,0.3079484403165535,0.5608688766144833,0.8832819159998199,0.6884557487243703,0.7362522043810756,1.1166666666666667,0.052707464159806865,0.05451086577000816
fut_NorESM_RCP45_Volc,sharpened_blended,0.29580269717245256,0.5427792003502524,0.8787996508915734,0.7105184081275355,0.7705413802337799,1.1,0.049516240832959135,0.05104767678581633
fut_NorESM_RCP45_VolcConst,inverse_variance,0.5451494351898174,0.8746161726619253,0.9999995152040008,0.437008247985592,0.4682069298284268,1.0,0.03055299325082852,0.031015313492675122
fut_NorESM_RCP45_VolcConst,sharpened_blended,0.5333840434629542,0.8709708232421153,0.9999943016944637,0.5913605263091717,0.6234816283478635,1.0166666666666666,0.030011819590442697,0.030029336713997812
