method_name,method_class,c/r,#q<0.1,#q<0.5,100bias,100log-l,Edyrs15,Edyrs20,EdyrsA,Fdyrs15,Fdyrs20,Mdyrs15,Mdyrs20,RMSyrsA,avg_unc.(1se),bias,bias50,e100bias,e100log-l,eEdyrs15,eEdyrs20,eEdyrsA,eFdyrs15,eFdyrs20,eMdyrs15,eMdyrs20,eRMSyrsA,ebias50,el15,el20,l15,l20,log-likeli,ncEdyrs,nceEdyrs,q_min,q_small5,smooth_r,tlog-l,RMS,100RMS,75RMS,e100RMS,e75RMS
offset11y,42/1_Run_Means,c,119.4,174.72,0.02400876574275466,107.22732754891592,-0.1133333331891572,-1.3108333331651192,-1.15678800350166,-0.1133333331891572,-1.3266666664984406,-0.1133333331891572,-1.3266666664984406,2.537692989778959,0.032281010365474275,0.06413507459436948,0.04402991808111008,0.023017323041203092,30.267209385975544,-0.07666666652276036,-1.272499999831598,-1.090961538302098,-0.07666666652276036,-1.2883333331649192,-0.07666666652276036,-1.2566666664982769,1.564038461461294,0.04281111639196215,7.879587434487727,6.64530087196577,10.356010375710364,8.827936337884607,-0.9762994525311923,13.28,13.32,5.755261212865001e-06,9.59369623380763e-05,2.88226,-224.54887408217422,0.08334054093638224,0.043218965605888844,0.0463878743388793,0.05617999230859738,0.0587268281779062
FaIR_comb_unB,43/1_ERF_FaIR,c,0.0,0.0,0.01112255721356408,122.79709565188186,-1.7933333331876475,-0.33833333316602876,-0.7842177959298254,-1.7933333331876475,-0.33833333316602876,-1.7933333331876475,-0.33833333316602876,2.734870723983122,0.08016742512318885,-0.015214825963846143,-0.007411113953476652,0.010131114512012495,127.18959299986744,-1.7566666665212507,-0.29999999983250747,-0.7074999998393227,-1.7566666665212507,-0.29999999983250747,-1.7566666665212507,-0.29999999983250747,1.1489102563520104,-0.008629915642624554,3.8764111559622263,4.2474079012564925,3.8597120337107116,4.010025824033951,1.2883956518448385,13.2,13.2,0.9285851484040912,0.929996476089532,2.8486000000000002,200.98972168779486,0.061038786020128015,0.047862957699084045,0.04605915823194903,0.04031372474034661,0.03898453697275422
FaIR_nonat_unB,43/1_ERF_FaIR,c,0.0,4.24,0.010124391775269616,113.9278079229207,-1.7999999998543081,0.20000000016683772,-0.7560851646723639,-1.7999999998543081,0.20000000016683772,-1.7999999998543081,0.20000000016683772,2.728149910946631,0.09163202290371254,-0.03023515382052466,-0.010132773704946519,0.009132949073718028,117.1886759682716,-1.7633333331879113,0.238333333500359,-0.6776282049677057,-1.7633333331879113,0.238333333500359,-1.7633333331879113,0.238333333500359,1.116089743531533,-0.01135157539409442,3.4338519406265813,3.7967214102828244,3.4870203530695245,3.619633348821031,1.1052022724402004,13.3,13.32,0.843731746399208,0.843731746399208,2.88298,176.83236359043207,0.07614638100571113,0.04848880400376798,0.04620366019665473,0.041581140631149496,0.03966401596603334
FaIR_all_unB,43/1_ERF_FaIR,c,0.0,0.0,0.01170067133748455,111.34466121112442,-1.6716666665211142,-0.9233333331654922,-0.5113446274326414,-1.6716666665211142,-0.9233333331654922,-1.6716666665211142,-0.9233333331654922,3.5111176162661577,0.09269440862965403,-0.0007927128738521364,-0.011702952203762263,0.01070922863593297,114.3870283603696,-1.6349999998547173,-0.8849999998319709,-0.48561965795883666,-1.6349999998547173,-0.8849999998319709,-1.6349999998547173,-0.8849999998319709,1.169893162366474,-0.01292175389291017,3.3634884904045133,3.641558699284845,3.3921700512466186,3.5183278507395084,1.1402751764256198,13.58,13.76,0.8868947132413324,0.946347144688469,3.87686,182.44402822809917,0.06938628211791473,0.051284340754945736,0.04932636930102951,0.04493339300323153,0.043390701758899926
FaIR_anthro_unB,43/1_ERF_FaIR,c,1.22,29.04,0.011600746300394225,106.5315129452133,-2.121666666520723,0.1916666668335165,-0.8414896213266391,-2.121666666520723,0.1916666668335165,-2.121666666520723,0.1916666668335165,2.8708155165212577,0.09676689524325396,-0.04675485106219715,-0.012017578863451723,0.010609303598842643,108.96446469989723,-2.0849999998543263,0.2300000001670378,-0.7594871793265089,-2.0849999998543263,0.2300000001670378,-2.0849999998543263,0.2300000001670378,1.1364102563327558,-0.013236380552599626,3.2495320448506475,3.4750668455348093,3.1986217718491874,3.353795596584529,0.7340586230429962,13.1,13.12,0.38315623321144043,0.3846782308333192,2.21648,117.44937968687938,0.09755638410609746,0.05150445049434936,0.04879254962664426,0.04399960949298636,0.041878965249911006
raw1y,42/1_Run_Means,c,0.0,0.36,0.004451930914984768,90.07127066798897,-0.05624999985589433,0.28622222238897393,0.059439179038639586,-2.9233333331866196,-3.971666666496012,-0.3733333331889389,1.0516666668327435,2.142318831885218,0.10665428239621198,-4.139842157780363e-06,0.004322938156127906,0.003460488213433222,83.03129219866157,-0.019583333189497544,0.3245555557224953,0.16222405388370967,-2.886666666520223,-3.9333333331624907,0.12666666681035163,1.2050000001661556,1.3639862637418245,0.003104136466979996,2.993943071089234,2.975054684967148,3.1883800796494963,2.8390296811532125,0.9065187730986692,36.598,36.778,0.7693195033448292,0.9470441584658493,34.80598,208.4993178126939,0.09670548660021493,0.08831942427026808,0.08539624881863421,0.096356122446844,0.0936510137581963
FaIR_anthro,43/1_ERF_FaIR,c,28.28,111.32,-0.09445373102508446,70.46139727508861,3.501666666807523,8.151666666826232,6.192290903691193,3.501666666807523,8.151666666826232,3.501666666807523,8.151666666826232,7.878165649366972,0.09676684476306976,-0.1528074222577735,-0.11806988020935194,-0.09544517372663605,71.40642248699301,3.53833333347392,8.190000000159753,6.295641025788115,3.53833333347392,8.190000000159753,3.53833333347392,8.190000000159753,6.295641025788115,-0.11928868189849987,2.572355555178394,1.9765783903519312,2.6690384198253567,1.9646485052614884,-1.2193396049829923,12.58,12.6,0.08303342122477486,0.08308310802234693,2.2159999999999997,-195.09433679727874,0.17516102648081655,0.1069578727340327,0.10942424498538943,0.10456201469400152,0.10755458820483928
FaIR_nonat,43/1_ERF_FaIR,c,0.58,96.24,-0.10347774494761774,66.57525461273949,4.205000000140235,8.050833333493038,6.71637896840431,4.205000000140235,8.000000000159753,4.205000000140235,8.101666666826322,8.180389512267373,0.11441406961674119,-0.14905672795255206,-0.12374171567259774,-0.10446918764916933,67.47993935237272,4.241666666806632,8.089166666826559,6.801538461685993,4.241666666806632,8.038333333493274,4.241666666806632,8.140000000159844,6.801538461685993,-0.12496051736174567,2.3932378790532924,2.127775124758923,2.4707179281121,2.0126416366358555,0.11318162259037236,12.96,13.0,0.23958804395041253,0.23958804395041253,2.86334,18.10905961445958,0.16620359105897906,0.11382553330979671,0.1171904477609392,0.1120692790769576,0.11580012082910653
lag5y,42/1_Run_Means,c,36.06,104.78,-0.030437607659233895,18.589939688234466,2.300833333475284,1.4836111112767671,1.9597786936894055,2.023333333475539,1.000000000166101,2.5783333334750296,1.993333333498522,2.613133156288999,0.03958732724137489,-0.018353618124256916,-0.02293231391906734,-0.03142905036078549,-92.95250905283528,2.3375000001416812,1.5219444446102883,2.0716346155429344,2.060000000141936,1.0383333334996223,2.6150000001414266,1.790000000165601,2.145950854820796,-0.024151115608215288,3.8725967590869637,4.54858254496365,3.95853986865798,4.620644256890763,0.5797729707750676,16.224,16.324,4.934738290891247e-06,0.00043291672491354904,6.45848,133.34778327826555,0.05922524560933645,0.056584615870926995,0.05411339974877495,0.06907728588434062,0.06700585465476247
lag10y,42/1_Run_Means,c,74.46,138.98,-0.07664510142008459,-177.76504090684196,4.653333333473147,4.2833333334964525,4.439304029463048,4.653333333473147,4.215000000163181,4.653333333473147,4.351666666829724,4.627994240186398,0.0331209829362725,-0.04125778231413463,-0.058297034072875925,-0.07763654412163618,-286.9539226173792,4.690000000139544,4.321666666829974,4.561442307848794,4.690000000139544,4.253333333496703,4.690000000139544,4.390000000163245,4.561442307848794,-0.05951583576202386,1.0071919719684783,2.9850937791711116,0.8017280037978844,1.5141408960863085,-0.0021815722438510952,13.58,13.56,1.3497094696723105e-05,0.00011608096563293439,3.1414600000000004,-0.50176161608575,0.06530353866291405,0.08455578130594012,0.08120743589751211,0.09340559248308446,0.09044987207276424
FaIR_all,43/1_ERF_FaIR,c,158.92,159.7,-0.17270595292851318,-1069575.9187944795,7.770000000137015,14.402500000153928,11.671833791326941,7.770000000137015,14.138333333487498,7.770000000137015,14.666666666820356,13.51392179162091,0.005586386691769711,-0.172550439093436,-0.19611149773816736,-0.17369739563006475,-1055920.8756791402,7.806666666803412,14.440833333487449,11.812179487296953,7.806666666803412,14.17666666682102,7.806666666803412,14.705000000153877,11.812179487296953,-0.19733029942731523,0.0,0.0,0.0,0.0,-13540.44998671162,11.28,11.36,1.0756586534437305e-82,3.983890523249452e-65,3.84038,-2166471.997873859,0.19010075056621117,0.17978045996782444,0.1849018277507143,0.17909687590030707,0.18445558749843213
