method_name,method_class,#q<0.5,100#q<0.5,log-likeli,100log-l,RMS,bias,cross_year0.5,cross_year1.0,#yrs
GWI_tot_CGWL,44/3_Human_Induced,0,0,2.221575582463635,2.221575582463635,0.026317726855987055,-1.1130650519295917e-05,1985.5833333333192,2009.4999999999868,75
FaIR_nonat_unB,44/1_ERF_FaIR,0,0,2.1968762283456003,2.1968762283456003,0.02744456598471698,-0.008918409221936544,1985.9166666666522,2010.9166666666522,93
FaIR_nonat,44/1_ERF_FaIR,0,0,2.1981104734424552,2.1981104734424557,0.027473031355696575,-0.010697026906171954,1985.9166666666522,2011.4166666666517,93
EBMKF_ta2,44/2_Kalman,0,0,2.1461495733563187,2.0423263713321314,0.027687437334943388,4.8622633595904376e-05,1984.6666666666533,2010.3333333333194,174
FaIR_comb_unB,44/1_ERF_FaIR,1,1,2.128227045110912,2.128227045110912,0.028536846998740942,-0.014089543778357036,1986.3333333333185,2011.3333333333185,89
EBMKF_ta,44/2_Kalman,0,0,2.075452021276379,1.9585223386144517,0.02942037721998173,0.006941451714367243,1983.7499999999875,2009.0833333333205,174
FaIR_anthro_unB,44/1_ERF_FaIR,18,18,2.083819238770807,2.083819238770807,0.02951408278767643,-0.011950498212688865,1984.9999999999864,2011.0833333333187,93
FaIR_anthro,44/1_ERF_FaIR,0,0,2.095820943948658,2.095820943948658,0.030143441499961083,-0.015511762043275123,1984.9999999999864,2011.9999999999845,93
EBMKF_ta4,44/2_Kalman,0,0,2.0561262523510337,1.988789888273373,0.030241117182375647,-0.007931585078521803,1985.6666666666524,2010.7499999999857,174
CGWL10y_forec,45/44_EarthModel_CGWL,0,0,1.9570869000496809,1.9570869000496809,0.0332982706445756,-0.01945723245339227,1987.499999999984,2009.9999999999864,64
CGWL10y_for_halfU,45/44_EarthModel_CGWL,4,4,1.9883160751431914,1.9883160751431914,0.0332982706445756,-0.01945723245339227,1987.4166666666508,2009.8333333333198,64
GWI_anthro_AR6,44/3_Human_Induced,0,0,1.956194643651304,1.9561946436513038,0.03417260120369796,-3.324622324793256e-05,1986.2499999999852,2012.6666666666506,75
