method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6
cent30y,42/1_Run_Means,r,0.6622256452315978,0.026778950356187162,0,0,0.9785960592206283,0.9785960592206283,2.3791106199173857,0.020316521785956648,0.003001061228275854,344.9710398880209,200.98449877885272,11.0543444937745,9.600326244848501,0.003636792869999964,0.0,0.0
raw1y,42/1_Run_Means,c,32.876779150500646,0.1116141019803759,0,0,0.7527761674575971,0.9499772368243653,0.8856410312288682,0.09798119623676635,-0.005375863666129036,137.27435984047457,82.7481011898104,2.9719229730492724,3.9506666749813424,-0.008887721356250008,3.052083333330529,3.256944444438284
raw1y,42/1_Run_Means,r,32.876779150500646,0.1116141019803759,0,0,0.7527761674575971,0.9499772368243653,0.8856410312288682,0.09798119623676635,-0.005375863666129036,137.27435984047457,82.7481011898104,2.9719229730492724,3.9506666749813424,-0.008887721356250008,0.0,0.0
cent21y,42/1_Run_Means,r,1.4785205772311998,0.028701797775249997,0,0,0.999418250114729,0.999418250114729,2.6328872183003504,0.003661411087861555,0.0003217107394009207,408.0975188365543,235.08011700005048,11.861247637765842,11.250656119034366,0.0003447535461309492,0.0,0.0
lag5y,42/1_Run_Means,c,6.409412808839043,0.04398062618722634,54,11,0.0020162145421988367,0.030914294939285904,1.1515244489827572,0.056287660491621136,-0.018022697098387098,178.48628959232735,91.46230242392525,7.946809538421196,2.489500558501718,-0.04483198025625,3.791666666674587,2.5532407407496422
cent20y,42/1_Run_Means,r,1.0,0.02899420627731944,0,0,1.0,1.0,2.6305511168743148,0.0,0.0,407.73542311551876,235.44658266040034,12.069754820395653,11.639750062678841,0.0,0.0,0.0
lag10y,42/1_Run_Means,c,2.831067869323211,0.035299989664840464,97,34,2.6542327479518513e-10,0.0008461047634791805,0.4562716349801567,0.06086729783177992,-0.03262998901451612,70.72210342192429,-41.43393040349926,3.355277650659977,0.02555483594773253,-0.08824163805125,4.375000000007503,4.541666666673753
lfca_hadcrut,42/6_Remove_IV,c,16.795537691052147,0.06705123209843411,0,0,0.7077319723551209,0.7704780802223112,1.2656831930509984,0.06830583650889574,-0.046475251042422915,50.62732772203994,50.62732772203994,4.767074217848895,4.63455363922327,-0.046475251042422915,2.8750000000088676,2.500000000003752
lfca_hadcrut,42/6_Remove_IV,r,27.719957605321667,0.05953549387804287,6,0,0.16469279383106317,0.2808225933539567,1.093078202011881,0.07573728585198597,-0.0080560122569233,63.398535716689096,63.398535716689096,5.205515578370823,6.299503063991711,-0.012332078632544062,0.0,0.0
removeMEI_volc_cons,42/6_Remove_IV,c,18.948427842368837,0.0600097344886481,0,0,0.8680228256253245,0.8680228256253245,1.4801891476759126,0.05398570621211156,-0.01260429806436375,65.12832249774016,65.12832249774016,5.965730568645723,4.757004434310717,-0.012067106239573513,2.437499999997897,1.712962962954451
removeGreensfx,42/6_Remove_IV,c,17.066329511571833,0.06,0,0,0.9841769195992005,0.9841769195992005,1.5564689157303586,0.049331769969665956,-0.001702598145041549,241.2526819382056,139.78305089200757,5.5036992387807215,4.28199679370254,-0.003773050702942514,1.4722222222095904,1.546296296288094
removeMEI_volc_refit,42/6_Remove_IV,c,48.132342482543336,0.1111792729670303,0,0,0.8343579847491376,0.8343579847491376,0.776279213141976,0.11095783211061606,-0.012090788998887478,89.27210951132724,70.20143299979318,0.9957631267724338,3.2646683876045537,0.004336640365764604,2.854166666664014,3.703472222219015
removeMEI_volc_refit,42/6_Remove_IV,r,21.128525660204588,0.06952075854004561,1,0,0.2793905646603644,0.5603919678905126,1.244539249697198,0.06906024473271188,-0.00018464077945085905,177.96911270669932,110.70748804975824,7.268415771858139,7.379060258948227,-0.003258431939106893,0.0,0.0
lfca_SST,42/6_Remove_IV,c,18.729878494185275,0.09104911858179741,0,0,0.5467413375419283,0.5467413375419283,0.9235587469802914,0.09799449679476167,-0.05227711720364617,69.26690602352186,69.26690602352184,1.435136650851845,1.22581243617247,-0.0999713698778553,5.708333333339397,5.196759259265718
lfca_SST,42/6_Remove_IV,r,22.209368795782325,0.09720565759096024,0,0,0.9375545317477667,0.9375545317477667,0.9864601866781868,0.08967480267019239,-0.004735020510878806,113.44292146799148,88.80494270400638,3.63980021509702,3.412479919583324,-0.02992229789742592,0.0,0.0
removeMEI_cons,42/6_Remove_IV,c,23.63349325029436,0.08350979669544562,35,12,2.9531067146274145e-15,0.003827543107548865,0.1812218172660861,0.0818820920417115,0.005241933256993001,25.914719869050312,-25.736077807594384,6.416818001209317,4.928032882547533,-0.004902304686250013,3.2638888888745896,3.2569444444322166
