year,aer_p5,aer_p17,aer_p83,aer_p95,aer_p50,ghg_p5,ghg_p17,ghg_p83,ghg_p95,ghg_p50,ohf_p5,ohf_p17,ohf_p83,ohf_p95,ohf_p50,ant_p5,ant_p17,ant_p83,ant_p95,ant_p50,nat_p5,nat_p17,nat_p83,nat_p95,nat_p50,tot_p5,tot_p17,tot_p83,tot_p95,tot_p50
1850,-1.6448536269514875,-0.9541652531461864,0.9541652531461864,1.6448536269514875,0.0,-1.6448536269514875,-0.9541652531461864,0.9541652531461864,1.6448536269514875,0.0,-1.6448536269514875,-0.9541652531461864,0.9541652531461864,1.6448536269514875,0.0,-1.6448536269514875,-0.9541652531461864,0.9541652531461864,1.6448536269514875,0.0,-1.6448536269514875,-0.9541652531461864,0.9541652531461864,1.6448536269514875,0.0,-1.6448536269514875,-0.9541652531461864,0.9541652531461864,1.6448536269514875,0.0
1851,-0.06363198517016144,-0.062428113236649097,-0.05910188736760347,-0.05789801543409112,-0.06076500030212628,-0.061283536319649556,-0.06007966255401698,-0.056753431622837525,-0.055549557857204945,-0.05841654708842725,-0.009035518049813618,-0.007831644842212881,-0.004505415452854322,-0.003301542245253586,-0.006168530147533602,0.029132131831261177,0.030336005984281655,0.033662237985709,0.03486611213872948,0.03199912198499533,0.005072708308034635,0.0062764954026874875,0.009602486867095195,0.010806273961748047,0.007939491134891341,-0.02709339178903747,0.0017413202567126973,0.08140989833628964,0.11024461038203981,0.04157560929650117
1852,-0.12718712823823353,-0.1254936570471159,-0.12081469782600607,-0.11912122663488844,-0.12315417743656099,-0.0972944726443643,-0.09560099845435843,-0.0909220309474108,-0.08922855675740493,-0.09326151470088462,-0.018802324495311495,-0.01710882424634974,-0.012429784740277228,-0.010736284491315473,-0.014769304493313484,0.041488088812627666,0.04318161573303314,0.04786072893102755,0.04955425585143303,0.045521172332030346,-0.046262027061686695,-0.0445685454053546,-0.03988955726947552,-0.03819607561314342,-0.04222905133741506,-0.0077243395593313835,0.026476663608150375,0.12097198185233538,0.15517298501981713,0.07372432273024287
1853,-0.15337435627020568,-0.15160469493054052,-0.14671522690360916,-0.144945565563944,-0.14915996091707484,-0.14889286782801037,-0.14712318085520337,-0.14223364200535116,-0.14046395503254416,-0.14467841143027727,-0.014985337262714893,-0.013215611128146065,-0.008325964076732362,-0.006556237942163534,-0.010770787602439214,0.03803403280261364,0.03980379866794692,0.044693555492983705,0.04646332135831699,0.04224867708046531,-0.10189846394473534,-0.10012874925632786,-0.0952391338300913,-0.09346941914168383,-0.09768394154320958,0.0015458306163509405,0.03651081906559739,0.13311698277198047,0.16808197122122692,0.08481390091878893
1854,-0.17917888954525552,-0.17751468619962907,-0.17291659227839773,-0.17125238893277128,-0.1752156392390134,-0.18576036922490857,-0.18409614700999555,-0.1794980009540268,-0.17783377873911377,-0.18179707398201117,-0.013922191134440709,-0.012257905029912308,-0.007659582450571634,-0.005995296346043233,-0.009958743740241971,0.027918986827558,0.02958328959056189,0.0341816581961325,0.03584596095913639,0.031882473893347196,-0.12886572643515137,-0.12720149088812605,-0.12260330799614394,-0.12093907244911861,-0.12490239944213499,0.004243657205620366,0.03815852408416731,0.1318632649422966,0.16577813182084356,0.08501089451323196
1855,-0.20050829198203246,-0.1989517751198946,-0.19465121248674677,-0.1930946956246089,-0.19680149380332068,-0.1915748554480956,-0.19001833011475355,-0.18571774407610064,-0.1841612187427586,-0.1878680370954271,-0.041299136898544475,-0.03974252472289663,-0.03544169874419367,-0.03388508656854583,-0.03759211173354515,0.019306184424237927,0.020862784219332298,0.025163575991257403,0.026720175786351774,0.02301318010529485,-0.13517894688487786,-0.1336224681745648,-0.12932201095264872,-0.12776553224233567,-0.13147223956360676,0.004160468035138365,0.036985262721486833,0.127678199562979,0.16050299424932746,0.08233173114223291
1856,-0.19176545915263432,-0.19030506067031183,-0.18627006734948282,-0.18480966886716033,-0.18828756400989732,-0.23389311492519482,-0.23243269836507352,-0.2283976550963871,-0.2269372385362658,-0.2304151767307303,-0.040053540065684956,-0.0385930634364513,-0.034557854200102156,-0.0330973775708685,-0.03657545881827673,0.002781497434511948,0.004241961537672978,0.008277136165133925,0.009737600268294955,0.006259548851403451,-0.1612803494293189,-0.1598209127624841,-0.15578857688001335,-0.15432914021317856,-0.15780474482124873,-0.0405829024963964,-0.008737081303081595,0.07925101055724326,0.11109683175055807,0.03525696462708083
1857,-0.18324045118379217,-0.18187261710386338,-0.17809337366884392,-0.17672553958891513,-0.17998299538635365,-0.22930031254202277,-0.22793248194199123,-0.2241532481218087,-0.22278541752177716,-0.22604286503189996,-0.03847618510354778,-0.03710829754606948,-0.03332890635579133,-0.031961018798313034,-0.035218601950930406,-0.023144151803592194,-0.021776273859813955,-0.017996909231669633,-0.016629031287891394,-0.019886591545741794,-0.18886471435826024,-0.18749873256257388,-0.18372460687788816,-0.1823586250822018,-0.18561166972023102,-0.12221788380577436,-0.09130407233158166,-0.005891067365269009,0.02502274410892369,-0.04859756984842534
1858,-0.17530259698150985,-0.17402097296530883,-0.17047992276013701,-0.169198298743936,-0.17225044786272292,-0.24587607370216347,-0.24459445660579604,-0.24105342551990816,-0.23977180842354073,-0.2428239410628521,-0.03555941084903225,-0.03427775561544877,-0.030736619158574285,-0.029454963924990807,-0.03250718738701153,-0.008570365201364893,-0.007288701054505964,-0.0037475399709023804,-0.002465875824043451,-0.005518120512704172,-0.1796079555655865,-0.1783277781520951,-0.17479072482336733,-0.17351054740987593,-0.17655925148773122,-0.1288114242331062,-0.09873269623739134,-0.015626976781902613,0.014451751213812258,-0.057179836509646975
1859,-0.16191102473305818,-0.16071016068707422,-0.15739224543057162,-0.15619138138458766,-0.15905120305882292,-0.239357629295057,-0.2381567766341277,-0.2348388928339773,-0.233638040173048,-0.2364978347340525,-0.02885517344401478,-0.02765429642226991,-0.02433634531462303,-0.02313546829287816,-0.02599532086844647,0.016729279483513437,0.017930212402916368,0.0212483179523133,0.02244925087171623,0.019589265177614834,-0.13079391208390234,-0.12959378505252062,-0.1262779061233914,-0.12507777909200968,-0.127935845587956,-0.09238128433730708,-0.06306959517974065,0.017916842020895274,0.04722853117846171,-0.022576376579422686
