year,aer_p5,aer_p17,aer_p83,aer_p95,aer_p50,ghg_p5,ghg_p17,ghg_p83,ghg_p95,ghg_p50,ohf_p5,ohf_p17,ohf_p83,ohf_p95,ohf_p50,ant_p5,ant_p17,ant_p83,ant_p95,ant_p50,nat_p5,nat_p17,nat_p83,nat_p95,nat_p50,tot_p5,tot_p17,tot_p83,tot_p95,tot_p50
1865,287.53110448848446,287.53212404426296,287.53494101566247,287.53596057144097,287.5335325299627,287.53110448848446,287.53212404426296,287.53494101566247,287.53596057144097,287.5335325299627,287.5839559076304,287.5849749570404,287.5877905293742,287.5888095787842,287.5863827432073,287.53110448848446,287.53212404426296,287.53494101566247,287.53596057144097,287.5335325299627,287.53110448848446,287.53212404426296,287.53494101566247,287.53596057144097,287.5335325299627,287.46457189800594,287.49352906839624,287.5735359915292,287.6024931619195,287.5335325299627
1866,287.5350194678692,287.53601910673154,287.53878104888753,287.5397806877499,287.53740007780954,287.5350194678692,287.53601910673154,287.53878104888753,287.5397806877499,287.53740007780954,287.57621727243827,287.5772163451915,287.57997672322205,287.5809757959753,287.5785965342068,287.5350194678692,287.53601910673154,287.53878104888753,287.5397806877499,287.53740007780954,287.5350194678692,287.53601910673154,287.53878104888753,287.5397806877499,287.53740007780954,287.46849296163174,287.4974276602801,287.577372495339,287.60630719398733,287.53740007780954
1867,287.5420189215055,287.54300810593827,287.545741163133,287.5467303475658,287.54437463453564,287.5420189215055,287.54300810593827,287.545741163133,287.5467303475658,287.54437463453564,287.5707003745954,287.57168895590553,287.5744203467086,287.57540892801876,287.5730546513071,287.5420189215055,287.54300810593827,287.545741163133,287.5467303475658,287.54437463453564,287.5420189215055,287.54300810593827,287.545741163133,287.5467303475658,287.54437463453564,287.47513051688856,287.504206725391,287.5845425436803,287.61361875218273,287.54437463453564
1868,287.5429149043007,287.5438866041843,287.5465713526195,287.5475430525031,287.5452289784019,287.5429149043007,287.5438866041843,287.5465713526195,287.5475430525031,287.5452289784019,287.56803183718256,287.5690029272553,287.57168599081996,287.5726570808927,287.57034445903764,287.5429149043007,287.5438866041843,287.5465713526195,287.5475430525031,287.5452289784019,287.5429149043007,287.5438866041843,287.5465713526195,287.5475430525031,287.5452289784019,287.47619788027447,287.505184640024,287.58527331677976,287.6142600765293,287.5452289784019
1869,287.55236034873207,287.55331018209,287.5559345146277,287.55688434798566,287.55462234835886,287.55236034873207,287.55331018209,287.5559345146277,287.55688434798566,287.55462234835886,287.560304914554,287.56125415462395,287.56387684794254,287.56482608801247,287.56256550128325,287.55236034873207,287.55331018209,287.5559345146277,287.55688434798566,287.55462234835886,287.55236034873207,287.55331018209,287.5559345146277,287.55688434798566,287.55462234835886,287.48624084219915,287.5149548326199,287.59428986409785,287.6230038545186,287.55462234835886
1870,287.56540359775624,287.5663233659772,287.5688646303467,287.56978439856766,287.56759399816195,287.56540359775624,287.5663233659772,287.5688646303467,287.56978439856766,287.56759399816195,287.5482532670912,287.5491724664745,287.55171215917983,287.55263135856313,287.55044231282716,287.56540359775624,287.5663233659772,287.5688646303467,287.56978439856766,287.56759399816195,287.56540359775624,287.5663233659772,287.5688646303467,287.56978439856766,287.56759399816195,287.5004080303487,287.528620003798,287.6065679925259,287.6347799659752,287.56759399816195
1871,287.5846232332951,287.58552477192086,287.58801566901354,287.5889172076393,287.5867702204672,287.5846232332951,287.58552477192086,287.58801566901354,287.5889172076393,287.5867702204672,287.53197009030066,287.53287109351385,287.5353605112934,287.5362615145066,287.5341158024036,287.5846232332951,287.58552477192086,287.58801566901354,287.5889172076393,287.5867702204672,287.5846232332951,287.58552477192086,287.58801566901354,287.5889172076393,287.5867702204672,287.52019345339295,287.54814961814236,287.62539082279204,287.65334698754145,287.5867702204672
1872,287.5972088581644,287.5980969913093,287.60055084986317,287.6014389830081,287.59932392058624,287.5972088581644,287.5980969913093,287.60055084986317,287.6014389830081,287.59932392058624,287.5125465114728,287.51343415763455,287.5158866706831,287.5167743168448,287.5146604141588,287.5972088581644,287.5980969913093,287.60055084986317,287.6014389830081,287.59932392058624,287.5972088581644,287.5980969913093,287.60055084986317,287.6014389830081,287.59932392058624,287.53329166335675,287.56101918367665,287.63762865749584,287.66535617781574,287.59932392058624
1873,287.58614968654433,287.58703045141516,287.58946395186996,287.5903447167408,287.58824720164256,287.58614968654433,287.58703045141516,287.58946395186996,287.5903447167408,287.58824720164256,287.5094866729883,287.51036701889717,287.5127993617853,287.51367970769417,287.51158319034124,287.58614968654433,287.58703045141516,287.58946395186996,287.5903447167408,287.58824720164256,287.58614968654433,287.58703045141516,287.58946395186996,287.5903447167408,287.58824720164256,287.52254046738756,287.55013129777336,287.62636310551176,287.65395393589756,287.58824720164256
1874,287.5469333126219,287.54780871674643,287.55022740578136,287.5511028099059,287.5490180612639,287.5469333126219,287.54780871674643,287.55022740578136,287.5511028099059,287.5490180612639,287.5107376345261,287.5116126597201,287.5140303017927,287.51490532698665,287.5128214807564,287.5469333126219,287.54780871674643,287.55022740578136,287.5511028099059,287.5490180612639,287.5469333126219,287.54780871674643,287.55022740578136,287.5511028099059,287.5490180612639,287.4834709910988,287.51099477714166,287.5870413453861,287.614565131429,287.5490180612639
1875,287.5217673696026,287.5226452649153,287.5250708369535,287.52594873226616,287.5238580509344,287.5217673696026,287.5226452649153,287.5250708369535,287.52594873226616,287.5238580509344,287.50963762989693,287.5105151557802,287.5129397071069,287.51381723299016,287.51172743144355,287.5217673696026,287.5226452649153,287.5250708369535,287.52594873226616,287.5238580509344,287.5217673696026,287.5226452649153,287.5250708369535,287.52594873226616,287.5238580509344,287.458087423585,287.485705083238,287.5620110186308,287.58962867828376,287.5238580509344
1876,287.51544862757146,287.516316586254,287.5187147039795,287.51958266266206,287.51751564511676,287.51544862757146,287.516316586254,287.5187147039795,287.51958266266206,287.51751564511676,287.51967127869085,287.52053893078704,287.5229362014331,287.5238038535293,287.52173756611006,287.51544862757146,287.516316586254,287.5187147039795,287.51958266266206,287.51751564511676,287.51544862757146,287.516316586254,287.5187147039795,287.51958266266206,287.51751564511676,287.451985785569,287.47950234472364,287.5555289455099,287.58304550466454,287.51751564511676
1877,287.5088060851822,287.5096637786099,287.5120335340527,287.5128912274804,287.5108486563313,287.5088060851822,287.5096637786099,287.5120335340527,287.5128912274804,287.5108486563313,287.5338773915569,287.5347348117867,287.53710381239995,287.5379612326297,287.5359193120933,287.5088060851822,287.5096637786099,287.5120335340527,287.5128912274804,287.5108486563313,287.5088060851822,287.5096637786099,287.5120335340527,287.5128912274804,287.5108486563313,287.44570812427776,287.47306120142434,287.54863611123824,287.5759891883848,287.5108486563313
1878,287.5098134753712,287.5106599259221,287.5129986179714,287.5138450685223,287.51182927194674,287.5098134753712,287.5106599259221,287.5129986179714,287.5138450685223,287.51182927194674,287.51979116887816,287.52063735226966,287.52297530617363,287.52382148956514,287.52180632922165,287.5098134753712,287.5106599259221,287.5129986179714,287.5138450685223,287.51182927194674,287.5098134753712,287.5106599259221,287.5129986179714,287.5138450685223,287.51182927194674,287.44721546061555,287.47434736314017,287.5493111807533,287.5764430832779,287.51182927194674
1879,287.49319156540344,287.49403781825197,287.4963759640615,287.49722221691,287.4952068911567,287.49319156540344,287.49403781825197,287.4963759640615,287.49722221691,287.4952068911567,287.49334426216956,287.4941902438794,287.49652764054895,287.4973736222588,287.4953589422142,287.49319156540344,287.49403781825197,287.4963759640615,287.49722221691,287.4952068911567,287.49319156540344,287.49403781825197,287.4963759640615,287.49722221691,287.4952068911567,287.43048304714574,287.45766115335164,287.5327526289618,287.5599307351677,287.4952068911567
1880,287.47545811546564,287.47630082252124,287.4786291715177,287.4794718785733,287.47746499701947,287.47545811546564,287.47630082252124,287.4786291715177,287.4794718785733,287.47746499701947,287.4842232789844,287.4850657137676,287.48739331049177,287.48823574527495,287.4862295121297,287.47545811546564,287.47630082252124,287.4786291715177,287.4794718785733,287.47746499701947,287.47545811546564,287.47630082252124,287.4786291715177,287.4794718785733,287.47746499701947,287.41286409454295,287.43999057652695,287.514939417512,287.542065899496,287.47746499701947
1881,287.47133436425605,287.47217128505787,287.4744836469827,287.47532056778454,287.4733274660203,287.47133436425605,287.47217128505787,287.4744836469827,287.47532056778454,287.4733274660203,287.4783593571934,287.47919600323144,287.48150760600026,287.4823442520383,287.48035180461585,287.47133436425605,287.47217128505787,287.4744836469827,287.47532056778454,287.4733274660203,287.47133436425605,287.47217128505787,287.4744836469827,287.47532056778454,287.4733274660203,287.4088978873922,287.4359524289991,287.5107025030415,287.5377570446484,287.4733274660203
1882,287.46409609893294,287.4649332943221,287.4672464149153,287.46808361030446,287.4660898546187,287.46409609893294,287.4649332943221,287.4672464149153,287.46808361030446,287.4660898546187,287.46324956736703,287.46408648728516,287.46639884676836,287.4672357666865,287.46524266702676,287.46409609893294,287.4649332943221,287.4672464149153,287.46808361030446,287.4660898546187,287.46409609893294,287.4649332943221,287.4672464149153,287.46808361030446,287.4660898546187,287.40160754452995,287.4286842285368,287.5034954807006,287.53057216470745,287.4660898546187
1883,287.3999885179363,287.40081446119547,287.40309649282887,287.403922436088,287.40195547701217,287.3999885179363,287.40081446119547,287.40309649282887,287.403922436088,287.40195547701217,287.46138519995196,287.4622112625243,287.4644936238128,287.46531968638516,287.46335244316856,287.3999885179363,287.40081446119547,287.40309649282887,287.403922436088,287.40195547701217,287.3999885179363,287.40081446119547,287.40309649282887,287.403922436088,287.40195547701217,287.3380393920342,287.36487831318203,287.4390326408423,287.4658715619901,287.40195547701217
