variable,OHF,OHF,OHF,OHF,OHF,GHG,GHG,GHG,GHG,GHG,OHFa,OHFa,OHFa,OHFa,OHFa,Ant,Ant,Ant,Ant,Ant,Nat,Nat,Nat,Nat,Nat,Tot,Tot,Tot,Tot,Tot
percentile,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50
Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,-0.064644198,-0.063845852,-0.061640071,-0.060841725,-0.062742961,0.166129298,0.16692798,0.169134691,0.169933373,0.168031335,-0.029941312,-0.029143017,-0.026937377,-0.026139083,-0.028040197,-0.105633665,-0.104834974,-0.102628239,-0.101829548,-0.103731607,-0.079628721,-0.078830223,-0.076624021,-0.075825523,-0.077727122,-0.167645936,-0.141212862,-0.068179866,-0.041746792,-0.104696364
1913,-0.06476948,-0.063972983,-0.061772309,-0.060975812,-0.062872646,0.162243185,0.163040023,0.165241638,0.166038476,0.16414083,-0.032118108,-0.031321663,-0.029121133,-0.028324688,-0.030221398,-0.103798071,-0.103001224,-0.100799586,-0.100002739,-0.101900405,-0.09752821,-0.096731663,-0.094530851,-0.093734304,-0.095631257,-0.183057494,-0.156653048,-0.083699149,-0.057294703,-0.120176099
1914,-0.056894991,-0.056094612,-0.053883213,-0.053082834,-0.054988913,0.164420503,0.16522123,0.167433592,0.168234319,0.166327411,-0.02158192,-0.020781592,-0.018570334,-0.017770006,-0.019675963,-0.07328637,-0.072485629,-0.07027323,-0.069472489,-0.071379429,-0.07943566,-0.078635188,-0.076423532,-0.07562306,-0.07752936,-0.139248164,-0.112787216,-0.039677205,-0.013216257,-0.076232211
1915,-0.049746755,-0.048942338,-0.046719782,-0.045915365,-0.04783106,0.164893853,0.165698633,0.16792219,0.16872697,0.166810411,-0.008111972,-0.007307598,-0.005085162,-0.004280789,-0.00619638,-0.041059635,-0.04025483,-0.038031203,-0.037226399,-0.039143017,-0.053717159,-0.052912566,-0.050689525,-0.049884932,-0.051801046,-0.083827342,-0.057240242,0.016218318,0.042805418,-0.020510962
1916,-0.037323837,-0.036515733,-0.03428299,-0.033474886,-0.035399361,0.160953186,0.161761675,0.163995483,0.164803972,0.162878579,0.000464562,0.001272633,0.003505286,0.004313357,0.002388959,-0.038178468,-0.037369945,-0.035136043,-0.03432752,-0.036252994,-0.035865105,-0.035056753,-0.032823324,-0.032014971,-0.033940038,-0.072186983,-0.045444524,0.028443284,0.055185743,-0.00850062
1917,-0.020768149,-0.019952841,-0.017700195,-0.016884887,-0.018826518,0.151734634,0.152550362,0.154804168,0.155619896,0.153677265,0.004211229,0.005026517,0.007279111,0.008094399,0.006152814,-0.044982743,-0.044166965,-0.04191302,-0.041097242,-0.043039993,-0.030460365,-0.029644742,-0.027391225,-0.026575602,-0.028517983,-0.07936623,-0.05237594,0.022196611,0.049186901,-0.015089665
1918,-0.012706438,-0.011884075,-0.009611938,-0.008789576,-0.010748007,0.146167683,0.146990502,0.149263901,0.15008672,0.148127201,0.003624159,0.004446514,0.00671863,0.007540985,0.005582572,-0.03866411,-0.037841226,-0.035567646,-0.034744762,-0.036704436,-0.007292063,-0.006469339,-0.004196202,-0.003373478,-0.00533277,-0.069675016,-0.042430679,0.032843786,0.060088122,-0.004793447
1919,-0.006598929,-0.005774525,-0.003496745,-0.002672341,-0.004635635,0.141262169,0.142087046,0.144366134,0.145191012,0.14322659,0.007404702,0.008229095,0.010506841,0.011331234,0.009367968,-0.022902499,-0.022077541,-0.01979823,-0.018973272,-0.020937885,0.005346052,0.006170813,0.008449577,0.009274338,0.007310195,-0.049797154,-0.022448296,0.053114954,0.080463812,0.015333329
1920,-0.018374442,-0.017552911,-0.015283069,-0.014461537,-0.01641799,0.143988373,0.144810392,0.14708158,0.147903599,0.145945986,-0.000897945,-7.64E-05,0.002193353,0.003014864,0.00105846,-0.01002377,-0.009201674,-0.006930274,-0.006108178,-0.008065974,0.005024107,0.005845918,0.008116532,0.008938342,0.006981225,-0.041555704,-0.014251326,0.061189029,0.088493406,0.023468851
1921,-0.025656851,-0.024856776,-0.022646219,-0.021846145,-0.023751498,0.155779119,0.156579649,0.158791466,0.159591997,0.157685558,-0.005345835,-0.004545797,-0.002335339,-0.001535301,-0.003440568,0.007730946,0.008531548,0.010743565,0.011544167,0.009637556,-0.002646432,-0.001846152,0.000364975,0.001165256,-0.000740588,-0.022760964,0.004114831,0.078371039,0.105246834,0.041242935
1922,-0.023001853,-0.022217421,-0.020050082,-0.01926565,-0.021133752,0.176962952,0.17774781,0.179916326,0.180701184,0.178832068,-0.004043845,-0.003259462,-0.00109226,-0.000307877,-0.002175861,0.012466242,0.013251163,0.015419853,0.016204774,0.014335508,-0.001444026,-0.000659405,0.001508453,0.002293074,0.000424524,-0.01744751,0.009048422,0.082255092,0.108751024,0.045651757
1923,-0.019584458,-0.018809961,-0.016670072,-0.015895575,-0.017740017,0.197610828,0.198385736,0.200526763,0.201301672,0.19945625,0.000696326,0.00147077,0.003610513,0.004384957,0.002540641,0.015905132,0.016680104,0.018821307,0.019596279,0.017750706,-0.004896332,-0.00412164,-0.001981211,-0.001206518,-0.003051425,-0.009963978,0.016273913,0.08876763,0.11500552,0.052520771
1924,-0.019206174,-0.018426997,-0.016274178,-0.015495002,-0.017350588,0.222236953,0.22301654,0.225170493,0.22595008,0.224093517,-0.006094244,-0.005315123,-0.003162457,-0.002383336,-0.00423879,0.019983984,0.020763645,0.0229178,0.02369746,0.021840722,-0.00255923,-0.001779862,0.000373484,0.001152851,-0.000703189,-0.005173262,0.021089639,0.093652457,0.119915358,0.057371048
1925,-0.012153808,-0.011371166,-0.009208775,-0.008426133,-0.01028997,0.232762527,0.233545574,0.235709088,0.236492136,0.234627331,-0.009874841,-0.009092249,-0.006929996,-0.006147404,-0.008011123,0.029280025,0.030063168,0.032226946,0.03301009,0.031145057,0.025742844,0.026525687,0.028688633,0.029471475,0.02760716,0.006102905,0.032402064,0.105065064,0.131364223,0.068733564
1926,-0.016715893,-0.015937971,-0.013788621,-0.013010699,-0.014863296,0.229051236,0.229829553,0.231979997,0.232758315,0.230904775,-0.014171247,-0.013393362,-0.011244112,-0.010466227,-0.012318737,0.054232779,0.055011207,0.057161957,0.057940384,0.056086582,0.047276323,0.048054448,0.05020436,0.050982485,0.049129404,0.042326278,0.068495405,0.140799131,0.166968258,0.104647268
1927,-0.025941892,-0.025166741,-0.023025046,-0.022249896,-0.024095894,0.224730488,0.225506031,0.227648811,0.228424355,0.226577421,-0.016038854,-0.015263727,-0.013122095,-0.012346968,-0.014192911,0.065492367,0.066268027,0.068411129,0.06918679,0.067339578,0.076602649,0.077378013,0.079520295,0.080295659,0.078449154,0.057257703,0.08332094,0.155332098,0.181395334,0.119326519
1928,-0.036098848,-0.035323323,-0.033180594,-0.032405069,-0.034251959,0.222865369,0.22364129,0.225785115,0.226561037,0.224713203,-0.01585557,-0.015080067,-0.012937399,-0.012161895,-0.014008733,0.076517613,0.077293648,0.079437786,0.080213821,0.078365717,0.08163062,0.082406321,0.084549539,0.085325241,0.08347793,0.066947895,0.093026507,0.165080146,0.191158759,0.129053327
1929,-0.047484989,-0.046714094,-0.044584155,-0.04381326,-0.045649125,0.217688538,0.218459832,0.220590869,0.221362163,0.21952535,-0.017328579,-0.016557708,-0.014427839,-0.013656969,-0.015492774,0.068269966,0.069041364,0.071172691,0.071944089,0.070107027,0.067476991,0.068248003,0.070378264,0.071149276,0.069313133,0.040606247,0.066610459,0.138458536,0.164462748,0.102534497
1930,-0.055005942,-0.054236303,-0.052109837,-0.051340197,-0.05317307,0.212414331,0.213184368,0.215311935,0.216081973,0.214248152,-0.028285088,-0.02751548,-0.025389101,-0.024619493,-0.026452291,0.083720148,0.084490288,0.086618138,0.087388278,0.085554213,0.068003896,0.068773638,0.070900389,0.071670132,0.069837014,0.056026924,0.082040728,0.153915306,0.17992911,0.117978017
1931,-0.049593154,-0.048823122,-0.04669557,-0.045925538,-0.047759346,0.2279019,0.228672322,0.230800952,0.231571374,0.229736637,-0.03846526,-0.037695272,-0.035567841,-0.034797853,-0.036631557,0.104001182,0.104771696,0.106900581,0.107671095,0.105836138,0.074551118,0.075321238,0.077449035,0.078219155,0.076385137,0.083108159,0.109129326,0.181024247,0.207045414,0.145076786
1932,-0.052804545,-0.05203527,-0.049909809,-0.049140534,-0.050972539,0.257676206,0.25844586,0.260572367,0.261342021,0.259509113,-0.039756259,-0.038987036,-0.036861719,-0.036092496,-0.037924378,0.115912958,0.116682694,0.118809427,0.119579163,0.117746061,0.081180662,0.081949982,0.084075565,0.084844885,0.083012773,0.09540615,0.121393837,0.193196255,0.219183941,0.157295046
1933,-0.045744943,-0.044977629,-0.042857586,-0.042090271,-0.043917607,0.268351856,0.269119535,0.271240587,0.272008267,0.270180061,-0.041131402,-0.040364146,-0.038244263,-0.037477007,-0.039304204,0.107976838,0.108744591,0.110865847,0.1116336,0.109805219,0.095962424,0.096729761,0.098849867,0.099617204,0.097789814,0.079216327,0.105144002,0.17678061,0.202708285,0.140962306
1934,-0.030727297,-0.029957634,-0.0278311,-0.027061437,-0.028894367,0.273134787,0.273904817,0.276032367,0.276802397,0.274968592,-0.03448886,-0.033719251,-0.031592868,-0.03082326,-0.03265606,0.115996871,0.116766976,0.118894731,0.119664837,0.117830854,0.117988587,0.118758287,0.120884923,0.121654623,0.119821605,0.09220036,0.118121363,0.189739539,0.215660542,0.153930451
1935,-0.021515591,-0.020756737,-0.018660068,-0.017901213,-0.019708402,0.254184583,0.254943805,0.25704149,0.257800712,0.255992647,-0.021024005,-0.020265192,-0.018168638,-0.017409825,-0.019216915,0.121194905,0.121954207,0.124052111,0.124811413,0.123003159,0.123431098,0.124190006,0.126286822,0.12704573,0.125238414,0.099691556,0.125377125,0.196344808,0.222030376,0.160860966
1936,-0.018154771,-0.017395501,-0.015297683,-0.014538413,-0.016346592,0.243750672,0.244510333,0.246609231,0.247368892,0.245559782,-0.010184664,-0.009425416,-0.007327657,-0.006568409,-0.008376537,0.13348994,0.134249697,0.13634886,0.137108617,0.135299278,0.130052801,0.130812168,0.132910252,0.133669619,0.13186121,0.115953294,0.141604433,0.212476991,0.23812813,0.177040712
1937,-0.024676583,-0.023920122,-0.021830067,-0.021073607,-0.022875095,0.241101346,0.241858222,0.243949425,0.244706301,0.242903823,-0.008365795,-0.007609345,-0.00551932,-0.00476287,-0.006564332,0.159660403,0.160417376,0.162508849,0.163265822,0.161463112,0.13701183,0.137768416,0.139858819,0.140615405,0.138813618,0.15353141,0.179142856,0.249905745,0.275517192,0.214524301
1938,-0.029458992,-0.028697285,-0.026592733,-0.025831026,-0.027645009,0.242877595,0.243639735,0.245745483,0.246507623,0.244692609,-0.008855495,-0.008093801,-0.005989284,-0.00522759,-0.007041542,0.183121021,0.18388325,0.185989244,0.186751473,0.184936247,0.124816213,0.125578038,0.127682917,0.128444742,0.126630477,0.18429776,0.209996251,0.280999638,0.306698129,0.245497945
1939,-0.046587726,-0.04582313,-0.043710598,-0.042946002,-0.044766864,0.248884063,0.249649112,0.251762896,0.252527945,0.250706004,-0.013853645,-0.013089063,-0.010976569,-0.010211987,-0.012032816,0.198929176,0.1996943,0.201808292,0.202573416,0.200751296,0.125287693,0.126052413,0.128165287,0.128930006,0.12710885,0.204868035,0.230654086,0.301899397,0.327685448,0.266276741
1940,-0.064657475,-0.063891879,-0.061776585,-0.06101099,-0.062834232,0.273844763,0.274610828,0.27672742,0.277493486,0.275669124,-0.023186295,-0.02242072,-0.020305484,-0.01953991,-0.021363102,0.220979907,0.221746029,0.223862778,0.2246289,0.222804403,0.121151868,0.121917591,0.124033237,0.12479896,0.122975414,0.237957512,0.263855309,0.335409366,0.361307162,0.299632337
1941,-0.07930438,-0.078513433,-0.076328096,-0.07553715,-0.077420765,0.281113108,0.281904585,0.284091386,0.284882862,0.282997985,-0.030736378,-0.029945464,-0.027760217,-0.026969304,-0.028852841,0.230324899,0.231116421,0.233303346,0.234094868,0.232209884,0.118173662,0.118964758,0.121150507,0.121941602,0.120057632,0.255164908,0.281942904,0.3559289,0.382706897,0.318935902
1942,-0.087782307,-0.086978874,-0.08475904,-0.083955607,-0.085868957,0.289962451,0.29076645,0.292987852,0.293791851,0.291877151,-0.032921396,-0.032118008,-0.029898295,-0.029094908,-0.031008152,0.236449143,0.237253169,0.239474645,0.240278671,0.238363907,0.119291941,0.120095509,0.122315721,0.12311929,0.121205615,0.264768944,0.292094067,0.367591742,0.394916865,0.329842905
1943,-0.090450425,-0.089636089,-0.087386129,-0.086571793,-0.088511109,0.308758952,0.309573886,0.311825499,0.312640433,0.310699693,-0.036452951,-0.035638672,-0.03338887,-0.032574592,-0.034513771,0.242543692,0.243358631,0.245610259,0.246425198,0.244484445,0.125138565,0.125953017,0.128203299,0.129017751,0.127078158,0.274471678,0.302268589,0.379069786,0.406866698,0.340669188
1944,-0.086717033,-0.085901446,-0.083648029,-0.082832442,-0.084774738,0.321458938,0.322275126,0.324530204,0.325346391,0.323402665,-0.034027979,-0.033212454,-0.030959208,-0.030143683,-0.032085831,0.257618886,0.258435075,0.260690155,0.261506344,0.259562615,0.124478302,0.125294005,0.127547745,0.128363448,0.126420875,0.301268383,0.329236566,0.406510976,0.434479159,0.367873771
1945,-0.087190765,-0.086378287,-0.08413346,-0.083320982,-0.085255874,0.327313719,0.32812678,0.330373221,0.331186283,0.329250001,-0.030281173,-0.029468754,-0.027224088,-0.026411669,-0.028346421,0.269274541,0.270087626,0.272334129,0.273147213,0.271210877,0.122568661,0.123381262,0.125626429,0.12643903,0.124503845,0.318507239,0.346505978,0.423864811,0.451863549,0.385185394
1946,-0.096815124,-0.096001411,-0.093753171,-0.092939458,-0.094877291,0.330824988,0.331639265,0.333889064,0.334703342,0.332764165,-0.029511414,-0.028697754,-0.026449661,-0.025636002,-0.027573708,0.268199147,0.269013467,0.271263386,0.272077706,0.270138426,0.11737759,0.118191438,0.120440053,0.121253902,0.119315746,0.309787582,0.337637179,0.414583943,0.442433539,0.376110561
1947,-0.110372689,-0.109568949,-0.107348262,-0.106544522,-0.108458605,0.333660453,0.33446473,0.336686898,0.337491175,0.335575814,-0.035856598,-0.035052897,-0.032832317,-0.032028616,-0.033942607,0.270741221,0.271545568,0.273767932,0.274572279,0.27265675,0.109899705,0.110703598,0.112924708,0.113728601,0.111814153,0.305775776,0.333237488,0.409112549,0.436574261,0.371175019
1948,-0.120287217,-0.119489676,-0.11728612,-0.116488579,-0.118387898,0.334396153,0.335194211,0.337399199,0.338197257,0.336296705,-0.042494248,-0.041696735,-0.039493254,-0.038695741,-0.040594995,0.268948567,0.269746719,0.271951966,0.272750119,0.270849343,0.10147431,0.102272025,0.104476061,0.105273775,0.103374043,0.294707548,0.321884516,0.396972846,0.424149814,0.359428681
1949,-0.123952896,-0.123170069,-0.121007167,-0.120224341,-0.122088618,0.322813748,0.323597056,0.325761288,0.326544596,0.324679172,-0.040820085,-0.040037284,-0.037874452,-0.037091651,-0.038955868,0.263097287,0.263880695,0.266045204,0.266828612,0.26496295,0.0901117,0.090894683,0.093058019,0.093841003,0.091976351,0.275850073,0.302494762,0.37611244,0.40275713,0.339303601
1950,-0.121751939,-0.120977383,-0.118837334,-0.118062779,-0.119907359,0.315470482,0.316245507,0.318386855,0.31916188,0.317316181,-0.029152857,-0.028378333,-0.026238369,-0.025463845,-0.027308351,0.247477285,0.248252394,0.250393976,0.251169086,0.249323185,0.090629239,0.091403935,0.093544373,0.094319068,0.092474154,0.24424732,0.270553409,0.343235553,0.369541642,0.306894481
1951,-0.120103512,-0.119338992,-0.11722667,-0.11646215,-0.118282831,0.312345928,0.3131109,0.315224472,0.315989444,0.314167686,-0.024185126,-0.023420652,-0.021308458,-0.020543985,-0.022364555,0.249887361,0.250652394,0.252766133,0.253531166,0.251709263,0.106177047,0.106941683,0.109054326,0.109818962,0.107998004,0.244989898,0.270896867,0.342476267,0.368383237,0.306686567
1952,-0.122664813,-0.121902195,-0.119795127,-0.11903251,-0.120848661,0.313324694,0.314087769,0.316196097,0.316959172,0.315141933,-0.027410073,-0.026647511,-0.024540597,-0.023778035,-0.025594054,0.259297573,0.26006069,0.262169138,0.262932256,0.261114914,0.09280361,0.093566315,0.095673624,0.096436329,0.09461997,0.255688312,0.281478898,0.352736736,0.378527322,0.317107817
1953,-0.129272048,-0.128507632,-0.126395599,-0.125631184,-0.127451616,0.320854564,0.321619447,0.323732773,0.324497656,0.32267611,-0.032752315,-0.031987961,-0.029876099,-0.029111746,-0.03093203,0.272307234,0.273072141,0.275185535,0.275950443,0.274128838,0.059368455,0.060132941,0.06224517,0.063009655,0.061189055,0.273782803,0.299557523,0.370771527,0.396546247,0.335164525
1954,-0.129696368,-0.128938249,-0.12684361,-0.12608549,-0.127890929,0.337542635,0.33830122,0.340397144,0.341155729,0.339349182,-0.038122181,-0.037364125,-0.03526966,-0.034511603,-0.036316892,0.262654767,0.263413364,0.265509322,0.266267919,0.264461343,0.050687066,0.05144525,0.053540068,0.054298253,0.052492659,0.25681217,0.282413375,0.353147968,0.378749173,0.317780671
1955,-0.129903317,-0.129155658,-0.127089922,-0.126342263,-0.12812279,0.347689358,0.348437474,0.350504476,0.351252593,0.349470975,-0.044762905,-0.044015299,-0.041949708,-0.041202101,-0.042982503,0.248156962,0.248905099,0.250972156,0.251720293,0.249938628,0.039908963,0.040656706,0.042722675,0.043470418,0.041689691,0.233184866,0.258549141,0.328629107,0.353993382,0.293589124
1956,-0.132059852,-0.131316017,-0.129260846,-0.128517012,-0.130288432,0.35604572,0.356790014,0.358846453,0.359590747,0.357818234,-0.038341786,-0.03759798,-0.035542891,-0.034799085,-0.036570435,0.230993988,0.231738336,0.233794924,0.234539272,0.23276663,0.033254518,0.033998481,0.036054009,0.036797973,0.035026245,0.203623977,0.228829273,0.298469992,0.323675287,0.263649632
1957,-0.123665433,-0.122924591,-0.120877688,-0.120136846,-0.121901139,0.347729766,0.348471068,0.350519238,0.351260539,0.349495153,-0.016658561,-0.015917725,-0.013870841,-0.013130005,-0.014894283,0.248899277,0.249640677,0.251689121,0.252430521,0.250664899,0.057354004,0.058095027,0.060142427,0.060883449,0.059118727,0.225995673,0.251024397,0.320177259,0.345205984,0.285600828
1958,-0.111436602,-0.110696255,-0.108650721,-0.107910375,-0.109673488,0.349808143,0.350548956,0.352595778,0.353336591,0.351572367,0.002113992,0.002854341,0.004899881,0.00564023,0.003877111,0.266053768,0.266794695,0.268841832,0.269582759,0.267818264,0.093322067,0.094062614,0.096108701,0.096849248,0.095085658,0.246990998,0.271926919,0.340823372,0.365759293,0.306375146
1959,-0.113638561,-0.112904311,-0.110875622,-0.110141372,-0.111889966,0.368660335,0.369395056,0.371425045,0.372159766,0.37041005,0.006341617,0.007075866,0.009104552,0.009838801,0.008090209,0.274206185,0.274941011,0.276971288,0.277706113,0.275956149,0.112385689,0.113120128,0.115149341,0.115883781,0.114134735,0.256022594,0.280791171,0.349225264,0.373993841,0.315008218
1960,-0.128332351,-0.127601542,-0.125582359,-0.12485155,-0.12659195,0.35737893,0.358110214,0.360130709,0.360861993,0.359120462,-0.002910281,-0.002179479,-0.000160318,0.000570484,-0.001169898,0.270205161,0.270936538,0.272957291,0.273688668,0.271946914,0.120629124,0.121360083,0.123379676,0.124110634,0.122369879,0.243674154,0.268329995,0.336452602,0.361108443,0.302391298
1961,-0.121719785,-0.120993712,-0.118987614,-0.118261541,-0.119990663,0.339863351,0.340589901,0.342597313,0.343323862,0.341593607,-0.01414175,-0.013415697,-0.011409655,-0.010683602,-0.012412676,0.275423343,0.276149957,0.278157548,0.278884162,0.277153752,0.09727761,0.098003752,0.100010039,0.100736181,0.099006895,0.241992921,0.266499089,0.334208162,0.358714331,0.300353626
1962,-0.117840423,-0.117115663,-0.115113195,-0.114388436,-0.116114429,0.339696524,0.340421775,0.342425598,0.343150849,0.341423687,-0.014268297,-0.013543566,-0.011541179,-0.010816449,-0.012542373,0.27340503,0.274130315,0.276134233,0.276859517,0.275132274,0.085942787,0.086667555,0.088670045,0.089394812,0.0876688,0.22886581,0.253317672,0.320876697,0.345328559,0.287097185
1963,-0.120111632,-0.119387362,-0.117386248,-0.116661978,-0.118386805,0.342826514,0.343551295,0.345553822,0.346278603,0.344552559,-0.012969978,-0.01224574,-0.010244716,-0.009520479,-0.011245228,0.271048476,0.271773266,0.273775818,0.274500608,0.272774542,0.021966023,0.022690094,0.024690658,0.025414729,0.023690376,0.186740373,0.21116072,0.278632674,0.303053021,0.244896697
1964,-0.135355706,-0.134633987,-0.132639922,-0.131918203,-0.133636955,0.345706967,0.346429203,0.348424697,0.349146933,0.34742695,-0.012169406,-0.011447723,-0.009453758,-0.008732076,-0.010450741,0.236851222,0.237573442,0.239568892,0.240291112,0.238571167,-0.051741081,-0.051019795,-0.049026928,-0.048305643,-0.050023362,0.077480632,0.101795035,0.168974271,0.193288674,0.135384653
1965,-0.131997269,-0.131278667,-0.129293213,-0.128574611,-0.13028594,0.358051617,0.358770742,0.360757642,0.361476768,0.359764192,-0.005448136,-0.004729575,-0.002744235,-0.002025675,-0.003736905,0.238523838,0.239242938,0.241229768,0.241948868,0.240236353,-0.09592017,-0.095201973,-0.093217638,-0.092499441,-0.094209806,0.052798179,0.077057043,0.144082825,0.168341688,0.110569934
1966,-0.138817123,-0.138096265,-0.136104577,-0.135383719,-0.137100421,0.382132742,0.382854138,0.384847314,0.385568711,0.383850726,-0.014855258,-0.014134439,-0.01214286,-0.011422042,-0.01313865,0.246944322,0.247665696,0.24965881,0.250380184,0.248662253,-0.089419137,-0.08869854,-0.086707572,-0.085986974,-0.087703056,0.072494551,0.096792027,0.163924496,0.188221973,0.130358262
1967,-0.132900458,-0.13218026,-0.130190393,-0.129470194,-0.131185326,0.390378741,0.391099481,0.393090841,0.393811581,0.392095161,-0.023619632,-0.022899464,-0.020909684,-0.020189516,-0.021904574,0.252592499,0.253313232,0.255304573,0.256025306,0.254308903,-0.060067724,-0.059347645,-0.05735811,-0.056638031,-0.058352877,0.107890601,0.132151828,0.199184142,0.223445369,0.165667985
1968,-0.134086146,-0.133367333,-0.131381294,-0.13066248,-0.132374313,0.369761256,0.370480621,0.372468184,0.373187549,0.371474402,-0.018039235,-0.017320441,-0.015334457,-0.014615663,-0.016327449,0.246278526,0.246997894,0.248985467,0.249704836,0.247991681,-0.049565469,-0.048846761,-0.046861013,-0.046142305,-0.047853887,0.112176717,0.136404624,0.203344877,0.227572784,0.169874751
1969,-0.130045994,-0.129328817,-0.1273473,-0.126630123,-0.128338058,0.37739778,0.378115525,0.380098611,0.380816356,0.379107068,-0.011910921,-0.011193759,-0.009212283,-0.008495121,-0.010203021,0.263561472,0.264279222,0.266262323,0.266980074,0.265270773,-0.056081663,-0.055364618,-0.053383464,-0.052666419,-0.054374041,0.137897932,0.162076063,0.228878786,0.253056917,0.195477425
1970,-0.147835611,-0.147141383,-0.145223273,-0.144529045,-0.146182328,0.416508609,0.417203411,0.419123107,0.419817909,0.418163259,-0.014631167,-0.013936951,-0.012018871,-0.011324654,-0.012977911,0.273861173,0.274555981,0.276475691,0.277170498,0.275515836,-0.036260021,-0.03556583,-0.033647823,-0.032953632,-0.034606826,0.167925367,0.191769309,0.257648689,0.281492631,0.224708999
1971,-0.163523883,-0.162834044,-0.16092806,-0.160238221,-0.161881052,0.444489076,0.445179495,0.447087081,0.4477775,0.446133288,-0.029510448,-0.028820627,-0.026914693,-0.026224872,-0.02786766,0.2642208,0.26491122,0.26681881,0.26750923,0.265865015,-0.002975073,-0.002285188,-0.000379078,0.000310807,-0.001332133,0.179532193,0.203321226,0.269048896,0.292837929,0.236185061
1972,-0.170092793,-0.169402501,-0.167495264,-0.166804971,-0.168448882,0.456140284,0.456831174,0.458740062,0.459430952,0.457785618,-0.029305175,-0.028614902,-0.026707719,-0.026017446,-0.02766131,0.266030542,0.266721445,0.268630369,0.269321272,0.267675907,0.024541981,0.025232376,0.027139896,0.027830291,0.026186136,0.209593731,0.23338382,0.299114408,0.322904497,0.266249114
1973,-0.174428607,-0.173738142,-0.171830428,-0.171139962,-0.172784285,0.476916878,0.477607964,0.479517393,0.480208479,0.478562678,-0.024110767,-0.023420329,-0.021512691,-0.020822253,-0.02246651,0.281657856,0.282348952,0.284258411,0.284949507,0.283303682,0.032653755,0.033344318,0.0352523,0.035942862,0.034298309,0.252077106,0.275848736,0.341528324,0.365299954,0.30868853
1974,-0.184866781,-0.184176868,-0.182270681,-0.181580768,-0.183223774,0.491977642,0.492668189,0.494576131,0.495266679,0.49362216,-0.015640159,-0.014950283,-0.013044197,-0.01235432,-0.01399724,0.268434845,0.269125399,0.271033358,0.271723912,0.270079379,0.013581581,0.014271556,0.016177912,0.016867886,0.015224734,0.239759202,0.263506068,0.329117232,0.352864097,0.29631165
1975,-0.194150666,-0.19346281,-0.191562307,-0.190874452,-0.192512559,0.493253269,0.493941762,0.495844029,0.496532523,0.494892896,-0.017869034,-0.017181226,-0.015280851,-0.014593042,-0.016231038,0.26626689,0.266955389,0.26885767,0.269546169,0.26790653,-0.027008964,-0.026321162,-0.024420806,-0.023733004,-0.025370984,0.221177487,0.244887471,0.310396735,0.33410672,0.277642103
1976,-0.206355852,-0.205671847,-0.203781982,-0.203097977,-0.204726915,0.513739684,0.514424337,0.516315993,0.517000646,0.515370165,-0.029962519,-0.029278565,-0.027388841,-0.026704886,-0.028333703,0.259536953,0.260221612,0.262113282,0.26279794,0.261167447,-0.037523121,-0.036839133,-0.034949316,-0.034265328,-0.035894225,0.209865212,0.233517595,0.29886771,0.322520093,0.266192652
1977,-0.210399802,-0.209716082,-0.207827005,-0.207143285,-0.208771544,0.537446776,0.538131163,0.540022083,0.54070647,0.539076623,-0.034947501,-0.034263827,-0.032374879,-0.031691205,-0.033319353,0.292558317,0.293242727,0.295133711,0.295818121,0.294188219,-0.0270224,-0.026338622,-0.024449386,-0.023765608,-0.025394004,0.267210035,0.290876274,0.356264672,0.379930911,0.323570473
1978,-0.214033493,-0.213346401,-0.211448006,-0.210760914,-0.212397203,0.56787975,0.568567532,0.570467832,0.571155614,0.569517682,-0.038211727,-0.03752467,-0.035626371,-0.034939313,-0.03657552,0.312951216,0.313639046,0.315539479,0.316227309,0.314589263,-0.00333816,-0.002650972,-0.000752313,-6.51E-05,-0.001701642,0.299921254,0.323641769,0.389180127,0.412900641,0.356410948
1979,-0.213219281,-0.212536313,-0.210649312,-0.209966343,-0.211592812,0.598257585,0.598941248,0.600830169,0.601513832,0.599885709,-0.0410487,-0.040365753,-0.03847881,-0.037795863,-0.039422282,0.348277043,0.348960793,0.350849954,0.351533704,0.349905374,0.001693259,0.00237636,0.004263728,0.004946829,0.003320044,0.348864015,0.372482821,0.437740162,0.461358967,0.405111491
1980,-0.225613299,-0.224929073,-0.223038597,-0.222354371,-0.223983835,0.615472158,0.616157098,0.618049547,0.618734488,0.617103323,-0.053057387,-0.052373177,-0.050482748,-0.049798539,-0.051427963,0.394544907,0.395229967,0.397122747,0.397807808,0.396176357,0.01076767,0.011452036,0.013342899,0.014027265,0.012397467,0.404828211,0.428457443,0.493743593,0.517372825,0.461100518
1981,-0.244317072,-0.243633269,-0.241743964,-0.241060161,-0.242688616,0.637235366,0.637919891,0.639811192,0.640495717,0.638865541,-0.05936727,-0.058683484,-0.056794226,-0.05611044,-0.057738855,0.441350589,0.442035255,0.443926945,0.44461161,0.4429811,0.01695262,0.017636548,0.019526199,0.020210127,0.018581374,0.45736845,0.480976798,0.546205244,0.569813592,0.513591021
