variable,OHF,OHF,OHF,OHF,OHF,GHG,GHG,GHG,GHG,GHG,OHFcomb,OHFcomb,OHFcomb,OHFcomb,OHFcomb,Ant,Ant,Ant,Ant,Ant,Nat,Nat,Nat,Nat,Nat,Tot,Tot,Tot,Tot,Tot
percentile,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50
Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,0.061772661,0.062692013,0.06523213,0.066151482,0.063962072,0.04846254,0.049382023,0.051922498266378625,0.052841981,0.050652260399317584,0.070210273,0.071129564,0.07366951,0.074588801,0.072399537,-0.015793593,-0.014874119,-0.012333668,-0.011414194,-0.013603893,0.13552062395200437,0.13644041907900828,0.138981758,0.13990155291531892,0.13771108843366164,-0.013105001,0.015106972562762166,0.093054961,0.1212669347399924,0.054080966926733254
1871,0.060580205553492306,0.061481374,0.063971249,0.064872418,0.062726312,0.052275865939463984,0.053177162693486935,0.055667392,0.056568688,0.054422277,0.063400081,0.064301193,0.066790911,0.067692023,0.065546052,-0.015979651,-0.015078345,-0.012588092,-0.011686787,-0.013833219,0.15838536317869512,0.15928694965805335,0.16177797896716584,0.16267956544652407,0.1605324643126096,-0.012842795,0.015113369517962383,0.092354574,0.12031073891705546,0.053733972
1872,0.059178961170175626,0.060066788,0.062519799,0.063407625,0.061293293,0.050483905454143496,0.051371857996002745,0.053825218,0.05471317,0.052598538,0.055283015,0.056170786,0.058623645,0.059511416,0.057397216,-0.011750613,-0.010862635,-0.008409206,-0.007521228,-0.00963592,0.17534357703658543,0.1762317754590299,0.17868581437079456,0.17957401279323904,0.17745879491491223,-0.009491302,0.018236218,0.094845692,0.12257321245158437,0.056540955222089906
1873,0.068394356,0.069274897,0.071707781,0.072588322,0.070491339,0.058464513,0.059345183944003566,0.061778425,0.062659096,0.060561805,0.060681017882700417,0.061561504,0.063994236,0.064874723,0.06277787,-0.010309295,-0.009428588,-0.006995246,-0.006114539,-0.008211917,0.16873430472486461,0.16961515015771056,0.17204887320053786,0.1729297186333838,0.1708320116791242,-0.014171617,0.013419214,0.089651022,0.11724185197721226,0.051535118
1874,0.071931168,0.072806408,0.075224643,0.076099883,0.074015525,0.057276831,0.058152205,0.060570809,0.061446183,0.059361507013534265,0.065176371,0.066051553,0.068469631,0.069344813,0.067260592,-0.012135647,-0.01126023,-0.008841505,-0.007966088,-0.010050867,0.13353630258006888,0.1344118011397768,0.13683075109327092,0.13770624965297884,0.13562127611652386,-0.022874803,0.004648983,0.080695551,0.10821933709581799,0.042672267
1875,0.070979895,0.071857666,0.074282892,0.075160663,0.073070279,0.07308626,0.073964171,0.076389786,0.077267697,0.075176979,0.066004461,0.066882167,0.069307214,0.070184919,0.06809469,-0.01506607,-0.014188119,-0.011762394,-0.010884443,-0.012975257,0.11191598023174265,0.1127939836034102,0.11521985420199599,0.11609785757366353,0.11400691890270309,-0.031447303,-0.003829644,0.072476292,0.10009395145402777,0.034323324
1876,0.055195193,0.056063110307150055,0.058461114472947884,0.059329032054449726,0.057262112,0.098077508,0.098945567,0.10134396260389167,0.10221202170680499,0.10014476501339686,0.065044872,0.065912719,0.068310529,0.069178377,0.067111624,-0.021999235,-0.021131141,-0.018732648,-0.017864554,-0.019931894,0.1093074760754007,0.11017555295620696,0.11257399725661799,0.11344207413742424,0.11137477510641247,-0.050513585,-0.022997026,0.053029575219738945,0.080546134,0.015016274826621157
1877,0.050981351,0.051839055192317574,0.05420884,0.055066544,0.053023948,0.103699298,0.10455713587606397,0.10692729109433685,0.10778512921405081,0.10574221348520041,0.072173524,0.073031152,0.075400726,0.076258354,0.074215939,0.005884909,0.006742783,0.009113038,0.009970912,0.00792791,0.10676560300282745,0.10762342101884315,0.10999352069177348,0.11085133870778918,0.10880847085530831,-0.014194296,0.013158781,0.088733691,0.11608676814518049,0.050946236
1878,0.045695334543040644,0.046541816,0.048880595116941095,0.049727077,0.047711206,0.093295908,0.094142518,0.096481651,0.097328261,0.095312085,0.064727933,0.065574333,0.067912886,0.068759286,0.06674361,0.039556866,0.040403505101323844,0.042742718,0.043589357,0.041573112,0.11206191727507075,0.11290849584906937,0.11524754161848705,0.11609412019248566,0.11407801873377821,0.035198971,0.062330873249266006,0.13729469086240442,0.16442659338702015,0.099812782
1879,0.042942656,0.043788949,0.046127206,0.046973499,0.044958078,0.090330171,0.091176599,0.093515229,0.094361657,0.092345914,0.051858532,0.052704740292199403,0.055042764,0.055888972125103464,0.053873751951243776,0.03530143,0.036147871,0.038486538072561416,0.039332979423988945,0.037317205,0.098740153,0.099586541,0.10192505868263879,0.10277144630543944,0.10075579959135439,0.029419514824724047,0.056597621,0.1316890966407982,0.1588672028466931,0.094143359
1880,0.05428692,0.055129657,0.057458088,0.058300825,0.056293872242292764,0.08728031,0.088123189,0.090452012,0.091294891,0.0892876,0.054814661,0.05565732,0.057985536851674624,0.058828195914657044,0.056821429,0.031663428,0.032506318,0.034835173,0.035678063,0.033670745212987185,0.084510037,0.085352883,0.087681615,0.08852446,0.086517249,0.024839827639254963,0.05196631,0.1269151506082835,0.15404163259228199,0.08944073
1881,0.064567453,0.065404382,0.067716764,0.068553692,0.066560573,0.07648732,0.077324401,0.079637203,0.080474283,0.078480802,0.058795484,0.059632345,0.061944545,0.062781406,0.060788445,0.038122296,0.038959395,0.041272251666498505,0.042109351,0.040115824,0.083748065,0.084585127,0.08689788,0.087734942,0.085741504,0.035170141616504225,0.062224683223405464,0.13697475726581843,0.16402929887271966,0.09959972
1882,0.061657055,0.062494247949416604,0.064807362,0.065644555,0.063650805,0.071544836,0.072382196,0.074695773,0.075533133,0.073538985,0.051393601,0.052230734,0.054543683,0.055380816,0.053387209,0.035529779710316234,0.036367154,0.03868077,0.039518144,0.037523962,0.07957033,0.08040767,0.082721191,0.083558531,0.08156443,0.031998535554976115,0.05907522,0.1338864717256456,0.16096315573247466,0.096480846
1883,0.059153899,0.059980222,0.062263305,0.063089629,0.061121764,0.069990435,0.070816931,0.073100489,0.073926985,0.07195871,0.051100853,0.051927122101801615,0.054210053,0.055036322,0.053068588,0.023143170945729707,0.023969662,0.026253207273157386,0.027079698,0.025111435,0.019503431176588037,0.020329519314088884,0.022611951237706762,0.023438039,0.021470735275897823,-0.034444979,-0.007606058,0.06654827,0.093387191,0.029471105871607506
1884,0.046479070860016236,0.047298138,0.04956117,0.050380236563512426,0.048429654,0.077686905,0.078506147,0.080769664,0.081588906,0.079637906,0.048568747,0.049387767,0.05165067,0.052469690198790886,0.050519219,-0.00217865,-0.001359449,0.000903954,0.001723155,-0.000227748,-0.176957357,-0.176139473,-0.17387971,-0.173061827,-0.175009592,-0.216593425,-0.189953802,-0.116350123,-0.0897105,-0.153151962
1885,0.022809290757891176,0.023627147567765405,0.025886836827396564,0.026704693637270793,0.024756992197580985,0.096056825,0.096874859,0.099135035,0.099953069,0.098004947,0.033861264,0.034679072,0.036938626,0.037756434,0.035808849,0.007243573,0.008061525,0.010321478294940789,0.011139430640810133,0.009191502,-0.206581797,-0.205765052,-0.203508435,-0.20269169,-0.204636744,-0.253552312,-0.226949513,-0.153447578,-0.126844779,-0.190198546
1886,0.006523106,0.007338315,0.009590685,0.010405894,0.0084645,0.092371657,0.093187031,0.095439862,0.096255236,0.094313446,0.030239428,0.03105458,0.033306797498141805,0.034121949909092564,0.032180689,0.013824264098559524,0.014639519,0.016892019,0.017707274407541718,0.015765769,-0.177920946,-0.177106581,-0.174856539,-0.174042174,-0.17598156,-0.23824712,-0.211757468,-0.138568151,-0.112078499,-0.17516281
1887,0.00103233,0.001847358,0.004099233,0.004914261,0.002973296,0.083806932,0.084622125,0.086874456,0.08768965,0.085748291,0.030515750674737774,0.031330713121690223,0.033582405430536255,0.034397367877488705,0.032456559,-0.005762967,-0.004947936,-0.002696055,-0.001881024,-0.003821995,-0.177600067,-0.176785734,-0.174535778,-0.173721445,-0.175660756,-0.240760484,-0.214212844,-0.14086331,-0.114315671,-0.177538077
1888,0.005122108,0.005937025,0.008188593,0.009003511,0.007062809,0.07095552,0.07177061,0.074022653,0.074837743,0.072896632,0.026432484,0.027247329326996805,0.029498697721919598,0.030313542933754434,0.028373014,-0.012065879,-0.011250984,-0.008999477,-0.008184581,-0.01012523,-0.170540989,-0.169726547,-0.167476291,-0.166661848,-0.168601419,-0.205024253,-0.178445078,-0.105008414,-0.078429239,-0.141726746
1889,0.011246862423945458,0.012063920509831405,0.014321402943096473,0.015138461,0.013192661726463939,0.067834941,0.068652185,0.070910183,0.071727428,0.069781184,0.020019961167577094,0.020836944414384106,0.023094220071868676,0.023911203,0.021965582,-0.008500032,-0.007683011,-0.005425632,-0.004608612,-0.006554322,-0.166510134,-0.165693462,-0.163437046,-0.162620374,-0.164565254,-0.165725778,-0.139031849,-0.065278125,-0.038584196,-0.102154987
1890,0.021722164494349272,0.022544462556993494,0.024816422731305465,0.025638720793949688,0.023680443,0.073421264,0.074243768,0.076516296,0.0773388,0.075380032,0.021270255,0.022092482,0.024364245014282915,0.025186471801873722,0.023228363391410767,-0.033018717,-0.032196468,-0.029924642,-0.029102393,-0.031060555,-0.166832136,-0.166010245,-0.163739411,-0.16291752,-0.164874828,-0.185674519,-0.158816144,-0.084608065,-0.057749689,-0.121712104
1891,0.043807125,0.044634032,0.046918726,0.047745633,0.045776378797143025,0.074872105,0.075699235,0.077984548,0.078811679,0.076841892,0.030386026449775727,0.031212872,0.033497397,0.034324243,0.032355134563658794,-0.037692664,-0.036865793,-0.034581197,-0.033754326,-0.035723495,-0.158393346,-0.157566767,-0.15528298,-0.154456401,-0.156424873,-0.172184832,-0.145127208,-0.070368618,-0.043310994,-0.107747913
1892,0.050337242020816575,0.051172631,0.053480759,0.054316148,0.052326695,0.056006766,0.0568424,0.059151208496814434,0.059986843,0.057996804,0.03886755,0.039702891249305594,0.042010888,0.042846229,0.04085689,-0.050725233,-0.049889858,-0.047581767,-0.046746392,-0.048735812,-0.134858418,-0.134023227,-0.131715646,-0.130880456,-0.132869437,-0.165767577,-0.138470548,-0.063050498,-0.03575347,-0.100760523
1893,0.044526122,0.045359316342967304,0.047661383518914135,0.048494578,0.04651035,0.050391669791338245,0.051225129673241554,0.053527929283916365,0.054361389165819674,0.052376529,0.041036193,0.041869351,0.044171318920405156,0.045004478,0.043020335,-0.059923781,-0.059090566,-0.056788444,-0.05595523,-0.057939505,-0.099460171,-0.098626973,-0.096324899,-0.095491702,-0.097475936,-0.143495244,-0.116167832,-0.040663834,-0.013336422,-0.078415833
1894,0.042725686875087376,0.043562259969178285,0.045873661,0.046710234,0.044717961,0.050020103,0.050856961,0.053169149,0.054006007,0.052013055056875146,0.047230237,0.048066783,0.050378110394262876,0.051214657,0.049222446738838244,-0.067520664,-0.066684037,-0.064372485,-0.063535858,-0.065528261,-0.070978173,-0.07014142,-0.067829521,-0.066992768,-0.06898547,-0.118070369,-0.090602509,-0.014710462,0.012757398237965845,-0.052656485
1895,0.031934076,0.032765539,0.035062823,0.035894287,0.033914181,0.046544623,0.047376377,0.049674463,0.050506217,0.048525419988266094,0.042162189,0.042993624,0.045290828,0.046122263,0.044142225778614375,-0.073263741,-0.072432207,-0.070134727,-0.069303192,-0.071283467,-0.03956706,-0.038735304,-0.036437214,-0.035605459,-0.037586259,-0.093711555,-0.066328099,0.009330746,0.036714202510438554,-0.028498676
1896,0.025796585400939875,0.026636603022041072,0.028957521272616304,0.029797539,0.027797062,0.057276127,0.058116445,0.060438191,0.061278509,0.059277317917292294,0.035221026797046306,0.036061004390717244,0.038381812,0.03922179,0.037221408,-0.066339374,-0.065499291,-0.063178194,-0.062338111,-0.064338742,-0.031554516,-0.030714295,-0.028392814,-0.027552593,-0.029553554,-0.074003594,-0.04647388,0.029589067277186132,0.057118781,-0.008442406
1897,0.024212019,0.025049922,0.027364998944221952,0.028202902248153805,0.026207461,0.06191265,0.062750854,0.06506676,0.065904964,0.063908807,0.029989671,0.030827525,0.033142464,0.033980317,0.031984994,-0.058022906,-0.057184953,-0.054869741,-0.054031789,-0.056027347,-0.022819452,-0.021981402,-0.01966592,-0.01882787,-0.020823661,-0.054205094,-0.026689871,0.049333036981579426,0.07684826,0.011321582854407097
1898,0.022664573584506797,0.023495466377767116,0.025791173276616064,0.026622066069876382,0.02464332,0.069701958,0.070533148,0.072829676,0.073660866,0.071681412,0.026674791738514614,0.02750563,0.029801186,0.030632023785756246,0.028653408,-0.070494391,-0.069663462,-0.067367656,-0.066536727,-0.068515559,-0.007703238,-0.006872201,-0.004576094,-0.003745056,-0.005724147,-0.065742555,-0.038368556,0.03726416,0.06463816,-0.000552198
1899,0.012455359755335849,0.013280167148309374,0.01555906,0.016383867844751876,0.014419613800043862,0.071993318,0.072818423,0.075098141,0.075923247,0.073958282,0.021981693,0.022806443921240316,0.025085180177256916,0.025909931,0.023945812049248616,-0.068255359,-0.067430506,-0.065151488,-0.064326635,-0.066290997,0.004279936,0.005104943,0.007384388,0.008209395,0.006244665,-0.048380392,-0.021122408,0.054189764,0.081447747,0.016533677651807466
1900,0.016462848890682835,0.017294976834193676,0.019594096,0.020426224,0.018444536606693873,0.072025044,0.072857481,0.075157454,0.075989891,0.074007467,0.018997822440496748,0.019829888944343566,0.022128838735341105,0.022960905239187923,0.020979363839842335,-0.051890934,-0.051058716,-0.048759348,-0.04792713,-0.049909032,0.013381388598247668,0.014213770874391685,0.016513593,0.017345975401269698,0.015363681999758683,-0.015561632,0.011828557852652466,0.087506008,0.1148961977860381,0.049667283
