"(Intercept)","s(Time).1","s(Time).2","s(Time).3","s(Time).4","s(Time).5","s(Time).6","s(Time).7","s(Time).8","s(Time).9"
1,-1.17095732418648,-0.521010091995548,-1.41393092372845,0.561956489544918,1.4639136032302,-0.542271418888923,-1.43021561319118,-0.242003225414461,-1.38367263422813
1,-1.16926922413969,-0.513070762343502,-1.40447797340127,0.544443842388139,1.44057053998443,-0.511749417314094,-1.39121724321613,-0.221415366747443,-1.36376367546226
1,-1.16731725783036,-0.504909362715172,-1.39372465782294,0.525790608612305,1.41464000902047,-0.479439247387565,-1.34928509461515,-0.200735620491986,-1.34385471669638
1,-1.16508326842539,-0.496502199011243,-1.38160664758961,0.505979518523479,1.38613390173033,-0.445503153075041,-1.30476397518025,-0.179973781904258,-1.32394575793051
1,-1.16254957692221,-0.487824885181779,-1.36806705072884,0.485005301699125,1.35509805177004,-0.410140522912266,-1.25806076381472,-0.159142282945628,-1.30403679916464
1,-1.15969906252509,-0.478852471156071,-1.35305706363503,0.462875005132033,1.32161225706702,-0.373584843271843,-1.20963587295431,-0.138256207511587,-1.28412784039877
1,-1.15651523311597,-0.469559582888881,-1.33653654394228,0.439608163902036,1.28578977231865,-0.336099942557411,-1.15999333925704,-0.117333275903928,-1.26421888163289
1,-1.15298228541926,-0.459920575558257,-1.31847450307703,0.415236828011833,1.24777628627059,-0.297975606088668,-1.10966979119162,-0.0963937971632793,-1.24430992286702
1,-1.14908515448327,-0.44990970089605,-1.29884951657569,0.389805450104574,1.20774840405242,-0.259522651183951,-1.05922256540334,-0.0754605879674226,-1.22440096410115
1,-1.14480955215175,-0.439501289500274,-1.27765005064512,0.363370639779788,1.16591166068017,-0.221067560260203,-1.00921726106978,-0.0545588569947653,-1.20449200533528
1,-1.14014199427769,-0.428669948767495,-1.25487470388171,0.336000791125525,1.12249809742781,-0.182946776483871,-0.960215032414376,-0.0337160539534094,-1.1845830465694
1,-1.13506981653784,-0.417390776795637,-1.23053236354402,0.307775590879742,1.07776343803006,-0.145500771479041,-0.912759923832782,-0.0129616828817116,-1.16467408780353
1,-1.12958117883762,-0.405639592247885,-1.2046422762907,0.278785415313654,1.0319839065362,-0.109067997722887,-0.867366549562257,0.00767292017125853,-1.14476512903766
1,-1.12366505845095,-0.393393179743563,-1.17723403384347,0.249130624491284,0.985452733010329,-0.0739788394671408,-0.824508410513699,0.028154844386008,-1.12485617027179
1,-1.11731123221334,-0.380629549861994,-1.14834747460751,0.218920763001184,0.938476397101607,-0.0405496752817159,-0.784607124980299,0.0484498949689491,-1.10494721150592
1,-1.11051024827613,-0.367328212322747,-1.11803250287292,0.188273676580879,0.891370662731905,-0.00907716262640845,-0.748022827776858,0.0685229154165669,-1.08503825274004
1,-1.10325338812965,-0.353470460353308,-1.0863488278197,0.15731455426622,0.84445645971158,0.0201671497372662,-0.715045964443394,0.0883381383955618,-1.06512929397417
1,-1.09553261980757,-0.339039663690267,-1.05336562515133,0.126174905805414,0.798055669963105,0.046941782107617,-0.685890674097982,0.10785956160584,-1.0452203352083
1,-1.08734054338879,-0.324021567097633,-1.0191611247739,0.0949914840896652,0.752486877163195,0.0710397657334244,-0.660689917093364,0.1270513442153,-1.02531137644243
1,-1.07867033010964,-0.308404590745323,-0.98382212851437,0.0639051622809929,0.708061138997768,0.09229248471016,-0.639492462676316,0.145878218706425,-1.00540241767655
1,-1.06951565658238,-0.292180128288604,-0.947443462421517,0.0330597751766113,0.665077840834723,0.110572847481572,-0.622261808307029,0.16430591227716,-0.985493458910681
1,-1.05987063577957,-0.275342838044231,-0.910127368707063,0.00260093415112972,0.62382068846805,0.12579772987853,-0.608877057165018,0.182301571317826,-0.965584500144809
1,-1.04972974658156,-0.257890922287607,-0.871982842855772,-0.0273251752225806,0.5845538956715,0.137929644946176,-0.599135734686712,0.199834181963877,-0.945675541378937
1,-1.03908776379132,-0.239826389413624,-0.833124921851516,-0.0565730040408124,0.547518619649591,0.14697760888093,-0.592758479800739,0.21687497932321,-0.925766582613064
1,-1.02793969059079,-0.221155293525944,-0.793673929825905,-0.0849988508751672,0.512929694110699,0.15299718696732,-0.589395502887098,0.233397837714954,-0.905857623847192
1,-1.0162806954437,-0.201887945957547,-0.753754687729825,-0.112462064251844,0.480972705657352,0.156089718214606,-0.588634661395058,0.249379634151003,-0.88594866508132
1,-1.00410605543538,-0.18203909328871,-0.713495693850868,-0.13882622881495,0.451801454537359,0.156400732178324,-0.59001096645715,0.264800577354515,-0.866039706315447
1,-0.991411107981138,-0.16162805662365,-0.673028282147511,-0.163960327441728,0.425535835588807,0.154117585949856,-0.59301730059806,0.279644494849868,-0.846130747549575
1,-0.978191212727403,-0.140678827217588,-0.632485765440674,-0.187739871810098,0.402260169505639,0.149466363250871,-0.597116098528358,0.293899071081164,-0.826221788783703
1,-0.964441725315769,-0.119220114011575,-0.592002570494207,-0.210047994121817,0.382022008425254,0.142708090733304,-0.601751720673499,0.307556030121256,-0.80631283001783
1,-0.95015798447999,-0.0972853392294406,-0.55171337192765,-0.230776492855204,0.364831433373605,0.134134338722228,-0.606363233041576,0.320611257315119,-0.786403871251958
1,-0.935335313702025,-0.074912578913205,-0.511752231739058,-0.249826825562057,0.350660854385297,0.124062284542397,-0.610397297638297,0.333064855151939,-0.766494912486086
1,-0.919969038369585,-0.052144446108512,-0.472251750975974,-0.267111041835995,0.339445317232643,0.112829326041979,-0.613320875114534,0.344921129764031,-0.746585953720213
1,-0.904054519058853,-0.0290279153473066,-0.433342239783072,-0.282552649671273,0.331083313745238,0.100787340808734,-0.614633445735098,0.35618850569,-0.726676994954341
1,-0.887587201218092,-0.00561408809299219,-0.395150911681729,-0.29608740851023,0.325438085772721,0.0882966927278931,-0.613878465977249,0.366879367890959,-0.706768036188469
1,-0.87056268115772,0.0180421001055497,-0.357801107506671,-0.307664042354447,0.322339406033054,0.0757200918528633,-0.61065379584877,0.377009831445714,-0.686859077422596
1,-0.852976787867825,0.0418822288831407,-0.32141155394607,-0.317244866403028,0.321585812492538,0.0634164159789635,-0.604620855934107,0.386599440843697,-0.666950118656724
1,-0.834825679793281,0.0658447957446522,-0.286095661113289,-0.324806320793639,0.322947266631671,0.0517346027911413,-0.595512302684696,0.395670802310901,-0.647041159890851
1,-0.816105955308775,0.0898656680336162,-0.251960863030648,-0.330339405175337,0.326168200052546,0.0410077199950958,-0.583138044872682,0.404249154109633,-0.627132201124979
1,-0.79681477526006,0.113878578954915,-0.219108004337885,-0.333850008050108,0.33097090846021,0.0315473174728008,-0.567389462630018,0.412361881212332,-0.607223242359107
1,-0.776949995582924,0.13781566139189,-0.18763077596191,-0.335359125099965,0.337059247181342,0.023638160293426,-0.548241732202842,0.420037982127771,-0.587314283593234
1,-0.756510307686866,0.161608012314944,-0.157615201909714,-0.334902961082456,0.34412257813619,0.0175334344596597,-0.52575420349239,0.427307496919387,-0.567405324827362
1,-0.735495384004663,0.185186279748259,-0.129139178783402,-0.332532910343098,0.351839914617547,0.0134505087071567,-0.500068822613882,0.434200906567266,-0.54749636606149
1,-0.713906025870339,0.208481263566751,-0.102272069075891,-0.328315411572001,0.359884207403332,0.0115673256606743,-0.471406637028887,0.440748514756298,-0.527587407295617
1,-0.691744310703289,0.231424520857689,-0.0770743487956702,-0.322331673132233,0.367926713681722,0.0120194843669828,-0.440062465250706,0.446979823895578,-0.507678448529745
1,-0.66901373535193,0.253948966217985,-0.0535973094990878,-0.314677266117285,0.375641389028194,0.0148980638794577,-0.406397855649,0.452922917664377,-0.487769489763873
1,-0.645719352391149,0.275989457183599,-0.0318828143848444,-0.305461583258607,0.382709242264498,0.0202482243836714,-0.370832498507588,0.458603862618922,-0.467860530998
1,-0.621867896177459,0.297483355011845,-0.0119631077340125,-0.294807162901218,0.388822593457402,0.0280686085671011,-0.333834291297834,0.46404614136777,-0.447951572232128
1,-0.597467895546477,0.318371051266901,0.00613932333479236,-0.282848878493359,0.393689176576934,0.0383115517952816,-0.295908288289522,0.469270129523817,-0.428042613466256
1,-0.57252977018944,0.338596451094909,0.0224118360797838,-0.269732995387685,0.39703603041379,0.0508840954139497,-0.257584791411253,0.47429262806567,-0.408133654700383
1,-0.547065907968011,0.358107404714515,0.0368516697970144,-0.255616098214636,0.398613124227989,0.0656497834053072,-0.219406859095591,0.479126461894743,-0.388224695934511
1,-0.521090720716664,0.376856079483666,0.0494659355366009,-0.240663893648998,0.398196668224228,0.0824312089349229,-0.181917523242008,0.483780154267405,-0.368315737168639
1,-0.494620676435292,0.39479926592109,0.0602715595545542,-0.225049895027763,0.395592063278038,0.101013264275288,-0.145647011095477,0.488257685431064,-0.348406778402766
1,-0.467674306185058,0.411898612244138,0.0692951821971143,-0.208953996969407,0.390636449307428,0.121147035409788,-0.111100268616556,0.492558342222006,-0.328497819636894
1,-0.440272184460713,0.428120783311804,0.0765730138794179,-0.192560949863974,0.383200817231074,0.142554271519864,-0.0787450748171748,0.4966766636202,-0.308588860871021
1,-0.412436882313674,0.443437541307738,0.0821506497413685,-0.176058745821591,0.373191655496762,0.164932349727353,-0.0490010227228445,0.500602485335675,-0.288679902105149
1,-0.384192893032004,0.45782574703381,0.0860828444471978,-0.15963692935181,0.360552108619073,0.18795964707352,-0.0222296224183056,0.504321084461494,-0.268770943339277
1,-0.355566530735366,0.471267282279104,0.0884332484508252,-0.143484847664208,0.345262631941689,0.211301224904917,0.00127424448960503,0.507813423111438,-0.248861984573404
1,-0.326585802802935,0.483748895348028,0.0892741068856263,-0.127789856997551,0.327341133841717,0.234614725718644,0.0212893210926884,0.511056487812053,-0.228953025807532
1,-0.297280257608259,0.495261973439848,0.0886859220649954,-0.112735502765008,0.306842603721167,0.257556379175742,0.037673260201228,0.514023719285106,-0.20904406704166
1,-0.267680809574535,0.505802247134158,0.0867570804091713,-0.0984996925126682,0.283858231284407,0.279787012472653,0.0503660760376456,0.516685525186094,-0.189135108275787
1,-0.237819544074311,0.515369433717344,0.0835834444548582,-0.0852528816939055,0.258514029676436,0.300977960584373,0.0593916830565994,0.519009866404839,-0.169226149509915
1,-0.207729505167335,0.523966827449165,0.0792679104668463,-0.0731562930323654,0.230968981956287,0.32081677404296,0.0648574867540308,0.520962905731548,-0.149317190744043
1,-0.177444469587509,0.53160084608325,0.0739199320654773,-0.0623601907528928,0.20141273700301,0.339012625845807,0.0669520365371962,0.522509706090386,-0.12940823197817
1,-0.146998710744346,0.538280543990549,0.0676550102183731,-0.0530022311777453,0.170062887205485,0.355301324720089,0.0659407956884262,0.523614964182809,-0.109499273212298
1,-0.116426756786435,0.544017103063322,0.0605941499277733,-0.045205911095099,0.137161866081383,0.369449849195472,0.0621601271232617,0.524243764300876,-0.0895903144464256
1,-0.0857631469763156,0.548823313176393,0.0528632839824058,-0.0390791348921056,0.102973509223875,0.381260325622198,0.0560096350071187,0.524362336297223,-0.0696813556805532
1,-0.055042190741441,0.552713054333677,0.0445926642399047,-0.0347129206964397,0.0677793266117482,0.390573383254539,0.0479430403931368,0.523938801257658,-0.0497723969146809
1,-0.0242977337900235,0.555700792718314,0.0359162210660606,-0.0321802646840051,0.0318745382736889,0.397270830620279,0.0384578029959262,0.522943888332277,-0.0298634381488085
1,0.00643706438920266,0.557801102686297,0.0269708917819474,-0.0315351812891261,-0.00443607148388833,0.401277609413754,0.0280837302337689,0.521351606451571,-0.00995447938293618
1,0.0371299374884125,0.55902822629468,0.0178959192590465,-0.0328119353060736,-0.0408424236406142,0.402562994868729,0.0173708380846388,0.519139855287711,0.00995447938293618
1,0.0677496999055626,0.559395681240266,0.00883212215347876,-0.0360244798126489,-0.0770334785523716,0.401141024762151,0.00687674556783918,0.516290960812234,0.0298634381488085
1,0.0982664112814779,0.558915927113477,-7.88613206164079e-05,-0.041166111500369,-0.112701574520388,0.397070152636728,-0.00284610461688961,0.512792122135987,0.0497723969146809
1,0.128651514928187,0.557600098660847,-0.00869535371814317,-0.0482093523894631,-0.147546710856195,0.390452134276052,-0.0112631028315972,0.508635757973786,0.0696813556805532
1,0.158877947533903,0.555457813320364,-0.0168764399260057,-0.0571060640757261,-0.181280716368301,0.381430169683417,-0.017869713114044,0.503819743025258,0.0895903144464256
1,0.188920218103113,0.552497058673431,-0.0244827865592086,-0.067787797639417,-0.213631245934601,0.370186335579071,-0.0222030139154676,0.498347526768512,0.109499273212298
1,0.218754454718744,0.548724163677918,-0.0313774752263278,-0.0801663791892674,-0.244345550365112,0.356938355519097,-0.023852271556054,0.492228129581623,0.12940823197817
1,0.248358418384857,0.544143855644315,-0.0374268451290851,-0.0941347277660309,-0.273193968063909,0.341935765947376,-0.0224683015329414,0.485476013689818,0.149317190744043
1,0.277711483908836,0.538759402931259,-0.0425013398922716,-0.109567899041974,-0.299973091017826,0.325455546631578,-0.0177714010299403,0.478110829130818,0.169226149509915
1,0.306794588496947,0.532572841309805,-0.0464763529691491,-0.126324344979977,-0.324508562312792,0.307797292833877,-0.00955766920950982,0.470157037679918,0.189135108275787
1,0.335590149451063,0.525585279921712,-0.0492330654479456,-0.144247376414281,-0.346657467638066,0.289278014082675,0.00229643065850405,0.461643420421356,0.20904406704166
1,0.364081953051658,0.517797280780561,-0.0506592696126828,-0.163166812440316,-0.366310289006297,0.270226650419829,0.0178313723306217,0.452602477332964,0.228953025807532
1,0.392255017377272,0.509209303880421,-0.050650171199685,-0.182900797608909,-0.383392395109861,0.250978401404952,0.0370037928161588,0.443069729807066,0.248861984573404
1,0.420095432428433,0.499822208228368,-0.0491091629550315,-0.203257765263639,-0.39786504926128,0.231868965898198,0.0596876608415182,0.433082939403784,0.268770943339277
1,0.44759018147993,0.489637797545938,-0.0459485618494663,-0.224038522989312,-0.409725922632721,0.213228791678446,0.0856773596316298,0.422681258267662,0.288679902105149
1,0.474726948066187,0.478659398028839,-0.0410903021589416,-0.245038434100726,-0.419009107420718,0.195377433278055,0.1146926116908,0.411904328483514,0.308588860871021
1,0.501493913398214,0.466892454448021,-0.0344665765800465,-0.26604966743491,-0.425784631516873,0.178618114051231,0.146385130563917,0.400791349156625,0.328497819636894
1,0.527879549306895,0.454345130048343,-0.0260204176293298,-0.286863486452123,-0.430157483166088,0.16323258449128,0.180346844547501,0.389380131136081,0.348406778402766
1,0.55387241199792,0.441028895177142,-0.01570621177934,-0.30727254782897,-0.432266160842086,0.149476363253036,0.21611950092342,0.377706160026263,0.368315737168639
1,0.579460941982389,0.426959089371965,-0.00349013911669654,-0.327073179362006,-0.43228077007148,0.13757444032546,0.253205427351081,0.365801688426251,0.388224695934511
1,0.604633275509794,0.412155441765667,0.0106494682304887,-0.346067607105168,-0.430400695102227,0.127717513465782,0.291079200316804,0.353694878185171,0.408133654700383
1,0.629377072675641,0.396642535131906,0.0267218550577384,-0.364066102242768,-0.426851879053634,0.120058819503143,0.329199949618684,0.341409012858052,0.428042613466256
1,0.653679367105308,0.38045019969189,0.0447236648883755,-0.38088901924893,-0.421883751426376,0.114711611615419,0.367024013246718,0.328961799495359,0.447951572232128
1,0.677526441732453,0.36361382392328,0.0646388592292687,-0.396368698389617,-0.415765846519951,0.111747322366883,0.404017649036337,0.316364777414442,0.467860530998
1,0.700903734700621,0.346174571037187,0.0864387379474884,-0.410351207565039,-0.408784160341357,0.111194440363033,0.43966950831251,0.303622849705736,0.487769489763873
1,0.723795778829021,0.328179491494352,0.110082063396341,-0.422697900837545,-0.401237296937853,0.113038116043051,0.473502582424664,0.290733950954043,0.507678448529745
1,0.746186177408712,0.30968152388605,0.135515289794076,-0.433286773706536,-0.393432457708778,0.117220499602154,0.505085345463329,0.277688862046785,0.527587407295617
1,0.768057618346408,0.290739378672118,0.162672898165511,-0.442013598232565,-0.385681329113479,0.123641801531313,0.534041835260063,0.264471180046316,0.54749636606149
1,0.789391927864299,0.271417301605395,0.191477835913466,-0.448792824427431,-0.378295925273364,0.132162053994427,0.560060439558677,0.25105744797897,0.567405324827362
1,0.810170164112459,0.251784716132467,0.221842058811978,-0.453558237859161,-0.371584442259603,0.142603539440744,0.582901184432861,0.237417446101492,0.587314283593234
1,0.830372750172005,0.231915746594858,0.253667171928119,-0.456263367110039,-0.365847180362214,0.154753841671619,0.60240135690748,0.223514642813216,0.607223242359107
1,0.849979645041525,0.211888626610343,0.286845164703965,-0.456881638509,-0.36137258936815,0.168369464232132,0.618479332505468,0.209306799959784,0.627132201124979
1,0.868970550324298,0.191784999536799,0.321259234187192,-0.45540627937013,-0.3584334898565,0.183179951652467,0.631136520186826,0.194746723893934,0.647041159890851
1,0.887325149488603,0.171689120357775,0.356784689208762,-0.451849974741445,-0.35728352078446,0.198892440869873,0.640457380899661,0.179783150392438,0.666950118656724
1,0.905023375776546,0.151686970625618,0.393289927190609,-0.446244286335809,-0.358153860230957,0.215196563257418,0.64660752070695,0.164361748447785,0.686859077422596
1,0.922045704105677,0.131865300204815,0.430637474244748,-0.438638845815107,-0.36125026213904,0.231769612174351,0.649829904146103,0.148426225126034,0.706768036188469
1,0.938373461659245,0.112310611426505,0.468685078317238,-0.429100337868798,-0.366750447315161,0.248281886924192,0.650439277083585,0.131919511172972,0.726676994954341
1,0.95398915131003,0.0931081028521713,0.507286844351918,-0.417711291511506,-0.374801881869247,0.264402121517052,0.648814929828849,0.114785004917338,0.746585953720213
1,0.968876781582893,0.0743405911117527,0.54629439981562,-0.404568700670845,-0.38551997079131,0.279802905717073,0.645391969708747,0.0969678503136017,0.766494912486086
1,0.983022196543346,0.0560874301969454,0.585558078451179,-0.389782497401016,-0.398986688533493,0.294166006518891,0.640651306780151,0.0784162237307343,0.786403871251958
1,0.99641339881264,0.0384234481292025,0.624928109815877,-0.373473902901746,-0.415249662387208,0.30718750042022,0.635108586076972,0.0590826033612514,0.80631283001783
1,1.00904085885989,0.0214179210662655,0.664255802029284,-0.35577368291797,-0.434321718196226,0.318582630591286,0.629302324059154,0.0389249949199141,0.826221788783703
1,1.02089780381236,0.00513360465117751,0.703394705198588,-0.33682033502062,-0.456180891614969,0.328090308218301,0.623781525188654,0.017908087637596,0.846130747549575
1,1.0319804792563,-0.0103741582573249,0.742201743212789,-0.316758235712743,-0.480770901795149,0.335477183818049,0.61909306638608,-0.00399568456638066,0.866039706315447
1,1.04228837787041,-0.0250582353976537,0.780538301996668,-0.295735775264436,-0.508002078145852,0.340541222069426,0.615769142239935,-0.026805200438935,0.88594866508132
1,1.05182442923671,-0.0388803918323326,0.818271262885452,-0.27390350766241,-0.537752724746753,0.343114722546744,0.614315062139528,-0.0505298490573709,0.905857623847192
1,1.06059514580121,-0.0518118507655597,0.855273970513049,-0.251412342080653,-0.569870901181639,0.343066738515489,0.61519768201638,-0.0751688871814455,0.925766582613064
1,1.06861072069797,-0.0638337157612097,0.891427125488075,-0.228411800863463,-0.604176593071637,0.340304856492546,0.618834738313359,-0.100710972829406,0.945675541378937
1,1.07588507399213,-0.0749372440941418,0.926619593148601,-0.205048367192759,-0.640464240497763,0.334776310402811,0.625585330502739,-0.127133888384204,0.965584500144809
1,1.08243584482445,-0.0851239636351075,0.960749120820944,-0.181463943431006,-0.678505587870632,0.32646841568883,0.635741771441075,-0.154404462979179,0.985493458910681
1,1.0882843279336,-0.0944056285311452,0.993722957240847,-0.157794438634157,-0.718052814688948,0.315408320458092,0.649522992712358,-0.182478700096323,1.00540241767655
1,1.09345535407522,-0.102804011944011,1.02545836910552,-0.134168500971652,-0.75884190307549,0.301662082485416,0.6670696556136,-0.211302112307885,1.02531137644243
1,1.09797711492653,-0.1103505371907,1.05588305108991,-0.110706407828457,-0.80059619502921,0.285333092431209,0.688441078430703,-0.240810260982256,1.0452203352083
1,1.10188093414236,-0.117085751731436,1.08493542705635,-0.0875191232605196,-0.843030090016766,0.266559874797826,0.713614048063833,-0.270929494638926,1.06512929397417
1,1.10520098729088,-0.123058651510522,1.11256484158967,-0.0647075292919824,-0.88585283186734,0.245513308744807,0.742483539878227,-0.301577875557152,1.08503825274004
1,1.10797397442278,-0.128325866112131,1.13873164237496,-0.0423618343454979,-0.928772332944653,0.222393320743448,0.77486532490199,-0.332666280301574,1.10494721150592
1,1.11023874999789,-0.132950717987502,1.16340715527985,-0.0205611589496131,-0.971498983254016,0.197425110018341,0.810500399203418,-0.36409965610451,1.12485617027179
1,1.112035915785,-0.137002171584575,1.1865735552835,0.000626704169041759,-1.01374939249236,0.17085497565027,0.849061127476757,-0.395778411616102,1.14476512903766
1,1.11340738314884,-0.140553690513034,1.20822363758938,0.0211453613656811,-1.05525001405508,0.142945820979541,0.89015895253936,-0.427599917470378,1.16467408780353
1,1.11439591182392,-0.143682022860176,1.22836049434889,0.0409497291267082,-1.09574060164849,0.113972416450153,0.933353485513634,-0.459460089480571,1.1845830465694
1,1.11504463283526,-0.14646593639365,1.24699710338987,0.060005795650159,-1.13497745139169,0.0842165061863098,0.978162758791304,-0.491255025127493,1.20449200533528
1,1.11539656364803,-0.148984926612481,1.26415583617306,0.0782902457671606,-1.17273638508977,0.0539618463419678,1.02407439618658,-0.522882662384438,1.22440096410115
1,1.11549412390391,-0.151317921411814,1.27986789287904,0.095789963708578,-1.20881543367011,0.0234892645751459,1.07055743261845,-0.554244428866921,1.24430992286702
1,1.11537866022421,-0.153542006491503,1.29417267304765,0.11250142953503,-1.24303718355087,-0.00692817013794111,1.11707449969863,-0.58524684882855,1.26421888163289
1,1.11508998852676,-0.155731195556287,1.3071170905467,0.128430025963733,-1.27525075288969,-0.0370297796948345,1.16309408409827,-0.615803075656267,1.28412784039877
1,1.11466596211446,-0.157955268826365,1.31875484183334,0.143589272830541,-1.3053333691851,-0.06657162636228,1.20810256270668,-0.645834318248395,1.30403679916464
1,1.11414207345325,-0.160278702412352,1.32914563649138,0.158000006521169,-1.33319152450039,-0.095330499139523,1.25161572241524,-0.675271130972237,1.32394575793051
1,1.11355109707173,-0.162759709727643,1.33835439888399,0.171689521399248,-1.35876168958479,-0.123107462052807,1.29318948272856,-0.704054538768884,1.34385471669638
1,1.1129227803943,-0.16544941434321,1.34645044946332,0.184690689567337,-1.38201057330192,-0.14973089605706,1.33242955603689,-0.732136971361196,1.36376367546226
1,1.11228358857848,-0.168391171571918,1.35350667383425,0.197041074247094,-1.40293491896988,-0.175058973819887,1.36899980283571,-0.759482983377437,1.38367263422813
1,1.11165650857892,-0.171620053647643,1.35959868709503,0.208782050689774,-1.42156083439353,-0.198981515092089,1.40262906686621,-0.78606974046565,1.403581592994
1,1.11106091672615,-0.175162510691107,1.3648040002876,0.219957946867841,-1.43794265745359,-0.22142117946247,1.43311630735996,-0.811887255072123,1.42349055175987
1,1.11051251310633,-0.179036216788865,1.36920119500364,0.23061521430249,-1.45216136403188,-0.242333962871454,1.46033388146254,-0.836938359411895,1.44339951052575
1,1.11002332498224,-0.183250107517914,1.37286911132992,0.240801637300122,-1.46432252972863,-0.261708974121424,1.48422886856217,-0.861238407183999,1.46330846929162
1,1.10960178042933,-0.187804612195396,1.37588605340003,0.250565586662853,-1.47455386118916,-0.279567477571475,1.50482236863567,-0.884814699686412,1.48321742805749
1,1.10925285229838,-0.19269208109102,1.37832901587232,0.259955321662337,-1.48300231684167,-0.295961198031855,1.52220674778524,-0.907705636070952,1.50312638682336
1,1.10897827158453,-0.197897404883185,1.38027293370023,0.269018341785902,-1.48983084038243,-0.310969893365489,1.53654084476332,-0.929959591447371,1.52303534558923
1,1.10877680830516,-0.203398820841277,1.38178995662481,0.277800787541163,-1.49521473337784,-0.324698209247087,1.54804319134567,-0.951633530300249,1.54294430435511
1,1.10864461709408,-0.209168897649564,1.38294874892531,0.286346887504318,-1.49933769581577,-0.337271838716339,1.55698333580352,-0.972791366124536,1.56285326312098
1,1.1085756439287,-0.215175688522936,1.38381381413481,0.294698446876145,-1.50238756528904,-0.348833016379332,1.56367139135939,-0.993502081219928,1.58276222188685
1,1.10856208974676,-0.221384040369886,1.38444484368764,0.302894371130645,-1.5045517866772,-0.359535383165756,1.56844595934435,-1.01383762311971,1.60267118065272
1,1.10859492620019,-0.227757045298101,1.38489608783436,0.310970216955815,-1.50601264466784,-0.369538262240868,1.57166059884472,-1.03387059607964,1.6225801394186
1,1.10866445845702,-0.234257619790955,1.38521574666007,0.318957761647667,-1.50694229118787,-0.379000389823166,1.5736690300396,-1.0536717673378,1.64248909818447
1,1.10876092981804,-0.240850196465478,1.38544537868758,0.326884581469714,-1.50749759876161,-0.388073146097979,1.57480926638761,-1.07330740840286,1.66239805695034
1,1.10887516297773,-0.247502513500009,1.38561932435936,0.334773629275567,-1.5078148689551,-0.396893330982885,1.57538687063828,-1.09283649137288,1.68230701571621
1,1.10899923304637,-0.254187487637927,1.38576414168122,0.34264280194179,-1.50800442236717,-0.405575527048923,1.57565752071042,-1.11230775916934,1.70221597448209
1,1.10912716797267,-0.260885158166761,1.38589805149141,0.350504488904119,-1.50814509308398,-0.414204087294982,1.57580905334753,-1.13175668654592,1.72212493324796
