"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176"
-0.294516923001366,-0.30277542591358,-0.311206448496722,-0.319949588471034,-0.329018703108817,-0.33826239186118,-0.347399324707971,-0.356092661302244,-0.364019122005749,-0.370903707099059,-0.376519405836381,-0.380673958223974,-0.383209363740943,-0.384024242722572,-0.383106692290617,-0.380551923399324,-0.3765437711459,-0.371298889657769,-0.364994419492136,-0.357710703013899,-0.349414326551671,-0.339987867749946,-0.329292247983038,-0.317235869109202,-0.303825733444248,-0.289186246204534,-0.273544370546896,-0.257189226511999,-0.240417814721163,-0.223477413686069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.300861644465016,-0.30837466890928,-0.315976819123055,-0.323734759240495,-0.331639627210616,-0.339579701312373,-0.34735180605033,-0.354698999533632,-0.361356097483181,-0.367085999584617,-0.371697890424025,-0.37504910129374,-0.377040273220349,-0.377614427276037,-0.376764325628254,-0.374542972840585,-0.371065418280853,-0.36649114970026,-0.360985916689164,-0.354675075897957,-0.347609660334846,-0.339764766283355,-0.331076437213026,-0.32150384179208,-0.311088390322447,-0.299979601228416,-0.288411601330327,-0.276638089966891,-0.264855492203394,-0.253152403650608,-0.241513873510788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.301700190834449,-0.309112026605198,-0.316606184781594,-0.324242761815197,-0.332009597557577,-0.339797075047129,-0.347409495787429,-0.354600606682575,-0.361115600147338,-0.366724195593818,-0.371237694572045,-0.374512548549875,-0.376448923799108,-0.37699225490829,-0.376139843190619,-0.37394725096128,-0.370525385128997,-0.366021589202838,-0.360585973925281,-0.354333500267751,-0.34731768873215,-0.339529626706128,-0.33092626577271,-0.321478859925226,-0.311221944246835,-0.300280833219996,-0.288863103879241,-0.277214261336076,-0.265553629918092,-0.254016603387106,-0.242629293716311,-0.23133154180175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.303097974841166,-0.310245857968486,-0.31747011421795,-0.324824495245752,-0.332292349081776,-0.339763708182148,-0.347048089540705,-0.35391004050098,-0.360109285864478,-0.365430471524938,-0.369696819004596,-0.372771996005542,-0.374559637095443,-0.375007852237251,-0.374118786502593,-0.371955936300162,-0.368639517630089,-0.364324681433069,-0.359166506362925,-0.353284277135523,-0.346740452784432,-0.339544808890609,-0.331683561988546,-0.323161983978241,-0.314042548123521,-0.304462014120343,-0.294619254979837,-0.284737143537843,-0.275011593116282,-0.265565407389284,-0.256423130992908,-0.247517262661593,-0.238728872760981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.297135508123602,-0.304925333729995,-0.31284674740089,-0.321005730010313,-0.329408975304967,-0.337926288062327,-0.346308855035778,-0.354243394814089,-0.36141324729136,-0.367542133116841,-0.372411464253434,-0.375858751276481,-0.377773448175298,-0.378103162966473,-0.376870651955565,-0.374188975749318,-0.370257475903519,-0.365328631300293,-0.359651746775402,-0.353414736541399,-0.346710662676303,-0.339547028960858,-0.331896701667714,-0.323769253666584,-0.315270824825122,-0.306624801922366,-0.298142611900679,-0.290155214135785,-0.282931347738373,-0.276611828428504,-0.271180521401249,-0.266478247213551,-0.262253887779674,-0.258242641895899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.316699304486526,-0.29990471254119,-0.287636719772979,-0.28420291864886,-0.291662123369013,-0.308797893986911,-0.331790025270623,-0.355920105102801,-0.377319243093075,-0.39391572089199,-0.405284507511097,-0.411738785587248,-0.413389705649517,-0.409835389959802,-0.400680320149965,-0.38650989448946,-0.36959484348302,-0.353690574356138,-0.342791297808473,-0.339328590774293,-0.342713175949147,-0.349061670986465,-0.352429729114367,-0.347144173306022,-0.330262749028877,-0.303084559547829,-0.271045229870096,-0.242051759302402,-0.22398329213209,-0.222384047148627,-0.239185833881587,-0.27275880149366,-0.319008794478724,-0.372920916518038,-0.430023482308991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.314255748107401,-0.299645489979891,-0.288979492587539,-0.286140966776941,-0.293192902776645,-0.309361898827466,-0.3314450016268,-0.355168022006448,-0.376714191843903,-0.393701169300236,-0.405276380020333,-0.411511106228987,-0.412629970049718,-0.408631845328683,-0.39954605059595,-0.386112939985819,-0.37034946224633,-0.355458203134614,-0.344882081894889,-0.340818665127901,-0.342905057441675,-0.347829738359158,-0.350262426436943,-0.344876220126246,-0.328670870174622,-0.302585717168209,-0.27164657548905,-0.243517830724091,-0.226035383542398,-0.224739776694468,-0.241399382181103,-0.274031567582243,-0.318238775761419,-0.369118733056919,-0.422849676609322,-0.477345152205674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.318580781447418,-0.301044995616771,-0.287774566630701,-0.283074305223647,-0.289369520984467,-0.305993157448786,-0.32950341574108,-0.355105127675516,-0.378367824913043,-0.396432000144257,-0.408265861691463,-0.414077085989653,-0.414412953764491,-0.409579813495628,-0.39974174161456,-0.385580768996445,-0.368992532292542,-0.353193090438515,-0.341900460509472,-0.337790885790165,-0.340929631813137,-0.348051934505057,-0.353286284132762,-0.35026814273074,-0.334884556767998,-0.307474627656528,-0.273424116836621,-0.241725232238578,-0.221959143051758,-0.220893368472591,-0.240113977289795,-0.275703055457615,-0.320090300937685,-0.365245294895295,-0.405771007136216,-0.440483698728602,-0.471692828940256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.314474241189779,-0.300793186961544,-0.290361474621534,-0.286658730793202,-0.292002326724805,-0.306484858517982,-0.327915058658659,-0.352585610114346,-0.376432251832534,-0.396082396483922,-0.409439022051043,-0.415721778550633,-0.415148976983779,-0.408564387422833,-0.397244479127101,-0.38291979220553,-0.367834896954846,-0.354584938915772,-0.345566150615244,-0.342121670650761,-0.34372331210502,-0.347651157451314,-0.349519195501235,-0.344663737018825,-0.3299963738517,-0.305620426082169,-0.275484701890081,-0.246652052545861,-0.227293433559645,-0.224064714855547,-0.239840882461934,-0.272711250356789,-0.316681567826566,-0.363855978734894,-0.407257256939138,-0.443146205346642,-0.471848056018417,-0.496617320078503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.318702121854602,-0.302692679622438,-0.289968721829705,-0.284193172006164,-0.288032523099045,-0.301978914151515,-0.324099386287032,-0.350628211881456,-0.377059998432668,-0.399291878386965,-0.414438689455751,-0.421153728869688,-0.419520485457924,-0.410727467183511,-0.396741072950263,-0.380071285276302,-0.363567596587002,-0.350092119199088,-0.341959156404854,-0.34019530864087,-0.343875326456362,-0.349904908880303,-0.353558002732421,-0.349819821535318,-0.335224714609152,-0.309567622298996,-0.276769514690084,-0.244377461696884,-0.221641032191089,-0.216668080976688,-0.233599025018035,-0.270850823897409,-0.321186906009624,-0.37374503447978,-0.417420214974861,-0.444432265696527,-0.452733323699998,-0.446205606801025,-0.432248537778621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
