-0.32066,-0.32222,-0.32378,-0.32535,-0.32691,-0.32847,-0.33004,-0.3316,-0.33316,-0.33473,-0.33629,-0.33785,-0.33942,-0.34098,-0.34254,-0.34411,-0.34567,-0.34723,-0.34879,-0.35036,-0.35192,-0.35348,-0.35505,-0.35661,-0.35817,-0.35974,-0.36108,-0.36239,-0.36398,-0.36557,-0.36716,-0.36875,-0.37034,-0.37193,-0.37352,-0.37511,-0.3767,-0.37829,-0.37988,-0.38147,-0.38307,-0.38466,-0.38625,-0.38784,-0.38943,-0.39102,-0.39261,-0.3942,-0.39579,-0.39738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.3267,-0.32789,-0.32908,-0.33027,-0.33145,-0.33264,-0.33383,-0.33502,-0.33621,-0.3374,-0.33859,-0.33978,-0.34097,-0.34216,-0.34335,-0.34454,-0.34573,-0.34692,-0.34811,-0.34929,-0.35048,-0.35167,-0.35286,-0.35405,-0.35524,-0.35643,-0.35762,-0.35881,-0.36,-0.36119,-0.36238,-0.36357,-0.36476,-0.36595,-0.36713,-0.36832,-0.36951,-0.3707,-0.37189,-0.37308,-0.37427,-0.37546,-0.37665,-0.37784,-0.37903,-0.38022,-0.38141,-0.3826,-0.38379,-0.38497,-0.38616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.3301,-0.33109,-0.33207,-0.33306,-0.33404,-0.33503,-0.33601,-0.337,-0.33798,-0.33897,-0.33995,-0.34094,-0.34192,-0.34291,-0.34389,-0.34488,-0.34586,-0.34685,-0.34783,-0.34882,-0.3498,-0.35079,-0.35177,-0.35276,-0.35374,-0.35473,-0.35571,-0.3567,-0.35768,-0.35867,-0.35965,-0.36064,-0.36162,-0.3626,-0.36359,-0.36457,-0.36556,-0.36654,-0.36753,-0.36851,-0.3695,-0.37048,-0.37147,-0.37245,-0.37344,-0.37442,-0.37541,-0.37639,-0.37738,-0.37836,-0.37935,-0.38033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.32805,-0.32916,-0.33026,-0.33137,-0.33247,-0.33358,-0.33469,-0.33579,-0.3369,-0.338,-0.33911,-0.34021,-0.34132,-0.34242,-0.34353,-0.34464,-0.34574,-0.34685,-0.34795,-0.34906,-0.35016,-0.35127,-0.35238,-0.35348,-0.35459,-0.35569,-0.3568,-0.3579,-0.35901,-0.36012,-0.36122,-0.36233,-0.36343,-0.36454,-0.36564,-0.36675,-0.36786,-0.36896,-0.37007,-0.37117,-0.37228,-0.37338,-0.37449,-0.3756,-0.3767,-0.37781,-0.37891,-0.38002,-0.38112,-0.38223,-0.38334,-0.38444,-0.38555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.32292,-0.32432,-0.32572,-0.32713,-0.32853,-0.32993,-0.33133,-0.33273,-0.33413,-0.33554,-0.33694,-0.33834,-0.33974,-0.34114,-0.34255,-0.34395,-0.34535,-0.34675,-0.34815,-0.34955,-0.35096,-0.35236,-0.35376,-0.35516,-0.35656,-0.35797,-0.35937,-0.36077,-0.36217,-0.36357,-0.36497,-0.36638,-0.36778,-0.36918,-0.37058,-0.37198,-0.37339,-0.37479,-0.37619,-0.37759,-0.37899,-0.38039,-0.3818,-0.3832,-0.3846,-0.386,-0.3874,-0.3888,-0.39021,-0.39161,-0.39301,-0.39441,-0.39581,-0.39722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.31608,-0.31787,-0.31966,-0.32145,-0.32324,-0.32503,-0.32682,-0.3286,-0.33039,-0.33218,-0.33397,-0.33576,-0.33755,-0.33934,-0.34113,-0.34292,-0.34471,-0.3465,-0.34828,-0.35007,-0.35186,-0.35365,-0.35544,-0.35723,-0.35902,-0.36081,-0.3626,-0.36439,-0.36618,-0.36796,-0.36975,-0.37154,-0.37333,-0.37512,-0.37691,-0.3787,-0.38049,-0.38228,-0.38407,-0.38586,-0.38764,-0.38943,-0.39122,-0.39301,-0.3948,-0.39659,-0.39838,-0.40017,-0.40196,-0.40375,-0.40554,-0.40733,-0.40911,-0.4109,-0.41269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.31623,-0.31803,-0.31983,-0.32163,-0.32343,-0.32523,-0.32703,-0.32882,-0.33062,-0.33242,-0.33422,-0.33602,-0.33782,-0.33962,-0.34142,-0.34291,-0.34469,-0.34647,-0.34825,-0.35003,-0.35181,-0.35359,-0.35537,-0.35715,-0.35893,-0.36071,-0.36249,-0.36404,-0.36583,-0.36762,-0.36941,-0.37121,-0.373,-0.37479,-0.37658,-0.37837,-0.38016,-0.38195,-0.38374,-0.38553,-0.38732,-0.38911,-0.3909,-0.39269,-0.39448,-0.39628,-0.39807,-0.39986,-0.40165,-0.40344,-0.40523,-0.40702,-0.40881,-0.4106,-0.41239,-0.41418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.31953,-0.32113,-0.32274,-0.32434,-0.32594,-0.32754,-0.32915,-0.33075,-0.33235,-0.33396,-0.33556,-0.33716,-0.33876,-0.34037,-0.34197,-0.34357,-0.34517,-0.34678,-0.34838,-0.34998,-0.35158,-0.35319,-0.35479,-0.35639,-0.358,-0.3596,-0.3612,-0.36259,-0.3642,-0.36581,-0.36742,-0.36903,-0.37064,-0.37225,-0.37386,-0.37547,-0.37708,-0.37869,-0.3803,-0.38192,-0.38353,-0.38514,-0.38675,-0.38836,-0.38997,-0.39158,-0.39319,-0.3948,-0.39641,-0.39802,-0.39963,-0.40124,-0.40285,-0.40446,-0.40607,-0.40768,-0.40929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.3165,-0.31827,-0.32004,-0.3218,-0.32357,-0.32534,-0.32711,-0.32887,-0.33064,-0.33241,-0.33417,-0.33594,-0.33771,-0.33947,-0.34124,-0.34301,-0.34478,-0.34654,-0.34831,-0.35008,-0.35184,-0.35361,-0.35538,-0.35715,-0.35891,-0.36068,-0.36245,-0.36378,-0.36556,-0.36735,-0.36913,-0.37091,-0.3727,-0.37448,-0.37626,-0.37805,-0.37983,-0.38161,-0.3834,-0.38518,-0.38696,-0.38875,-0.39053,-0.39231,-0.3941,-0.39588,-0.39766,-0.39945,-0.40123,-0.40301,-0.4048,-0.40658,-0.40836,-0.41015,-0.41193,-0.41371,-0.4155,-0.41728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.31341,-0.31534,-0.31726,-0.31919,-0.32112,-0.32304,-0.32497,-0.32689,-0.32882,-0.33074,-0.33267,-0.33459,-0.33652,-0.33845,-0.34037,-0.3423,-0.34422,-0.34615,-0.34807,-0.35,-0.35193,-0.35385,-0.35578,-0.3577,-0.35963,-0.36155,-0.36348,-0.3654,-0.36733,-0.36926,-0.37118,-0.37311,-0.37503,-0.37696,-0.37888,-0.38081,-0.38273,-0.38466,-0.38659,-0.38851,-0.39044,-0.39236,-0.39429,-0.39621,-0.39814,-0.40007,-0.40199,-0.40392,-0.40584,-0.40777,-0.40969,-0.41162,-0.41354,-0.41547,-0.4174,-0.41932,-0.42125,-0.42317,-0.4251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
