yyyymm,temperature_volw_mean,salinity_volw_mean,temperature_uncert,salinity_uncert,temperature_obs_wt,salinity_obs_wt
192402,275.234,34.7153,0.180612,0.0230971,0.0309104,0.0347872
192403,275.233,34.7157,0.180703,0.0230909,0.0361929,0.0375052
192404,275.23,34.7161,0.180966,0.023116,0.0373367,0.0327155
192405,275.228,34.7164,0.180947,0.0230977,0.0491334,0.0439658
192406,275.227,34.7164,0.180856,0.0230851,0.0547799,0.0492182
192407,275.227,34.7164,0.1806,0.0230677,0.0414671,0.0398867
192408,275.227,34.7161,0.180511,0.0230553,0.0532778,0.0530487
192409,275.228,34.7157,0.180464,0.023058,0.0455277,0.0462051
192410,275.228,34.7155,0.180427,0.0230702,0.0354619,0.036872
192411,275.229,34.7153,0.180387,0.0230634,0.0338464,0.0316122
192412,275.23,34.7153,0.180362,0.0230641,0.0230883,0.0196119
192501,275.232,34.7154,0.180361,0.0230758,0.019594,0.0155152
192502,275.232,34.7157,0.180341,0.0230533,0.0217652,0.0199918
192503,275.231,34.716,0.180791,0.0230948,0.0307614,0.0291276
192504,275.229,34.7163,0.180776,0.0230904,0.0599124,0.0601233
192505,275.227,34.7168,0.180502,0.023056,0.0668335,0.070262
192506,275.225,34.7166,0.180732,0.0230686,0.0836744,0.0757223
192507,275.225,34.7165,0.180689,0.0230316,0.083086,0.0668569
192508,275.225,34.7162,0.180722,0.0230824,0.0685062,0.0598995
192509,275.225,34.7158,0.180516,0.0230441,0.0545481,0.0446341
192510,275.227,34.7155,0.180648,0.0230407,0.0636184,0.0518118
192511,275.229,34.7154,0.180519,0.0230094,0.0423561,0.0392399
192512,275.231,34.7154,0.180547,0.0230571,0.0229729,0.0220133
192601,275.232,34.7155,0.18031,0.0230375,0.0378071,0.0370215
192602,275.233,34.7156,0.180215,0.0230856,0.0459731,0.0390781
192603,275.231,34.716,0.181053,0.023111,0.0425679,0.0392399
192604,275.228,34.7164,0.181088,0.0231267,0.0366719,0.0367152
192605,275.227,34.7166,0.181098,0.0230686,0.100968,0.101771
192606,275.228,34.7167,0.181142,0.0230633,0.0751678,0.0742909
192607,275.228,34.7169,0.180702,0.0230268,0.0853337,0.0854822
192608,275.228,34.7168,0.180519,0.0230371,0.0569707,0.0577458
192609,275.228,34.7163,0.180338,0.0230013,0.069383,0.0714025
192610,275.228,34.716,0.180295,0.0229559,0.0621485,0.0628934
192611,275.228,34.7159,0.180209,0.0229751,0.0505315,0.0444977
192612,275.23,34.7159,0.180101,0.0229909,0.0414828,0.0403057
192701,275.231,34.7159,0.18004,0.022979,0.0452697,0.044772
192702,275.231,34.716,0.179989,0.0229404,0.0542147,0.0546532
192703,275.229,34.7161,0.17998,0.0229725,0.0586249,0.0665442
192704,275.227,34.7163,0.18025,0.0229695,0.0589933,0.0654458
192705,275.225,34.7166,0.180896,0.0230221,0.0834258,0.084861
192706,275.225,34.7166,0.180997,0.0231095,0.0638352,0.070734
192707,275.224,34.7166,0.181088,0.0230595,0.0611595,0.0613031
192708,275.225,34.7165,0.18088,0.0229712,0.0804929,0.0758651
192709,275.226,34.716,0.180662,0.0229603,0.0594112,0.061427
192710,275.227,34.7157,0.180538,0.023014,0.0326936,0.0349938
192711,275.227,34.7157,0.18042,0.0230169,0.0363693,0.0351872
192712,275.23,34.7159,0.180258,0.0230293,0.037855,0.0378953
192801,275.233,34.7162,0.18006,0.023037,0.0423802,0.0448529
192802,275.234,34.7163,0.180113,0.0230255,0.0402745,0.0439174
192803,275.232,34.7165,0.180201,0.0230628,0.0420881,0.0361842
192804,275.229,34.7168,0.180597,0.023061,0.0452193,0.0385863
192805,275.227,34.717,0.181416,0.0231327,0.0591747,0.0635071
192806,275.226,34.7169,0.181303,0.0231207,0.0580074,0.0586871
192807,275.225,34.7167,0.180772,0.02307,0.070792,0.0673749
192808,275.226,34.7159,0.181388,0.0230658,0.0905269,0.0949011
192809,275.227,34.7151,0.181119,0.0230398,0.100543,0.103789
192810,275.229,34.7149,0.180857,0.0230555,0.0662517,0.071778
192811,275.23,34.7149,0.180454,0.0230466,0.0693761,0.0707072
192812,275.233,34.7146,0.180268,0.0229944,0.0686351,0.0621836
192901,275.234,34.7146,0.180299,0.0230417,0.0556197,0.0470893
192902,275.235,34.7148,0.180384,0.0230026,0.0688074,0.0592354
192903,275.234,34.715,0.180272,0.0229759,0.0639623,0.0653738
192904,275.232,34.7154,0.18055,0.0229782,0.0700766,0.0823957
192905,275.231,34.7153,0.180616,0.0229805,0.091751,0.0957847
192906,275.229,34.7157,0.180508,0.0229676,0.064325,0.0665545
192907,275.229,34.7154,0.180671,0.0229602,0.102171,0.0962858
192908,275.231,34.7151,0.180254,0.0229369,0.0836362,0.0782866
192909,275.231,34.7146,0.179895,0.0229644,0.0926645,0.0971158
192910,275.233,34.7142,0.179844,0.0229797,0.0822274,0.0735389
192911,275.232,34.7143,0.179732,0.0229725,0.0595553,0.0615544
192912,275.234,34.7144,0.179884,0.0230267,0.0560524,0.0588253
193001,275.236,34.7147,0.181141,0.0230105,0.0593939,0.0554653
193002,275.236,34.7149,0.181268,0.0230326,0.0789036,0.0737523
193003,275.232,34.7154,0.180389,0.0230203,0.0839212,0.086242
193004,275.23,34.7157,0.180499,0.0229996,0.0712054,0.0722299
193005,275.228,34.7159,0.180491,0.0229538,0.0739219,0.0761095
193006,275.229,34.7162,0.180253,0.0228934,0.071238,0.0640726
193007,275.23,34.7161,0.1802,0.0229315,0.0764408,0.0678331
193008,275.229,34.7156,0.180727,0.0229358,0.0980995,0.0869476
193009,275.23,34.7155,0.181127,0.0228921,0.0897302,0.0796248
193010,275.231,34.7153,0.180865,0.0229476,0.081182,0.0739498
193011,275.231,34.7152,0.180463,0.0229869,0.0489931,0.043964
193012,275.231,34.7152,0.18031,0.0230032,0.0425915,0.0390738
193101,275.232,34.7153,0.180355,0.0230219,0.0482455,0.0440602
193102,275.232,34.7155,0.180263,0.0230605,0.057552,0.0505124
193103,275.232,34.7157,0.179922,0.0230134,0.0592776,0.0495043
193104,275.229,34.716,0.180275,0.0230349,0.060488,0.051944
193105,275.227,34.7163,0.180208,0.0229901,0.0730466,0.0681837
193106,275.228,34.7163,0.181277,0.0230553,0.0859416,0.0830785
193107,275.228,34.7162,0.180996,0.0230963,0.0830997,0.0830484
193108,275.229,34.7159,0.182507,0.0231548,0.0959839,0.0883448
193109,275.229,34.7156,0.181892,0.0231241,0.0686419,0.0602424
193110,275.229,34.7152,0.181767,0.0231409,0.0829411,0.0763086
193111,275.23,34.7152,0.181707,0.0231066,0.052587,0.0491415
193112,275.231,34.7152,0.181622,0.0231152,0.0570757,0.051009
193201,275.233,34.7154,0.181055,0.0231599,0.0583967,0.0472435
193202,275.232,34.7155,0.181958,0.0231951,0.0631511,0.0605952
193203,275.23,34.7159,0.181831,0.0231119,0.0784424,0.0761087
