level,method,year_cross,year_cross_sd,rate,rate_sd,rate_uncert_1sd,rate_window
0.5°C,FaIR_anthro_unB,1988.160833333308,3.746458391196493,0.19283984598024237,0.007421213661886071,0.00843122620150466,5.0
1.0°C,FaIR_anthro_unB,2011.7166666666196,3.181429349334629,0.2575871605594237,0.029925726923305192,0.030532413541759947,5.0
2024,FaIR_nonat_unB,1.3701070516759613,0.08654460887592125,0.3408622466390496,0.012163235044574925,0.016786487198324845,-15.0
2024,GWI_anthro_CGWL,1.3239455723644329,0.07213410452351449,0.32066206885286375,0.019708318998641772,0.03363105303584369,-15.0
2024,equal_weight_comb,1.3470263120201968,0.07698446593708128,0.3307621577459567,0.012344104234212451,0.028412509472043275,-15.0
2024,PIVW_comb,1.356940302526965,0.08059281649943198,0.335100501616086,0.011049746798766816,0.024622535384342968,-15.0
