method_name,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0
cent20y,4.896057249648898e-38,8.464335482572033e-28,4.3608634864771525e-21,5.86126201573264e-18,8.276338541231476e-16,1.8909992734638026e-13,6.295367918858746e-12,4.437094359683757e-11,7.9471553892173e-09,2.788801897999891e-06,,,,,,,,,,,,,,,,,,,,,,,,,
lowess1dt36wnc,7.308605692589774e-17,6.08164968669554e-16,3.967287138195414e-15,7.502532849533182e-15,7.397895293451112e-14,3.1882500114229857e-12,6.385198937619336e-12,1.072564475214549e-11,3.1141458413261195e-11,2.537629191083209e-10,5.570607678097521e-08,2.5586398348108245e-05,0.00023261562960828622,0.0005010313817755671,0.002124234738318015,0.006217040245343202,0.007493550419546327,0.009204557108690413,0.03245360762559339,0.10781454726802765,,,,,,,,,,,,,,,
Kal_flexLin,9.742029556079734e-14,2.087075413503976e-12,2.5566223173416195e-11,8.483827286223753e-12,1.3226163691519424e-10,4.11085965721149e-09,3.933571098587651e-09,3.6476227809795604e-09,1.3721878384084926e-08,1.2046627795634248e-07,4.620704622210897e-06,0.0002043722701433047,0.0010075206895821761,0.0014664954244891393,0.004420608500114915,0.011132944438446033,0.010241016721898852,0.010961141743202318,0.04422095104711702,0.14851650790520943,,,,,,,,,,,,,,,
GAM_AR1,2.3849017311601795e-12,2.600481814649084e-11,2.0698840422422882e-10,7.760437692357644e-11,2.1154869946727393e-09,3.357166420461031e-08,2.365075918791912e-08,4.286415483277263e-08,2.0210547176489154e-07,1.1892932744936262e-06,1.819686843262044e-05,0.0002829692125546847,0.0007357428533380863,0.000970406525462955,0.0034607874742364837,0.00840390287085082,0.007474179121530508,0.010175792231958011,0.046919027949429086,0.14275502395660195,,,,,,,,,,,,,,,
CGWL10y_sfUKCP,3.7733640326907314e-06,9.215367574098695e-07,5.146545106224913e-08,8.02547701196787e-06,5.307138143500771e-06,3.4490957490363774e-06,3.232044190248485e-05,4.9736985172859096e-05,3.6067107619388165e-05,3.703292539481656e-05,0.00018346435487535481,0.0013062803290514351,0.0008001219383687274,0.0027988518414836,0.008682548862309044,0.016178840044011263,0.016998831275895153,0.028744447450376118,0.10982455928539682,0.21807646411577927,,,,,,,,,,,,,,,
GWI_tot_CGWL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.661338147750939e-18,1.536160088022598e-13,4.62953342328376e-12,5.0574912969780786e-08,1.679804815481134e-05,8.958156211373191e-05,0.0002919810478688001,0.005616508572858992,0.013172757912753989,,,,,,,,,,,,,,,
EBMKF_ta4,4.5626350936543593e-51,2.212117021308916e-49,2.0314689781272355e-46,1.548464338210197e-44,8.183472065012966e-41,2.8583463438195062e-36,6.146627454680378e-35,1.249896372733846e-31,8.871568219879475e-28,3.791568569509062e-23,1.2095529632390895e-18,8.520766700572279e-13,2.3774347828242208e-09,7.4436865051526e-09,1.2916877989179324e-06,7.166782248408316e-06,3.1726044280599215e-05,0.00031468258523030144,0.00751392964060029,0.03401516877554445,,,,,,,,,,,,,,,
FaIR_comb_unB,7.223344203471814e-10,8.287544857559486e-11,2.498464308207019e-10,1.1554816824900526e-09,4.2015627954196766e-09,3.842336849794297e-08,1.334393867958092e-07,2.4314330493168437e-06,3.3960223149267663e-06,5.1127950546587304e-05,0.00031298477921289027,0.0001315046640489019,0.0017715172985867684,0.006584707132082769,0.007033929987343942,0.01127182393460874,0.019066409289224186,0.05558512227008836,0.08976702835871228,0.12856996386862973,,,,,,,,,,,,,,,
equal_weight_comb,3.268788336912643e-22,4.514300526115463e-20,2.128127419105544e-18,3.020519937520381e-18,9.557232455949669e-16,1.3009812303182344e-13,3.9349950009941617e-13,2.0552931460806175e-12,3.057360540679656e-11,9.298006126713089e-10,1.108565759207806e-07,9.7736578188744e-06,0.00011485345337531398,0.00034412100926503575,0.001582937526411397,0.0044166410384599885,0.005436531080928309,0.009314901631894166,0.03356645189010651,0.09639494224933111,,,,,,,,,,,,,,,
PIVW_comb,6.394465293475128e-28,2.1290458740628756e-25,2.421516305052092e-23,2.186506608842158e-22,1.8108785650708932e-19,6.613678704657866e-17,7.329742232265539e-16,9.971366143087789e-15,4.0125170811871713e-13,3.162678263464802e-11,8.53494258282467e-09,1.3855844857632759e-06,3.652752613025825e-05,0.00018462227602632553,0.0009166666413833274,0.0031573772396269783,0.004580157187125819,0.00886547852612261,0.026895249979241802,0.07456815812578722,,,,,,,,,,,,,,,
