level,method,year_cross,year_cross_sd,rate,rate_sd,rate_uncert_1sd,rate_window
-0.2°C,FaIR_anthro_unB,1988.507499999974,1.267531104552173,0.18956769792547068,0.010933274266756826,0.011372246543419793,5.0
0.3°C,FaIR_anthro_unB,2012.4158333332857,0.657181577847266,0.2705847613688981,0.009531239280817567,0.010518314465734513,5.0
2024,FaIR_nonat_unB,0.6589044186452527,0.015713611814375566,0.340870242270506,0.012156618320407033,0.016778436856230337,-15.0
2024,GWI_anthro_CGWL,0.6127643745839098,0.05203558875775702,0.32066922984417184,0.019707833866721473,0.033630896290176064,-15.0
2024,equal_weight_comb,0.6358343966145813,0.03251597744023042,0.3307697360573389,0.012347294341521757,0.02841021711328162,-15.0
2024,PIVW_comb,0.6457437835239339,0.024622876237835305,0.3351082591811367,0.011050523874812408,0.024618719626237153,-15.0
