yyyymm,temperature_volw_mean,temperature_uncert,temperature_uncer_percentVariance
200909,3.7869,0.0948779,91
200910,3.79085,0.0954636,91
200911,3.79155,0.0949507,91
200912,3.79051,0.0960574,91
201001,3.79322,0.0956001,90
201002,3.79247,0.0946322,90
201003,3.79357,0.0949179,90
201004,3.79529,0.0942635,90
201005,3.79352,0.0945144,90
201006,3.7951,0.0944607,91
201007,3.7884,0.0945682,91
201008,3.78726,0.0945028,91
201009,3.78737,0.0949314,91
201010,3.78992,0.0950998,91
201011,3.79002,0.0949783,91
201012,3.79037,0.0949011,90
201101,3.79316,0.0945792,90
201102,3.79398,0.0944237,90
201103,3.79581,0.094494,90
201104,3.7981,0.0946571,90
201105,3.79775,0.0943594,90
201106,3.79432,0.0946326,90
201107,3.78844,0.0945355,90
201108,3.78949,0.0948489,90
201109,3.78938,0.0942463,90
201110,3.79185,0.0934155,90
201111,3.79111,0.0933955,90
201112,3.79241,0.093649,90
201201,3.79471,0.0938195,90
201202,3.79621,0.0929866,90
201203,3.79699,0.0926066,90
201204,3.79841,0.0924869,90
201205,3.79777,0.0924007,90
201206,3.79585,0.0925904,90
201207,3.78711,0.0918314,90
201208,3.78592,0.0921193,90
201209,3.78741,0.0920949,90
201210,3.791,0.0920767,90
201211,3.79248,0.0917337,90
201212,3.79372,0.0915426,89
201301,3.79933,0.0919578,90
201302,3.79965,0.0918718,90
201303,3.80043,0.0917183,89
201304,3.80075,0.0920177,89
201305,3.79843,0.0920338,89
201306,3.79719,0.0919948,90
201307,3.78927,0.0923258,90
201308,3.78862,0.0918041,89
201309,3.78955,0.0919821,89
201310,3.79377,0.0922115,90
201311,3.79577,0.0922187,90
201312,3.79641,0.0920301,90
201401,3.79878,0.0920093,89
201402,3.8,0.0917393,89
201403,3.80165,0.0914797,89
201404,3.80197,0.0914955,89
201405,3.80171,0.0912053,89
201406,3.80165,0.0912154,89
201407,3.79386,0.0911571,89
201408,3.79178,0.0910749,89
201409,3.79183,0.0911094,89
201410,3.79462,0.0913093,89
201411,3.79472,0.0907455,89
201412,3.79642,0.0905334,89
201501,3.79997,0.0905987,89
201502,3.80177,0.0901649,89
201503,3.80356,0.0902005,89
201504,3.80509,0.0901834,89
201505,3.80602,0.0895742,89
201506,3.80274,0.0899402,89
201507,3.79604,0.089938,89
201508,3.79541,0.089988,89
201509,3.7935,0.0902426,89
201510,3.79609,0.0898751,89
201511,3.79762,0.0894898,89
201512,3.79911,0.0896437,89
201601,3.80099,0.0893672,89
201602,3.80002,0.0890659,89
201603,3.80298,0.0893681,89
201604,3.80209,0.0897212,89
201605,3.80359,0.0895153,89
201606,3.80068,0.089425,89
201607,3.79233,0.0894864,89
201608,3.79129,0.0896631,89
201609,3.7928,0.0897224,89
201610,3.79415,0.0897551,89
201611,3.79771,0.0895701,89
201612,3.79799,0.089281,88
201701,3.80215,0.0892246,88
201702,3.80416,0.0890877,88
201703,3.80468,0.0894823,88
201704,3.80724,0.0892531,88
201705,3.80787,0.0893172,88
201706,3.80581,0.0896192,89
201707,3.79921,0.0898471,89
201708,3.79775,0.089822,88
201709,3.79546,0.0896233,88
201710,3.80012,0.089663,89
201711,3.80036,0.0894234,88
201712,3.80014,0.0893592,88
201801,3.80365,0.089424,88
201802,3.80545,0.0892708,88
201803,3.80808,0.089611,88
201804,3.80976,0.0896898,88
201805,3.8077,0.0895044,88
201806,3.80661,0.0895706,88
201807,3.7992,0.089665,88
201808,3.79799,0.089774,88
201809,3.79744,0.0895472,88
201810,3.80168,0.0895746,88
201811,3.80355,0.0893909,88
201812,3.80294,0.0897313,88
201901,3.8063,0.0900231,88
201902,3.80691,0.0902788,88
201903,3.80957,0.0904815,88
201904,3.81238,0.0901304,88
201905,3.8108,0.0904793,88
201906,3.80951,0.0896959,88
201907,3.80235,0.0900346,88
201908,3.80335,0.0903728,88
201909,3.80232,0.0904976,88
201910,3.80418,0.0900326,88
201911,3.80538,0.0897045,88
201912,3.80795,0.0894456,88
202001,3.8129,0.0898792,88
202002,3.81347,0.0896481,88
202003,3.81449,0.0899165,88
202004,3.81526,0.0902108,88
202005,3.81311,0.0905593,88
202006,3.81126,0.0909075,88
202007,3.8042,0.0909156,88
202008,3.79986,0.0909345,88
202009,3.8017,0.0906414,88
202010,3.80513,0.0908018,88
202011,3.8065,0.0908033,88
202012,3.80686,0.091082,88
202101,3.81052,0.0908151,88
202102,3.81304,0.0906771,88
202103,3.81601,0.0907555,88
202104,3.81668,0.0906264,88
202105,3.81652,0.09057,88
202106,3.81406,0.0908809,88
202107,3.81191,0.0911093,88
202108,3.80725,0.0911453,88
202109,3.80713,0.0913487,88
202110,3.80836,0.0908272,88
202111,3.81044,0.0906703,88
202112,3.81342,0.0907774,88
202201,3.81252,0.0908275,88
202202,3.8149,0.0902994,88
202203,3.81811,0.0903539,88
202204,3.81943,0.0904321,88
202205,3.82049,0.0905977,88
202206,3.81741,0.0908267,88
202207,3.8138,0.0907729,88
202208,3.81229,0.0909163,88
202209,3.81253,0.0909054,88
202210,3.8119,0.0911623,88
202211,3.81328,0.0911445,88
202212,3.81573,0.0910859,88
202301,3.81437,0.0910869,88
202302,3.81693,0.0910483,88
202303,3.82023,0.0910261,88
202304,3.82231,0.0912091,88
202305,3.82062,0.0912829,88
202306,3.81763,0.0913252,88
202307,3.81551,0.0914347,88
202308,3.81291,0.0914445,88
202309,3.81397,0.0911881,88
202310,3.81413,0.0911576,88
202311,3.81395,0.0913387,88
202312,3.81775,0.0917098,88
202401,3.81826,0.0915153,88
202402,3.82163,0.0907891,88
202403,3.8238,0.0907293,88
202404,3.82535,0.0909277,88
202405,3.82555,0.0910374,88
202406,3.81957,0.0928029,88
