yyyymm,temperature_volw_mean,temperature_uncert,temperature_uncer_percentVariance
200501,0.830875,0.177077,98
200502,0.828479,0.174179,97
200503,0.825577,0.172909,97
200504,0.815939,0.174805,97
200505,0.816594,0.174812,98
200506,0.821235,0.175763,98
200507,0.832529,0.176207,98
200508,0.83052,0.175482,98
200509,0.832319,0.175672,98
200510,0.830415,0.177061,98
200511,0.828672,0.176839,98
200512,0.823932,0.176383,98
200601,0.827109,0.174204,97
200602,0.834207,0.172668,97
200603,0.835775,0.173439,97
200604,0.825024,0.174555,97
200605,0.823491,0.174281,97
200606,0.825374,0.175737,98
200607,0.836409,0.175529,98
200608,0.841006,0.174777,97
200609,0.842177,0.174658,97
200610,0.839793,0.175107,97
200611,0.838045,0.174859,97
200612,0.837315,0.174318,97
200701,0.839789,0.174073,97
200702,0.832876,0.172932,97
200703,0.826035,0.17241,96
200704,0.815441,0.173271,97
200705,0.818113,0.173611,97
200706,0.821242,0.175072,97
200707,0.831437,0.173734,97
200708,0.834928,0.172447,97
200709,0.8341,0.172398,97
200710,0.825069,0.172629,97
200711,0.823992,0.17255,97
200712,0.825606,0.172738,97
200801,0.825271,0.171599,96
200802,0.824424,0.169228,95
200803,0.819197,0.16813,95
200804,0.808184,0.167801,95
200805,0.809902,0.16816,95
200806,0.809408,0.169838,96
200807,0.826846,0.171188,96
200808,0.832126,0.170565,96
200809,0.832902,0.17068,96
200810,0.829129,0.17228,96
200811,0.823523,0.172492,96
200812,0.820689,0.172762,96
200901,0.822479,0.171617,96
200902,0.825894,0.16928,96
200903,0.826939,0.169738,96
200904,0.816519,0.170637,96
200905,0.81751,0.1707,96
200906,0.81858,0.171876,96
200907,0.828168,0.171271,96
200908,0.832619,0.171224,96
200909,0.835911,0.171457,96
200910,0.831808,0.172518,96
200911,0.82838,0.1731,96
200912,0.828805,0.17293,96
201001,0.833088,0.172115,96
201002,0.835155,0.169464,96
201003,0.832079,0.169375,95
201004,0.822424,0.169562,96
201005,0.822551,0.169429,96
201006,0.824254,0.170276,96
201007,0.832133,0.170466,96
201008,0.830109,0.169724,96
201009,0.831226,0.170489,96
201010,0.834113,0.172273,96
201011,0.834548,0.172162,96
201012,0.834266,0.171624,96
201101,0.838328,0.170803,96
201102,0.837082,0.170033,96
201103,0.832582,0.169956,95
201104,0.819841,0.169715,95
201105,0.818734,0.169601,96
201106,0.817974,0.170873,96
201107,0.828734,0.171659,96
201108,0.83207,0.170456,96
201109,0.833678,0.170453,96
201110,0.82804,0.171243,96
201111,0.826489,0.171991,96
201112,0.828319,0.171671,96
201201,0.829156,0.171675,96
201202,0.82934,0.170424,96
201203,0.826516,0.16979,96
201204,0.816822,0.169079,96
201205,0.817289,0.168097,95
201206,0.817118,0.168901,96
201207,0.826428,0.169279,96
201208,0.826282,0.168909,96
201209,0.829527,0.169448,96
201210,0.82853,0.170148,96
201211,0.825038,0.170027,96
201212,0.825621,0.169932,95
201301,0.83279,0.169119,95
201302,0.83851,0.168949,95
201303,0.837791,0.168105,95
201304,0.825481,0.16852,95
201305,0.820058,0.168728,95
201306,0.818391,0.169574,95
201307,0.824249,0.16945,96
201308,0.826356,0.169044,95
201309,0.828488,0.169443,95
201310,0.829786,0.170498,96
201311,0.825491,0.17036,96
201312,0.81918,0.170034,96
201401,0.823126,0.169446,95
201402,0.827194,0.168192,95
201403,0.828705,0.167758,95
201404,0.819968,0.168892,95
201405,0.820188,0.169082,95
201406,0.819827,0.168846,95
201407,0.828926,0.168793,95
201408,0.834728,0.169071,95
201409,0.83413,0.169227,95
201410,0.829787,0.169653,95
201411,0.830132,0.169523,95
201412,0.831992,0.169187,95
201501,0.831277,0.167915,95
201502,0.830854,0.16697,94
201503,0.831493,0.166956,94
201504,0.822486,0.166962,94
201505,0.819649,0.166357,94
201506,0.816655,0.167426,94
201507,0.829547,0.168032,95
201508,0.831029,0.167087,94
201509,0.826182,0.166924,94
201510,0.822846,0.16901,95
201511,0.823658,0.169221,95
201512,0.82363,0.168834,95
201601,0.827575,0.168313,95
201602,0.829735,0.167366,94
201603,0.827875,0.167493,94
201604,0.820723,0.16747,95
201605,0.821564,0.167254,95
201606,0.81761,0.167877,95
201607,0.825996,0.167857,95
201608,0.828305,0.167648,95
201609,0.830151,0.167644,95
201610,0.831714,0.168229,95
201611,0.833105,0.168702,95
201612,0.831787,0.168772,95
201701,0.834264,0.167658,94
201702,0.842752,0.166568,94
201703,0.846486,0.166634,94
201704,0.835827,0.166369,94
201705,0.830021,0.166477,94
201706,0.828853,0.16731,94
201707,0.835855,0.167431,94
201708,0.833543,0.167052,94
201709,0.833895,0.166614,94
201710,0.833289,0.167056,94
201711,0.828657,0.167592,95
201712,0.827351,0.167928,95
201801,0.825758,0.166829,94
201802,0.830721,0.165246,94
201803,0.833258,0.165156,94
201804,0.821171,0.165007,93
201805,0.818325,0.165046,94
201806,0.812791,0.165987,94
201807,0.820277,0.16695,94
201808,0.824907,0.166849,94
201809,0.820187,0.166852,94
201810,0.816169,0.16728,94
201811,0.816771,0.167405,94
201812,0.824081,0.16711,94
201901,0.831759,0.165044,94
201902,0.83946,0.162764,93
201903,0.838984,0.163347,93
201904,0.826754,0.163689,93
201905,0.820214,0.164149,93
201906,0.81666,0.165463,94
201907,0.826453,0.165346,94
201908,0.827009,0.165308,94
201909,0.826039,0.165644,94
201910,0.824524,0.166029,94
201911,0.824467,0.165813,94
201912,0.828386,0.165737,94
202001,0.835541,0.165554,94
202002,0.841837,0.163327,93
202003,0.836337,0.163595,93
202004,0.821001,0.164472,94
202005,0.817547,0.165376,94
202006,0.813619,0.166576,94
202007,0.826216,0.166394,94
202008,0.830243,0.166714,94
202009,0.829297,0.167072,94
202010,0.826447,0.167581,94
202011,0.824404,0.168014,94
202012,0.826521,0.167777,94
202101,0.821738,0.166967,94
202102,0.837114,0.165206,94
202103,0.836751,0.164714,94
202104,0.823011,0.165356,94
202105,0.820584,0.166584,94
202106,0.79253,0.16796,94
202107,0.825086,0.167767,94
202108,0.808676,0.16729,94
202109,0.818874,0.16754,94
202110,0.802209,0.167706,94
202111,0.785847,0.167539,94
202112,0.828753,0.167071,94
202201,0.818058,0.165891,94
202202,0.827139,0.164695,94
202203,0.820113,0.164763,94
202204,0.802921,0.164903,94
202205,0.801484,0.165651,94
202206,0.783281,0.165853,94
202207,0.824783,0.166289,94
202208,0.817144,0.166444,94
202209,0.829861,0.166735,94
202210,0.813196,0.167118,94
202211,0.798664,0.167141,94
202212,0.840042,0.167083,94
202301,0.826857,0.166014,94
202302,0.836213,0.164365,93
202303,0.828537,0.164993,93
202304,0.81587,0.165964,94
202305,0.818446,0.166251,94
202306,0.78888,0.166369,94
202307,0.826176,0.166499,94
202308,0.820228,0.1668,94
202309,0.831647,0.166671,94
202310,0.818087,0.167582,94
202311,0.798575,0.16859,95
202312,0.832714,0.169138,95
202401,0.819455,0.166647,94
202402,0.830724,0.164924,93
202403,0.823717,0.164803,93
202404,0.815332,0.165802,94
202405,0.830965,0.167828,94
202406,0.81342,0.170237,95
