method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6
30y_etrend,42/3_ST_Fits,c,3.069,0.046079989850097626,32,8,0.03420805790144747,0.048488111135265896,1.3157475864894066,0.06094452297712094,0.004923334985945054,278.9384883357542,141.79438233796088,4.987847266195176,5.370728948138298,0.03856670160447394,0,0
30y_etrend3CS,42/3_ST_Fits,c,3.303,0.046079989850097626,51,21,0.024244055567632948,0.024244055567632948,1.1063891477773362,0.07135518548033137,-0.007155316321399552,234.5544993287953,97.94663528833141,4.987847266195176,0.04390959322279898,0.03856670160447394,0,0
lowess1dg20wnc,42/3_ST_Fits,c,3.597,0.11025008816091765,6,4,0.035177995107975195,0.1781161355231305,1.0957281309855538,0.05772812316908054,0.0030812972197026916,253.11319825766293,80.13870322793565,5.13866290182419,4.136211192230601,0.036647754907608035,0,0
butterworth,42/2_LT_Fits,c,8.203,0.12714813005232725,5,1,0.023388060199748963,0.43403908119598505,0.9684707876352189,0.06326528097446776,-0.01799142761298515,137.52285184420109,99.31414059395388,3.2206921199338416,1.960159364133176,0.003367958432761686,0,0
15y_etrend,42/3_ST_Fits,c,6.12,0.0595731997595424,42,15,7.875086626546708e-05,0.0030415545885493942,0.9291789988968492,0.07660635461176726,0.0019611421263763407,210.92363274958475,120.51362114814576,8.218162298962302,0.5897494018800464,0.012816359996795807,0,0
lowess1dt30wnc,42/3_ST_Fits,c,4.888,0.1451578347703382,8,2,0.05813386924549798,0.4385015627851489,0.8746371863550634,0.06621461554763723,0.0013718080497246027,202.04119004801964,51.60793304966483,3.842518110584417,2.370620031736299,0.018407848477363587,0,0
quartic,42/2_LT_Fits,c,2.922,0.050789731121769814,89,6,0.03397546972962221,0.07911512360188822,0.8531832893143617,0.08022385384658776,0.006142683473204762,120.298843793325,98.2628595164282,5.235758425157749,6.3354506351201945,0.0417291965275344,0,0
lag10y,42/1_Run_Means,c,2.994,0.03955333817115523,107,39,3.586746473040055e-13,0.00022701105628178243,0.8063198855828394,0.06374133925670969,-0.03178482706198928,186.2598935696359,97.44736255480566,4.6341520402153265,3.9983897539863396,0.001006770133972168,0,0
lowess1dt20wnc,42/3_ST_Fits,c,6.863,0.18526493679852254,8,0,0.21260900315855838,0.4503318924495247,0.6682282872013962,0.07955429903315496,0.0008266980405009928,154.36073434352252,27.636355214544572,3.192408510439299,1.9335666858517897,0.010791048407554626,0,0
raw1y,42/1_Run_Means,c,31.215,0.13176504059901206,0,0,0.9495936799737319,0.9495936799737319,0.6680173974097422,0.12278476067839007,-1.1352185176048444e-05,154.31201880165045,66.39233242363875,1.5831237701980856,1.8254931452561836,0.0018183052539825439,0,0
