method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6
cent30y,42/1_Run_Means,r,0.6386848856372934,0.028845810566588276,0,0,0.9988774138322408,0.9988774138322408,2.399740201692379,0.021098290289548127,-6.226887157380715e-05,530.3425845740157,189.67008784918843,2.7945081006119143,9.369556032424262,-0.004989668301173619,0,0
raw1y,42/1_Run_Means,c,32.6721248578671,0.13216454931146293,0,0,0.5714279781789408,0.5714279781789408,0.6538944594048134,0.12399082085026492,-0.001410689432218316,151.0496201225119,54.19657031650292,1.9691511142429186,2.9535933052532584,0.0014333516359329225,0,0
raw1y,42/1_Run_Means,r,32.6721248578671,0.13216454931146293,0,0,0.5714279781789408,0.5714279781789408,0.6538944594048134,0.12399082085026492,-0.001410689432218316,151.0496201225119,54.19657031650292,1.9691511142429186,2.9535933052532584,0.0014333516359329225,0,0
cent21y,42/1_Run_Means,r,1.3924675301420972,0.03149877520237896,0,0,0.9997865143459962,0.9997865143459962,2.5439296487788106,0.004645105898327546,1.2784555264107593e-05,587.6477488679052,223.11231876070286,13.45187566588402,15.16792453666282,-0.0002701878547668457,0,0
lag5y,42/1_Run_Means,c,6.112608722929286,0.0486226967762654,95,27,2.775872448352374e-10,0.00012072898486356868,0.6955494760794755,0.0669253699751719,-0.013128038060859458,160.67192897435885,20.52387587381215,0.31018640909827544,6.73164165827654,0.003994083404541016,0,0
cent20y,42/1_Run_Means,r,1.0,0.031944924927191976,0,0,1.0,1.0,2.5410155623572517,0.0,0.0,586.9745949045251,223.30123241260125,14.93656162902558,14.72084349482689,0.0,0,0
lag10y,42/1_Run_Means,c,3.1854298215452053,0.04003477877180833,63,30,1.942211568949792e-07,5.847299370892976e-07,0.8568151985587665,0.059731050805389575,-0.029440464754286525,197.92431086707506,17.298855565246132,0.5614515674944458,4.186319838534091,0.004846280813217163,0,0
OLS_hinge75,42/2_LT_Fits,c,2.298306091421959,0.035560148709211474,105,74,6.5189193841233565e-25,3.8548739254242e-23,-5.628825236591925,0.13722127268235917,0.05014185425236006,-878.0967369083403,-900.5923291948031,0.023970638255101852,7.74697423209746,0.23178811567568508,0,0
OLS_hinge75,42/2_LT_Fits,r,0.7674720331321025,0.028254745324995334,136,107,5.779921885616851e-30,2.128869730832244e-28,-12.157918064230662,0.14026813329488533,-0.0194989244652456,-1896.6352180199833,-1670.874036000947,3.838083313279472e-09,11.121709577756247,-0.028443637264546684,0,0
OLS_refit,42/2_LT_Fits,c,0.7617888485489451,0.02993469015311048,123,100,3.117203504582213e-26,2.205610052387219e-18,-13.249385325455222,0.16941129624359677,-0.07603178900253448,-1868.1633308891862,-1705.1017458548279,4.536373794071555,1.057685184324814e-10,0.06157596096291336,0,0
OLS_refit,42/2_LT_Fits,r,2.2015704801321914e-14,0.02091471107144276,185,176,2.2879053458499532e-49,2.371303980792163e-47,-30.66663863368755,0.15138848639775965,-0.01781948307262435,-5826.661340400635,-2773.0191412393606,5.8269476486533914e-49,5.415159206652616,-0.04755682649195183,0,0
TheilSen_h7075,42/2_LT_Fits,c,2.3797468620635365,0.03662515713404237,114,79,5.697762507435818e-65,2.9639742362928794e-59,-13.14934297601552,0.1835312155304415,0.058364871604482685,-2051.297504258421,-2118.489347820917,2.9565666321003055,1.545761098664485,0.3045328960311954,0,0
TheilSen_h7075,42/2_LT_Fits,r,0.9111952750722968,0.03032614662759458,115,95,1.0395284448828645e-33,5.790589012814899e-32,-10.852830322322632,0.16612649082624725,0.08395097369526752,-1693.0415302823305,-498.287730164105,4.116504639524478e-31,0.0025871210837667626,0.13556164110961752,0,0
Bayes_seq_CP,42/2_LT_Fits,c,2.930662798893699,0.036162544554455445,135,86,2.5181507141938546e-22,9.775668754793683e-15,-1.2502785494141488,0.08058538548881142,0.004449747147300841,-240.05348148751656,-12.750085110333156,3.1678945759417183,6.489250440181404,0.10293675739765167,0,0
Bayes_seq_CP,42/2_LT_Fits,r,0.7047660945107143,0.02075257768924303,179,83,4.955489033823925e-12,9.76765099179675e-09,-0.18821934515104924,0.045164759850291746,-0.0034925879911333574,-43.47866872989238,115.20206566739827,12.041679622110587,3.630336793929427,-0.024618242602348333,0,0
hinge75meet,42/2_LT_Fits,c,2.0286511378038585,0.07145137946814126,68,53,7.555701222504424e-10,1.0798348300712817e-09,-1.6478315386775826,0.16959430903998027,0.08690670139294852,-257.0617200337029,-344.3801924631347,2.7572120455896374,4.379757721242722,0.301898120457052,0,0
hinge75meet,42/2_LT_Fits,r,0.017381816502801815,0.039613132364440994,138,110,0.0,9.88982963423141e-127,-70.3236723292467,0.1775231475368653,-0.09276736333811285,-10970.492883362485,-1395.1075328132733,0.008948362652871316,2.893237613339013e-13,0.01669217040849726,0,0
OLS_AR5split,42/2_LT_Fits,r,0.4588755829522306,0.04319648788472813,167,117,2.47712584399752e-15,1.9181472751870627e-14,-5.331948668432343,0.17112285188851423,-0.08741434570994036,-1013.0702470021452,-1093.0530478220232,0.23710347245820554,0.009805455844000022,-0.13126267241585604,0,0
OLS_AR5all,42/2_LT_Fits,r,1.1558245020694002e-13,0.040169363417806775,179,145,3.444327020297796e-31,9.808788482575256e-31,-17.7925384013991,0.27886265703050256,-0.16805917583013721,-3380.582296265829,-3335.0227204365647,0.046665610020385544,8.305466473483357e-07,-0.38660520732402687,0,0
