method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.027119294177871966,0,0,1.0,1.0,2.6991643298356274,0.0,0.0,418.3704711245222,243.04016849318953,0.0,0.0,0.0,0.0,1984.6249999999884,2010.6249999999648,
lowess1dt36wnc,42/3_ST_Fits,c,3.4357494614010102,0.05324359253876849,12,0,0.19558858418931419,0.2528137769033984,1.544120813677289,0.046134890815597386,-0.011815967255076734,248.60345100204353,154.62199771455798,0.04390323822827789,0.04142394146483354,-0.011179410059059335,-0.029817690389578,1986.6249999999866,2013.7083333332953,
Kal_flexLin,42/5_Kalman,c,4.759370294290658,0.05317657451406971,0,0,0.9450069574358834,0.9450069574358834,1.6789813126181272,0.04458758786425605,-0.010550106173429713,270.3159913315185,166.9793824286968,0.041425456848230326,0.040550953098406395,-0.009424120117638338,-0.025256785989971102,1986.3749999999868,2014.1249999999616,
GAM_AR1,42/4_GAM_AR1,c,7.029172452260224,0.043238650391616194,33,2,0.00829693021868374,0.25725076617302617,1.414505541450468,0.04981191583943549,-0.0028889434208184527,200.85978688596646,142.39282227964372,0.0470086895717142,0.04227791069816274,-0.012072292833169457,-0.024690328476806682,1986.2083333333203,2014.0416666666283,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.167325257896926,0.05028990220326262,0,0,0.923921568627451,0.923921568627451,1.5923322413516918,0.044350588710589306,-0.000977335432467028,242.03450068545715,163.55044591806677,0.03832197436109485,0.03666298247228538,0.0009717617236955862,0.004472919337518091,1985.6249999999875,2012.5416666666297,
GWI_tot_CGWL,43/3_Human_Induced,c,2.8276750629837877,0.07566208129107324,0,0,0.9961862479121082,0.9961862479121082,1.555360446496574,0.026900427012424597,-0.01578908696731862,110.43059170125676,110.43059170125679,0.026900427012424597,0.026900427012424597,-0.01578908696731862,-0.02614030644932697,1986.45833333332,2014.0416666666283,
GWI_tot_SR15,43/3_Human_Induced,c,2.6219840224568562,0.06801536087079553,0,0,0.9173970632157672,0.9173970632157672,1.5094936622564241,0.04525115468841771,-0.01155212019042525,107.17405002020611,107.1740500202061,0.045251154688417713,0.045251154688417713,-0.01155212019042525,-0.02780117090863977,1986.5416666666533,2013.7083333332953,
EBMKF_ta4,43/2_Kalman,c,1.8445677043262316,0.029946603693723425,71,24,0.002517312497339434,0.011372816230321754,1.5628397603006114,0.0343322551684653,0.008594256774382018,251.61720140839844,132.31661364473916,0.035394601942045335,0.039545160551668075,0.021762690310390898,0.02403263127130326,1982.87499999999,2009.2916666666326,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.5457716232677416,0.03167789607743136,5,0,0.3448275862068966,0.4965517241379311,2.0181172969468175,0.032699923296915644,0.020204464410653267,175.57620483437313,175.57620483437313,0.032699923296915644,0.03596188789700787,0.020204464410653267,0.029405291883423227,1984.2083333333221,2009.4583333332992,
equal_weight_comb,co/combination,c,3.7371184142656446,0.03793607831654977,0,0,0.9938397684674738,0.9938397684674738,2.082300921076075,0.027908850178779032,-0.003619276534054536,335.25044829324804,202.78540876948313,0.026313867561699907,0.022486035452089284,-0.0008391499696078275,-0.006856324116205459,1985.8749999999873,2011.8749999999636,
PIVW_comb,co/combination,c,3.05599072840612,0.03313316836120945,0,0,0.9963853324685658,0.9963853324685658,2.243041898350566,0.023204575085771634,-0.002006117252087083,361.1297456344412,220.20237642060692,0.020665491806659376,0.018417478013585183,0.001953163085107871,-0.0011122943160592638,1985.5416666666542,2011.2916666666308,
