method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,Mdyrs15,Mdyrs20,Fdyrs15,Fdyrs20,EdyrsA,RMSyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eMdyrs15,eMdyrs20,eFdyrs15,eFdyrs20,eEdyrsA,eRMSyrsA,nceEdyrs
lag10y,42/1_Run_Means,c,3.043240620141544,0.039621909802529026,112,23,1.861421776664907e-05,0.011599995042504628,1.016312987323493,0.06473026051560353,-0.027705551860894347,234.7683000717269,108.39133832820559,0.06362171448401431,0.04163584514670121,-0.035666002829869585,4.665722115106666,0.0,0.009377798438072205,5.416666666811807,-1,5.416666666811807,-1,5.416666666811807,-1,4.305555555691285,4.746831301886639,7.0,94.04680111108941,0.060914719881407495,0.002432729283968596,2.2514960496497554,0.0,0.05280155372619627,3.58333333348196,-1,3.58333333348196,-1,3.58333333348196,-1,0.33333333347646504,0.33333333347646504,7.0
lag5y,42/1_Run_Means,c,5.594626850299528,0.04861177086346297,78,17,1.1179418969158989e-05,0.006710033198747749,1.024697103802661,0.06877788352625264,-0.011264566199055739,236.70503097841473,92.4297122016602,0.05958283329074736,0.05179442568291556,-0.00857188171810574,4.775792298328427,0.0,0.008625394105911255,3.583333333480141,-1,5.083333333478777,-1,2.083333333481505,-1,2.0486111112489502,3.0096776775597394,9.2,51.63543291850084,0.06861770469426161,0.029526850395732444,5.1700365080929025,0.0,0.05204914939403532,1.750000000150294,-1,3.2500000001489298,-1,0.25000000015165824,-1,-0.6782407405966321,0.6782407405966321,10.2
raw1y,42/1_Run_Means,c,29.992831225015145,0.13235408520873357,0,0,0.8954894030465322,0.9112687594316499,0.6632591437677051,0.12327770728080589,0.002315646904274757,153.2128622103399,55.55616051368416,0.13029325029700267,0.12118208733947859,0.010650999016231961,2.305660591324233,0.0,0.0050226300954818726,1.3125000001489298,-1,14.000000000137561,-1,-9.749999999841066,-1,0.22384259273207038,1.1967662887857795,26.4,47.894340496672,0.1402291590499421,0.04874973113007015,1.4595533944399104,0.0,0.04844638538360594,-0.5208333331809172,-1,12.166666666807714,-1,-11.583333333170913,-1,-2.5043320104362605,2.5043320104362605,28.4
raw1y,42/1_Run_Means,r,29.992831225015145,0.13235408520873357,0,0,0.8954894030465322,0.9112687594316499,0.6632591437677051,0.12327770728080589,0.002315646904274757,153.2128622103399,55.55616051368416,0.13029325029700267,0.12118208733947859,0.010650999016231961,2.305660591324233,0.0,0.0050226300954818726,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,47.894340496672,0.1402291590499421,0.04874973113007015,1.4595533944399104,0.0,0.04844638538360594,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent10y,42/1_Run_Means,r,2.0964821761623305,0.039713327684300144,10,0,0.3912693731350324,0.43185058701339296,1.781302189903042,0.03914036952524504,0.0010403552217594474,411.48080586760267,175.93072822066145,0.02874282889914091,0.02865264583749459,0.0060473872555626765,7.065785262994106,0.0,0.006124240159988403,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,69.84985139042516,0.05680633442507215,0.04414611936940086,8.062326359099078,0.0,0.04954799544811247,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent20y,42/1_Run_Means,r,1.0,0.03203633701506935,0,0,1.0,1.0,2.543994035266793,0.0,0.0,587.6626221466292,226.98522164437452,0.0,0.0,0.0,11.605457557275406,0.0,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,115.58159464585914,0.04552355420617,0.038098732113838185,10.074298210057888,0.0,0.04342375528812407,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent21y,42/1_Run_Means,r,1.486494760311606,0.03159034759527027,0,0,0.9996921199955122,0.9996921199955122,2.5472042242917943,0.004613806238075829,-0.0001419569907187851,588.4041758114045,227.24302457797884,0.004452857016722989,0.0039710605454110984,-0.0008161617649926079,11.23710224409544,0.0,-0.0010796427726745606,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,117.37462636580881,0.0449331752406793,0.03728257034884558,10.816362391952465,0.0,0.042344112515449506,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent30y,42/1_Run_Means,r,0.7089331361828429,0.029138027710672115,0,0,0.9699885542354202,0.9699885542354202,2.2623607932126175,0.024943203745789032,-0.00038108082669386766,499.9817352999885,198.73827214765066,0.020607196491458857,0.019300541029898106,-0.009270203113555909,12.465696107221456,0.0,-0.011158609390258789,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,144.91621450661242,0.03680983739639867,0.030345230369006874,13.629028101435175,0.0,0.03670928110395157,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
OLS_refit,42/2_LT_Fits,c,0.7466136835026458,0.029789896055329303,120,104,1.897796723727839e-24,1.2675953140233033e-23,-13.507320094966403,0.17240519322140152,-0.06669394390969909,-1904.5321333902627,-1861.006931856256,0.20890119222308398,0.1761999294252672,-0.10851410174304138,1.665578778951754e-07,0.0,0.05631756568415138,13.583333333471046,-1,13.583333333471046,-1,13.583333333471046,-1,15.013888889014956,15.215694565639765,6.0,-1553.355590426417,0.1896721258322475,-0.07041536962920321,3.5768463682351354e-06,0.0,0.09974132097227544,11.750000000141199,-1,11.750000000141199,-1,11.750000000141199,-1,11.041666666800134,11.041666666800134,6.0
OLS_refit,42/2_LT_Fits,r,0.0,0.02080402657730411,182,161,1.0440626431133602e-49,1.165490785892247e-48,-33.39283553651266,0.15341108027645328,-0.0181402025580063,-6344.638751937406,-3077.5441184671295,0.16301509679715462,0.17570440146072325,-0.10477375530479777,1.145900267208912e-30,0.0,-0.055302501209612484,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,-1834.4490644361244,0.133760058515349,-0.0666750231909596,5.407904970520428e-25,0.0,-0.01187874592148842,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
