method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.027538787603032435,0,0,1.0,1.0,2.6864766206568373,0.0,0.0,416.4038762018098,242.21340499086128,0.0,0.0,0.0,0.0,1984.2916666666554,2010.1249999999652,
lowess1dt36wnc,42/3_ST_Fits,c,3.6789878638507965,0.0561862585816495,18,0,0.14173744110602926,0.16673685911687544,1.4411952745701586,0.04912274034617023,-0.013545367143878878,232.03243920579553,141.65757557902668,0.04722118680551243,0.04604888661146155,-0.012156074938104236,-0.03186765912254987,1986.5416666666533,2013.2083333332957,
Kal_flexLin,42/5_Kalman,c,4.826247451590709,0.05317657451406971,0,0,0.8949069392782277,0.8949069392782277,1.6463751123421306,0.046453766219732295,-0.011283760974462605,265.06639308708304,162.59911729035736,0.043995178025816636,0.04459493857514861,-0.009991374451830175,-0.026231725707618225,1986.3749999999868,2013.7916666666285,
GAM_AR1,42/4_GAM_AR1,c,7.425793146804318,0.04421738249197967,24,4,0.004694327763260107,0.17150966729116898,1.3496547396831462,0.05293808455736856,-0.008246495008102903,191.65097303500676,123.11636241482626,0.053559266875619196,0.047816528668599347,-0.01630736314625521,-0.027937862657088367,1986.3749999999868,2013.624999999962,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.566668801620327,0.05023603214142032,0,0,0.8975238095238095,0.8975238095238095,1.6360569506009919,0.043541627556201466,-0.0012276929657299583,248.68065649135076,164.58328457784307,0.038919712178652914,0.03767016734293607,0.0003882467382300009,0.0024058654226475303,1985.6249999999875,2009.7916666666322,
GWI_tot_CGWL,43/3_Human_Induced,c,2.7981733132743862,0.0758480174428798,0,0,0.9969547884761585,0.9969547884761585,1.5207744820439608,0.032675940974131984,-0.018079115533192164,107.97498822512122,107.97498822512122,0.03267594097413199,0.032675940974131984,-0.018079115533192164,-0.029778206372075126,1986.7083333333198,2013.4583333332955,
GWI_tot_SR15,43/3_Human_Induced,c,2.6129752915015376,0.06813455669796316,0,0,0.8669880918289877,0.8669880918289877,1.4579890285070922,0.050032980710761066,-0.01436113035433905,103.51722102400355,103.51722102400356,0.050032980710761066,0.050032980710761066,-0.014361130354339047,-0.03251550714145759,1986.791666666653,2013.1249999999625,
EBMKF_ta4,43/2_Kalman,c,1.8940162816069226,0.029878154515345413,69,11,8.97101533050321e-05,0.0052532721674153245,1.6404798483078336,0.03433279415717021,0.01664987644303404,264.1172555775612,132.6475711989925,0.03643884422743077,0.04067211950665625,0.014107178725398887,-0.003625237669570379,1985.2083333333212,2012.0416666666301,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.5977631968487636,0.03169035230823818,5,0,0.3103448275862069,0.4137931034482759,2.0796531745002196,0.030196833630963597,0.017584719645990295,180.9298261815191,180.9298261815191,0.0301968336309636,0.033216715224907926,0.017584719645990295,0.022739269009497565,1984.7083333333217,2009.6249999999657,
equal_weight_comb,co/combination,c,4.0186924518163565,0.03793607831654977,0,0,0.9555735383110561,0.9555735383110561,2.0423442138284384,0.02989834430463677,-0.003188135738776898,328.8174184263786,195.83810729080412,0.03001191549782454,0.027619253058607036,-0.003425526540087326,-0.013470793870965267,1986.2083333333203,2012.29166666663,
PIVW_comb,co/combination,c,3.28401057847082,0.03313316836120945,0,0,0.9767789995542793,0.9767789995542793,2.2128587454719586,0.02459111320412765,0.00034569568199117407,356.27025802098535,213.24756005946216,0.024210039020024006,0.023274962792967813,-0.0006488484111185122,-0.008720112319244785,1986.0416666666538,2011.708333333297,
