method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.02912059589136713,0,0,1.0,1.0,2.6353620337155528,0.0,0.0,408.4811152259107,237.69467098427634,0.0,0.0,0.0,0.0,1970.2916666666645,1996.4583333333073,
lowess1dt36wnc,42/3_ST_Fits,c,3.733352113547168,0.06697727551321127,1,0,0.1954685384164693,0.7631749541443383,1.5806188115385713,0.04359985373439249,-0.009238205805088304,254.47962865770998,164.15936977085772,0.04162401894567379,0.03804428345913196,-0.011953881487194335,-0.01859650292951701,1976.3749999999923,1997.1249999999734,2019.958333333286
Kal_flexLin,42/5_Kalman,c,4.984169859454633,0.05317657451406971,0,0,0.8678839479978276,0.8678839479978276,1.6638770470957969,0.04564833570316169,-0.01010573458433144,267.8842045824233,168.30381154352318,0.04061647037461659,0.03714611238915116,-0.009942034215533524,-0.015737764721921958,1976.4583333333255,1997.29166666664,2019.5416666666197
GAM_AR1,42/4_GAM_AR1,c,4.341905862994477,0.03984452960004788,31,16,5.548132916082408e-06,0.00025837912629589685,1.085294843318244,0.052307177749261115,-0.024623858459796817,154.11186775119066,62.93794486974186,0.05865852090131852,0.05997694712360047,-0.03662191288333623,-0.049902894330081264,1976.7083333333253,1997.4583333333064,2019.958333333286
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.577869662058052,0.05068879717817673,0,0,0.8880898876404495,0.8880898876404495,1.6211400108068148,0.046430602972640116,-0.014780161582479035,246.41328164263587,156.43475521459732,0.0453513143314551,0.04292257796913981,-0.011655842723318821,-0.003938009506430603,1969.6249999999984,1994.9583333333087,2018.9583333332869
GWI_tot_CGWL,43/3_Human_Induced,c,2.684072542179935,0.06764201501907417,0,0,0.962310378439322,0.962310378439322,1.4382459981564932,0.059140521964018436,-0.04518254448667634,102.11546586911102,102.115465869111,0.059140521964018436,0.059140521964018436,-0.045182544486676336,-0.06308236795789725,1976.3749999999923,1997.5416666666397,2022.9583333332832
GWI_tot_SR15,43/3_Human_Induced,c,2.580622170875428,0.062408187912790965,0,0,0.7702413704255718,0.7702413704255718,1.444558211330621,0.05534160256343015,-0.029440600567122,102.5636330044741,102.5636330044741,0.055341602563430146,0.055341602563430146,-0.029440600567122,-0.04584833416707161,1976.1249999999925,1999.2083333333048,2022.2916666666172
EBMKF_ta4,43/2_Kalman,c,2.1902248011975773,0.030185268787484835,152,124,7.703346804221184e-20,2.0141919062178653e-16,-7.477795519296866,0.08970267680996942,-0.073728302564468,-1203.9250786067955,-1196.0656519584302,0.10599375080509427,0.1172032822330851,-0.09800709901327935,-0.1305293020197918,1978.7083333333235,2002.7083333333017,2023.3749999999495
FaIR_comb_unB,43/1_ERF_FaIR,c,2.057779040278066,0.034658304555183365,68,0,0.1058813787649039,0.1058813787649039,0.588865921587676,0.06758287284735122,-0.045254481573779246,51.231335178127814,51.23133517812782,0.06758287284735123,0.06399343199090664,-0.04525448157377924,-0.009786233937455176,1975.2083333333267,1997.29166666664,2019.2083333332866
equal_weight_comb,co/combination,c,3.6080620204958773,0.03793607831654977,1,0,0.4361853110729015,0.6457157804650933,1.7376126460357932,0.04208345814054788,-0.02779318558541391,279.7556360117627,155.77063955784655,0.04584786002159937,0.048204780245996615,-0.03606080324141512,-0.04165329648615645,1976.3749999999923,1997.7083333333062,2021.4583333332846
PIVW_comb,co/combination,c,3.029710722659626,0.03313316836120945,67,0,0.11661676096109493,0.20412401460958735,1.5601412975757911,0.045142421443387155,-0.033718373688083086,251.18274890970235,129.05983082999475,0.050115681377538815,0.05252015214313472,-0.04340399274733026,-0.04639509734655631,1976.3749999999923,1997.8749999999727,2021.6249999999511
