method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,Mdyrs15,Mdyrs20,Fdyrs15,Fdyrs20,EdyrsA,RMSyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eMdyrs15,eMdyrs20,eFdyrs15,eFdyrs20,eEdyrsA,eRMSyrsA,nceEdyrs
etrend30y_3CS,42/3_ST_Fits,c,3.031007463511986,0.04140415290941022,87,3,0.07748590550148866,0.10361805265450118,1.224488225460394,0.057563473484918415,-0.024805208016015663,259.59150379760354,86.30114953936135,0.06590546696825225,-0.04109767056793231,2.0885294716081284,1.1140051424578952,-0.011037607423718754,2.500000000142336,1.9166666668229482,2.500000000142336,1.9166666668229482,2.500000000142336,1.9166666668229482,0.7916666668477129,1.5487823772622238,24.0,45.42329195355715,0.07664243603778442,-0.02249976375325116,3.111212272887784,8.545068243437274,0.044814392455164574,3.5833333334737745,1.0833333334912822,3.5833333334737745,1.0833333334912822,3.5833333334737745,1.0833333334912822,0.1485507248184663,0.1485507248184663,23.0
opt_clim_norm,42/3_ST_Fits,c,16.30631057451422,0.04835928696808345,97,54,3.1085295322088157e-30,2.5781924102470016e-21,-2.2223240056182676,0.08866328832782229,-0.034616481766183566,-513.3568452978199,-97.18883062494471,0.10697568332792848,-0.039269240697224934,0.32280297625705645,2.4882592133605392,-0.034714031219482425,2.3750000001425633,1.0000000001571152,3.8333333334744566,2.7500000001555236,0.91666666681067,-0.7499999998412932,1.0717592594385397,2.531796891385669,52.2,-69.9062001536233,0.10729097576377648,-0.020671333882543788,3.9540380559226445,0.20674378265756796,0.02113796865940091,3.458333333474002,0.16666666682544928,4.916666666805895,1.9166666668238577,2.0000000001421085,-1.583333333172959,0.5458937199857979,0.5458937199857979,50.2
opt_clim_norm,42/3_ST_Fits,r,6.595860070126828,0.03558333020288309,124,61,1.907061090061881e-22,1.3594805164917102e-14,-0.579736023051665,0.06097281005131182,-0.0026344780278055994,-133.91902132493462,87.0709649185319,0.061374681997514,-0.0017390098836686876,1.7304566441255438e-05,0.4047241569151398,0.004849100112915039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.274921988949586,0.07740051477544106,0.01685889693101246,1.369958184185273e-05,0.7144884829343471,0.06070109999179837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lowess1dg20wnc,42/3_ST_Fits,c,3.2070344218971387,0.101583527371047,0,0,0.9986886077074072,0.9986886077074072,1.3997512823334133,0.04358883461471433,-0.016226247922035822,323.34254621901846,83.39398021806414,0.04378989479406004,-0.01946320335070292,2.958777796134332,2.1840103639815873,-0.010353183746337891,1.9166666668097605,1.666666666823403,1.9166666668097605,1.666666666823403,1.9166666668097605,1.666666666823403,0.4166666668478645,1.4563478548168616,24.0,80.27043889037864,0.060041965739692504,-0.0008652965360217732,2.9142561861177474,2.420382941167162,0.04549881613254544,3.000000000141199,0.833333333491737,3.000000000141199,0.833333333491737,3.000000000141199,0.833333333491737,-0.22826086938416862,0.22826086938416862,23.0
lowess1dg20wnc,42/3_ST_Fits,r,0.042060964506086096,0.23214595019817352,0,0,0.9989533994973004,0.9989533994973004,0.5988747813502349,0.029500454143856856,0.014091095519830418,138.34007449190426,73.84934579796779,0.029456810708227966,0.014133020904329089,1.9089853907405463,2.316826158561279,0.00010561943054199219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.04519524669215,0.04049037490274736,0.03273092771901023,1.9339847343362233,2.3026433666930655,0.05595761930942532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etrend30y,42/3_ST_Fits,c,2.9690736914053835,0.04140415290941022,57,0,0.16938156735122062,0.16938156735122062,1.428655232715189,0.04975132107654921,-0.015824617620372638,302.87490933562003,128.06339979382574,0.049376289392522275,-0.020379703681528086,2.0885294716081284,1.1140051424578952,-0.011037607423718754,2.500000000142336,1.9166666668229482,2.500000000142336,1.9166666668229482,2.500000000142336,1.9166666668229482,0.46180555573691134,1.6585741031788808,24.0,83.36836200027628,0.06432425642845031,-0.0017817968668469397,3.111212272887784,8.545068243437274,0.044814392455164574,3.5833333334737745,1.0833333334912822,3.5833333334737745,1.0833333334912822,3.5833333334737745,1.0833333334912822,-0.1956521737319354,0.1956521737319354,23.0
lowess1dt30wnc,42/3_ST_Fits,c,4.41691788523921,0.13915401557460427,0,0,0.9993410567542521,0.9993410567542521,1.2086395154871994,0.04598516834318912,-0.007838207397221143,279.19572807754304,54.54578094433654,0.04501080560227565,-0.006575677792231242,2.1490580898826215,1.70507836204277,0.0029809951782226564,1.5833333334767303,0.5000000001577973,1.5833333334767303,0.5000000001577973,1.5833333334767303,0.5000000001577973,0.31423611129205636,1.105050746742088,26.0,52.49480375704415,0.06769722655332726,0.012022229022449905,2.1698127981542017,1.7116870048015007,0.058832995057105986,2.666666666808169,-0.3333333331738686,2.666666666808169,-0.3333333331738686,2.666666666808169,-0.3333333331738686,-0.29528985489146775,0.29528985489146775,25.0
lowess1dt30wnc,42/3_ST_Fits,r,0.0583471020522191,0.2692100703716278,0,0,0.9999245096886689,0.9999245096886689,0.44239010997852457,0.01831785279656705,0.005060964441086917,102.19211540503917,51.88121748156054,0.018003177839296947,0.0039059652222527396,1.5795413599812531,1.7221248328557135,-0.0022510647773742675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.37858098743568,0.03716401323682362,0.022503872036933888,1.5716683784632175,1.7220232163595297,0.05360093510150906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etrend15y,42/3_ST_Fits,c,5.283828605013351,0.05664494909003616,0,0,0.5784953863424174,0.8302007603756144,1.505946731920623,0.05282333228983448,-0.005996593555630768,341.84990814598143,140.0486205459605,0.05070050392021614,-0.003097010983361079,8.065568452303344,5.0243818078567815,0.005562065243721648,1.3333333334767303,0.4166666668243124,1.3333333334767303,0.4166666668243124,1.3333333334767303,0.4166666668243124,0.2638888890697804,1.1552016018053515,26.0,100.12445170756652,0.07325179495903851,0.015500895831320067,9.513320967452682,6.563919146961078,0.06141406512260498,2.416666666808169,-0.4166666665073535,2.416666666808169,-0.4166666665073535,2.416666666808169,-0.4166666665073535,-0.3623188403988163,0.3623188403988163,25.0
etrend15y,42/3_ST_Fits,r,0.8715697811527172,0.04502593454538113,0,0,0.9996412654320839,0.9996412654320839,2.1004068801141025,0.019590736469124324,0.0036980123705072773,466.2903273853308,172.98620499401483,0.020483786632652153,0.0030473972627381627,11.449825956671102,9.212145056521186,-0.0020576735223288875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.97469418190062,0.037002490296793776,0.01914407264467911,6.254624785026881,7.038845664320898,0.05304192045764284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
