method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,Mdyrs15,Mdyrs20,Fdyrs15,Fdyrs20,EdyrsA,RMSyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eMdyrs15,eMdyrs20,eFdyrs15,eFdyrs20,eEdyrsA,eRMSyrsA,nceEdyrs
lowess1dt20wAR,42/3_ST_Fits,c,7.112,0.12637124693818927,8,1,0.08202265921753962,0.22318726273317957,0.9921681689423529,0.06285830141119855,-0.0005279484322222689,228.19867885674117,60.201749828960054,0.05495818963445354,0.04307349355462964,0.0031429014048492427,2.598978499341895,1.7884886212858189,0.004089755261129963,0.6250000001441549,0.583333333495375,1.6666666668097605,0.583333333495375,-0.4166666665214507,0.583333333495375,-0.0021367519781949574,1.0021196670839678,20.2,57.57463026916548,0.07615206585443418,0.026511388530773086,2.6063421444335293,1.3488901113795044,0.05866305816589327,0.79166666681067,-4.333333333162045,1.8333333334762756,-4.333333333162045,-0.2499999998549356,-4.333333333162045,-1.7200854699241435,1.7200854699241435,20.2
removeMEI_volc_cons,42/6_Remove_IV,c,41.499,0.06149100759345218,72,12,3.9193657937221776e-05,0.0036538162080868948,0.40753265778781145,0.10385412852134203,0.0025996064139067396,48.49638627674956,52.86029038153089,0.09729119335144085,0.09483056578529853,-0.010198234962608828,6.052513090330956,4.195445672095369,-0.014858069583558703,0.6666666668108974,5.027777777935626,2.0833333334762756,13.250000000150521,-0.7499999998544808,-1.3333333331697759,1.364468864625408,3.1405251549809003,46.2,42.03410277915194,0.10282898317556419,0.013170252163315015,6.41899879342632,0.826856496348964,0.0397152333212046,0.8333333334774125,0.1111111112782055,2.2500000001427907,8.333333333493101,-0.5833333331879658,-6.249999999827196,-0.3534798533205406,0.3534798533205406,46.2
lowess1dt20wARMA,42/3_ST_Fits,c,7.202,0.15004415911869654,0,0,0.9997350797236577,0.9997350797236577,0.9773997531226561,0.06316206930083854,-0.00195831984973043,210.14094692137107,51.451873166740285,0.05495818963445354,0.04307349355462964,0.0031429014048492427,2.2870806220812807,1.589985853479905,0.004089755261129963,0.6250000001441549,0.583333333495375,1.6666666668097605,0.583333333495375,-0.4166666665214507,0.583333333495375,-0.0021367519781949574,1.0021196670839678,20.2,49.37300857325941,0.07615206585443418,0.026511388530773086,2.2920887645385553,1.2570369652642641,0.05866305816589327,0.79166666681067,-4.333333333162045,1.8333333334762756,-4.333333333162045,-0.2499999998549356,-4.333333333162045,-1.7200854699241435,1.7200854699241435,20.2
lowess1dt30wnc,42/3_ST_Fits,c,4.946,0.14977128270575268,6,5,1.0069629845801342e-06,0.045851855780364534,0.8653747047411566,0.05008048808536264,0.00010099335094178403,199.036182090466,50.98595888524892,0.03841051912527476,0.034868820723927434,0.006339841930185265,2.1403897194057566,1.5581213367335913,0.013335646498454274,0.5833333334776398,0.5000000001618901,0.5833333334776398,0.5000000001618901,0.5833333334776398,0.5000000001618901,-0.13621794855892125,1.3238974004402644,16.0,48.815117710358194,0.0684779654070192,0.02970832905610911,2.139025318777826,1.2807170106411252,0.06790894940321758,0.7500000001441549,-4.41666666649553,0.7500000001441549,-4.41666666649553,0.7500000001441549,-4.41666666649553,-1.85416666650487,1.85416666650487,16.0
CGWL10y_pUKCP,44/44_EarthModel_CGWL,c,1.507,0.1372373436132203,12,0,0.20355555555555557,0.20355555555555557,0.8350019440421932,0.08908041607628939,0.00028779303357240083,191.21544518566225,44.89846432189437,0.12247845907620403,0.14414164568482007,0.07845232747563592,1.9954219919760547,1.5927729647619469,0.15483840350694508,-0.2499999998549356,-0.6666666665037155,-0.2499999998549356,-0.6666666665037155,-0.2499999998549356,-0.6666666665037155,-2.198717948560793,4.723723994391868,13.0,41.883011157964845,0.1491449928975992,0.10192963716501172,1.985187439711922,1.2363136199349016,0.21045737824151892,-0.08333333318842051,-5.583333333161136,-0.08333333318842051,-5.583333333161136,-0.08333333318842051,-5.583333333161136,-3.9166666665067416,3.9166666665067416,13.0
hinge75meet,42/2_LT_Fits,c,2.886,0.05728314099168814,61,16,0.0006497103162202392,0.001991727984112516,0.8937205215610715,0.0662578846098677,-0.003829877535393218,138.52668084196608,38.17375486368766,0.07660654103370332,0.08935216483499296,-0.011376288161970156,4.125687660337556,0.43351682577091144,0.01586411768375831,2.833333333475366,4.416666666825222,2.833333333475366,4.416666666825222,2.833333333475366,4.416666666825222,1.852564102719358,3.5257750557929177,13.0,42.133641262294645,0.07393855167379024,0.011992198963953687,3.4733259165090278,8.824258517740706,0.07043742058852162,3.000000000141881,-0.4999999998321982,3.000000000141881,-0.4999999998321982,3.000000000141881,-0.4999999998321982,0.1346153847734093,0.1346153847734093,13.0
lowess1dt20wnc,42/3_ST_Fits,c,7.112,0.1963164927216443,4,0,0.1610514933201294,0.5149310612305346,0.7351992783959029,0.06285830141119855,-0.0005279484322222689,169.09583403105768,24.796912972075614,0.05495818963445354,0.04307349355462964,0.0031429014048492427,1.595809135829509,1.1629238643241238,0.004089755261129963,0.6250000001441549,0.583333333495375,1.6666666668097605,0.583333333495375,-0.4166666665214507,0.583333333495375,-0.0021367519781949574,1.0021196670839678,20.2,23.714202629738878,0.07615206585443418,0.026511388530773086,1.5975045677262665,0.9915967505191478,0.05866305816589327,0.79166666681067,-4.333333333162045,1.8333333334762756,-4.333333333162045,-0.2499999998549356,-4.333333333162045,-1.7200854699241435,1.7200854699241435,20.2
lowess2dt20wnc,42/3_ST_Fits,c,13.191,0.25967471931539443,3,0,0.3404651457449942,0.9999022179586852,0.4756908532850967,0.08524344230295154,-0.0008510111226331851,109.40889625557224,-0.5304132252814026,0.08128357171180894,0.06292485563435718,-0.0003289797676496955,1.2100323269571545,0.8854578796934052,-0.002502092134397532,0.5833333334774125,0.333333333495375,1.8333333334762756,0.333333333495375,-0.6666666665214507,0.333333333495375,0.12393162408990908,1.8876787224520322,23.2,-0.9015902908610145,0.09365932700751826,0.02303950735827415,1.2119404431851621,0.7637363852640093,0.05207121077036577,0.7500000001439275,-4.583333333162045,2.0000000001427907,-4.583333333162045,-0.4999999998549356,-4.583333333162045,-1.5940170938560396,1.5940170938560396,23.2
lowess1dt10wnc,42/3_ST_Fits,c,12.962,0.28388580508323596,0,0,0.9995264626717836,0.9995264626717836,0.4596903761481894,0.08075734739061542,-0.0008412129562093843,105.72878651408357,-8.377749858747276,0.07544573509645788,0.062334451835801774,-0.0002624930215478974,1.0769733079821389,0.7929979527653366,-0.0018973417725355267,0.5416666668108974,0.08333333349582972,1.8333333334762756,0.08333333349582972,-0.7499999998544808,0.08333333349582972,0.13568376084207887,1.8312399016602936,24.2,-8.709928254889507,0.08950470167119483,0.023105994104375943,1.078947916127006,0.7077867865356213,0.05267596113222778,0.7083333334774125,-4.83333333316159,2.0000000001427907,-4.83333333316159,-0.5833333331879658,-4.83333333316159,-1.5822649571038698,1.5822649571038698,24.2
cons_hArrh_CO2forc,43/0_Linear,c,1.716,0.2050066267760517,141,68,0.0,2.6467749673944905e-59,-10.609782218988636,0.18233957228852038,0.09898449550124062,-2376.5912170534543,-9.70554001771772,0.1668743157241899,0.14243028815092115,-0.0008225782818504445,1.0581444810733602,0.8438724511292836,-0.1634770617622155,-4.3333333331847825,8.66666666682113,-4.3333333331847825,8.66666666682113,-4.3333333331847825,8.66666666682113,2.8974358975622354,13.689084178307342,11.0,-7.815009434250856,0.14414238027646026,0.0225459088440734,1.0620001518254356,0.8317721029680976,-0.10890375885745218,-4.1666666665182674,3.750000000163709,-4.1666666665182674,3.750000000163709,-4.1666666665182674,3.750000000163709,1.7948717950000979,1.7948717950000979,11.0
