method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.03136827188108736,0,0,1.0,1.0,2.5551853253636407,0.0,0.0,396.05372543136434,232.37725691428213,0.0,0.0,0.0,0.0,1983.4583333333228,2009.1249999999661,
lowess1dt36wnc,42/3_ST_Fits,c,3.5501615898247425,0.07745501970268162,1,0,0.1961072055449523,0.8082439729065328,1.3981700374644639,0.05841710568382759,-0.008011291794795473,225.1053760317787,150.85503287520385,0.0501679025034619,0.04433189025582771,-0.009373955067172106,-0.024376367646823396,1985.458333333321,2009.6249999999657,
Kal_flexLin,42/5_Kalman,c,5.000861759527093,0.05317657451406971,15,0,0.128444202149133,0.128444202149133,1.4216307048636392,0.05763368092817166,-0.01000760488921946,228.8825434830459,150.99586561890857,0.050170178037484595,0.04079002348523175,-0.008121410860825557,-0.02045994830687935,1982.87499999999,2009.7916666666322,
GAM_AR1,42/4_GAM_AR1,c,7.888244264473659,0.06298829943550664,9,1,0.04750527169318827,0.3056173538839543,1.254939282791721,0.06592930107692213,-0.010746867458415252,178.20137815642437,142.16152528391643,0.053012550992418875,0.04504299907826421,-0.009260871971049805,-0.024871098832514035,1986.124999999987,2009.6249999999657,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,5.666147355302935,0.04996769158886029,0,0,0.9926530612244898,0.9926530612244898,1.6433012102730946,0.04438274690321608,-0.0006371461444295818,249.78178396151037,156.51512502092712,0.043682202467926264,0.03460633663626889,-0.0035571646185958536,0.002627016550332747,1984.2916666666554,2009.1249999999661,
GWI_tot_CGWL,43/3_Human_Induced,c,2.461736724852834,0.0794764525884584,0,0,0.9787946553385707,0.9787946553385707,1.518237286947016,0.034905658379516924,-0.0011450581741470317,107.79484737323814,107.79484737323816,0.034905658379516924,0.034905658379516924,-0.0011450581741470317,0.014303989400016474,1982.87499999999,2006.7083333333017,
GWI_tot_SR15,43/3_Human_Induced,c,2.342705274915382,0.07129313208810444,0,0,0.9839777581817207,0.9839777581817207,1.3983983513578662,0.05693055977613825,-0.0017731644459433062,99.2862829464085,99.28628294640849,0.05693055977613825,0.05693055977613825,-0.0017731644459433062,0.0022758910280811185,1983.541666666656,2005.0416666666365,
EBMKF_ta4,43/2_Kalman,c,1.9128505909547406,0.029946513746789544,110,60,0.0031908435153617035,0.0031908435153617035,0.7244270667046736,0.04656537213487549,0.02617750345449361,116.63275773945244,154.04853911719917,0.03407841368901196,0.033963261259850386,0.010417417772685686,-0.0006824492860713506,1982.7916666666567,2008.6249999999666,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.0042887278771793,0.030373967041399712,0,0,0.868382710053424,0.868382710053424,2.14916552445452,0.028507895307476747,0.0010507221421184247,186.9774006275432,186.97740062754323,0.028507895307476747,0.030850730889552407,0.0010507221421184247,0.0009807869887597013,1985.2916666666545,2008.4583333333,
equal_weight_comb,co/combination,c,4.12866818291008,0.03793607831654977,9,0,0.4558396054696512,0.4558396054696512,1.861900033686928,0.03759364369191221,-0.0004973377302345138,299.7659054235954,191.31287323696148,0.03219303629038671,0.026753464324818284,-0.0028553938499757225,-0.007496867304739875,1985.0416666666547,2009.1249999999661,
PIVW_comb,co/combination,c,3.389611727538514,0.03313316836120945,7,0,0.4323869863240261,0.4449826653675493,2.0320541269341525,0.031649643671468344,0.004295289205248712,327.16071443639856,210.25263318398132,0.025585599267859183,0.023901771333418306,-0.0005606750577383984,-0.000744557962895391,1984.6249999999884,2008.7083333332998,
