method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.03241322704667546,0,0,1.0,1.0,2.525492033730651,0.0,0.0,391.4512652282509,233.59676170277385,0.0,0.0,0.0,0.0,1985.2083333333212,2010.041666666632,
lowess1dt36wnc,42/3_ST_Fits,c,4.037442023653046,0.08047413441021174,0,0,0.5660162961989784,0.5660162961989784,1.3566944357883552,0.061612348831211305,-0.01449092744630424,218.4278041619252,160.8107988840497,0.043760869874470365,0.038996540124711945,-0.005852473340407993,-0.029465643970660097,1987.5416666666524,2011.708333333297,
Kal_flexLin,42/5_Kalman,c,5.307582646154132,0.05317657451406971,21,5,0.021101670030805843,0.03667027955294986,1.3547486166060012,0.06021816694301077,-0.006893144466127613,218.1145272735662,158.52758550825885,0.046255933925359906,0.03867108149624196,-0.006378617653358005,-0.025195925211705602,1987.374999999986,2013.0416666666292,
GAM_AR1,42/4_GAM_AR1,c,10.08917988845683,0.0662669067024182,13,7,0.02723721925993532,0.04286649034662357,1.1433934296355204,0.06854078695198411,-0.002323198867627763,162.3618670082439,145.83922831870336,0.048197799315421966,0.04208751979356522,-0.005201763801681826,-0.028978370194314967,1987.2916666666526,2012.958333333296,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,5.961720801708668,0.051193716255231544,0,0,0.9728,0.9728,1.6193357790551737,0.04496447409411988,0.0008040666010754308,246.1390384163864,151.66151146192368,0.04497340675261353,0.03733280461737665,-0.006833446367600825,-8.287774727499407e-05,1986.791666666653,2009.4583333332992,
GWI_tot_CGWL,43/3_Human_Induced,c,2.4708826329419584,0.08697200109323107,0,0,0.9955157783801502,0.9955157783801502,1.37206479211163,0.04943331316789823,0.020786127686146776,97.41660023992573,97.41660023992574,0.04943331316789823,0.04943331316789823,0.02078612768614678,0.046619006455762044,1980.8749999999918,2007.5416666666342,
GWI_tot_SR15,43/3_Human_Induced,c,2.481085504976606,0.0772834633103285,0,0,0.9635066845277077,0.9635066845277077,1.3628479583583182,0.058854767540866285,0.015918988126444593,96.76220504344059,96.76220504344059,0.058854767540866285,0.058854767540866285,0.015918988126444593,0.029841474353723876,1982.0416666666574,2005.208333333303,
EBMKF_ta4,43/2_Kalman,c,2.1017689344336707,0.030349663789831012,119,78,7.879807528932516e-22,2.306207920050698e-15,-4.487460631706331,0.09348441615345512,0.050651429721368234,-722.4811617047193,193.43408557795775,0.02850188921527974,0.02613837940638037,-0.008028398657504763,-0.017101231256202592,1987.0416666666529,2011.374999999964,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.328124763263075,0.026721962118867446,53,0,0.12413793103448277,0.12413793103448277,1.292399501640323,0.04497312873957267,-0.01753257917601228,112.4387566427081,112.43875664270811,0.04497312873957267,0.04225707769362152,-0.01753257917601228,0.011806180713621413,1986.0416666666538,2009.2916666666326,
equal_weight_comb,co/combination,c,4.740892069432532,0.03793607831654977,9,2,0.027650255585052245,0.1397326483767753,1.7776203179915289,0.04069230497151385,0.007917864846755333,286.19687119663615,204.18843594080482,0.025502034663824488,0.020718628072435106,-0.004580516968570345,-0.006056980172967831,1986.9583333333196,2009.9583333332987,
PIVW_comb,co/combination,c,3.813763149342399,0.03313316836120945,29,8,0.0005196507754816052,0.0119809234634276,1.6032643987414057,0.04408124932941044,0.016712242884123332,258.1255681973663,216.49350699489997,0.022624942321521558,0.021430145359074584,-0.003495523729007696,0.006906593231702833,1986.3749999999868,2009.5416666666324,
