method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.02678425702160698,0,0,1.0,1.0,2.7119766881170326,0.0,0.0,420.3563866581401,244.58244437561646,0.0,0.0,0.0,0.0,1987.2916666666526,2013.4583333332955,
lowess1dt36wnc,42/3_ST_Fits,c,3.526469572265175,0.05465045996871798,15,3,0.08005933849180372,0.1355778062962968,1.485071966452122,0.04712840020133466,-0.0130007874420783,239.09658659879165,146.1495722792356,0.044883435326986625,0.04173435633221011,-0.010780019915505612,-0.032637469117536566,1989.1249999999843,2015.2916666666272,
Kal_flexLin,42/5_Kalman,c,4.933020391206842,0.05317657451406971,0,0,0.8938306957205465,0.8938306957205465,1.672133423130436,0.04512926483439533,-0.010708253604698657,269.21348112400017,163.77577397624324,0.043319858787040366,0.0415118851521147,-0.008964195132264884,-0.02733586084663707,1988.9583333333178,2015.208333333294,
GAM_AR1,42/4_GAM_AR1,c,6.746884061148369,0.04286635014925234,31,3,0.0015991344632241668,0.138727963329031,1.3780643836689195,0.05059313208774324,-0.007372636655252921,195.68514248098657,127.97997371289503,0.05118486918778387,0.043604865060194745,-0.01497798843754501,-0.02821982355489205,1989.041666666651,2015.0416666666274,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.096261076684839,0.05023739147835817,0,0,0.8957142857142858,0.8957142857142858,1.6278806955365948,0.043930694499496624,0.0002956320405993477,247.4378657215624,161.5129711978875,0.0405459787209339,0.03847687760494174,0.0023768879924325258,0.005410578967649639,1988.7916666666513,2014.874999999961,
GWI_tot_CGWL,43/3_Human_Induced,c,2.84069176717704,0.07617637398522904,0,0,0.9966957308074818,0.9966957308074818,1.5361497218543818,0.02823120401511196,-0.007160377726425721,109.06663025166111,109.06663025166111,0.02823120401511196,0.02823120401511196,-0.007160377726425721,-0.020684757613131547,1989.1249999999843,2015.7916666666267,
GWI_tot_SR15,43/3_Human_Induced,c,2.6196415233965573,0.06830244437163142,0,0,0.981346084896453,0.981346084896453,1.5125362160339475,0.044190890445319084,-0.0029464983326350953,107.39007133841027,107.39007133841025,0.044190890445319084,0.044190890445319084,-0.0029464983326350953,-0.02175769428696677,1988.4583333333183,2015.7916666666267,
EBMKF_ta4,43/2_Kalman,c,2.07233323866438,0.03063190539430894,0,0,0.5144059097163306,0.5144059097163306,2.2201935754737208,0.02591001353689755,0.007516687738690094,357.45116565126904,217.68657203688193,0.024404820936511078,0.022831729211277445,0.002506947702403667,0.01232407699691754,1986.8749999999864,2013.624999999962,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.9367665591743597,0.03156374040799048,0,0,0.5436556153445583,0.5436556153445583,1.8704259553201876,0.03647669566659907,0.02074377855539938,162.72705811285633,162.7270581128563,0.03647669566659907,0.03973844967466879,0.02074377855539938,0.03732071098222674,1987.4583333333192,2012.5416666666297,
equal_weight_comb,co/combination,c,3.8196457098699383,0.03793607831654977,0,0,0.9679091018614143,0.9679091018614143,2.101307067223024,0.026910939754121847,-0.0034283454922816904,338.3104378229068,203.98714794773662,0.025620086469362157,0.021613681770914262,-0.002884130844134291,-0.007688934883629031,1988.1249999999852,2014.7916666666276,
PIVW_comb,co/combination,c,3.101009829416588,0.03313316836120945,0,0,0.9884850314879192,0.9884850314879192,2.2811668730539574,0.02132474122871857,8.449416393252181e-05,367.26786656168713,222.72571731975734,0.01921851405780994,0.017117861969364805,0.00036201689011226547,6.339485811081835e-05,1987.8749999999854,2014.6249999999611,
