method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.032249580584353905,0,0,1.0,1.0,2.530592171469427,0.0,0.0,392.24178657776116,233.04387189093563,0.0,0.0,0.0,0.0,1982.208333333324,2009.1249999999661,
lowess1dt36wnc,42/3_ST_Fits,c,3.95510283994003,0.08109254067605978,0,0,0.5585862433931467,0.8979640185729734,1.3829573878373287,0.05896607996113565,-0.012502040646316026,222.65613944180993,163.51438430203314,0.04303846367233427,0.037451028532619626,-0.006057862871738126,-0.028348849974021033,1986.3749999999868,2009.374999999966,
Kal_flexLin,42/5_Kalman,c,5.388962221675596,0.05317657451406971,19,1,0.06796699032851002,0.22291475668600774,1.4131346188766254,0.057469561018245116,-0.006648438017267006,227.51467363913667,157.16724158124833,0.046987041037177255,0.0389439389502849,-0.006634966418848032,-0.024397075597193212,1982.87499999999,2009.4583333332992,
GAM_AR1,42/4_GAM_AR1,c,7.284180979655067,0.06354798824988434,5,3,0.003500118234999669,0.22318297908196083,1.1987437964652394,0.06508256483918795,-0.0061723305829242256,170.221619098064,142.17390470220184,0.05325791067401208,0.0388042505567662,-0.006960946387443293,-0.026847897263023036,1982.9583333333233,2009.5416666666324,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.71438434971418,0.05096925018976132,0,0,0.9434482758620689,0.9434482758620689,1.6439052657058573,0.04420414458731424,0.0030551518163094,249.8736003872903,153.73563430254913,0.045534997974040016,0.03759942095237478,-0.003677546721391605,0.004085862896229965,1985.124999999988,2006.8749999999682,
GWI_tot_CGWL,43/3_Human_Induced,c,2.435531040781662,0.08730317282188818,0,0,0.9941405719235314,0.9941405719235314,1.3531942361065101,0.05280355635645047,0.01690951879776222,96.07679076356222,96.0767907635622,0.05280355635645047,0.05280355635645047,0.016909518797762223,0.047528002616016876,1979.8749999999927,2005.4583333333028,
GWI_tot_SR15,43/3_Human_Induced,c,2.4632435157600123,0.07746009281795994,0,0,0.9783479169858713,0.9783479169858713,1.3173737879826999,0.06345780278584963,0.013096759126669596,93.53353894677169,93.53353894677167,0.06345780278584963,0.06345780278584963,0.013096759126669596,0.030940624940672932,1980.2083333333258,2004.2916666666372,
EBMKF_ta4,43/2_Kalman,c,2.230243610036443,0.030130619110615677,103,78,7.562401289356365e-19,1.9439375774444042e-14,-3.827335899353899,0.0862093180214489,0.05795633059123979,-616.2010797959778,204.85290948719927,0.026702245379300858,0.026476230071724748,0.01294137908161177,0.008556134374730951,1981.7916666666576,2008.791666666633,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.2340657102977146,0.027028653568391323,55,0,0.25287356321839083,0.25287356321839083,1.6597004303674698,0.03848392170273885,-0.004290148660494911,144.39393744196988,144.39393744196988,0.03848392170273885,0.038724785737440016,-0.00429014866049491,0.021496056155862482,1980.0416666666592,2007.5416666666342,
equal_weight_comb,co/combination,c,4.558050035688901,0.03793607831654977,0,0,0.5791629587069154,0.5791629587069154,1.8722521863550847,0.037195235273342966,0.009214909675872216,301.43260200316865,201.36543818959865,0.0271107631934863,0.019843772623307682,-0.00011033663234428914,0.0002960333155147543,1982.7083333333235,2008.6249999999666,
PIVW_comb,co/combination,c,3.774862978994062,0.03313316836120945,19,0,0.12014616748369852,0.13069849450712157,1.7742201034091696,0.039595502985395915,0.018158193784044208,285.6494366488763,213.57896720634244,0.024052991175002883,0.022739720159902162,0.0025027352839759043,0.014306978694427529,1980.8749999999918,2007.9583333333005,
