method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.02887895793572621,0,0,1.0,1.0,2.6371934352656736,0.0,0.0,408.7649824661794,236.5545317987564,0.0,0.0,0.0,0.0,1985.6249999999875,2011.1249999999643,
lowess1dt36wnc,42/3_ST_Fits,c,3.7585967215846368,0.06681515999899265,0,0,0.9448374329168486,0.9448374329168486,1.5257515240928072,0.052226178363630735,-0.016783425134828805,245.64599537894196,158.83960490529284,0.046168130318114765,0.0384169841079317,-0.011086604617593481,-0.023896411223187034,1986.9583333333196,2014.0416666666283,
Kal_flexLin,42/5_Kalman,c,5.289635566512923,0.05317657451406971,0,0,0.8939994860998787,0.8939994860998787,1.626147609766339,0.047466107075254,-0.009465439009545178,261.8097651723806,155.33850600675254,0.047952320376871214,0.03793003413012005,-0.009851394642763139,-0.020958089609566587,1987.0416666666529,2014.291666666628,
GAM_AR1,42/4_GAM_AR1,c,6.874983570822285,0.049586354281799215,69,3,0.07382556953622171,0.1856407516497688,1.1856624863718548,0.06256764248353625,-0.020734451359983273,168.3640730648034,126.7749721813964,0.05769376563079668,0.04929691605321707,-0.021179832869743495,-0.040759074975013,1989.1249999999843,2014.0416666666283,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.003364049859999,0.05026183757357872,0,0,0.9821538461538462,0.9821538461538462,1.6582565516334404,0.04395173329064026,0.0022350827644316337,252.05499584828294,152.02003928133072,0.0471571795791313,0.03970866451779048,-0.001915190083638607,0.004733800970593675,1986.124999999987,2013.3749999999623,
GWI_tot_CGWL,43/3_Human_Induced,c,2.735490320947576,0.07231144103907788,0,0,0.9783618590637309,0.9783618590637309,1.5187449886871676,0.04029314641877511,-0.026137967810966674,107.8308941967889,107.8308941967889,0.04029314641877511,0.04029314641877511,-0.026137967810966674,-0.01573016827041966,1987.4583333333192,2012.7916666666295,
GWI_tot_SR15,43/3_Human_Induced,c,2.6289075663851116,0.06635631819322795,0,0,0.9603678917234554,0.9603678917234554,1.4067598765833176,0.055526133023956925,-0.019411619398311618,99.87995123741555,99.87995123741558,0.05552613302395693,0.055526133023956925,-0.019411619398311618,-0.017636429831589556,1987.374999999986,2012.3749999999632,
EBMKF_ta4,43/2_Kalman,c,2.198215287404356,0.030254242830852252,123,65,2.0319115693745992e-05,0.000182621966706353,0.5438807575012533,0.0517020060367146,0.0330010534192228,87.56480195770177,178.2541571347371,0.03151738951406003,0.028241568683280555,0.00877410431599652,-0.0072102310258141036,1986.6249999999866,2012.5416666666297,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.2894685494225415,0.03099861616743487,13,0,0.27586206896551724,0.2896551724137931,1.8238200903603963,0.03801918658314087,0.02551722712876501,158.67234786135447,158.67234786135447,0.03801918658314087,0.04108573979740302,0.025517227128765016,0.03255630100567444,1984.458333333322,2009.7916666666322,
equal_weight_comb,co/combination,c,4.242460629293944,0.03793607831654977,0,0,0.9783036920344018,0.9783036920344018,1.9932556958636083,0.03217455647624732,-0.0006835822350131559,320.91416703404093,191.3441965900496,0.03217844685921535,0.025258607794931005,-0.0044314999111256005,-0.010180553303961743,1986.8749999999864,2012.958333333296,
PIVW_comb,co/combination,c,3.490951548078328,0.03313316836120945,0,0,0.9939909022393334,0.9939909022393334,2.1247306885544273,0.028252752378740306,0.006802285586795268,342.08164085726276,209.24139868203955,0.026033647648193634,0.0228121638259156,-0.0004906149693794858,-0.002625267179842163,1986.7083333333198,2012.1249999999634,
