method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6
lowess1dg20wnc,42/3_ST_Fits,c,3.642,0.09651790023781359,2,0,0.4063115083848943,0.7700635343476424,1.2759585302720284,0.052841774703462616,-0.0012494059948823153,294.7464204928386,90.02089787584758,4.083772067978504,4.153926206814224,0.03638659119606018,0,0
30y_etrend,42/3_ST_Fits,c,3.312,0.04399408442695233,64,3,7.063096326073827e-05,0.11553301527047767,1.2358737893047227,0.05867612018408405,0.0019965001520828125,262.0052433326012,142.18773937319506,3.435312193294043,4.949133043421096,0.036694610580321266,0,0
30y_etrend3CS,42/3_ST_Fits,c,3.474,0.04399408442695233,63,3,7.063096326073827e-05,0.11553301527047767,1.2155842726091908,0.059816282701349165,-0.002473991112470016,257.70386579314845,136.81407800657462,3.435312193294043,2.7358701396725427,0.036694610580321266,0,0
lag10y,42/1_Run_Means,c,2.935,0.03913759551264227,88,24,4.126786995803691e-05,0.0073593425744029415,1.1438128931053264,0.05937973078526847,-0.029415283182805233,264.2207783073304,74.28872641917779,7.80026189857867,8.047839644117229,0.009065964818000793,0,0
15y_etrend,42/3_ST_Fits,c,6.437,0.05831843714490621,47,11,0.0003796862682285876,0.032074230834775196,1.0970164665239315,0.06649106017304036,0.0008287639169449208,249.02273790093244,123.07946442218139,2.9221703848617766,1.2078302562265149,0.0052489668130872805,0,0
lowess1dt30wnc,42/3_ST_Fits,c,5.001,0.12831155955791473,0,0,0.7996422992151353,0.7996422992151353,1.057214424660453,0.06112188759721785,-0.0012683883128945769,244.2165320965646,59.36434189675461,2.2091072854040195,2.4619554930688303,0.013677778840065002,0,0
lag5y,42/1_Run_Means,c,6.492,0.04910332762917739,57,22,8.672901235728918e-11,0.001736202534786448,0.9868690634790567,0.05959549641536901,-0.013424525366999306,227.9667536636621,57.93232318742071,5.492409644205973,5.4655681219825745,0.006525513529777527,0,0
lowess1dt20wARMA,42/3_ST_Fits,c,7.064,0.12832168927467058,20,4,0.07505315098214929,0.11654314024850494,0.9113156109834903,0.06730088613476913,-0.00023452479972210885,196.8441719724339,56.51001467752319,2.207039234303992,2.965761053111465,0.00414230227470398,0,0
lowess1dt20wnc,42/3_ST_Fits,c,7.089,0.16457718928464718,0,0,0.9946514045088949,0.9946514045088949,0.9009438988796203,0.06786877260653647,-0.0009565039329206595,208.1180406411923,34.68623766977616,2.522352207485347,2.445301367463818,0.00414230227470398,0,0
butterworth,42/2_LT_Fits,c,11.116,0.13914527791349882,3,1,0.0004831017865493443,0.9988753378947691,0.8980710412996112,0.06867787407763298,-0.018735577199233657,127.52608786454479,95.07751306495918,1.4551993084953931,2.196441966756433,-0.0008727312616637117,0,0
lowess1dt20wAR,42/3_ST_Fits,c,7.089,0.11183172556863974,34,8,0.02924017475835698,0.055473201053254345,0.8957521203249952,0.06786877260653647,-0.0009565039329206595,206.9187397950739,63.27097397378649,1.980607161119167,3.088120298893493,0.00414230227470398,0,0
