method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.029219305738226974,0,0,1.0,1.0,2.6330503571087234,0.0,0.0,408.1228053518521,237.95147269358077,0.0,0.0,0.0,0.0,1975.5416666666633,2002.7083333333053,
lowess1dt36wnc,42/3_ST_Fits,c,3.88620877506445,0.06922319511613458,1,0,0.16279097245169236,0.9996130633146741,1.5352328489989258,0.044632964118305404,-0.008189200448556625,247.17248868882706,160.8397353029232,0.04309473721608617,0.03893937204733617,-0.014691072212670438,-0.021599510820454783,1979.29166666666,2002.1249999999725,2023.29166666662
Kal_flexLin,42/5_Kalman,c,5.13541915595805,0.05317657451406971,0,0,0.9812156986135598,0.9812156986135598,1.6687936329251465,0.045217250537182466,-0.009431852988808479,268.67577490094857,165.9153791695494,0.04206410141724838,0.0382410429054115,-0.012096211921988516,-0.018076273680394283,1978.958333333327,2001.8749999999727,2023.2083333332866
GAM_AR1,42/4_GAM_AR1,c,3.736857818200306,0.03894614194847011,43,16,3.266972890768563e-06,0.002472943312616262,1.0769598599458512,0.05436801777337636,-0.02913112585553216,152.92830011231086,63.91930296525055,0.06055971295409515,0.0615155020685157,-0.045591210331743896,-0.05435113568171484,1980.7916666666586,2002.4583333333055,2023.29166666662
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.187449539891456,0.05056967293748107,0,0,0.9252173913043478,0.9252173913043478,1.6314243674105349,0.044568522210851405,-0.01013049896502468,247.9765038464013,157.39587154661695,0.04240268402688658,0.03923606172302839,-0.01008065492673076,-0.0052878805667546745,1976.8749999999955,2001.4583333333064,2022.374999999954
GWI_tot_CGWL,43/3_Human_Induced,c,2.7227170820750093,0.0665602087271873,0,0,0.9163379246424084,0.9163379246424084,1.4585924847050642,0.0561316502083228,-0.04672159004896039,103.56006641405956,103.56006641405958,0.0561316502083228,0.0561316502083228,-0.04672159004896039,-0.05512654915242599,1980.291666666659,2002.958333333305,
GWI_tot_SR15,43/3_Human_Induced,c,2.5852799337982435,0.06193851407298227,0,0,0.9530061731028732,0.9530061731028732,1.4751273581363558,0.05336301746583336,-0.03362657788517101,104.73404242768126,104.73404242768126,0.05336301746583336,0.05336301746583336,-0.03362657788517101,-0.04361323281816144,1979.2083333333267,2002.3749999999723,2023.958333333286
EBMKF_ta4,43/2_Kalman,c,2.0274072994986434,0.029561011020526138,108,75,9.283888009313674e-10,2.363448998143615e-09,-1.844529821445636,0.06003538364333247,-0.03295844672777045,-296.9693012527474,-356.5895680782111,0.06799429533722631,0.07798997867206214,-0.04837079766273916,-0.08704645630937675,1980.5416666666588,2005.1249999999698,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.199671374282151,0.03356482305486917,22,0,0.33269598470363293,0.33269598470363293,1.7040075040893856,0.041937321677337124,-0.024756016807636918,148.24865285577656,148.24865285577656,0.041937321677337124,0.0442587953832154,-0.024756016807636918,-0.011200074518533143,1977.9583333333278,2000.374999999974,2022.6249999999538
equal_weight_comb,co/combination,c,3.6499335804679105,0.03793607831654977,0,0,0.8324665421902173,0.8324665421902173,1.8660118723696026,0.03743590486866845,-0.018125647109207884,300.427911451506,172.0930499603219,0.04015774329361252,0.04211621940143297,-0.027768692213845463,-0.03609826867566492,1979.3749999999932,2002.2083333333057,2023.3749999999532
PIVW_comb,co/combination,c,3.1261187894575477,0.03313316836120945,5,0,0.44455434930856647,0.44455434930856647,1.8523764318730633,0.03736579655017513,-0.020151158536614543,298.2326055315632,166.89497660570828,0.0405740657414649,0.04422601691971724,-0.0304074226089396,-0.038621545936040266,1979.3749999999932,2002.1249999999725,2023.7083333332862
