method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,EdyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eEdyrsA,nceEdyrs
butterworth,42/2_LT_Fits,r,0.08594785424166788,0.0375219638579796,0,0,0.9967414064091549,0.9967414064091549,2.4754719159327383,0.014903687763648466,-0.0031454227665297,571.8340125804625,221.79750604267343,0.011078483876518016,-0.005267195377291595,11.53608056220056,17.326293038482774,-0.0032197693666570215,0.0,0.0,0.0,0.0,152.88757047911366,0.03106040509750847,-0.008991624503520755,5.297314866013786,15.715822473868435,0.017779014864022825,0.0,0.0,0.0,0.0
quartic,42/2_LT_Fits,c,2.961564719405304,0.04712128317965942,56,3,0.05040667834062689,0.28979344674069224,1.2598357543346912,0.06849640331294389,0.008362107724629043,177.63684136119147,127.93874023248034,0.05741761025482081,0.047076127080459114,3.6525050880367043,7.18909538466656,0.03766501039306103,1.7916666665112189,0.7083333331643189,1.6979166665045113,24.0,110.27683275991026,0.05868376872127703,0.04335169795422995,6.466590416925253,11.334497894798012,0.05866379462374087,0.6249999998465228,0.041666666498258564,1.7626811592613492,23.0
quartic,42/2_LT_Fits,r,0.03638464785222126,0.017795738733206244,183,107,7.393485418942668e-09,2.632623738313123e-08,-1.0574544867125346,0.050397601502000164,-0.0026741784961811393,-244.27198643059552,145.77061202364268,0.02742491201569523,-0.01144016719880132,12.441724953291388,25.583594258953198,-0.020256648059526206,0.0,0.0,0.0,0.0,130.00827750397366,0.027836067129487555,-0.01516459632503048,18.423924228667904,11.646336949364335,0.0007421361711536401,0.0,0.0,0.0,0.0
etrend30y,42/3_ST_Fits,c,2.9004689227741123,0.04361871210507971,14,1,0.08600769129408527,0.16531687219866792,1.5677113295037828,0.04798291117781822,-0.01410048005392117,332.35480185480196,163.282805689177,0.0399972198735166,-0.019613433606307573,7.549302552357969,10.135358149493767,-0.013294611438627335,0.6250000001530225,0.12500000016825652,1.031250000051557,24.0,126.6385340666037,0.05520354224549315,-0.023337862732536734,3.079989021920034,4.139584441627619,0.007704172792052511,1.7916666668177186,0.7916666668343169,1.3387681159346574,23.0
etrend30y_3CS,42/3_ST_Fits,c,2.9126153560332453,0.04361871210507971,31,1,0.08600769129408527,0.16531687219866792,1.461154269967833,0.05171312236555023,-0.019511448021958207,309.7647052331806,141.10169189407713,0.049565173750562415,-0.03206448271795772,7.549302552357969,10.135358149493767,-0.013294611438627335,0.6250000001530225,0.12500000016825652,1.0069444445073827,24.0,93.82959659630227,0.06559554562402445,-0.03578891184418688,3.079989021920034,4.139584441627619,0.007704172792052511,1.7916666668177186,0.7916666668343169,1.3894927536398922,23.0
lowess1dt20wnc,42/3_ST_Fits,c,6.458562074175039,0.1791219625531906,3,2,0.01888488332008257,0.7402766567977516,0.8553780481329262,0.05796334648599507,-0.005306937710132079,197.59232911870595,31.0031235160148,0.04640605622256222,-0.0055963383780585395,1.7102837282782324,1.2732293850132324,-0.00356178879737854,0.04166666651303785,0.37499999983128873,1.1024305555726148,26.0,30.252365620459514,0.05627664625532853,-0.009320767504287699,1.6704690055426423,1.2971765985524928,0.017436995433301305,1.1250000001516582,0.2916666668347716,1.3768115941774064,25.0
lowess1dt20wnc,42/3_ST_Fits,r,0.11661194512555349,0.3313698470592499,0,0,0.9998644120381989,0.9998644120381989,0.21886213539119104,0.007116421167597206,0.0005222866994538445,50.55715327536513,27.094180708498364,0.005659920547638588,0.000668542914920383,1.2540437052653857,1.3267656669818682,0.0006198346614837647,0.0,0.0,0.0,0.0,26.772833084468324,0.025715031576304833,-0.003055886211308776,1.246329109934332,1.3195180625061906,0.02161861889216361,0.0,0.0,0.0,0.0
lowess1dt10wnc,42/3_ST_Fits,c,11.878711470029423,0.25985525536441034,9,0,0.15855574306591363,0.15855574306591363,0.4756272818870182,0.08664205928550042,-0.003583460121195828,109.8699021159012,-4.9594956276270965,0.07127525280877389,-0.005175046788321601,1.1293533431390224,0.851841152815557,-0.0040342390537261965,0.7083333331790982,0.9583333331643189,1.3877314814908523,32.0,-5.348148083307794,0.07783318977630535,-0.00889947591455076,1.1540543272433492,0.8774476237546589,0.01696454517695365,0.4583333334855979,0.29166666649825856,1.586352656997722,31.0
lowess1dt10wnc,42/3_ST_Fits,r,0.5104298283571572,0.4739970266819,0,0,0.9999596004670493,0.9999596004670493,-0.15850674415182303,0.023047018799933674,-0.0020255721258594216,-36.61505789907112,-10.93653656240609,0.017581680082900335,-0.0028976003328959146,0.8587906550011779,0.8802000622525603,-0.0008995771408081054,0.0,0.0,0.0,0.0,-11.120028157176165,0.03395851603463944,-0.006622029459125074,0.8562683881655474,0.8765593118836902,0.02009920708987174,0.0,0.0,0.0,0.0
lowess1dt20wARMA,42/3_ST_Fits,c,6.452772249993374,0.1499310180213641,11,2,1.4408205854980569e-25,0.2451556687827707,0.6468191577134981,0.0580600224851563,-0.00528270761046938,139.06611890840207,51.66068323693837,0.04640605622256222,-0.0055963383780585395,2.1954311878076855,1.6331920639816304,-0.00356178879737854,0.04166666651303785,0.37499999983128873,1.1024305555726148,26.0,50.41510432742855,0.05627664625532853,-0.009320767504287699,2.078418903161676,1.662714113809772,0.017436995433301305,1.1250000001516582,0.2916666668347716,1.3768115941774064,25.0
