method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,l05,l10,bias50,Edyrs2,Edyrs6
cent30y,42/1_Run_Means,r,0.6318805455525974,0.029441721768736034,0,0,0.9860397011705483,0.9860397011705483,2.3144989721892015,0.021727600131222092,0.0009705312143898037,509.1897738816243,188.46972450868464,10.571963555217163,8.55241308040198,0.0020255243210565727,0,0
raw1y,42/1_Run_Means,c,32.73646650205071,0.1119981790478335,0,0,0.7242737341857183,0.9490403281195728,0.851668866251622,0.10163054484399087,-0.0030020396837805636,195.88383923787305,75.57813187379483,2.9150619935969044,0.8263735637354105,-0.008014354705810522,0,0
raw1y,42/1_Run_Means,r,32.73646650205071,0.1119981790478335,0,0,0.7242737341857183,0.9490403281195728,0.851668866251622,0.10163054484399087,-0.0030020396837805636,195.88383923787305,75.57813187379483,2.9150619935969044,0.8263735637354105,-0.008014354705810522,0,0
cent21y,42/1_Run_Means,r,1.5761240406686474,0.02990452051332458,0,0,0.9995994489609292,0.9995994489609292,2.599451160191998,0.0036386788110365402,0.00012067295762083458,597.8737668441596,227.95642101308573,10.374497952045841,12.172322662810872,0.0004111489795503298,0,0
lag5y,42/1_Run_Means,c,5.952017241785366,0.04239482473560966,95,36,3.850856535360453e-09,0.0010817931746275884,0.7737023039436101,0.06147742959663857,-0.022593584870132848,177.9515299070303,4.851935262548832,5.919681550811497,3.63165656473775,-0.031781749725341785,0,0
cent20y,42/1_Run_Means,r,1.0,0.030104360332071412,0,0,1.0,1.0,2.5998258989488705,0.0,0.0,597.9599567582402,228.69375803621958,10.69893359665466,11.894636779824884,0.0,0,0
lag10y,42/1_Run_Means,c,3.1328081237747996,0.03507472668265553,163,85,2.161268291861312e-05,0.0009046127489268507,0.2646377115317036,0.07083342480130708,-0.04678269074719684,60.86667365229184,-82.6213827301814,0.32689688805553146,0.20998573119363234,-0.06670881271362301,0,0
OLS_hinge75,42/2_LT_Fits,c,2.683524522155389,0.03095831061083527,78,34,2.124082144778146e-06,2.021256328593954e-05,0.6194149508733409,0.05129972940620957,0.02722053641712584,96.00931738536784,-37.256458168916254,6.006609584513625,10.77759264201074,0.07132826249722458,0,0
OLS_hinge75,42/2_LT_Fits,r,0.22951922768583063,0.016364517341249253,129,71,1.3611859048286502e-14,3.469954146599219e-14,-2.7618389598202624,0.043461361511290125,-0.005435143098861557,-428.08503877214065,-522.5361186426646,0.7096910867671868,20.175501595964025,0.008962707167231253,0,0
OLS_refit,42/2_LT_Fits,c,0.8414644831640546,0.02970086531087432,138,132,2.0425783708410536e-23,3.9436619908228213e-22,-17.471431202267024,0.1904396618706934,-0.1339512146334705,-2446.000368317383,-2182.9281946343017,0.19879203537251908,9.739703275239661e-15,-0.17549346472726643,0,0
OLS_refit,42/2_LT_Fits,r,7.603290944923722e-13,0.019253227787796354,186,164,6.4560645158440275e-99,8.810754383196551e-97,-44.865142142789715,0.16797069073366838,0.0031605314466498866,-8479.511864987257,-977.8011156290361,7.152735360297093e-76,4.19635090095382e-14,-0.08579780144220425,0,0
TheilSen_h7075,42/2_LT_Fits,c,2.2917171480473852,0.031666829687077326,69,46,1.1811764450565156e-19,3.626525139366793e-17,-3.079056639843687,0.07802252724818613,0.03837192897887703,-477.25377917577146,-608.2539156753057,6.325721957679139,10.349245475473076,0.13953639678156388,0,0
TheilSen_h7075,42/2_LT_Fits,r,0.16876664897717286,0.021125266426217704,125,77,8.82481844677284e-09,4.231941236516357e-08,-2.026597755272722,0.06607482914736476,0.04615205686330646,-314.12265206727193,-262.7993569896736,0.0025498591203074196,0.3211128888050708,0.07944851557413876,0,0
Bayes_seq_CP,42/2_LT_Fits,c,3.2153631487952317,0.029770427860696516,141,79,7.204835826323289e-08,5.635958642314206e-06,-0.4796920516573801,0.06943723352060328,-0.00771963584214801,-91.6211818665596,21.15720814091246,0.0031753998234089003,7.328203946202353,0.04653351772758331,0,0
