method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,EdyrsA,RMSyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eEdyrsA,eRMSyrsA,nceEdyrs
Kal_flexLin_ocn,42/5_Kalman,c,5.2361484148339805,0.04783952300212699,69,0,0.2772538631290292,0.2772538631290292,1.3869958400529232,0.05662609646239341,0.015144345094094328,320.39603905222526,107.18595660234026,0.0632507660078386,0.03631885471990003,8.369974953642046,2.3266066289552727,0.06766342342150042,0.6666666668209018,-0.6666666664987133,-1.3229166664756633,1.9767895079509497,24.0,70.9780747193335,0.07495888634559034,0.01837786348149843,0.053375656289039876,1.3863849660020997,0.07403611593350655,3.166666666816809,-1.083333333164319,-0.7355072461887867,0.7355072461887867,23.0
Kal_flexLin_ocn,42/5_Kalman,r,0.22538398000048263,0.012621593175214444,142,80,2.8716636784779755e-10,2.79445767325872e-09,-0.021554699148387528,0.038466986431413705,0.024413749386023163,-4.979135503277519,-364.570765484094,0.057347384901553854,0.04938023069116382,0.0067998797847714934,0.15631498532975152,0.07420448253844195,0.0,0.0,0.0,0.0,0.0,-472.68342473924645,0.062158804446028094,0.03143923945276221,4.608063411271481,0.0063412914310797645,0.08057717505044808,0.0,0.0,0.0,0.0,0.0
Kalman_RW,42/5_Kalman,c,6.423920823668229,0.05393480369437872,79,4,0.07388658353706559,0.16994510316404005,1.140447661306652,0.07020938935865545,-0.04142616671908935,263.4434097618366,50.58810390700761,0.0904057186999512,-0.07713644946876952,2.546470900715199,7.3815612609480175,-0.08804956489468016,2.3333333334860527,0.3333333335003772,2.60416666685875,2.9750116714802806,24.0,-9.440483605743538,0.10915126558414943,-0.09507744070717111,0.000292479269632811,7.526275923173806,-0.08167687238267403,4.83333333348196,-0.0833333331652284,3.068840579898743,3.068840579898743,23.0
Kalman_RW,42/5_Kalman,r,1.604632345667143,0.02648706698787885,16,0,0.43198242301878487,0.43198242301878487,2.1533195082304775,0.028023376705175747,0.0003312076041068788,497.4168064012403,199.13922169254573,0.026471669267991393,0.005301521212245094,9.57005508612478,3.208877127569157,0.008374782751908495,0.0,0.0,0.0,0.0,0.0,100.1295694320733,0.04762585868004471,-0.012639470026156509,0.008921218052471664,1.2105689241018143,0.014747475263914633,0.0,0.0,0.0,0.0,0.0
Kalman_RW_ocn,42/5_Kalman,c,7.3098661107637675,0.051085138775808205,36,7,0.027020447632348663,0.058102453670131574,1.2318896265519543,0.06503164714803354,0.006640218360786046,284.56650373350146,85.21266078259427,0.07522325945176093,0.039234248276244985,7.906581266323229,1.3468401786130386,0.08491213558143512,0.08333333348787164,-0.7499999998321982,-1.343749999809641,1.9603269992234504,27.0,43.21858364234378,0.08943111647105177,0.02129325703784338,0.03486356222858619,0.7973655558436421,0.09128482809344127,2.583333333483779,-1.1666666664978038,-0.7173913041604207,0.7173913041604207,26.0
Kalman_RW_ocn,42/5_Kalman,r,1.658341713393264,0.024019991488170512,158,110,1.663614973808471e-30,1.5369610487922323e-26,-5.664178318927173,0.09999202924709352,0.0555531257661886,-1308.425191672177,-1530.6410796320633,0.15297275344545247,0.13612497495927245,2.3419740162323332e-05,9.240054110760446e-11,0.19933475993567376,0.0,0.0,0.0,0.0,0.0,-1525.2702309535257,0.15274977892002867,0.11818398372087086,15.481468761623372,1.6922666018374946e-12,0.2057074524476799,0.0,0.0,0.0,0.0,0.0
Kal_flexLin,42/5_Kalman,c,4.920813260442062,0.051925582581174703,0,0,0.8173461252729184,0.8173461252729184,1.612091235925184,0.04818982099940864,-0.010941063881515029,372.3930754987175,146.9427407492957,0.04721489419012498,-0.014172333118932524,4.062146240970236,5.836077408285033,-0.0059416446316521545,1.8333333334865074,-0.33333333316568314,0.25694444463606675,1.5299857782312987,24.0,99.61119632147273,0.0689875977025504,-0.03211332435733413,0.004983924128546344,4.53788727146969,0.00043104788035398524,4.333333333482415,-0.7499999998312887,0.7862318842463913,0.7862318842463913,23.0
Kal_flexLin,42/5_Kalman,r,0.2578732272535559,0.014397311080343889,0,0,0.9979755181602049,0.9979755181602049,2.928096588341959,0.011813267976264927,-0.0030355361010642795,676.3903119069926,259.67631770760045,0.012695177757885706,-0.004247446681331027,16.768224724439843,24.010833567230584,-0.0023600576510777295,0.0,0.0,0.0,0.0,0.0,28.96734910390275,0.03968209490083429,-0.022188437919732632,0.0007168411024299665,18.730727880934243,0.00401263486092841,0.0,0.0,0.0,0.0,0.0
removeMEI_volc_cons,42/6_Remove_IV,c,28.52832434123404,0.07184037313659362,62,8,0.011134088459611958,0.037472713690108246,0.45934100476090906,0.11148661902451673,0.016980695862164955,55.120920571309085,60.196308058845254,0.10474143210959004,-0.007471615944876917,3.0341637648853426,4.0102118084183855,-0.08071796635364012,-0.5833333331781887,-0.8333333331652284,0.8674768520458258,3.013100735483446,44.0,78.23478478875211,0.09499343650412158,-0.02541260718327852,1.0489615942721011,3.5532951516380646,-0.07434527384163399,1.9166666668177186,-1.249999999830834,1.1733091789344006,1.1733091789344006,43.0
removeGreensfx,42/6_Remove_IV,c,16.029889947547897,0.06000000000000001,102,14,8.661718424421563e-05,0.011069883865941928,0.7261335713948961,0.09171716310241702,0.0019139529173605111,167.736854992221,80.70077449024207,0.08475929307385269,-0.020188970035976833,2.9726522948019554,1.2574907416426562,-0.05461977124214172,-2.055555555398996,4.666666666829769,0.9583333335253158,2.305482344975609,34.3,97.87955588189281,0.07622227529434682,-0.03812996127437844,6.575648932395278,1.825114275834736,-0.04824707873013558,0.4444444445969111,4.250000000164164,1.3864734301402541,1.3864734301402541,31.3
removeMEI_cons,42/6_Remove_IV,c,23.577367727827763,0.10647219357970587,64,35,3.6659860622089886e-16,1.419535595800091e-08,-0.33596967113946347,0.10735710584885769,0.0035584453332370767,-77.60899403321606,-131.82104625470515,0.12092879384828954,-0.08079164757159513,6.608426762942381,1.8826870984739388,-0.1416944040683071,0.750000000153932,1.583333333499013,3.1556712964899543,3.5701863242273,44.2,-206.90066933045017,0.12694072082136615,-0.09873263880999672,2.1236374578984443e-10,1.8563692596906773,-0.13532171155630096,3.2500000001498393,1.1666666668334074,3.5428743963253355,3.5428743963253355,41.2
