method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.0324190582606591,0,0,1.0,1.0,2.523571475018574,0.0,0.0,391.15357862787897,229.68119964283403,0.0,0.0,0.0,0.0,1984.6249999999884,2009.2083333332994,
lowess1dt36wnc,42/3_ST_Fits,c,3.960353016299214,0.08167220087186781,0,0,0.9413500173826524,0.9413500173826524,1.4120525060974283,0.054679164233949584,-0.004467459785913626,227.34045348168596,155.57803025179413,0.04626584496863739,0.03985132508589574,-0.008106205324615012,-0.030887385272897704,1987.2083333333194,2010.708333333298,
Kal_flexLin,42/5_Kalman,c,5.423830530744825,0.05317657451406971,18,0,0.11836247582678834,0.11836247582678834,1.4471405662072767,0.05571718507991966,-0.007009228608650579,232.98963115937156,149.37051975212665,0.05097545826424821,0.04155559584233055,-0.008133925788887948,-0.025732307562219475,1987.0416666666529,2011.708333333297,
GAM_AR1,42/4_GAM_AR1,c,6.926954085701071,0.0623144106899353,15,0,0.16072294871284468,0.1610586755494429,1.223393011202345,0.06565689858454657,-0.004763068875522719,173.721807590733,144.0568422881654,0.051089623079323125,0.04189348649299923,-0.006965033555931858,-0.02862551735419242,1986.9583333333196,2011.4583333332973,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.429048930835561,0.05049787831898683,0,0,0.9988571428571429,0.9988571428571429,1.665977302773234,0.044277648688178406,0.0030187336861044393,253.2285500215316,154.33479155882748,0.04479096690172282,0.03643123147906893,-0.003868420622477341,0.0002906062421019098,1986.2083333333203,2009.5416666666324,
GWI_tot_CGWL,43/3_Human_Induced,c,2.4183537145516314,0.08215416570858385,0,0,0.9954286039974085,0.9954286039974085,1.5060901190915097,0.033633588176507356,0.006912395207210704,106.9323984554972,106.93239845549721,0.03363358817650735,0.033633588176507356,0.0069123952072107035,0.024710544124569325,1982.208333333324,2008.124999999967,
GWI_tot_SR15,43/3_Human_Induced,c,2.298875674399757,0.07345600525364464,0,0,0.9925021163471355,0.9925021163471355,1.5079963326065484,0.04539237422877596,0.0034169235199796315,107.06773961506494,107.06773961506494,0.045392374228775956,0.045392374228775956,0.0034169235199796315,0.010593385336725268,1982.7083333333235,2005.4583333333028,
EBMKF_ta4,43/2_Kalman,c,2.2483027343696067,0.03063575707746263,104,44,5.8378108969428695e-08,2.8333539777006103e-05,0.364761546351803,0.052487265674528084,0.024348333734426915,58.726608962640285,197.7109223315121,0.028611294884514547,0.025291664119380865,-0.002515937027052915,0.00011965933165603136,1982.9583333333233,2009.708333333299,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.2518598052974714,0.027587823978548077,0,0,0.8689655172413794,0.8689655172413794,2.2279257012833145,0.02672037854622412,0.0005521837845070326,193.82953601164834,193.82953601164837,0.02672037854622412,0.02849366851446841,0.0005521837845070326,0.01008138088610591,1985.3749999999877,2008.791666666633,
equal_weight_comb,co/combination,c,4.464900255929667,0.03793607831654977,3,0,0.20944260130715273,0.884306827144733,1.8906507522392793,0.03647641814437989,0.004951690916536061,304.39477111052395,197.99345016216392,0.028915275048693633,0.02185330145186566,-0.0030725653820319007,-0.007149002800696624,1986.3749999999868,2009.6249999999657,
PIVW_comb,co/combination,c,3.736881378719568,0.03313316836120945,4,3,0.03114872535613599,0.9403793268365273,2.0115657852524578,0.03235250265496273,0.009609426001050116,323.8620914256457,217.77017148693238,0.021970194631757246,0.018843449596794463,-0.0005293910490042012,0.003147596104094657,1985.791666666654,2009.2916666666326,
