method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,Mdyrs15,Mdyrs20,Fdyrs15,Fdyrs20,EdyrsA,RMSyrsA,ncEdyrs,e100log-l,e100RMS,e75RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eMdyrs15,eMdyrs20,eFdyrs15,eFdyrs20,eEdyrsA,eRMSyrsA,nceEdyrs
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,7.285,0.05349628616293723,0,0,0.8344827586206898,0.8344827586206898,1.3875418722726254,0.05904692301934795,0.007333425648583073,305.2592118999776,105.89380667408393,0.07267485656080556,0.06693008915416696,0.035327422858891525,6.117861686954484,5.735296023031638,0.0617273649932668,-0.8333333331843278,-2.333333333165683,-0.8333333331843278,-2.333333333165683,-0.8333333331843278,-2.333333333165683,-1.6634615382938591,3.2656796323000887,16.0,-244.1365009933332,0.12847126200488712,0.14563552774468766,-0.03035760861763736,8.17677873395829e-06,1.3183635489408059,0.0630047251758187,3.5000000001414264,-4.41666666649553,3.5000000001414264,-4.41666666649553,3.5000000001414264,-4.41666666649553,1.8792735044309539,1.8792735044309539,16.0
GWI_anthro_CGWL,43/3_Human_Induced,c,2.95,0.08146913521501198,59,0,0.4756776539429254,0.4756776539429254,0.9488963224010111,0.10916478838176301,0.05886027858004196,132.84548513614155,102.42491260873129,0.07656109422342489,0.06907059457455186,0.047616162825016614,8.366686099372473,5.621672073991274,0.050494429369545867,-1.333333333183873,-1.3333333331665926,-1.333333333183873,-1.3333333331665926,-1.333333333183873,-1.3333333331665926,-3.2628205126515977,4.376937910103705,13.0,116.15164298203099,0.06969481492998233,0.06368606635662973,-0.017392011929928695,1.5136918462292877,4.8525577215960665,0.051620657384183796,3.000000000141881,-3.4166666664964396,3.000000000141881,-3.4166666664964396,3.000000000141881,-3.4166666664964396,0.2756410257998316,0.2756410257998316,13.0
GWI_anthro,43/3_Human_Induced,c,2.672,0.07743244716064854,62,0,0.46080276870092185,0.46080276870092185,0.9668151314542931,0.10795170017947471,0.058456748965972305,135.35411840360103,101.74993067407553,0.0770979296624109,0.06902825488334735,0.04660278927668876,8.83858074552811,5.576817972369693,0.052295679206312305,-1.2499999998503881,-1.3333333331665926,-1.2499999998503881,-1.3333333331665926,-1.2499999998503881,-1.3333333331665926,-3.249999999831166,4.425245659182554,13.0,112.75571775671395,0.0723157958749926,0.06591359188874212,-0.01840538547825656,1.302445002374289,4.90823423277497,0.053421907220950235,3.083333333475366,-3.4166666664964396,3.083333333475366,-3.4166666664964396,3.083333333475366,-3.4166666664964396,0.2884615386202978,0.2884615386202978,13.0
GAM_AR1,42/4_GAM_AR1,c,8.769,0.05334391046954685,115,80,8.111216151510768e-27,2.469959586175049e-22,-3.4808587183010737,0.12273093441152236,-0.05593839425880778,-734.4611895615266,96.48589814557553,0.07597805385991786,0.0762774009559901,0.0023146356509802816,2.059669233376592,4.098526181987273,0.031157586409706516,2.500000000145974,-2.5833333331652284,2.500000000145974,-2.5833333331652284,2.500000000145974,-2.5833333331652284,-0.5192307690622504,2.8707000545467705,17.0,-91.98614844549171,0.15081231875196127,0.16787949994714424,-0.06269353910396504,0.00015148074092389923,1.1516905376658735,0.03228381442434444,6.833333333471728,-4.666666666495075,6.833333333471728,-4.666666666495075,6.833333333471728,-4.666666666495075,3.0192307693887415,3.0192307693887415,17.0
GWI_tot,43/3_Human_Induced,c,4.203,0.05755512368398441,68,25,0.0022910800650410763,0.005699381757871882,0.45942411501133923,0.09482425722689214,0.06815977205290089,64.3193761015875,95.17391908033125,0.07672068209879689,0.05308479968907508,0.04490571318199241,4.730007296734601,7.410599748460253,0.04841942659194126,1.6666666668133985,-1.1666666665000776,1.6666666668133985,-1.1666666665000776,1.6666666668133985,-1.1666666665000776,-2.3557692306014113,4.073395153431141,15.0,54.49870427369649,0.09204811813392096,0.10292157208596053,-0.020102461572952906,0.19062534703080955,3.2565507755821614,0.049545654606579184,6.000000000139153,-3.2499999998299245,6.000000000139153,-3.2499999998299245,6.000000000139153,-3.2499999998299245,1.1826923078501925,1.1826923078501925,15.0
GWI_anthro_SR15,43/3_Human_Induced,c,2.592,0.0768410972330116,62,0,0.4243543205699804,0.4243543205699804,0.9250704628552938,0.10849772646447309,0.06213281255007214,129.50986479974114,93.53544634900972,0.08053920586685502,0.07467520208883657,0.05141731225574322,8.611768160359684,5.325137789872272,0.05960416007405658,-1.333333333183873,-1.583333333166138,-1.333333333183873,-1.583333333166138,-1.333333333183873,-1.583333333166138,-3.4999999998312363,4.686085968920993,13.0,109.15849638751556,0.0730956752008042,0.06803126949084928,-0.013590862499202092,1.4659984076936363,4.3239241562533355,0.060730388088694506,3.000000000141881,-3.666666666495985,3.000000000141881,-3.666666666495985,3.000000000141881,-3.666666666495985,0.0384615386204027,0.0384615386204027,13.0
CGWL10y_sUKCP,44/44_EarthModel_CGWL,c,3.762,0.05537944287908348,0,0,0.6875000000000001,0.6875000000000001,1.2828697293928253,0.06418048312085624,0.007194847839303565,282.23134046642156,89.7838028119231,0.08035933320055957,0.0768364456562705,0.03735559780838751,5.436490121310766,3.7527290882246334,0.07067060789773426,-0.16666666651826745,-2.083333333165683,-0.16666666651826745,-2.083333333165683,-0.16666666651826745,-2.083333333165683,-1.7820512818842558,3.9730663736542295,14.0,-450.71620679572686,0.1347195137658792,0.155415557780061,-0.02832943366814138,9.617276933541945e-16,1.595057380769491,0.07194796808028617,4.166666666807487,-4.16666666649553,4.166666666807487,-4.16666666649553,4.166666666807487,-4.16666666649553,1.7564102565680129,1.7564102565680129,14.0
GWI_anthro_AR6,43/3_Human_Induced,c,2.276,0.07062115983750744,65,0,0.2301551029844756,0.2301551029844756,0.8606648970649153,0.1178142184231597,0.07249896326570873,120.49308558908815,89.73382419618603,0.07695210369828065,0.07463869555789339,0.04802601284520017,8.929345583504825,6.171297501292509,0.05741205791955197,-0.9999999998508429,-0.8333333331670474,-0.9999999998508429,-0.8333333331670474,-0.9999999998508429,-0.8333333331670474,-3.019230769062425,4.450043214875324,13.0,101.68386434795443,0.07421996941227385,0.07153709461914846,-0.01698216190974515,1.0147471917551394,5.609468356989711,0.0585382859341899,3.3333333334749113,-2.9166666664968943,3.3333333334749113,-2.9166666664968943,3.3333333334749113,-2.9166666664968943,0.5192307693890738,0.5192307693890738,13.0
GWI_tot_SR15,43/3_Human_Induced,c,2.578,0.05494031827905233,68,32,0.0013733229760187907,0.004449113482234755,0.3872865152588672,0.0915916866892806,0.0664927009889905,54.22011213624141,87.94791906224901,0.07585535064510018,0.05297342905626486,0.04447052729102648,4.747619088124711,6.95651132165227,0.05347413476286461,-1.083333333183873,-1.2499999998331077,-1.083333333183873,-1.2499999998331077,-1.083333333183873,-1.2499999998331077,-2.2532051280375422,3.885531594045001,15.0,-4.159178690284939,0.09959025642167536,0.11563773360657899,-0.020537647463918826,9.505559312456153e-06,3.1229837276518158,0.054600362777502534,3.250000000141881,-3.3333333331629547,3.250000000141881,-3.3333333331629547,3.250000000141881,-3.3333333331629547,1.2852564104142017,1.2852564104142017,15.0
GWI_tot_CGWL,43/3_Human_Induced,c,3.128,0.060497002289434186,51,29,0.0002707085432817542,0.003929515475626311,0.42066811549993927,0.10213305556973458,0.07323097261871586,58.8935361699915,80.9886993928751,0.08390806237107896,0.047341983011955,0.05150947506263432,6.969819358610755,7.622641052140376,0.042215143407831224,0.25000000014824764,-0.9166666665000776,0.25000000014824764,-0.9166666665000776,0.25000000014824764,-0.9166666665000776,-2.705128204959657,4.818168073939445,14.0,52.09375924086284,0.07784612423885653,0.08953198400256886,-0.01349869969231099,0.0006409797165071204,3.919475234624614,0.04334137142246915,4.583333333474002,-2.9999999998299245,4.583333333474002,-2.9999999998299245,4.583333333474002,-2.9999999998299245,0.8333333334918069,0.8333333334918069,14.0
