method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,EdyrsA,RMSyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eEdyrsA,eRMSyrsA,nceEdyrs
cent30y,42/1_Run_Means,r,0.649844580677874,0.029958587566954284,0,0,0.9725039480976416,0.9725039480976416,2.262857248788476,0.02497691148120453,0.0007060062343649384,497.82859473346474,175.08979731953372,0.029939893048500782,-0.002412696111769911,5.802370881730109,6.232461315383265,-0.014944210960751514,0.0,0.0,0.0,0.0,0.0,147.45639132920945,0.03646639311538921,-0.021042543000207418,4.19175597203627,6.93715937626261,-0.016991604611773965,0.0,0.0,0.0,0.0,0.0
raw1y,42/1_Run_Means,c,32.11214561146632,0.12096704349984613,3,0,0.2227823527500913,0.7126471781379728,0.760312848843912,0.11093034415544066,-0.003749043653719428,174.87195523409977,53.11384458004514,0.1305014661374164,-0.000864007499780549,0.04655737791286386,3.192191959093013,-0.0028172874450683783,-1.1458333331756876,0.7291666668395465,-0.8940972220546617,2.4548512886012106,35.4,39.14728309757291,0.145234654756712,-0.022828054346351868,2.8448773586633194,3.429475922501315,-0.014356082657615449,2.6041666668181733,-2.2708333331549966,-0.10961538444330822,0.10961538444330822,39.4
raw1y,42/1_Run_Means,r,32.11214561146632,0.12096704349984613,3,0,0.2227823527500913,0.7126471781379728,0.760312848843912,0.11093034415544066,-0.003749043653719428,174.87195523409977,53.11384458004514,0.1305014661374164,-0.000864007499780549,0.04655737791286386,3.192191959093013,-0.0028172874450683783,0.0,0.0,0.0,0.0,0.0,39.14728309757291,0.145234654756712,-0.022828054346351868,2.8448773586633194,3.429475922501315,-0.014356082657615449,0.0,0.0,0.0,0.0,0.0
cent21y,42/1_Run_Means,r,1.467415256290327,0.03109367572112274,0,0,0.9999499225233446,0.9999499225233446,2.567076250143517,0.004210834711309671,0.00020707055907818675,590.427537533009,215.0133864170226,0.004997548408392143,6.907275808628188e-05,10.228270000266681,14.20352649048188,-0.0003069623311361014,0.0,0.0,0.0,0.0,0.0,139.7130351274751,0.04577665390795361,-0.02189497408848504,1.5034816271998488,4.2667773240367435,-0.011845757543683172,0.0,0.0,0.0,0.0,0.0
lag5y,42/1_Run_Means,c,6.021673441815288,0.04340496634379582,104,36,1.8207599296111014e-10,0.0004448357595535517,0.6196507769900169,0.07108744975810243,-0.02321735089849572,142.5196787077039,6.510086090493878,0.08917587940515052,-0.03498128826698559,3.071532586948906,8.477213848317701,-0.02089101791381836,0.04166666682317555,-1.5833333331584072,1.5451388890576634,2.481208309765031,15.2,-86.89064256295083,0.1136923737014154,-0.05694533511355691,9.140637400773715,17.502060025328532,-0.032429813126365434,3.7916666668170365,-4.58333333315295,1.964743589916452,1.964743589916452,16.2
cent20y,42/1_Run_Means,r,1.0,0.03136017962914349,0,0,1.0,1.0,2.5668256360328106,0.0,0.0,590.3698962875465,215.5169061687066,0.0,0.0,11.109996941357128,15.484179550942143,0.0,0.0,0.0,0.0,0.0,0.0,137.70655180500702,0.047452006418559525,-0.02196404684657132,1.886650658319607,3.526282013073008,-0.011538795212547071,0.0,0.0,0.0,0.0,0.0
lag10y,42/1_Run_Means,c,3.0629999918995208,0.036577843060382684,156,84,2.256641421830859e-06,0.00017858955765161433,0.10786730155251281,0.07572260483682164,-0.04512859820728538,24.809479357077947,-67.09523560701595,0.09857671264213475,-0.07421561251865344,6.937576118556525,10.75415285945711,-0.04673704147338868,9.16666666681499,2.83333333350447,4.288194444611577,4.809944006327854,13.0,-150.01455655285505,0.11931729043275238,-0.09617965936522475,2.339373026102344,16.499768477560636,-0.05827583668593574,12.916666666808851,-0.1666666664900731,5.185897436070018,5.185897436070018,13.0
Kal_flexLin_ocn,42/5_Kalman,c,4.6194687501223335,0.04785149967135825,69,5,0.0021535722653659626,0.08327304093626811,1.2596594265664456,0.06089551939665365,0.005793104585323287,289.7216681102825,57.85918770499902,0.07858804034936463,0.019268444141171508,8.879948129814668,1.1888491641087113,0.046701719864810066,-1.12499999984243,-2.3333333331574977,-0.447916666498827,2.417773932114768,14.2,7.031931581377833,0.09204963974516298,-0.0026956027053998146,7.351086849188335,0.29435263495580005,0.03516292465226299,2.625000000151431,-5.333333333152041,-0.3749999998289101,0.3749999998289101,16.2
Kal_flexLin_ocn,42/5_Kalman,r,0.22835218165036736,0.012612788625212396,46,0,0.10805702040246383,0.10805702040246383,2.471544043329156,0.019096042053063936,0.008218847813770764,568.4551299657059,225.07408350924516,0.01839879796275551,0.01341399002167296,25.402573070518397,23.487162489613134,0.016869525562763533,0.0,0.0,0.0,0.0,0.0,-45.912449307490945,0.04119054740102974,-0.008550056824898362,0.17060148670605543,0.017198371656710017,0.005330730350216461,0.0,0.0,0.0,0.0,0.0
Kalman_RW,42/5_Kalman,c,6.265873368874629,0.05393872156985289,33,4,0.041823845281076015,0.19971250664018989,1.27270128918418,0.06471169638044294,-0.0282224458186615,292.7212965123614,75.48022955149013,0.08105022750930518,-0.04215020881242666,1.3453604225959026,7.475343351762046,-0.024717316415233854,5.666666666818173,-0.4166666664928016,2.6388888890564695,3.1243980903165753,14.0,4.652139573215617,0.10503585393605853,-0.06411425565899799,4.443178542794022,7.432621786984989,-0.036256111627780925,9.416666666812034,-3.4166666664873446,2.977564102735886,2.977564102735886,15.0
