method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,Mdyrs15,Mdyrs20,Fdyrs15,Fdyrs20,EdyrsA,RMSyrsA,ncEdyrs,e100log-l,e100RMS,e75RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eMdyrs15,eMdyrs20,eFdyrs15,eFdyrs20,eEdyrsA,eRMSyrsA,nceEdyrs
lag10y,42/1_Run_Means,c,2.7403230425288303,0.03849448758253515,101,18,0.0019037637900260966,0.008549027209528767,1.2175633092325295,0.05854644368943288,-0.028882646211744255,281.2571244327143,68.84256725205331,0.06272660646159954,0.055827351186224346,-0.033636960056093006,2.655305113401965,0.0,0.00394149124622345,3.7500000001468834,-1,3.7500000001468834,-1,3.7500000001468834,-1,1.7685185186607237,5.231202876914567,8.0,70.18594384031468,0.05686603542117714,0.059619066503432176,-0.02255563853846657,5.064452964979491,0.0,0.0038879824876785095,1.833333333483779,-1,1.833333333483779,-1,1.833333333483779,-1,2.046296296437908,2.046296296437908,8.0
lag5y,42/1_Run_Means,c,4.990677883419071,0.0480180055927302,48,18,9.264939444062472e-12,3.975738122150159e-05,0.9338046752507091,0.057303460464003336,-0.01397372884695389,215.7088799829138,29.38993092399119,0.0566716674698687,0.05755596338479383,-0.012048050430085925,5.789595567070317,0.0,-0.007604384422302246,13.027777777916071,-1,19.83333333346536,-1,1.3333333334821873,-1,3.88425925939954,5.827582041431178,12.3,9.601807557819185,0.06251057111778947,0.06467756096327039,-0.0009667289124594914,6.3495488077078575,0.0,-0.007657893180847186,11.111111111252967,-1,17.916666666802257,-1,-0.5833333331809172,-1,2.6365740742151424,2.6365740742151424,11.3
raw1y,42/1_Run_Means,c,27.575701483666766,0.12561838643196832,0,0,0.5444582090806537,0.8662976702665598,0.7122721707304404,0.11681308288183306,-0.002690018084724444,164.53487143873173,70.06702720307739,0.11056436129483739,0.11111246768929868,0.002170023653242323,1.152499597452358,0.0,-0.01504533290863037,9.958333333474457,-1,19.1666666667993,-1,-1.7499999998481144,-1,0.1388888890325659,5.144047710883323,29.6,65.8716068812625,0.11632011860422148,0.11429873243070726,0.013251345170868754,2.4360946642792247,0.0,-0.015098841667175312,8.041666666811352,-1,17.250000000136197,-1,-3.666666666511219,-1,0.41666666680975,0.41666666680975,29.6
raw1y,42/1_Run_Means,r,27.575701483666766,0.12561838643196832,0,0,0.5444582090806537,0.8662976702665598,0.7122721707304404,0.11681308288183306,-0.002690018084724444,164.53487143873173,70.06702720307739,0.11056436129483739,0.11111246768929868,0.002170023653242323,1.152499597452358,0.0,-0.01504533290863037,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,65.8716068812625,0.11632011860422148,0.11429873243070726,0.013251345170868754,2.4360946642792247,0.0,-0.015098841667175312,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent10y,42/1_Run_Means,r,1.9534434350493413,0.038554691651851346,0,0,0.983767329376335,0.983767329376335,2.024674039171114,0.030399772687815067,-0.0006354085102138609,467.69970304852734,185.9401290733595,0.029841351171928723,0.031400180388198175,0.0037163601981268987,8.034225105166959,0.0,-0.0071930080652236935,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,140.6047025736559,0.04710098802780799,0.04263626250394526,0.014797681715753333,1.8245393115931618,0.0,-0.007246516823768634,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent20y,42/1_Run_Means,r,1.0,0.03070558852287493,0,0,1.0,1.0,2.586956412192262,0.0,0.0,597.5869312164125,238.49829080371873,0.0,0.0,0.0,10.563672971296624,0.0,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,205.35395882149433,0.026133934607958965,0.017969044894131286,0.011081321517626433,6.12361270937238,0.0,-5.350875854494008e-05,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent21y,42/1_Run_Means,r,1.3602023386693431,0.0302640270713592,0,0,0.9999055490230196,0.9999055490230196,2.591725794875869,0.004307283171655314,-8.497389785096742e-06,598.6886586163257,238.44738490586232,0.004509341082469262,0.004344270621221296,-0.0005824188391367594,10.410382054385199,0.0,0.00017026066780090332,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,208.56220882168282,0.024849564736209126,0.01661971653886739,0.010498902678489673,6.700645249502777,0.0,0.00011675190925596324,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
cent30y,42/1_Run_Means,r,0.6897662304645406,0.028008037779175668,0,0,0.985223954471188,0.985223954471188,2.3696870603148485,0.021793831589536933,-2.264260135699544e-05,523.7008403295815,196.15528216417266,0.0234832639292356,0.024587401938678657,-0.00751109473845538,8.970148706354406,0.0,-0.0018104587282453265,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,218.5281707629543,0.014997973600187188,0.00952840042039926,0.0037741767518660483,10.92837981066113,0.0,-0.0029593504496983314,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
offset11y,42/1_Run_Means,c,2.441156828397577,0.03721150178215645,190,140,1.6805465483790743e-08,1.433145433088268e-07,-1.5431046987325763,0.09428315700871129,0.07784329189605092,-356.4571854072251,-169.28250306886423,0.09089341450098484,0.10258787434682408,0.07094621790779962,8.059913083585231,0.0,0.11416792869567871,-0.4999999998494786,-1,-0.4999999998494786,-1,-0.4999999998494786,-1,-5.59722222207328,8.713614825744774,6.0,-231.2053711915226,0.09819829232132403,0.10610710366443446,0.08202753942542605,3.330824045236748,0.0,0.11411441993713375,-2.416666666512583,-1,-2.416666666512583,-1,-2.416666666512583,-1,-5.319444444296096,5.319444444296096,6.0
OLS_AR5all,42/2_LT_Fits,r,1.0779650953759986e-13,0.04016936341780679,182,156,1.2539148286618987e-30,2.873108846720475e-29,-17.10346272388499,0.2701098254246509,-0.1614086864741529,-3249.6579175381485,-3147.534187974573,0.3812429249044215,0.4083395457664546,-0.3672941809230369,3.109433047582692e-28,0.0,-0.35839929103851204,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,-2959.1848399579812,0.3725328953924938,0.4058461966930474,-0.3562128594054105,2.2637126465240735e-26,0.0,-0.35845279979705696,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0
