method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,75RMS,100bias,bias50,xyear0.5,xyear1.0,xyear1.5
cent20y,42/1_Run_Means,r,1.0,0.02949395745350752,0,0,1.0,1.0,2.611399361837676,0.0,0.0,404.7669010848398,234.55627990010993,0.0,0.0,0.0,0.0,1985.2916666666545,2010.2916666666317,
lowess1dt36wnc,42/3_ST_Fits,c,3.5691282624516085,0.0628980009907726,11,0,0.17290572884041233,0.2998527300645739,1.4457129670040243,0.0527027611709641,-0.01131180274077786,232.75978768764793,146.26910066982495,0.051855521487478885,0.05029608700587994,-0.006540828734107191,-0.03297530935056494,1987.708333333319,2012.3749999999632,
Kal_flexLin,42/5_Kalman,c,4.763330471060429,0.05317657451406971,2,0,0.3748799100077643,0.6816442941824868,1.5490588951456516,0.051214310004864046,-0.009471683581194828,249.39848211844992,149.84169210133874,0.05074333051536804,0.04589689902209531,-0.00606046170937644,-0.027697952385749004,1987.4583333333192,2013.1249999999625,
GAM_AR1,42/4_GAM_AR1,c,7.379810460939965,0.04914386128972571,19,4,0.007200950325248204,0.11577794289968273,1.3009620104350537,0.0551265285202201,-0.0053701636023402,184.73660548177762,144.56707300649154,0.05268213812119711,0.04931997984937832,-0.00477880396565977,-0.02693502367217884,1987.0416666666529,2013.0416666666292,
CGWL10y_sfUKCP,44/44_EarthModel_CGWL,c,6.018644254509349,0.05044738545966072,0,0,0.9172413793103448,0.9172413793103448,1.6589446713541494,0.04238984754127774,0.0024198826279929067,252.1595900458307,156.8722426593764,0.04297603058722746,0.036810193228057814,0.00433763567317035,0.0036087120678581146,1986.3749999999868,2009.8749999999654,
GWI_tot_CGWL,43/3_Human_Induced,c,2.70639044741742,0.07953451373057985,0,0,0.9879520680220268,0.9879520680220268,1.4643561802156448,0.03598859847172956,-0.007767886928294605,103.96928879531079,103.96928879531079,0.03598859847172956,0.03598859847172956,-0.007767886928294605,-0.026665727558154998,1988.7916666666513,2012.2083333332967,
GWI_tot_SR15,43/3_Human_Induced,c,2.577395902179386,0.07093688254968686,0,0,0.7048774215232632,0.7048774215232632,1.295111364382511,0.061697129006649164,-0.002813088940379268,91.95290687115828,91.95290687115826,0.061697129006649164,0.061697129006649164,-0.002813088940379268,-0.027911887282359577,1988.1249999999852,2007.458333333301,
EBMKF_ta4,43/2_Kalman,c,1.9972292703156904,0.03036351262881106,67,27,9.537925890952133e-06,0.0014752205567167328,1.3131565072907825,0.03717312887099141,0.004082335194223211,211.418197673816,62.04750514581765,0.044022249136895536,0.03906641996018643,0.002135304684580256,0.023098254136033218,1985.2916666666545,2008.791666666633,
FaIR_comb_unB,43/1_ERF_FaIR,c,2.3717631821435146,0.03109493551949161,61,0,0.30579964850615116,0.30579964850615116,1.604204345880796,0.04367609274522241,0.018945723979848138,139.56577809162926,139.56577809162926,0.04367609274522241,0.04501744393788758,0.018945723979848138,0.031652978363996005,1985.2916666666545,2009.2083333332994,
equal_weight_comb,co/combination,c,3.8404185509306257,0.03793607831654977,0,0,0.9706814966883928,0.9706814966883928,2.0174168974265623,0.031075055743088133,-0.003207454959843734,324.80412048567655,196.38710534409404,0.029736423749421394,0.026492751723306902,-7.095842224422629e-05,-0.007987724056965776,1987.0416666666529,2010.7916666666313,
PIVW_comb,co/combination,c,3.132930753321621,0.03313316836120945,0,0,0.9975604056939866,0.9975604056939866,2.1744106452091856,0.02625147660532287,-0.0011199009379868304,350.08011387867884,210.88132817577724,0.025303043727139662,0.02364860817139121,0.0011137607634039526,-0.0014824521122554226,1987.0416666666529,2009.9583333332987,
