year,700-6000m_allLat,700-6000m_allLat_se,"2000-6000m_allLat	",2000-6000m_allLat_se
1850,0,38.44021236,0,3.918631807
1851,0,38.44021236,0,3.918631807
1852,0,38.44021236,0,3.918631807
1853,0,38.44021236,0,3.918631807
1854,0,38.44021236,0,3.918631807
1855,0,38.44021236,0,3.918631807
1856,0,38.44021236,0,3.918631807
1857,0,38.44021236,0,3.918631807
1858,0,38.44021236,0,3.918631807
1859,0,38.44021236,0,3.918631807
1860,0,38.44021236,0,3.918631807
1861,0,38.44021236,0,3.918631807
1862,0,38.44021236,0,3.918631807
1863,0,38.44021236,0,3.918631807
1864,0,38.44021236,0,3.918631807
1865,0,38.44021236,0,3.918631807
1866,0,38.44021236,0,3.918631807
1867,0,38.44021236,0,3.918631807
1868,0,38.44021236,0,3.918631807
1869,0,38.44021236,0,3.918631807
1870,0,26.01326382,0,2.605894996
1871,0.100974805,27.3630067,0.018820312,2.562494023
1872,0.407612121,23.58370199,0.091372587,2.423297532
1873,0.767558138,35.15528391,0.194615796,2.665993336
1874,1.274915924,34.75859752,0.329517834,2.657056749
1875,1.911539617,40.00095515,0.490226985,2.529255954
1876,2.862161968,29.21464247,0.714867599,2.71850266
1877,3.962079198,32.55405544,0.987791338,2.602848048
1878,5.08375565,30.4540578,1.287733191,2.464353015
1879,5.975680814,30.26056709,1.566248099,2.5591972
1880,6.496146053,25.86637311,1.783294125,2.677175899
1881,6.337689925,30.30488006,1.859193533,2.60660291
1882,5.662426451,30.31636119,1.793595429,2.660755192
1883,4.688962272,25.98949543,1.624974207,2.655531789
1884,3.687247214,30.6893749,1.406793897,2.477907964
1885,2.933265313,26.12401039,1.202925396,2.586967356
1886,2.877600071,35.67057303,1.123666412,2.824150975
1887,3.527636233,28.92228046,1.21028297,2.918631807
1888,4.459280817,31.35458067,1.396931384,2.411494771
1889,5.397224556,32.10940663,1.619431513,2.660055757
1890,6.219120835,28.29683434,1.847576188,2.768838732
1891,6.758923292,29.2017237,2.040395298,2.441223917
1892,7.014919481,34.13625072,2.182345843,2.548691482
1893,7.075810001,30.99036528,2.279673104,2.623887487
1894,7.199404469,31.72923153,2.377986509,2.53030688
1895,7.328350591,30.70581255,2.466633746,2.611183974
1896,7.437790056,42.00464527,2.531188599,2.488471799
1897,7.71323446,32.04136001,2.601849122,2.559135489
1898,8.45155216,30.44892055,2.758911968,2.66348932
1899,9.203409422,28.97123327,2.94730124,2.751526993
1900,9.967214417,39.66194366,3.155938628,2.437271049
1901,10.64086448,30.10690575,3.373102662,2.476363302
1902,10.67766499,28.55436335,3.493495319,2.512928519
1903,10.02452634,28.34926676,3.470209712,2.508503561
1904,9.129422972,33.65464258,3.369995456,2.710084862
1905,8.075462052,24.84099121,3.221568543,2.536893082
1906,6.869158511,36.56853881,3.024947755,2.716439541
1907,5.963959936,24.98772009,2.862921217,2.682811857
1908,5.45603563,32.60435579,2.780141675,2.415965795
