2000,0.295916667,368.82,2.1
2001,0.441833333,370.41,2.108333333
2002,0.4975,372.42,2.091666667
2003,0.507583333,374.96,2.7
2004,0.448,376.79,2.425
2005,0.546083333,378.82,3.433333333
2006,0.50575,380.96,3.858333333
2007,0.491666667,382.69,4.35
2008,0.395083333,384.79,3.791666667
2009,0.505166667,386.29,4.675
2010,0.560416667,388.57,3.566666667
2011,0.424833333,390.45,4.925
2012,0.470833333,392.46,3.733333333
2013,0.514916667,395.19,0
2014,0.580083333,397.12,0
2015,0.76425,399.41,0
2016,0.79775,402.85,0
2017,0.678416667,405,0
2018,0.597333333,407.38,0
2019,0.736166667,411.44,0
