,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,
1993,-0.43669016,-0.427308514,-0.438462384,-0.448696185,-0.453285252,-0.441389884,-0.477894469,-0.434307523,-0.433728536,-0.437298019,-0.436016974,-0.462124381,-0.458826478,-0.460297576,-0.450339919,-0.433560884,-0.444938892,-0.470142359,-0.441903313,-0.432077921,,-0.445964481
1994,-0.07354989,-0.059656756,-0.068392017,-0.064864587,-0.065820193,-0.073023005,-0.06703652,-0.061826678,-0.059844462,-0.077629002,-0.077943968,-0.078442741,-0.062336205,-0.057602578,-0.063343239,-0.065179848,-0.039090765,-0.067972823,-0.065139686,-0.072173082,,-0.066043402
1995,0.08369774,0.066095601,0.07738805,0.078234058,0.084217278,0.076764258,0.088636864,0.064873589,0.075544071,0.068991176,0.086329549,0.054716393,0.054632896,0.090359359,0.065850617,0.094247351,0.072776914,0.070778381,0.08759017,0.066320911,,0.075402261
1996,0.118363154,0.112629343,0.110715043,0.100585064,0.133144002,0.107105383,0.101829286,0.114999269,0.101319446,0.103893294,0.121451438,0.104644273,0.094518833,0.111024287,0.112169714,0.097601179,0.099526381,0.124740708,0.105876947,0.114529318,,0.109533318
1997,0.174186952,0.158810553,0.138695457,0.178127533,0.153331757,0.13712051,0.139265462,0.126975254,0.13607252,0.142252473,0.148287436,0.132364204,0.144517245,0.156270637,0.155003682,0.151699237,0.145759608,0.14408543,0.142455181,0.142999534,,0.147414033
1998,0.205721679,0.225970234,0.21153491,0.206166725,0.206275228,0.210503172,0.215752746,0.21159249,0.209311856,0.20366185,0.233051818,0.196148004,0.216106213,0.22197044,0.205770544,0.215945158,0.22991931,0.21015767,0.217908989,0.212666611,,0.213306782
1999,0.249763313,0.233933735,0.226163674,0.241765055,0.259877371,0.251726924,0.224784249,0.232201452,0.229806864,0.224269707,0.244370213,0.245661429,0.240513135,0.230824673,0.233323661,0.254352664,0.246625026,0.245010113,0.248580339,0.252832833,,0.240819322
2000,0.256899533,0.254816729,0.251438588,0.2466952,0.244497365,0.254568394,0.235164053,0.25784414,0.247937187,0.24323807,0.23090156,0.249201399,0.252080646,0.253563058,0.239637595,0.25954271,0.260104479,0.265921735,0.244435684,0.247790489,,0.249813931
2001,0.238298844,0.266275127,0.252278569,0.25562788,0.258229632,0.25295725,0.258753211,0.272712269,0.26467967,0.258800637,0.262489049,0.266350957,0.245903741,0.240890286,0.254947773,0.26251289,0.237874775,0.257643573,0.258849279,0.238763046,,0.255241923
2002,0.242061933,0.246761309,0.244115146,0.266548503,0.24778134,0.2578086,0.248497139,0.230503443,0.250720602,0.260873624,0.252606379,0.260032641,0.236685865,0.25602829,0.248141501,0.253955577,0.250543932,0.244304556,0.254303974,0.239617559,,0.249594596
2003,0.205898309,0.180505983,0.210675036,0.220229399,0.207713303,0.209258109,0.212180125,0.213158551,0.212157522,0.222945925,0.216167044,0.203286021,0.220443627,0.225318997,0.207621947,0.188353018,0.21048703,0.219602998,0.197298378,0.219853227,,0.210157728
2004,0.198559813,0.176160712,0.193533328,0.196139905,0.186937646,0.19750049,0.200994057,0.191368097,0.192509877,0.193548271,0.204520557,0.19750894,0.192230066,0.19880146,0.193752582,0.195709065,0.1922002,0.184406062,0.200289064,0.172287383,,0.192947879
2005,0.156053033,0.141096688,0.140634266,0.170008808,0.147590173,0.139100334,0.176082289,0.143485284,0.1716491,0.151485199,0.145588629,0.161611006,0.164371357,0.153042751,0.151315987,0.147765959,0.15668597,0.153611288,0.120809307,0.15793499,,0.152496121
2006,0.053947264,0.074870834,0.077967396,0.053800028,0.066189381,0.064035048,0.066301702,0.059231323,0.081779608,0.056151651,0.066650102,0.055912445,0.074433187,0.060536683,0.072186407,0.076307199,0.084925642,0.061399209,0.065410334,0.077076346,,0.067455589
2007,0.039277867,0.048544211,0.044051824,0.050756234,0.066862686,0.065315578,0.036903837,0.074788028,0.058298322,0.075202351,0.068722843,0.04116169,0.060298103,0.041562022,0.056216295,0.06116023,0.046392161,0.043403409,0.03791184,0.070085077,,0.05434573
2008,0.041737552,0.051462481,0.046209994,0.055376827,0.064090895,0.055000149,0.066398236,0.061918794,0.044269537,0.039824231,0.042723305,0.022012405,0.068624282,0.071917803,0.050247322,0.06119885,0.065914024,0.047805185,0.05704764,0.055135624,,0.053445757
2009,0.055472129,0.044549722,0.09381882,0.05064422,0.068095174,0.068406699,0.066414093,0.069427235,0.069074207,0.068890598,0.020320894,0.06711551,0.067564677,0.059646076,0.090763621,0.042553434,0.055896786,0.071855356,0.073586484,0.045892112,,0.062499392
2010,0.076500415,0.068412844,0.061869484,0.085171291,0.074633028,0.079077656,0.073270767,0.068813524,0.060852345,0.077691628,0.06817358,0.06373539,0.078448502,0.070424028,0.059172352,0.071411031,0.093887737,0.057418641,0.072111562,0.069806893,,0.071544135
2011,0.073240257,0.073745939,0.080206102,0.081611315,0.08076718,0.091144892,0.079933008,0.092552162,0.076808152,0.100330547,0.078921492,0.095978073,0.084985684,0.097755298,0.077377965,0.094935878,0.098878,0.099720595,0.087801302,0.10331252,,0.087500318
2012,0.110658445,0.088399453,0.092735844,0.093064668,0.101073234,0.098801935,0.104586902,0.091630117,0.098175692,0.098750373,0.096539511,0.080722918,0.0774151,0.101119901,0.113332712,0.119524989,0.104342564,0.089663052,0.094756929,0.096648115,,0.097597123
2013,0.09984988,0.114204102,0.120819354,0.123534014,0.104121591,0.117294164,0.106772927,0.100993175,0.113451377,0.100140688,0.097973128,0.098380303,0.121407471,0.097514064,0.103535031,0.120441814,0.097538504,0.122070322,0.114986668,0.122430624,,0.10987296
2014,0.106125325,0.108904964,0.110649417,0.09484563,0.11685925,0.110368165,0.110164369,0.098432742,0.10564308,0.107115897,0.112969686,0.108172849,0.102314353,0.101799285,0.118499954,0.132744493,0.11976369,0.117124622,0.102217441,0.110347144,,0.109753118
2015,0.098207481,0.08043757,0.092672103,0.09085735,0.088741269,0.089168026,0.090402689,0.079513349,0.087503344,0.083908425,0.094507832,0.095027782,0.09635486,0.091223144,0.078441544,0.063226065,0.096267357,0.100621984,0.088029208,0.100095936,,0.089260366
2016,0.078673689,0.084152771,0.07386424,0.068088682,0.083824903,0.083932488,0.066050004,0.068431969,0.065360078,0.063488752,0.080473261,0.077663748,0.069636093,0.06087901,0.061446768,0.079329346,0.071294699,0.086221958,0.066674799,0.061049013,,0.072526814
2017,0.066457738,0.068801294,0.068572017,0.063799953,0.075845808,0.051908215,0.081256378,0.08079792,0.037095853,0.073469967,0.075258954,0.050261478,0.062682724,0.054080821,0.076906066,0.069769679,0.060549414,0.069099364,0.057742799,0.070556596,,0.065745652
2018,0.079135593,0.068403259,0.060047231,0.083731265,0.09801833,0.075964466,0.067720089,0.081575551,0.079438508,0.070302329,0.069741783,0.065431648,0.080304355,0.077024778,0.052803849,0.083357893,0.081732337,0.103415505,0.077137977,0.064952252,,0.07601195
2019,0.068834888,0.06428093,0.072568131,0.059894612,0.058967975,0.072959745,0.080645955,0.057267971,0.079633088,0.067936564,0.080414671,0.065941255,0.059776795,0.081915727,0.080838571,0.105961332,0.084872331,0.091686303,0.069393589,0.072164383,,0.073797741
2020,0.084946233,0.095069791,0.087003923,0.081931546,0.061536207,0.085605459,0.084821877,0.087458846,0.102555151,0.082487583,0.085653766,0.099837286,0.092371406,0.078809197,0.097986323,0.101172211,0.091902917,0.087463421,0.092444114,0.075393005,,0.087822513
2021,0.081249313,0.104790413,0.106769701,0.114335017,0.109354869,0.11809273,0.113957226,0.09712752,0.109060595,0.076437857,0.103818132,0.101730008,0.097317926,0.1127601,0.112584072,0.116852749,0.083416752,0.109449241,0.105692781,0.112259739,,0.104352837
2022,0.140861697,0.112588094,0.095434942,0.128194383,0.124541829,0.127657642,0.117694518,0.139135922,0.107085667,0.11406541,0.110100651,0.120192235,0.137439047,0.143691171,0.123252214,0.135861346,0.118844381,0.111067405,0.151571405,0.121711664,,0.124049581
2023,0.138819577,0.143856126,0.139224887,0.15335843,0.114572909,0.152258798,0.123885852,0.137092136,0.139288509,0.138431723,0.139808495,0.145004896,0.138466215,0.145602073,0.121099518,0.132578228,0.170013245,0.132637068,0.136195433,0.118032012,,0.138011306
2024,0.154862635,0.151488115,0.126379154,0.162490653,0.136182934,0.139462789,0.117184477,0.149588878,0.139705304,0.140792993,0.158591387,0.148788573,0.15501839,0.135008276,0.140889027,0.149105318,0.142438495,0.154210584,0.144861328,0.141248219,,0.144414876
2025,0.137990116,0.123681018,0.132402005,0.142741078,0.132137661,0.142922905,0.141469003,0.118159845,0.146583664,0.117372408,0.151650338,0.119892661,0.129356751,0.138150705,0.127267199,0.123235894,0.130703747,0.098095196,0.132003775,0.119814805,,0.130281539
2026,0.109036415,0.104655573,0.114571984,0.132312383,0.112700995,0.12282057,0.135583693,0.094908217,0.106357423,0.119782583,0.127468837,0.104179234,0.115635441,0.116650329,0.093248181,0.114653347,0.10963442,0.09848078,0.123010748,0.106098306,,0.113089473
2027,0.101945396,0.097560657,0.109127035,0.103032763,0.101874761,0.108796209,0.095920359,0.114419503,0.098358493,0.093844582,0.08905936,0.088820369,0.091762891,0.097590609,0.111881781,0.099275875,0.110694258,0.113276133,0.104035071,0.098836533,,0.101505632
2028,0.077585766,0.104994893,0.069167154,0.085222303,0.083650729,0.09100237,0.079591079,0.07910155,0.067881374,0.068296011,0.06993077,0.085304384,0.084578407,0.081999386,0.086668154,0.087364893,0.097898765,0.098154021,0.087655132,0.088009216,,0.083702818
2029,0.086506657,0.077328213,0.066666804,0.068913075,0.07598563,0.092370532,0.094706589,0.053169974,0.074947714,0.079772423,0.101216711,0.066318159,0.080007031,0.077364262,0.054382493,0.08947871,0.095488827,0.073398603,0.061414941,0.065121339,,0.076727934
2030,0.073411386,0.076675573,0.07442864,0.075821462,0.092040782,0.063982337,0.060007034,0.066403325,0.09008208,0.083732762,0.056670367,0.07203121,0.075586478,0.067573806,0.074914028,0.07588959,0.07788653,0.08595391,0.078306771,0.055099431,,0.073824875
2031,0.070158928,0.092812495,0.06565137,0.060341624,0.057953959,0.07000639,0.077900311,0.094379827,0.058166753,0.077367495,0.072296774,0.058815378,0.074071819,0.07771659,0.070056945,0.07063312,0.078194368,0.077133947,0.08396589,0.082637535,,0.073513076
2032,0.079775502,0.084335349,0.065777047,0.092768797,0.097887696,0.072211462,0.069566527,0.080597372,0.073700188,0.063146951,0.060602682,0.072390258,0.077075693,0.063925302,0.057266375,0.078222779,0.080088111,0.071235452,0.088693795,0.0690787,,0.074917302
2033,0.08486559,0.081349509,0.090855067,0.079609358,0.087159232,0.093801554,0.07004228,0.089620761,0.094997696,0.088426049,0.106901441,0.088932277,0.085242481,0.084525378,0.095312987,0.064449938,0.108053523,0.102352113,0.079561816,0.079421413,,0.087774023
2034,0.093864571,0.106205997,0.111047256,0.104495862,0.117108677,0.098363739,0.104343202,0.099302304,0.104559338,0.10863712,0.115728046,0.117191593,0.127093712,0.114653448,0.110510442,0.123179128,0.112853441,0.100619505,0.127747983,0.108123683,,0.110281452
2035,0.109181802,0.116527283,0.112995281,0.124813074,0.115644665,0.112804323,0.117898369,0.11538765,0.113537153,0.109938877,0.126668839,0.120153025,0.144323394,0.10954063,0.126014056,0.128593484,0.107518453,0.126941739,0.101379182,0.127964547,,0.118391291
2036,0.118869776,0.123687756,0.103240575,0.118861176,0.120683308,0.118209933,0.118090702,0.139167247,0.136163001,0.104688582,0.123532878,0.117868517,0.115776147,0.143180243,0.123420023,0.117339922,0.14327479,0.126739275,0.128117397,0.127694372,,0.123430281
2037,0.099144911,0.12916384,0.115383069,0.146157798,0.129962118,0.123752266,0.112535835,0.126524009,0.149090399,0.129351528,0.134204984,0.12222641,0.124462769,0.119688505,0.132475617,0.113675906,0.137097112,0.124973079,0.12167008,0.113975286,,0.125275776
2038,0.126603652,0.122410725,0.113331742,0.111030756,0.12725701,0.113889465,0.133780992,0.106192055,0.1473385,0.12223613,0.126878521,0.113850752,0.13291988,0.121411275,0.121122721,0.131121363,0.132623522,0.127987616,0.130511991,0.121177591,,0.124183813
2039,0.119229203,0.11676594,0.095508067,0.119625453,0.109509156,0.12346556,0.109079671,0.110030919,0.107913978,0.12610749,0.122915949,0.118389481,0.117263498,0.117526818,0.126694441,0.125314785,0.117182845,0.111496788,0.11883381,0.101403024,,0.115712844
2040,0.095748438,0.10986431,0.124891641,0.088376067,0.101904019,0.10742945,0.099624508,0.102587453,0.101392959,0.116164385,0.106408294,0.082319844,0.102142827,0.101703563,0.094778413,0.114287084,0.096272729,0.099205897,0.104214616,0.096108154,,0.102271233
2041,0.085322012,0.095194683,0.087421189,0.096556811,0.082781334,0.089920633,0.100232403,0.102395354,0.083537331,0.073349866,0.099659542,0.059722206,0.086813407,0.0660749,0.09510421,0.097635695,0.097322869,0.092263918,0.096790435,0.090456166,,0.088927748
2042,0.098369595,0.089875015,0.092218216,0.109171346,0.090916049,0.101460223,0.086816217,0.095284946,0.087922014,0.083263553,0.090980199,0.084868817,0.094169359,0.104507452,0.10432699,0.076147231,0.106646836,0.095169125,0.103083592,0.079622552,,0.093740966
2043,0.111795216,0.076179526,0.111058188,0.081291419,0.102280374,0.098215838,0.094631298,0.110333614,0.105338446,0.085918294,0.106582923,0.075407197,0.099853956,0.09273292,0.102274486,0.084626897,0.092565592,0.08519833,0.10104862,0.100695965,,0.095901455
2044,0.1190232,0.105494303,0.125109859,0.100870413,0.102312698,0.127895031,0.122972276,0.110885736,0.105854297,0.124728761,0.116081629,0.103918652,0.118335104,0.111609479,0.10075588,0.100464273,0.098179553,0.099765648,0.100208833,0.112035423,,0.110325052
2045,0.131565054,0.131141446,0.123486062,0.153922322,0.132549917,0.133795096,0.141928436,0.128338437,0.126857072,0.147411292,0.136200852,0.110662013,0.135551958,0.145001076,0.116518486,0.122770986,0.142879543,0.147589837,0.110211534,0.138750666,,0.132856604
2046,0.149207002,0.152171008,0.142160231,0.126094065,0.159093794,0.146932342,0.146887876,0.144825599,0.142467876,0.155296541,0.142293719,0.161172719,0.148294032,0.14770294,0.149222592,0.146177653,0.139722184,0.155908864,0.14889598,0.163047041,,0.148378703
2047,0.181780616,0.151285793,0.168408164,0.176740246,0.167852587,0.163979031,0.177059463,0.157251498,0.181477181,0.166567737,0.163346463,0.152068071,0.181385109,0.167596417,0.163725838,0.170830148,0.169816065,0.16279907,0.17262582,0.167656463,,0.168212589
2048,0.171996967,0.175404117,0.181596756,0.157918623,0.167833078,0.155709915,0.177132405,0.173852925,0.173240786,0.1894659,0.171932078,0.152740471,0.169037528,0.171516204,0.171821267,0.183755278,0.167707531,0.171774603,0.164665826,0.186918634,,0.171801045
2049,0.153734712,0.149407241,0.170689343,0.160173976,0.170950136,0.169540941,0.165836072,0.147627067,0.175050361,0.153390579,0.168332325,0.177470162,0.160896879,0.150264478,0.161382256,0.160975651,0.169834377,0.168727763,0.15759485,0.163036673,,0.162745792
2050,0.127278074,0.136327333,0.133889359,0.144427177,0.144869168,0.160756165,0.144744425,0.168870477,0.168951145,0.1416519,0.156316444,0.152957486,0.150499209,0.147932443,0.162923687,0.142140447,0.135422114,0.149338311,0.138577661,0.155865696,,0.148186936
2051,0.156171425,0.137616107,0.13931099,0.12939249,0.152365972,0.133684867,0.131749172,0.135145647,0.134013354,0.14660195,0.135680502,0.143541084,0.133425972,0.145666065,0.153580671,0.145067155,0.13921171,0.145848456,0.137369203,0.153169999,,0.141430639
2052,0.130605847,0.132092947,0.119781041,0.143247942,0.136657316,0.12522843,0.122527364,0.131773551,0.129099844,0.106997446,0.133906549,0.116651795,0.13989725,0.135573298,0.139349232,0.134561685,0.122473335,0.138063994,0.137747236,0.131522197,,0.130387915
2053,0.12136235,0.119453988,0.126664431,0.136119284,0.102385604,0.126268672,0.124957967,0.111918467,0.125134641,0.132586794,0.153147485,0.12527053,0.140932416,0.127798154,0.135617906,0.127046681,0.147821228,0.143812322,0.14859514,0.125786192,,0.130134013
2054,0.145785057,0.122440854,0.15098342,0.156291896,0.14196359,0.140739079,0.142098098,0.128453929,0.14928423,0.146241995,0.153167243,0.135732706,0.136569037,0.12391782,0.142608906,0.14203529,0.134585692,0.126539471,0.122558139,0.14041784,,0.139120715
2055,0.158612536,0.148083126,0.144188715,0.169256946,0.147484824,0.140575115,0.164656649,0.159619438,0.160051296,0.163259109,0.159130647,0.158673005,0.157034819,0.156481904,0.149414341,0.148615455,0.157730966,0.176482928,0.144848486,0.156119288,,0.15601598
2056,0.16610756,0.197723315,0.170711146,0.16370992,0.152593254,0.167065826,0.174800635,0.159993472,0.158538532,0.169937301,0.178520551,0.174302945,0.169123604,0.172072977,0.176138486,0.15968941,0.160992928,0.159626245,0.160151199,0.158707833,,0.167525357
2057,0.164476117,0.188863365,0.173418311,0.163798407,0.162822806,0.178377668,0.151709535,0.157803619,0.163771499,0.188962584,0.171115731,0.166974216,0.165253176,0.158383653,0.171351857,0.154952958,0.164144787,0.149648301,0.169398754,0.164924415,,0.166507588
2058,0.175690314,0.160344035,0.188772228,0.184511199,0.171230954,0.170534776,0.168988798,0.187496339,0.170720748,0.168052546,0.17549393,0.190607375,0.187142623,0.16662128,0.186658341,0.178720172,0.182457835,0.168124729,0.165543139,0.172660186,,0.176018577
2059,0.180467936,0.164560804,0.190637381,0.183935295,0.174756432,0.178576274,0.16422554,0.183101013,0.181745667,0.179652347,0.169777095,0.185474155,0.189354093,0.168566033,0.16411653,0.17155715,0.186388737,0.175877753,0.185134323,0.16415975,,0.177103215
2060,0.173881779,0.173805575,0.161685143,0.160198852,0.183430344,0.149801235,0.15671837,0.181963441,0.169150785,0.155217642,0.179504528,0.140625778,0.179847342,0.165682795,0.186144363,0.158353925,0.168993902,0.164510983,0.159585115,0.171719176,,0.167041054
2061,0.152759499,0.142691279,0.156722415,0.149320485,0.159731326,0.145001776,0.1529592,0.162663364,0.15215784,0.152064156,0.153286795,0.15486885,0.145384134,0.17816915,0.161282876,0.140709592,0.142348358,0.164202508,0.171808753,0.152376983,,0.154525467
2062,0.129732783,0.156309918,0.142151924,0.134647722,0.139061909,0.148278293,0.127214815,0.149442631,0.142158833,0.138970416,0.142694914,0.138532797,0.138883738,0.143702998,0.134160721,0.122545352,0.138744605,0.143899416,0.124858478,0.150405946,,0.13931991
2063,0.123400317,0.14223891,0.150169354,0.134371858,0.141524855,0.105528525,0.146768111,0.129956551,0.130065446,0.12454345,0.152052489,0.12951915,0.125626655,0.139445092,0.133149256,0.144373172,0.13106547,0.133208001,0.112001727,0.120734128,,0.132487126
2064,0.117337049,0.118227504,0.124433637,0.136483521,0.130570955,0.121676826,0.122111573,0.127791486,0.128257354,0.116371336,0.112134499,0.120451938,0.133874855,0.125533751,0.116578995,0.116147638,0.140495592,0.135778547,0.11512665,0.119799196,,0.123959145
2065,0.129498175,0.123123907,0.115042335,0.123888668,0.129239707,0.111715564,0.119909044,0.134137365,0.101992547,0.133139071,0.135274908,0.124849181,0.138998685,0.138285748,0.154579591,0.136144627,0.124817831,0.139961909,0.1370609,0.131192549,,0.129142616
2066,0.134184868,0.149642805,0.147040372,0.139480822,0.156160293,0.128661846,0.140262478,0.138211452,0.138909398,0.134513766,0.149085324,0.139688455,0.146259402,0.127077542,0.125583584,0.14259421,0.126821681,0.121113433,0.145881244,0.126951335,,0.137906216
2067,0.155998293,0.145081091,0.145072549,0.151684238,0.147639905,0.149189254,0.14252595,0.169173578,0.167362162,0.148236039,0.137905152,0.141614279,0.124245705,0.143148343,0.133618811,0.138084775,0.134043597,0.161547956,0.135399041,0.15228231,,0.146192651
2068,0.149692977,0.142430808,0.138389008,0.150879736,0.172532378,0.150200251,0.151071926,0.147573115,0.155397009,0.162042103,0.16868719,0.151457027,0.134026769,0.141609795,0.140236579,0.154017625,0.153419384,0.134797626,0.158098736,0.154384192,,0.150547212
2069,0.15601537,0.164572885,0.165089148,0.142426314,0.144863637,0.135213468,0.1333519,0.143169628,0.1463106,0.147556082,0.151104854,0.139393599,0.144236478,0.129711445,0.150006306,0.14461635,0.158311632,0.14709273,0.158062316,0.158758665,,0.14799317
2070,0.125962939,0.1418206,0.114189993,0.118892368,0.118184479,0.126906093,0.137503079,0.133945352,0.107418545,0.144884979,0.139394402,0.129779702,0.135561968,0.147062361,0.13688355,0.126641214,0.124298169,0.113023067,0.128508918,0.12877635,,0.128981906
2071,0.12359729,0.129647467,0.105232079,0.112579393,0.116337061,0.12428096,0.10904936,0.114000896,0.125409227,0.126243037,0.115379027,0.112038883,0.113501467,0.112241975,0.093768585,0.12009719,0.107125182,0.108523238,0.110362847,0.119687282,,0.114955122
2072,0.110643269,0.105639278,0.099572382,0.11496853,0.098870834,0.103636355,0.116331398,0.118554159,0.100030423,0.104324726,0.105259027,0.094325212,0.107834602,0.11426056,0.108563883,0.093038955,0.117311327,0.110480181,0.103849517,0.102557161,,0.106502589
2073,0.087580177,0.106854798,0.089815097,0.080487244,0.100929964,0.084232285,0.087570073,0.104588759,0.101574182,0.095863068,0.097037167,0.084471636,0.100218258,0.098165777,0.111078071,0.103255036,0.089278162,0.064338312,0.070762213,0.101954986,,0.093002763
2074,0.061721368,0.069164175,0.088277291,0.08541834,0.079082334,0.08079771,0.06347938,0.087031951,0.077707068,0.071120223,0.05978327,0.075435175,0.090184775,0.093364037,0.095206544,0.089212388,0.079046416,0.071630132,0.07846176,0.091322534,,0.079372344
2075,0.079330581,0.068848688,0.069988133,0.065990715,0.080278019,0.085454451,0.06774461,0.069057305,0.082339563,0.059035388,0.0759673,0.06217725,0.084922256,0.082332567,0.067776255,0.072698127,0.049685589,0.075370916,0.086460759,0.071797553,,0.072862801
2076,0.078261269,0.075573889,0.069259153,0.074398484,0.057752758,0.076115605,0.069578114,0.062146536,0.071938104,0.060039781,0.055574777,0.075357461,0.062175104,0.06281283,0.053430906,0.058824638,0.066649627,0.074065889,0.063832054,0.064513782,,0.066615038
2077,0.067986251,0.064456983,0.07403199,0.063355791,0.067131536,0.071182021,0.062934667,0.055165365,0.055970386,0.051349437,0.062870858,0.082366814,0.067142217,0.072046293,0.053237454,0.064972765,0.062968709,0.084883228,0.084842054,0.05043406,,0.065966444
2078,0.068289862,0.068710529,0.074745574,0.073210972,0.070346596,0.0653351,0.063867838,0.067527061,0.08223728,0.072759525,0.068394287,0.059767472,0.084912797,0.073146666,0.074371731,0.068155554,0.079103838,0.062768603,0.081755899,0.079077294,,0.071924224
2079,0.076755455,0.0630558,0.064550361,0.053067609,0.066476697,0.06873366,0.071398292,0.093141483,0.069993256,0.074263765,0.067523525,0.079559564,0.076996598,0.088809069,0.075628981,0.078446181,0.072671272,0.073842065,0.056310554,0.092120702,,0.073167244
2080,0.06953378,0.075883297,0.071467234,0.071405194,0.070305833,0.086461789,0.064051698,0.06941529,0.072272766,0.073933028,0.077677067,0.079570919,0.075568648,0.073909389,0.081093196,0.067440448,0.088616445,0.059188272,0.077673097,0.06047463,,0.073297101
2081,0.087965518,0.068055769,0.060322088,0.070795691,0.087488821,0.055483313,0.073692338,0.075700383,0.094632554,0.068055341,0.071295641,0.059483845,0.074004231,0.082528497,0.073897684,0.08185514,0.073792195,0.088250581,0.081869804,0.058884089,,0.074402676
2082,0.074524383,0.079160499,0.066638633,0.055744322,0.035607899,0.077242985,0.063034902,0.040978306,0.075624374,0.055750196,0.065401019,0.068390478,0.067483234,0.054750707,0.06945795,0.069430196,0.072966215,0.060763864,0.063408769,0.068281385,,0.064232016
2083,0.041152307,0.062964045,0.047757959,0.066429105,0.039588171,0.049123539,0.025187794,0.048601094,0.043040289,0.040238969,0.03988599,0.067445076,0.058690842,0.059417845,0.055024774,0.043740733,0.062599786,0.045987319,0.063774448,0.067098314,,0.05138742
2084,0.01979984,0.052288005,0.039915433,0.042906078,0.058719851,0.036906876,0.025937567,0.038599631,0.042638754,0.03896093,0.032057457,0.040515094,0.035364369,0.040172691,0.033974516,0.047003578,0.04403075,0.037500495,0.042811437,0.043083849,,0.03965936
