"x"
-0.333316493433144
-0.33439044959937
-0.335459919196025
-0.336517955842581
-0.337555302015352
-0.338561154145224
-0.339523881266776
-0.340431695145692
-0.341273269474695
-0.342038305505273
-0.342718041364172
-0.343305702282073
-0.343796889029509
-0.344189902008572
-0.344485998682718
-0.344689582337985
-0.344808320556142
-0.344853192239993
-0.344838462561734
-0.344781585804942
-0.344703036735592
-0.344626071863533
-0.344576422738037
-0.344581924251846
-0.344672081799035
-0.344877582033033
-0.345229752888209
-0.345759979449326
-0.346499083159507
-0.347476672732701
-0.348720475961285
-0.35025566236301
-0.352104167273094
-0.35428402853627
-0.356808747368531
-0.359686685219926
-0.362920508559705
-0.36650669340646
-0.370435101126107
-0.374688636508069
-0.379242998398513
-0.384066532216988
-0.389120192509727
-0.394357622307327
-0.399725354467411
-0.405163138410949
-0.410604393725998
-0.415976790041288
-0.421202950395165
-0.426201273078063
-0.430886864647849
-0.435172574548396
-0.438970119546322
-0.442191284084616
-0.444749180679132
-0.446559552701133
-0.447542100337995
-0.447621809246688
-0.446730260447401
-0.444806899380336
-0.441800241794758
-0.437668994276729
-0.432383067764346
-0.42592446335408
-0.418288011066686
-0.409481944007138
-0.39952829250192
-0.388463085302445
-0.376336347771368
-0.363211890076751
-0.349166881759143
-0.334291212552764
-0.318686642974465
-0.302465751877591
-0.285750691835246
-0.268671766798802
-0.251365849903188
-0.233974662492022
-0.216642938346055
-0.199516499656021
-0.182740273428119
-0.166456278696473
-0.150801616099405
-0.135906492020627
-0.121892309578654
-0.108869858253253
-0.0969376328639651
-0.0861803109705127
-0.0766674155675942
-0.0684521872280396
-0.0615706866491293
-0.0560411449294076
-0.051863574907151
-0.0490196525964068
-0.0474728732377781
-0.0471689818201071
-0.0480366732118146
-0.0499885523543132
-0.0529223404033919
-0.0567223083451522
-0.0612609155454359
-0.066400626995792
-0.0719958797685349
-0.0778951664541806
-0.0839432011833265
-0.0899831322778338
-0.0958587646677097
-0.10141675497283
-0.106508742591495
-0.110993381257707
-0.114738237307797
-0.11762152330545
-0.119533638668729
-0.120378492468975
-0.120074587564243
-0.118555849613946
-0.115772189213405
-0.111689790297702
-0.106291122998984
-0.0995746842025131
-0.0915544740370026
-0.0822592213558361
-0.0717313758244137
-0.0600258884353766
-0.0472088060456781
-0.0333557087933558
-0.0185500219438012
-0.00288123578198923
0.0135569314301671
0.0306683917019638
0.0483565310317571
0.0665260035559423
0.085084442475056
0.103944056146394
0.123023080390819
0.142247061281159
0.161549946392539
0.180874966626066
0.200175295180872
0.219414474954629
0.238566610502712
0.257616325582574
0.276558492152669
0.295397741386528
0.314147771707433
0.332830472957778
0.351474889509109
0.370116048318605
0.388793680586141
0.407550867709913
0.426432643642148
0.445484586486352
0.464751432243172
0.484275743011002
0.504096660698272
0.524248775442508
0.54476113550395
0.565656422470419
0.586950312246557
0.608651038587734
0.630759171967928
0.653267622439761
0.676161870956899
0.69942042949071
0.72301552629309
0.746914008941932
0.771078454461192
0.795468472934561
0.820042188726688
0.844757881777884
0.869575770528106
0.894459917928946
0.919380242780654
0.944314620342139
